tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,pitch,note,velocity
1143,note_on,,147,0,1,,,,,,10,,57,127
1143,note_on,,0,0,1,,,,,,0,,72,127
1488,note_off,,345,0,1,,,,,,10,,81,127
1488,note_off,,0,0,1,,,,,,4,,76,127
1488,note_off,,0,0,1,,,,,,0,,72,127
1488,note_off,,0,0,1,,,,,,4,,64,127
1488,note_off,,0,0,1,,,,,,10,,57,127
1492,note_on,,0,0,1,,,,,,7,,79,127
1492,note_on,,4,0,1,,,,,,4,,64,127
1492,note_on,,0,0,1,,,,,,7,,67,127
1492,note_on,,0,0,1,,,,,,12,,71,127
1536,end_of_track,,1536,1,2,,,,,,,,,
1837,note_off,,0,0,1,,,,,,4,,64,127
1837,note_off,,345,0,1,,,,,,7,,79,127
1841,note_on,,0,0,1,,,,,,5,,77,127
1841,note_on,,4,0,1,,,,,,2,,62,127
2181,note_off,,0,0,1,,,,,,7,,67,127
2181,note_off,,340,0,1,,,,,,12,,71,127
2186,note_off,,0,0,1,,,,,,2,,62,127
2186,note_off,,5,0,1,,,,,,5,,77,127
2190,note_on,,0,0,1,,,,,,0,,72,127
2190,note_on,,0,0,1,,,,,,4,,76,127
2190,note_on,,4,0,1,,,,,,0,,60,127
2190,note_on,,0,0,1,,,,,,10,,69,127
2535,note_off,,345,0,1,,,,,,4,,76,127
2535,note_off,,0,0,1,,,,,,10,,69,127
2535,note_off,,0,0,1,,,,,,0,,72,127
2535,note_off,,0,0,1,,,,,,0,,60,127
2539,note_on,,4,0,1,,,,,,12,,59,127
2539,note_on,,0,0,1,,,,,,2,,62,127
2539,note_on,,0,0,1,,,,,,8,,68,127
2539,note_on,,0,0,1,,,,,,2,,74,127
2884,note_off,,0,0,1,,,,,,12,,59,127
2884,note_off,,345,0,1,,,,,,2,,74,127
2884,note_off,,0,0,1,,,,,,8,,68,127
2884,note_off,,0,0,1,,,,,,2,,62,127
2888,note_on,,4,0,1,,,,,,10,,57,127
2888,note_on,,0,0,1,,,,,,4,,64,127
2888,note_on,,0,0,1,,,,,,2,,74,127
2888,note_on,,0,0,1,,,,,,10,,69,127
3233,note_off,,345,0,1,,,,,,2,,74,127
3237,note_on,,4,0,1,,,,,,0,,72,127
3582,note_off,,345,0,1,,,,,,0,,72,127
3586,note_on,,4,0,1,,,,,,0,,72,127
3759,note_off,,0,0,1,,,,,,10,,57,127
3759,note_off,,173,0,1,,,,,,10,,69,127
3759,note_off,,0,0,1,,,,,,4,,64,127
3932,note_off,,173,0,1,,,,,,0,,72,127
3936,note_on,,0,0,1,,,,,,7,,55,127
3936,note_on,,0,0,1,,,,,,4,,64,127
3936,note_on,,0,0,1,,,,,,12,,71,127
3936,note_on,,0,0,1,,,,,,7,,67,127
3936,note_on,,0,0,1,,,,,,4,,76,127
3936,note_on,,4,0,1,,,,,,12,,59,127
4281,note_off,,345,0,1,,,,,,4,,76,127
4281,note_off,,0,0,1,,,,,,7,,67,127
4281,note_off,,0,0,1,,,,,,12,,71,127
4281,note_off,,0,0,1,,,,,,4,,64,127
4281,note_off,,0,0,1,,,,,,7,,55,127
4281,note_off,,0,0,1,,,,,,12,,59,127
4285,note_on,,0,0,1,,,,,,2,,74,127
4285,note_on,,0,0,1,,,,,,5,,65,127
4285,note_on,,0,0,1,,,,,,5,,53,127
4285,note_on,,0,0,1,,,,,,2,,62,127
4285,note_on,,4,0,1,,,,,,10,,57,127
4285,note_on,,0,0,1,,,,,,10,,69,127
4630,note_off,,345,0,1,,,,,,2,,74,127
4630,note_off,,0,0,1,,,,,,5,,65,127
4630,note_off,,0,0,1,,,,,,10,,69,127
4630,note_off,,0,0,1,,,,,,2,,62,127
4630,note_off,,0,0,1,,,,,,5,,53,127
4630,note_off,,0,0,1,,,,,,10,,57,127
4634,note_on,,0,0,1,,,,,,7,,67,127
4634,note_on,,0,0,1,,,,,,0,,72,127
4634,note_on,,0,0,1,,,,,,0,,60,127
4634,note_on,,0,0,1,,,,,,4,,52,127
4634,note_on,,0,0,1,,,,,,4,,64,127
4634,note_on,,4,0,1,,,,,,7,,55,127
4979,note_off,,0,0,1,,,,,,0,,72,127
4979,note_off,,0,0,1,,,,,,4,,64,127
4979,note_off,,0,0,1,,,,,,4,,52,127
4979,note_off,,0,0,1,,,,,,0,,60,127
4979,note_off,,0,0,1,,,,,,7,,55,127
4979,note_off,,345,0,1,,,,,,7,,67,127
4983,note_on,,0,0,1,,,,,,12,,71,127
4983,note_on,,0,0,1,,,,,,5,,65,127
4983,note_on,,0,0,1,,,,,,2,,62,127
4983,note_on,,0,0,1,,,,,,2,,50,127
4983,note_on,,4,0,1,,,,,,5,,53,127
4983,note_on,,0,0,1,,,,,,12,,59,127
5328,note_off,,345,0,1,,,,,,12,,71,127
5328,note_off,,0,0,1,,,,,,2,,62,127
5328,note_off,,0,0,1,,,,,,5,,65,127
5328,note_off,,0,0,1,,,,,,12,,59,127
5328,note_off,,0,0,1,,,,,,2,,50,127
5328,note_off,,0,0,1,,,,,,5,,53,127
5332,note_on,,0,0,1,,,,,,0,,60,127
5332,note_on,,0,0,1,,,,,,10,,69,127
5332,note_on,,0,0,1,,,,,,4,,64,127
5332,note_on,,0,0,1,,,,,,10,,57,127
5332,note_on,,4,0,1,,,,,,4,,52,127
5332,note_on,,0,0,1,,,,,,0,,48,127
5677,note_off,,345,0,1,,,,,,0,,60,127
5677,note_off,,0,0,1,,,,,,4,,64,127
5677,note_off,,0,0,1,,,,,,10,,69,127
5677,note_off,,0,0,1,,,,,,0,,48,127
5677,note_off,,0,0,1,,,,,,10,,57,127
5677,note_off,,0,0,1,,,,,,4,,52,127
5681,note_on,,0,0,1,,,,,,5,,65,127
5681,note_on,,0,0,1,,,,,,2,,62,127
5681,note_on,,0,0,1,,,,,,10,,69,127
5681,note_on,,0,0,1,,,,,,12,,59,127
5681,note_on,,4,0,1,,,,,,2,,50,127
5681,note_on,,0,0,1,,,,,,12,,47,127
6026,note_off,,345,0,1,,,,,,10,,69,127
6030,note_on,,4,0,1,,,,,,8,,68,127
6375,note_off,,345,0,1,,,,,,8,,68,127
6379,note_on,,4,0,1,,,,,,8,,68,127
6552,note_off,,173,0,1,,,,,,5,,65,127
6552,note_off,,0,0,1,,,,,,2,,62,127
6552,note_off,,0,0,1,,,,,,12,,47,127
6552,note_off,,0,0,1,,,,,,12,,59,127
6552,note_off,,0,0,1,,,,,,2,,50,127
6725,note_off,,173,0,1,,,,,,8,,68,127
6729,note_on,,0,0,1,,,,,,10,,69,127
6729,note_on,,0,0,1,,,,,,0,,60,127
6729,note_on,,0,0,1,,,,,,4,,64,127
6729,note_on,,4,0,1,,,,,,4,,52,127
6729,note_on,,0,0,1,,,,,,10,,57,127
6729,note_on,,0,0,1,,,,,,0,,48,127
7074,note_off,,345,0,1,,,,,,10,,69,127
7074,note_off,,0,0,1,,,,,,0,,60,127
7074,note_off,,0,0,1,,,,,,4,,64,127
7074,note_off,,0,0,1,,,,,,10,,57,127
7074,note_off,,0,0,1,,,,,,0,,48,127
7074,note_off,,0,0,1,,,,,,4,,52,127
7078,note_on,,4,0,1,,,,,,12,,59,127
7078,note_on,,0,0,1,,,,,,2,,50,127
7078,note_on,,0,0,1,,,,,,12,,47,127
7078,note_on,,0,0,1,,,,,,10,,69,127
7078,note_on,,0,0,1,,,,,,2,,62,127
7423,note_off,,345,0,1,,,,,,10,,69,127
7427,note_on,,4,0,1,,,,,,8,,68,127
7772,note_off,,345,0,1,,,,,,8,,68,127
7776,note_on,,4,0,1,,,,,,8,,68,127
7949,note_off,,173,0,1,,,,,,2,,62,127
7949,note_off,,0,0,1,,,,,,12,,47,127
7949,note_off,,0,0,1,,,,,,2,,50,127
7949,note_off,,0,0,1,,,,,,12,,59,127
8122,note_off,,173,0,1,,,,,,8,,68,127
8126,note_on,,0,0,1,,,,,,10,,69,127
8126,note_on,,0,0,1,,,,,,0,,60,127
8126,note_on,,0,0,1,,,,,,4,,64,127
8126,note_on,,0,0,1,,,,,,4,,52,127
8126,note_on,,4,0,1,,,,,,10,,57,127
8126,note_on,,0,0,1,,,,,,0,,48,127
8471,note_off,,345,0,1,,,,,,10,,69,127
8471,note_off,,0,0,1,,,,,,4,,64,127
8471,note_off,,0,0,1,,,,,,0,,60,127
8471,note_off,,0,0,1,,,,,,0,,48,127
8471,note_off,,0,0,1,,,,,,4,,52,127
8471,note_off,,0,0,1,,,,,,10,,57,127
8475,note_on,,4,0,1,,,,,,5,,53,127
8475,note_on,,0,0,1,,,,,,2,,50,127
8475,note_on,,0,0,1,,,,,,12,,59,127
8475,note_on,,0,0,1,,,,,,5,,65,127
8475,note_on,,0,0,1,,,,,,2,,62,127
8475,note_on,,0,0,1,,,,,,10,,69,127
8820,note_off,,345,0,1,,,,,,10,,69,127
8824,note_on,,4,0,1,,,,,,12,,71,127
9164,note_off,,340,0,1,,,,,,2,,62,127
9164,note_off,,0,0,1,,,,,,5,,65,127
9169,note_off,,5,0,1,,,,,,12,,71,127
9169,note_off,,0,0,1,,,,,,12,,59,127
9169,note_off,,0,0,1,,,,,,2,,50,127
9169,note_off,,0,0,1,,,,,,5,,53,127
9173,note_on,,4,0,1,,,,,,2,,50,127
9173,note_on,,0,0,1,,,,,,12,,47,127
9173,note_on,,0,0,1,,,,,,8,,56,127
9173,note_on,,0,0,1,,,,,,12,,71,127
9173,note_on,,0,0,1,,,,,,8,,68,127
9173,note_on,,0,0,1,,,,,,2,,62,127
9518,note_off,,345,0,1,,,,,,12,,71,127
9522,note_on,,4,0,1,,,,,,0,,72,127
9862,note_off,,340,0,1,,,,,,2,,62,127
9862,note_off,,0,0,1,,,,,,8,,68,127
9867,note_off,,5,0,1,,,,,,0,,72,127
9867,note_off,,0,0,1,,,,,,8,,56,127
9867,note_off,,0,0,1,,,,,,12,,47,127
9867,note_off,,0,0,1,,,,,,2,,50,127
9871,note_on,,4,0,1,,,,,,10,,57,127
9871,note_on,,0,0,1,,,,,,4,,52,127
9871,note_on,,0,0,1,,,,,,10,,45,127
9871,note_on,,0,0,1,,,,,,0,,48,127
9871,note_on,,0,0,1,,,,,,4,,64,127
9871,note_on,,0,0,1,,,,,,10,,69,127
9871,note_on,,0,0,1,,,,,,0,,72,127
10216,note_off,,0,0,1,,,,,,10,,69,127
10216,note_off,,345,0,1,,,,,,0,,72,127
10220,note_on,,4,0,1,,,,,,12,,71,127
10560,note_off,,340,0,1,,,,,,4,,64,127
10565,note_off,,5,0,1,,,,,,12,,71,127
10565,note_off,,0,0,1,,,,,,0,,48,127
10565,note_off,,0,0,1,,,,,,10,,45,127
10565,note_off,,0,0,1,,,,,,4,,52,127
10565,note_off,,0,0,1,,,,,,10,,57,127
10569,note_on,,4,0,1,,,,,,12,,59,127
10569,note_on,,0,0,1,,,,,,8,,56,127
10569,note_on,,0,0,1,,,,,,4,,64,127
10569,note_on,,0,0,1,,,,,,12,,71,127
10914,note_off,,345,0,1,,,,,,12,,71,127
10918,note_on,,4,0,1,,,,,,0,,72,127
11258,note_off,,340,0,1,,,,,,4,,64,127
11263,note_off,,5,0,1,,,,,,0,,72,127
11263,note_off,,0,0,1,,,,,,8,,56,127
11263,note_off,,0,0,1,,,,,,12,,59,127
11267,note_on,,4,0,1,,,,,,10,,57,127
11267,note_on,,0,0,1,,,,,,0,,60,127
11267,note_on,,0,0,1,,,,,,10,,69,127
11267,note_on,,0,0,1,,,,,,4,,64,127
11267,note_on,,0,0,1,,,,,,0,,72,127
11612,note_off,,345,0,1,,,,,,0,,72,127
11616,note_on,,4,0,1,,,,,,2,,74,127
11956,note_off,,340,0,1,,,,,,4,,64,127
11956,note_off,,0,0,1,,,,,,10,,69,127
11961,note_off,,0,0,1,,,,,,10,,57,127
11961,note_off,,5,0,1,,,,,,2,,74,127
11961,note_off,,0,0,1,,,,,,0,,60,127
11965,note_on,,4,0,1,,,,,,6,,54,127
11965,note_on,,0,0,1,,,,,,10,,57,127
11965,note_on,,0,0,1,,,,,,6,,66,127
11965,note_on,,0,0,1,,,,,,2,,74,127
11965,note_on,,0,0,1,,,,,,10,,69,127
12310,note_off,,345,0,1,,,,,,2,,74,127
12310,note_off,,0,0,1,,,,,,6,,66,127
12310,note_off,,0,0,1,,,,,,10,,57,127
12310,note_off,,0,0,1,,,,,,6,,54,127
12314,note_on,,0,0,1,,,,,,6,,66,127
12314,note_on,,0,0,1,,,,,,12,,71,127
12314,note_on,,4,0,1,,,,,,12,,59,127
12314,note_on,,0,0,1,,,,,,3,,75,127
12654,note_off,,340,0,1,,,,,,10,,69,127
12659,note_off,,5,0,1,,,,,,6,,66,127
12659,note_off,,0,0,1,,,,,,3,,75,127
12659,note_off,,0,0,1,,,,,,12,,71,127
12659,note_off,,0,0,1,,,,,,12,,59,127
12663,note_on,,4,0,1,,,,,,4,,52,127
12663,note_on,,0,0,1,,,,,,12,,59,127
12663,note_on,,0,0,1,,,,,,8,,68,127
12663,note_on,,0,0,1,,,,,,4,,64,127
12663,note_on,,0,0,1,,,,,,4,,76,127
12663,note_on,,0,0,1,,,,,,12,,71,127
14056,note_off,,0,0,1,,,,,,4,,52,127
14056,note_off,,0,0,1,,,,,,12,,59,127
14056,note_off,,0,0,1,,,,,,8,,68,127
14056,note_off,,0,0,1,,,,,,4,,64,127
14056,note_off,,0,0,1,,,,,,4,,76,127
14056,note_off,,1393,0,1,,,,,,12,,71,127
14108,note_on,,52,0,1,,,,,,12,,83,127
14108,note_on,,0,0,1,,,,,,4,,76,127
14108,note_on,,0,0,1,,,,,,8,,80,127
14108,note_on,,0,0,1,,,,,,12,,71,127
14108,note_on,,0,0,1,,,,,,12,,59,127
14108,note_on,,0,0,1,,,,,,4,,64,127
14108,note_on,,0,0,1,,,,,,4,,52,127
14108,note_on,,0,0,1,,,,,,8,,56,127
14979,note_off,,0,0,1,,,,,,12,,83,127
14979,note_off,,0,0,1,,,,,,4,,76,127
14979,note_off,,0,0,1,,,,,,8,,80,127
14979,note_off,,0,0,1,,,,,,4,,52,127
14979,note_off,,0,0,1,,,,,,12,,59,127
14979,note_off,,0,0,1,,,,,,12,,71,127
14979,note_off,,871,0,1,,,,,,8,,56,127
14979,note_off,,0,0,1,,,,,,4,,64,127
15155,note_on,,176,0,1,,,,,,12,,83,127
15155,note_on,,0,0,1,,,,,,2,,62,127
15155,note_on,,0,0,1,,,,,,8,,56,127
15500,note_off,,345,0,1,,,,,,8,,56,127
15500,note_off,,0,0,1,,,,,,2,,62,127
15500,note_off,,0,0,1,,,,,,12,,83,127
15504,note_on,,0,0,1,,,,,,0,,60,127
15504,note_on,,4,0,1,,,,,,0,,84,127
15504,note_on,,0,0,1,,,,,,10,,57,127
15849,note_off,,345,0,1,,,,,,0,,84,127
15853,note_on,,4,0,1,,,,,,5,,77,127
16198,note_off,,345,0,1,,,,,,5,,77,127
16202,note_on,,4,0,1,,,,,,5,,77,127
16375,note_off,,173,0,1,,,,,,0,,60,127
16375,note_off,,0,0,1,,,,,,10,,57,127
16548,note_off,,173,0,1,,,,,,5,,77,127
16552,note_on,,0,0,1,,,,,,0,,60,127
16552,note_on,,4,0,1,,,,,,0,,84,127
16552,note_on,,0,0,1,,,,,,10,,57,127
16897,note_off,,0,0,1,,,,,,0,,84,127
16897,note_off,,345,0,1,,,,,,0,,60,127
16897,note_off,,0,0,1,,,,,,10,,57,127
16901,note_on,,0,0,1,,,,,,2,,62,127
16901,note_on,,0,0,1,,,,,,8,,56,127
16901,note_on,,4,0,1,,,,,,12,,83,127
17246,note_off,,345,0,1,,,,,,12,,83,127
17250,note_on,,4,0,1,,,,,,4,,76,127
17595,note_off,,345,0,1,,,,,,4,,76,127
17599,note_on,,4,0,1,,,,,,4,,76,127
17772,note_off,,173,0,1,,,,,,8,,56,127
17772,note_off,,0,0,1,,,,,,2,,62,127
17945,note_off,,173,0,1,,,,,,4,,76,127
17949,note_on,,4,0,1,,,,,,12,,83,127
17949,note_on,,0,0,1,,,,,,8,,56,127
17949,note_on,,0,0,1,,,,,,2,,62,127
18294,note_off,,0,0,1,,,,,,12,,83,127
18294,note_off,,0,0,1,,,,,,8,,56,127
18294,note_off,,345,0,1,,,,,,2,,62,127
18298,note_on,,4,0,1,,,,,,0,,84,127
18298,note_on,,0,0,1,,,,,,10,,57,127
18298,note_on,,0,0,1,,,,,,0,,60,127
18643,note_off,,345,0,1,,,,,,0,,84,127
18647,note_on,,4,0,1,,,,,,5,,77,127
18992,note_off,,345,0,1,,,,,,5,,77,127
18996,note_on,,4,0,1,,,,,,5,,77,127
19169,note_off,,173,0,1,,,,,,0,,60,127
19169,note_off,,0,0,1,,,,,,10,,57,127
19342,note_off,,173,0,1,,,,,,5,,77,127
19346,note_on,,0,0,1,,,,,,10,,57,127
19346,note_on,,0,0,1,,,,,,0,,60,127
19346,note_on,,4,0,1,,,,,,0,,84,127
19691,note_off,,345,0,1,,,,,,10,,57,127
19691,note_off,,0,0,1,,,,,,0,,60,127
19691,note_off,,0,0,1,,,,,,0,,84,127
19695,note_on,,4,0,1,,,,,,12,,83,127
19695,note_on,,0,0,1,,,,,,8,,56,127
19695,note_on,,0,0,1,,,,,,2,,62,127
20040,note_off,,345,0,1,,,,,,12,,83,127
20044,note_on,,4,0,1,,,,,,4,,76,127
20389,note_off,,345,0,1,,,,,,4,,76,127
20393,note_on,,4,0,1,,,,,,4,,76,127
20566,note_off,,173,0,1,,,,,,2,,62,127
20566,note_off,,0,0,1,,,,,,8,,56,127
20739,note_off,,173,0,1,,,,,,4,,76,127
20743,note_on,,0,0,1,,,,,,10,,57,127
20743,note_on,,4,0,1,,,,,,10,,81,127
20743,note_on,,0,0,1,,,,,,10,,69,127
20743,note_on,,0,0,1,,,,,,0,,60,127
21088,note_off,,345,0,1,,,,,,10,,57,127
21088,note_off,,0,0,1,,,,,,0,,60,127
21088,note_off,,0,0,1,,,,,,10,,69,127
21088,note_off,,0,0,1,,,,,,10,,81,127
21092,note_on,,4,0,1,,,,,,5,,77,127
21092,note_on,,0,0,1,,,,,,10,,69,127
21092,note_on,,0,0,1,,,,,,0,,60,127
21092,note_on,,0,0,1,,,,,,10,,57,127
21437,note_off,,0,0,1,,,,,,5,,77,127
21437,note_off,,345,0,1,,,,,,10,,57,127
21437,note_off,,0,0,1,,,,,,0,,60,127
21437,note_off,,0,0,1,,,,,,10,,69,127
21441,note_on,,0,0,1,,,,,,4,,76,127
21441,note_on,,0,0,1,,,,,,2,,62,127
21441,note_on,,4,0,1,,,,,,8,,68,127
21441,note_on,,0,0,1,,,,,,12,,59,127
21786,note_off,,345,0,1,,,,,,2,,62,127
21786,note_off,,0,0,1,,,,,,12,,59,127
21786,note_off,,0,0,1,,,,,,4,,76,127
21786,note_off,,0,0,1,,,,,,8,,68,127
21790,note_on,,4,0,1,,,,,,10,,69,127
21790,note_on,,0,0,1,,,,,,4,,76,127
21790,note_on,,0,0,1,,,,,,0,,60,127
21790,note_on,,0,0,1,,,,,,4,,64,127
22135,note_off,,345,0,1,,,,,,4,,76,127
22139,note_on,,4,0,1,,,,,,2,,74,127
22479,note_off,,340,0,1,,,,,,10,,69,127
22484,note_off,,5,0,1,,,,,,2,,74,127
22484,note_off,,0,0,1,,,,,,4,,64,127
22484,note_off,,0,0,1,,,,,,0,,60,127
22488,note_on,,4,0,1,,,,,,2,,74,127
22488,note_on,,0,0,1,,,,,,4,,64,127
22488,note_on,,0,0,1,,,,,,8,,68,127
22488,note_on,,0,0,1,,,,,,12,,59,127
22833,note_off,,345,0,1,,,,,,2,,74,127
22837,note_on,,4,0,1,,,,,,0,,72,127
23177,note_off,,0,0,1,,,,,,4,,64,127
23177,note_off,,340,0,1,,,,,,8,,68,127
23182,note_off,,5,0,1,,,,,,0,,72,127
23182,note_off,,0,0,1,,,,,,12,,59,127
23186,note_on,,4,0,1,,,,,,10,,69,127
23186,note_on,,0,0,1,,,,,,0,,72,127
23186,note_on,,0,0,1,,,,,,4,,64,127
23186,note_on,,0,0,1,,,,,,10,,57,127
23531,note_off,,345,0,1,,,,,,0,,72,127
23535,note_on,,4,0,1,,,,,,5,,77,127
23875,note_off,,340,0,1,,,,,,4,,64,127
23875,note_off,,0,0,1,,,,,,10,,69,127
23880,note_off,,5,0,1,,,,,,5,,77,127
23880,note_off,,0,0,1,,,,,,10,,57,127
23884,note_on,,0,0,1,,,,,,0,,60,127
23884,note_on,,0,0,1,,,,,,4,,76,127
23884,note_on,,4,0,1,,,,,,10,,69,127
23884,note_on,,0,0,1,,,,,,4,,64,127
24229,note_off,,345,0,1,,,,,,4,,76,127
24233,note_on,,4,0,1,,,,,,2,,74,127
24573,note_off,,340,0,1,,,,,,4,,64,127
24573,note_off,,0,0,1,,,,,,10,,69,127
24578,note_off,,5,0,1,,,,,,2,,74,127
24578,note_off,,0,0,1,,,,,,0,,60,127
24582,note_on,,4,0,1,,,,,,8,,68,127
24582,note_on,,0,0,1,,,,,,2,,74,127
24582,note_on,,0,0,1,,,,,,4,,64,127
24582,note_on,,0,0,1,,,,,,12,,59,127
24927,note_off,,345,0,1,,,,,,2,,74,127
24931,note_on,,4,0,1,,,,,,0,,72,127
25271,note_off,,340,0,1,,,,,,4,,64,127
25271,note_off,,0,0,1,,,,,,8,,68,127
25276,note_off,,5,0,1,,,,,,0,,72,127
25276,note_off,,0,0,1,,,,,,12,,59,127
25280,note_on,,4,0,1,,,,,,0,,72,127
25280,note_on,,0,0,1,,,,,,10,,69,127
25280,note_on,,0,0,1,,,,,,4,,64,127
25280,note_on,,0,0,1,,,,,,10,,57,127
25625,note_off,,345,0,1,,,,,,10,,69,127
25625,note_off,,0,0,1,,,,,,0,,72,127
25629,note_on,,4,0,1,,,,,,12,,71,127
25974,note_off,,0,0,1,,,,,,4,,64,127
25974,note_off,,345,0,1,,,,,,12,,71,127
25974,note_off,,0,0,1,,,,,,10,,57,127
25978,note_on,,4,0,1,,,,,,12,,71,127
25978,note_on,,0,0,1,,,,,,4,,64,127
25978,note_on,,0,0,1,,,,,,12,,59,127
25978,note_on,,0,0,1,,,,,,7,,55,127
26323,note_off,,345,0,1,,,,,,12,,71,127
26327,note_on,,4,0,1,,,,,,4,,76,127
26667,note_off,,340,0,1,,,,,,4,,64,127
26672,note_off,,5,0,1,,,,,,4,,76,127
26672,note_off,,0,0,1,,,,,,7,,55,127
26672,note_off,,0,0,1,,,,,,12,,59,127
26676,note_on,,0,0,1,,,,,,5,,53,127
26676,note_on,,0,0,1,,,,,,2,,62,127
26676,note_on,,4,0,1,,,,,,2,,74,127
26676,note_on,,0,0,1,,,,,,10,,69,127
27021,note_off,,345,0,1,,,,,,2,,74,127
27025,note_on,,4,0,1,,,,,,0,,72,127
27365,note_off,,340,0,1,,,,,,10,,69,127
27370,note_off,,5,0,1,,,,,,0,,72,127
27370,note_off,,0,0,1,,,,,,5,,53,127
27370,note_off,,0,0,1,,,,,,2,,62,127
27374,note_on,,4,0,1,,,,,,7,,67,127
27374,note_on,,0,0,1,,,,,,0,,72,127
27374,note_on,,0,0,1,,,,,,4,,52,127
27374,note_on,,0,0,1,,,,,,7,,55,127
27719,note_off,,345,0,1,,,,,,0,,72,127
27723,note_on,,4,0,1,,,,,,12,,71,127
28063,note_off,,340,0,1,,,,,,7,,67,127
28068,note_off,,5,0,1,,,,,,12,,71,127
28068,note_off,,0,0,1,,,,,,7,,55,127
28068,note_off,,0,0,1,,,,,,4,,52,127
28072,note_on,,4,0,1,,,,,,12,,71,127
28072,note_on,,0,0,1,,,,,,5,,65,127
28072,note_on,,0,0,1,,,,,,2,,62,127
28072,note_on,,0,0,1,,,,,,2,,50,127
28417,note_off,,345,0,1,,,,,,12,,71,127
28421,note_on,,4,0,1,,,,,,10,,69,127
28761,note_off,,340,0,1,,,,,,5,,65,127
28766,note_off,,0,0,1,,,,,,2,,62,127
28766,note_off,,0,0,1,,,,,,2,,50,127
28766,note_off,,5,0,1,,,,,,10,,69,127
28770,note_on,,0,0,1,,,,,,4,,64,127
28770,note_on,,4,0,1,,,,,,10,,69,127
28770,note_on,,0,0,1,,,,,,0,,48,127
29115,note_off,,345,0,1,,,,,,4,,64,127
29115,note_off,,0,0,1,,,,,,0,,48,127
29119,note_on,,0,0,1,,,,,,12,,47,127
29119,note_on,,4,0,1,,,,,,5,,65,127
29119,note_on,,0,0,1,,,,,,2,,62,127
29119,note_on,,0,0,1,,,,,,2,,74,127
29459,note_off,,340,0,1,,,,,,10,,69,127
29464,note_off,,5,0,1,,,,,,12,,47,127
29464,note_off,,0,0,1,,,,,,2,,74,127
29464,note_off,,0,0,1,,,,,,2,,62,127
29464,note_off,,0,0,1,,,,,,5,,65,127
29468,note_on,,4,0,1,,,,,,10,,69,127
29468,note_on,,0,0,1,,,,,,4,,64,127
29468,note_on,,0,0,1,,,,,,0,,72,127
29468,note_on,,0,0,1,,,,,,10,,45,127
29813,note_off,,345,0,1,,,,,,0,,72,127
29813,note_off,,0,0,1,,,,,,10,,69,127
29817,note_on,,4,0,1,,,,,,12,,71,127
30157,note_off,,340,0,1,,,,,,4,,64,127
30162,note_off,,5,0,1,,,,,,12,,71,127
30162,note_off,,0,0,1,,,,,,10,,45,127
30166,note_on,,4,0,1,,,,,,2,,62,127
30166,note_on,,0,0,1,,,,,,12,,71,127
