tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,4,4,24,8,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,10,69,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,,
0,program_change,0,0,1,,,,,,,,,,,,,,40,0,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,1764706,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,F,,,,,,,,,
120,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,100,
240,note_on,240,0,2,,,,,,,,,,,,,,,1,,,65,0,
240,note_on,120,0,1,,,,,,,,,,,,,,,0,,,70,0,
240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
360,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
480,note_on,120,0,1,,,,,,,,,,,,,,,0,,,77,0,
480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,100,
600,note_on,120,0,1,,,,,,,,,,,,,,,0,,,79,0,
600,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,100,
720,note_on,120,0,1,,,,,,,,,,,,,,,0,,,76,0,
720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
840,note_on,120,0,1,,,,,,,,,,,,,,,0,,,77,0,
840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
960,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
960,note_on,720,0,2,,,,,,,,,,,,,,,1,,,64,100,
960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
1080,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,100,
1080,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
1200,note_on,120,0,1,,,,,,,,,,,,,,,0,,,70,0,
1200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
1200,note_on,240,0,2,,,,,,,,,,,,,,,1,,,64,0,
1440,note_on,240,0,1,,,,,,,,,,,,,,,0,,,72,0,
1560,note_on,120,0,1,,,,,,,,,,,,,,,0,,,70,100,
1680,note_on,120,0,1,,,,,,,,,,,,,,,0,,,70,0,
1680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
1800,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
1800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
1920,note_on,120,0,1,,,,,,,,,,,,,,,0,,,67,0,
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
1920,note_on,720,0,2,,,,,,,,,,,,,,,1,,,62,100,
2040,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
2040,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
2160,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,0,
2160,note_on,240,0,2,,,,,,,,,,,,,,,1,,,62,0,
2160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
2280,note_on,120,0,1,,,,,,,,,,,,,,,0,,,62,0,
2280,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
2400,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
2400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
2520,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
2520,note_on,120,0,1,,,,,,,,,,,,,,,0,,,67,0,
2640,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
2640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,100,
2760,note_on,120,0,1,,,,,,,,,,,,,,,0,,,70,0,
2760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
2880,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
2880,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,,,,,8191
2880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,100,
2880,note_on,720,0,2,,,,,,,,,,,,,,,1,,,64,100,
2880,note_on,2880,0,3,,,,,,,,,,,,,,,2,,,60,100,
2910,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,0
2940,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,8191
2970,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,0
3000,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
3000,note_on,30,0,1,,,,,,,,,,,,,,,0,,,70,0,
3120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
3120,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
3120,note_on,240,0,3,,,,,,,,,,,,,,,2,,,60,0,
3120,note_on,240,0,2,,,,,,,,,,,,,,,1,,,64,0,
3360,note_on,240,0,1,,,,,,,,,,,,,,,0,,,69,0,
3480,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,100,
3600,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,100,
3600,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
3720,note_on,120,0,1,,,,,,,,,,,,,,,0,,,70,0,
3720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
3840,note_on,720,0,2,,,,,,,,,,,,,,,1,,,65,100,
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
3840,note_on,720,0,3,,,,,,,,,,,,,,,2,,,58,100,
3840,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
3960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
3960,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
4080,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,100,
4080,note_on,240,0,3,,,,,,,,,,,,,,,2,,,58,0,
4080,note_on,240,0,2,,,,,,,,,,,,,,,1,,,65,0,
4080,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
4200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
4200,note_on,120,0,1,,,,,,,,,,,,,,,0,,,70,0,
4320,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,100,
4320,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
4440,note_on,120,0,1,,,,,,,,,,,,,,,0,,,79,0,
4440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,100,
4560,note_on,120,0,1,,,,,,,,,,,,,,,0,,,81,0,
4560,note_on,0,0,1,,,,,,,,,,,,,,,0,,,82,100,
4680,note_on,120,0,1,,,,,,,,,,,,,,,0,,,82,0,
4680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,100,
4800,note_on,720,0,2,,,,,,,,,,,,,,,1,,,70,100,
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
4800,note_on,120,0,1,,,,,,,,,,,,,,,0,,,79,0,
4920,note_on,120,0,1,,,,,,,,,,,,,,,0,,,77,0,
4920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,100,
5040,note_on,240,0,2,,,,,,,,,,,,,,,1,,,70,0,
5040,note_on,120,0,1,,,,,,,,,,,,,,,0,,,76,0,
5040,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
5160,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
5160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
5280,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
5280,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
5400,note_on,120,0,1,,,,,,,,,,,,,,,0,,,77,0,
5400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
5520,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
5520,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
5520,note_on,1440,0,3,,,,,,,,,,,,,,,2,,,57,100,
5640,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,0,
5640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
5760,note_on,0,0,3,,,,,,,,,,,,,,,2,,,58,100,
5760,note_on,240,0,3,,,,,,,,,,,,,,,2,,,57,0,
5760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
5760,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
5880,note_on,120,0,1,,,,,,,,,,,,,,,0,,,67,0,
5880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
6000,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,0,
6000,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
6000,note_on,240,0,3,,,,,,,,,,,,,,,2,,,58,0,
6120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
6120,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
6240,note_on,240,0,3,,,,,,,,,,,,,,,2,,,60,100,
6240,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
6240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
6360,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,0,
6360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
6480,note_on,240,0,3,,,,,,,,,,,,,,,2,,,60,0,
6480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
6480,note_on,120,0,1,,,,,,,,,,,,,,,0,,,67,0,
6600,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
6600,note_on,0,0,1,,,,,,,,,,,,,,,0,,,70,100,
6720,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,100,
6720,note_on,120,0,1,,,,,,,,,,,,,,,0,,,70,0,
6720,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,,,,,4096
6720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
6760,pitchwheel,40,0,1,,,,,,,,,,,,,,,0,,,,,0
6800,pitchwheel,40,0,1,,,,,,,,,,,,,,,0,,,,,4096
6840,pitchwheel,40,0,1,,,,,,,,,,,,,,,0,,,,,0
6960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
6960,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,0,
6960,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
7080,note_on,120,0,1,,,,,,,,,,,,,,,0,,,67,0,
7080,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
7200,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
7200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
7320,note_on,360,0,3,,,,,,,,,,,,,,,2,,,64,100,
7440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
7440,note_on,0,0,3,,,,,,,,,,,,,,,2,,,65,100,
7440,note_on,120,0,3,,,,,,,,,,,,,,,2,,,64,0,
7440,note_on,240,0,1,,,,,,,,,,,,,,,0,,,74,0,
7560,note_on,0,0,3,,,,,,,,,,,,,,,2,,,62,100,
7560,note_on,120,0,3,,,,,,,,,,,,,,,2,,,65,0,
7680,note_on,240,0,1,,,,,,,,,,,,,,,0,,,74,0,
7680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
7680,note_on,120,0,3,,,,,,,,,,,,,,,2,,,62,0,
7680,note_on,0,0,3,,,,,,,,,,,,,,,2,,,64,100,
7800,note_on,120,0,3,,,,,,,,,,,,,,,2,,,64,0,
7800,note_on,0,0,3,,,,,,,,,,,,,,,2,,,57,100,
7920,note_on,240,0,1,,,,,,,,,,,,,,,0,,,74,0,
7920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
7920,note_on,120,0,3,,,,,,,,,,,,,,,2,,,57,0,
7920,note_on,0,0,3,,,,,,,,,,,,,,,2,,,69,100,
8160,note_on,240,0,3,,,,,,,,,,,,,,,2,,,69,0,
8160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
8160,note_on,240,0,1,,,,,,,,,,,,,,,0,,,72,0,
8280,note_on,120,0,3,,,,,,,,,,,,,,,2,,,67,100,
8400,note_on,0,0,3,,,,,,,,,,,,,,,2,,,69,100,
8400,note_on,120,0,3,,,,,,,,,,,,,,,2,,,67,0,
8400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
8400,note_on,240,0,1,,,,,,,,,,,,,,,0,,,77,0,
8520,note_on,0,0,3,,,,,,,,,,,,,,,2,,,65,100,
8520,note_on,120,0,3,,,,,,,,,,,,,,,2,,,69,0,
8640,note_on,0,0,3,,,,,,,,,,,,,,,2,,,67,100,
8640,note_on,120,0,3,,,,,,,,,,,,,,,2,,,65,0,
8640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
8640,note_on,240,0,1,,,,,,,,,,,,,,,0,,,77,0,
8760,note_on,0,0,3,,,,,,,,,,,,,,,2,,,60,100,
8760,note_on,120,0,3,,,,,,,,,,,,,,,2,,,67,0,
8880,note_on,0,0,3,,,,,,,,,,,,,,,2,,,72,100,
8880,note_on,120,0,3,,,,,,,,,,,,,,,2,,,60,0,
8880,note_on,240,0,1,,,,,,,,,,,,,,,0,,,77,0,
8880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,100,
9120,note_on,0,0,3,,,,,,,,,,,,,,,2,,,65,100,
9120,note_on,240,0,3,,,,,,,,,,,,,,,2,,,72,0,
9240,note_on,360,0,1,,,,,,,,,,,,,,,0,,,76,0,
9240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,100,
9360,note_on,120,0,1,,,,,,,,,,,,,,,0,,,81,0,
9360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
9360,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,0,
9480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
9480,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
9600,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
9600,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,100,
9600,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,100,
9720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
9720,note_on,120,0,1,,,,,,,,,,,,,,,0,,,71,0,
9840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,100,
9840,note_on,120,0,1,,,,,,,,,,,,,,,0,,,67,0,
9840,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,0,
10080,note_on,240,0,1,,,,,,,,,,,,,,,0,,,79,0,
10080,note_on,240,0,3,,,,,,,,,,,,,,,2,,,64,100,
10200,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,100,
10320,note_on,240,0,3,,,,,,,,,,,,,,,2,,,64,0,
10320,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
10320,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
10440,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
10440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,100,
10560,note_on,120,0,1,,,,,,,,,,,,,,,0,,,76,0,
10560,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,100,
10560,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,100,
10680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
10680,note_on,120,0,1,,,,,,,,,,,,,,,0,,,76,0,
10800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,100,
10800,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
10800,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,,,,,4096
10800,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,0,
10830,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,0
10860,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,4096
10890,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,0
10920,note_on,30,0,1,,,,,,,,,,,,,,,0,,,71,0,
10920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
11040,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,100,
11040,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
11160,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,100,
11280,note_on,240,0,3,,,,,,,,,,,,,,,2,,,65,0,
11280,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
11280,note_on,0,0,1,,,,,,,,,,,,,,,0,,,76,100,
11400,note_on,120,0,1,,,,,,,,,,,,,,,0,,,76,0,
11400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
11520,note_on,240,0,3,,,,,,,,,,,,,,,2,,,67,100,
11520,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
11520,note_on,6480,0,2,,,,,,,,,,,,,,,1,,,71,100,
11520,note_on,120,0,1,,,,,,,,,,,,,,,0,,,77,0,
11640,note_on,120,0,1,,,,,,,,,,,,,,,0,,,77,0,
11640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
11760,note_on,240,0,3,,,,,,,,,,,,,,,2,,,67,0,
11760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
11760,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,,,,,8191
11760,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
11760,note_on,240,0,2,,,,,,,,,,,,,,,1,,,71,0,
11790,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,0
11820,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,8191
11850,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,0
11880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,100,
11880,note_on,30,0,1,,,,,,,,,,,,,,,0,,,72,0,
12000,note_on,0,0,1,,,,,,,,,,,,,,,0,,,81,100,
12000,note_on,120,0,1,,,,,,,,,,,,,,,0,,,71,0,
12120,note_on,120,0,1,,,,,,,,,,,,,,,0,,,81,0,
12120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
12240,note_on,120,0,1,,,,,,,,,,,,,,,0,,,77,0,
12240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,79,100,
12360,note_on,600,0,3,,,,,,,,,,,,,,,2,,,65,100,
12360,note_on,120,0,1,,,,,,,,,,,,,,,0,,,79,0,
12360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,100,
12480,note_on,120,0,3,,,,,,,,,,,,,,,2,,,65,0,
12480,note_on,0,0,3,,,,,,,,,,,,,,,2,,,64,100,
12480,note_on,120,0,1,,,,,,,,,,,,,,,0,,,71,0,
12480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
12600,note_on,120,0,3,,,,,,,,,,,,,,,2,,,64,0,
12600,note_on,0,0,3,,,,,,,,,,,,,,,2,,,62,100,
12720,note_on,0,0,3,,,,,,,,,,,,,,,2,,,60,100,
12720,note_on,120,0,3,,,,,,,,,,,,,,,2,,,62,0,
12720,note_on,240,0,1,,,,,,,,,,,,,,,0,,,72,0,
12840,note_on,120,0,1,,,,,,,,,,,,,,,0,,,81,100,
12840,note_on,120,0,3,,,,,,,,,,,,,,,2,,,60,0,
12840,note_on,1080,0,2,,,,,,,,,,,,,,,1,,,72,100,
12840,note_on,0,0,3,,,,,,,,,,,,,,,2,,,65,100,
12960,note_on,120,0,3,,,,,,,,,,,,,,,2,,,65,0,
12960,note_on,0,0,3,,,,,,,,,,,,,,,2,,,67,100,
12960,note_on,120,0,1,,,,,,,,,,,,,,,0,,,81,0,
12960,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
12960,pitchwheel,0,0,2,,,,,,,,,,,,,,,1,,,,,4096
12960,note_on,120,0,2,,,,,,,,,,,,,,,1,,,72,0,
12990,pitchwheel,30,0,2,,,,,,,,,,,,,,,1,,,,,0
13020,pitchwheel,30,0,2,,,,,,,,,,,,,,,1,,,,,4096
13050,pitchwheel,30,0,2,,,,,,,,,,,,,,,1,,,,,0
13080,pitchwheel,30,0,2,,,,,,,,,,,,,,,1,,,,,4096
13100,pitchwheel,20,0,2,,,,,,,,,,,,,,,1,,,,,0
13120,pitchwheel,20,0,2,,,,,,,,,,,,,,,1,,,,,4096
13140,pitchwheel,20,0,2,,,,,,,,,,,,,,,1,,,,,0
13320,note_on,180,0,2,,,,,,,,,,,,,,,1,,,71,0,
13320,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
13440,note_on,120,0,2,,,,,,,,,,,,,,,1,,,72,0,
13440,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
13440,note_on,480,0,1,,,,,,,,,,,,,,,0,,,64,100,
13440,note_on,0,0,3,,,,,,,,,,,,,,,2,,,60,100,
13440,note_on,480,0,3,,,,,,,,,,,,,,,2,,,67,0,
13560,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,0,
13560,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
13680,note_on,240,0,3,,,,,,,,,,,,,,,2,,,60,0,
13680,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
13680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,67,100,
13680,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
13800,note_on,120,0,1,,,,,,,,,,,,,,,0,,,67,0,
13800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
13920,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
13920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
14040,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,100,
14040,note_on,120,0,1,,,,,,,,,,,,,,,0,,,74,0,
14160,note_on,120,0,1,,,,,,,,,,,,,,,0,,,71,0,
14160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,72,100,
14280,note_on,120,0,1,,,,,,,,,,,,,,,0,,,72,0,
14280,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
14400,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
14400,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,,,,,8191
14400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
14400,note_on,720,0,3,,,,,,,,,,,,,,,2,,,60,100,
14430,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,0
14460,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,8191
14490,pitchwheel,30,0,1,,,,,,,,,,,,,,,0,,,,,0
14520,note_on,30,0,1,,,,,,,,,,,,,,,0,,,65,0,
14520,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
14640,note_on,240,0,3,,,,,,,,,,,,,,,2,,,60,0,
14640,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,0,
14640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
14880,note_on,240,0,1,,,,,,,,,,,,,,,0,,,65,0,
15000,note_on,120,0,1,,,,,,,,,,,,,,,0,,,62,100,
15120,note_on,120,0,1,,,,,,,,,,,,,,,0,,,62,0,
15120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,65,100,
15240,note_on,120,0,1,,,,,,,,,,,,,,,0,,,65,0,
15240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,100,
15360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,100,
15360,note_on,120,0,1,,,,,,,,,,,,,,,0,,,69,0,
15480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,77,100,
