tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity,frame_rate,hours,minutes,seconds,frames,sub_frames
0,control_change,0,0,8,,,,,,,,,7,100,7,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,10,114,7,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,0,0,8,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,,,,,,,,
0,sequence_number,0,1,8,,,,,,,255,,,,,,,,,,,,,
0,sequence_number,0,1,9,,,,,,,255,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,,0,,,,,,,,,,,,
120,note_on,120,0,8,,,,,,,,,,,7,,76,100,,,,,,
174,note_on,54,0,8,,,,,,,,,,,7,,76,0,,,,,,
180,note_on,6,0,8,,,,,,,,,,,7,,74,100,,,,,,
216,note_on,0,0,5,,,,,,,,,,,4,,64,0,,,,,,
216,note_on,0,0,5,,,,,,,,,,,4,,69,0,,,,,,
216,note_on,216,0,10,,,,,,,,,,,10,,45,0,,,,,,
216,note_on,216,0,5,,,,,,,,,,,4,,60,0,,,,,,
216,note_on,216,0,6,,,,,,,,,,,5,,45,0,,,,,,
216,note_on,216,0,11,,,,,,,,,,,10,,33,0,,,,,,
234,note_on,54,0,8,,,,,,,,,,,7,,74,0,,,,,,
240,note_on,6,0,8,,,,,,,,,,,7,,72,100,,,,,,
240,note_on,0,0,5,,,,,,,,,,,4,,64,100,,,,,,
240,note_on,0,0,5,,,,,,,,,,,4,,72,100,,,,,,
240,note_on,24,0,5,,,,,,,,,,,4,,69,100,,,,,,
240,note_on,240,0,9,,,,,,,,,,,8,,60,100,,,,,,
240,note_on,24,0,10,,,,,,,,,,,10,,57,100,,,,,,
240,note_on,24,0,11,,,,,,,,,,,10,,45,100,,,,,,
240,note_on,24,0,6,,,,,,,,,,,5,,57,100,,,,,,
294,note_on,54,0,8,,,,,,,,,,,7,,72,0,,,,,,
300,note_on,6,0,8,,,,,,,,,,,7,,71,100,,,,,,
348,note_on,108,0,9,,,,,,,,,,,8,,60,0,,,,,,
348,note_on,108,0,10,,,,,,,,,,,10,,57,0,,,,,,
348,note_on,108,0,11,,,,,,,,,,,10,,45,0,,,,,,
348,note_on,108,0,6,,,,,,,,,,,5,,57,0,,,,,,
348,note_on,108,0,5,,,,,,,,,,,4,,69,0,,,,,,
348,note_on,0,0,5,,,,,,,,,,,4,,72,0,,,,,,
354,note_on,54,0,8,,,,,,,,,,,7,,71,0,,,,,,
360,note_on,12,0,10,,,,,,,,,,,10,,59,100,,,,,,
360,note_on,12,0,9,,,,,,,,,,,8,,62,100,,,,,,
360,note_on,0,0,5,,,,,,,,,,,4,,74,100,,,,,,
360,note_on,12,0,5,,,,,,,,,,,4,,68,100,,,,,,
360,note_on,6,0,8,,,,,,,,,,,7,,69,100,,,,,,
360,note_on,12,0,11,,,,,,,,,,,10,,47,100,,,,,,
360,note_on,12,0,6,,,,,,,,,,,5,,59,100,,,,,,
414,note_on,54,0,8,,,,,,,,,,,7,,69,0,,,,,,
420,note_on,6,0,8,,,,,,,,,,,7,,68,100,,,,,,
456,note_on,96,0,5,,,,,,,,,,,4,,64,0,,,,,,
468,note_on,0,0,5,,,,,,,,,,,4,,74,0,,,,,,
468,note_on,108,0,9,,,,,,,,,,,8,,62,0,,,,,,
468,note_on,108,0,6,,,,,,,,,,,5,,59,0,,,,,,
468,note_on,108,0,10,,,,,,,,,,,10,,59,0,,,,,,
468,note_on,108,0,11,,,,,,,,,,,10,,47,0,,,,,,
468,note_on,12,0,5,,,,,,,,,,,4,,68,0,,,,,,
474,note_on,54,0,8,,,,,,,,,,,7,,68,0,,,,,,
480,note_on,12,0,10,,,,,,,,,,,10,,60,100,,,,,,
480,note_on,12,0,11,,,,,,,,,,,10,,48,100,,,,,,
480,note_on,12,0,6,,,,,,,,,,,5,,60,100,,,,,,
480,note_on,12,0,5,,,,,,,,,,,4,,76,100,,,,,,
480,note_on,0,0,5,,,,,,,,,,,4,,64,100,,,,,,
480,note_on,6,0,8,,,,,,,,,,,7,,69,100,,,,,,
480,note_on,12,0,9,,,,,,,,,,,8,,64,100,,,,,,
480,note_on,0,0,5,,,,,,,,,,,4,,69,100,,,,,,
534,note_on,54,0,8,,,,,,,,,,,7,,69,0,,,,,,
540,note_on,6,0,8,,,,,,,,,,,7,,71,100,,,,,,
588,note_on,108,0,10,,,,,,,,,,,10,,60,0,,,,,,
588,note_on,0,0,5,,,,,,,,,,,4,,69,0,,,,,,
588,note_on,108,0,11,,,,,,,,,,,10,,48,0,,,,,,
588,note_on,108,0,6,,,,,,,,,,,5,,60,0,,,,,,
588,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
588,note_on,108,0,9,,,,,,,,,,,8,,64,0,,,,,,
594,note_on,54,0,8,,,,,,,,,,,7,,71,0,,,,,,
600,note_on,12,0,10,,,,,,,,,,,10,,59,100,,,,,,
600,note_on,6,0,8,,,,,,,,,,,7,,72,100,,,,,,
600,note_on,12,0,5,,,,,,,,,,,4,,69,100,,,,,,
600,note_on,12,0,11,,,,,,,,,,,10,,47,100,,,,,,
600,note_on,0,0,5,,,,,,,,,,,4,,72,100,,,,,,
600,note_on,12,0,6,,,,,,,,,,,5,,59,100,,,,,,
600,note_on,12,0,9,,,,,,,,,,,8,,69,100,,,,,,
600,note_on,600,0,7,,,,,,,,,,,6,,76,100,,,,,,
654,note_on,54,0,10,,,,,,,,,,,10,,59,0,,,,,,
654,note_on,54,0,6,,,,,,,,,,,5,,59,0,,,,,,
654,note_on,54,0,11,,,,,,,,,,,10,,47,0,,,,,,
654,note_on,54,0,7,,,,,,,,,,,6,,76,0,,,,,,
660,note_on,6,0,6,,,,,,,,,,,5,,57,100,,,,,,
660,note_on,6,0,10,,,,,,,,,,,10,,57,100,,,,,,
660,note_on,6,0,11,,,,,,,,,,,10,,45,100,,,,,,
660,note_on,6,0,7,,,,,,,,,,,6,,78,100,,,,,,
708,note_on,108,0,9,,,,,,,,,,,8,,69,0,,,,,,
708,note_on,108,0,8,,,,,,,,,,,7,,72,0,,,,,,
714,note_on,54,0,11,,,,,,,,,,,10,,45,0,,,,,,
714,note_on,54,0,10,,,,,,,,,,,10,,57,0,,,,,,
714,note_on,54,0,6,,,,,,,,,,,5,,57,0,,,,,,
714,note_on,54,0,7,,,,,,,,,,,6,,78,0,,,,,,
720,note_on,6,0,11,,,,,,,,,,,10,,52,100,,,,,,
720,note_on,6,0,7,,,,,,,,,,,6,,80,100,,,,,,
720,note_on,6,0,10,,,,,,,,,,,10,,64,100,,,,,,
720,note_on,6,0,6,,,,,,,,,,,5,,64,100,,,,,,
720,note_on,12,0,8,,,,,,,,,,,7,,71,100,,,,,,
774,note_on,54,0,7,,,,,,,,,,,6,,80,0,,,,,,
780,note_on,6,0,7,,,,,,,,,,,6,,81,100,,,,,,
828,note_on,108,0,6,,,,,,,,,,,5,,64,0,,,,,,
828,note_on,0,0,5,,,,,,,,,,,4,,72,0,,,,,,
828,note_on,0,0,5,,,,,,,,,,,4,,69,0,,,,,,
828,note_on,228,0,5,,,,,,,,,,,4,,76,0,,,,,,
828,note_on,108,0,11,,,,,,,,,,,10,,52,0,,,,,,
828,note_on,108,0,10,,,,,,,,,,,10,,64,0,,,,,,
828,note_on,108,0,8,,,,,,,,,,,7,,71,0,,,,,,
834,note_on,54,0,7,,,,,,,,,,,6,,81,0,,,,,,
840,note_on,12,0,6,,,,,,,,,,,5,,64,100,,,,,,
840,note_on,6,0,7,,,,,,,,,,,6,,83,100,,,,,,
840,note_on,0,0,5,,,,,,,,,,,4,,71,100,,,,,,
840,note_on,0,0,5,,,,,,,,,,,4,,69,100,,,,,,
840,note_on,12,0,5,,,,,,,,,,,4,,75,100,,,,,,
840,note_on,12,0,8,,,,,,,,,,,7,,69,100,,,,,,
840,note_on,12,0,11,,,,,,,,,,,10,,52,100,,,,,,
840,note_on,132,0,9,,,,,,,,,,,8,,63,100,,,,,,
840,note_on,12,0,10,,,,,,,,,,,10,,64,100,,,,,,
894,note_on,54,0,7,,,,,,,,,,,6,,83,0,,,,,,
900,note_on,6,0,7,,,,,,,,,,,6,,84,100,,,,,,
948,note_on,0,0,5,,,,,,,,,,,4,,71,0,,,,,,
948,note_on,0,0,5,,,,,,,,,,,4,,69,0,,,,,,
948,note_on,108,0,8,,,,,,,,,,,7,,69,0,,,,,,
948,note_on,108,0,11,,,,,,,,,,,10,,52,0,,,,,,
948,note_on,108,0,5,,,,,,,,,,,4,,75,0,,,,,,
948,note_on,108,0,10,,,,,,,,,,,10,,64,0,,,,,,
948,note_on,108,0,6,,,,,,,,,,,5,,64,0,,,,,,
948,note_on,108,0,9,,,,,,,,,,,8,,63,0,,,,,,
954,note_on,54,0,7,,,,,,,,,,,6,,84,0,,,,,,
960,note_on,12,0,6,,,,,,,,,,,5,,64,100,,,,,,
960,note_on,12,0,10,,,,,,,,,,,10,,64,100,,,,,,
960,note_on,12,0,8,,,,,,,,,,,7,,68,100,,,,,,
960,note_on,12,0,11,,,,,,,,,,,10,,52,100,,,,,,
960,note_on,6,0,7,,,,,,,,,,,6,,83,100,,,,,,
960,note_on,12,0,9,,,,,,,,,,,8,,64,100,,,,,,
960,note_on,0,0,5,,,,,,,,,,,4,,71,100,,,,,,
960,note_on,0,0,5,,,,,,,,,,,4,,76,100,,,,,,
960,note_on,12,0,5,,,,,,,,,,,4,,68,100,,,,,,
1014,note_on,54,0,9,,,,,,,,,,,8,,64,0,,,,,,
1020,note_on,6,0,9,,,,,,,,,,,8,,65,100,,,,,,
1068,note_on,108,0,7,,,,,,,,,,,6,,83,0,,,,,,
1068,note_on,108,0,8,,,,,,,,,,,7,,68,0,,,,,,
1074,note_on,54,0,9,,,,,,,,,,,8,,65,0,,,,,,
1080,note_on,12,0,8,,,,,,,,,,,7,,68,100,,,,,,
1080,note_on,6,0,9,,,,,,,,,,,8,,64,100,,,,,,
1080,note_on,12,0,7,,,,,,,,,,,6,,71,100,,,,,,
1134,note_on,54,0,9,,,,,,,,,,,8,,64,0,,,,,,
1140,note_on,6,0,9,,,,,,,,,,,8,,62,100,,,,,,
1176,note_on,0,0,5,,,,,,,,,,,4,,71,0,,,,,,
1176,note_on,216,0,10,,,,,,,,,,,10,,64,0,,,,,,
1176,note_on,0,0,5,,,,,,,,,,,4,,76,0,,,,,,
1176,note_on,216,0,6,,,,,,,,,,,5,,64,0,,,,,,
1176,note_on,216,0,5,,,,,,,,,,,4,,68,0,,,,,,
1176,note_on,216,0,11,,,,,,,,,,,10,,52,0,,,,,,
1188,note_on,108,0,7,,,,,,,,,,,6,,71,0,,,,,,
1188,note_on,108,0,8,,,,,,,,,,,7,,68,0,,,,,,
1194,note_on,54,0,9,,,,,,,,,,,8,,62,0,,,,,,
1200,note_on,6,0,9,,,,,,,,,,,8,,60,100,,,,,,
1200,note_on,12,0,7,,,,,,,,,,,6,,72,100,,,,,,
1200,note_on,24,0,11,,,,,,,,,,,10,,40,100,,,,,,
1200,note_on,24,0,6,,,,,,,,,,,5,,52,100,,,,,,
1200,note_on,24,0,5,,,,,,,,,,,4,,69,100,,,,,,
1200,note_on,24,0,10,,,,,,,,,,,10,,52,100,,,,,,
1200,note_on,0,0,5,,,,,,,,,,,4,,72,100,,,,,,
1200,note_on,12,0,8,,,,,,,,,,,7,,69,100,,,,,,
1200,note_on,0,0,5,,,,,,,,,,,4,,64,100,,,,,,
1254,note_on,54,0,11,,,,,,,,,,,10,,40,0,,,,,,
1254,note_on,54,0,6,,,,,,,,,,,5,,52,0,,,,,,
1254,note_on,54,0,10,,,,,,,,,,,10,,52,0,,,,,,
1254,note_on,54,0,9,,,,,,,,,,,8,,60,0,,,,,,
1260,note_on,6,0,6,,,,,,,,,,,5,,64,100,,,,,,
1260,note_on,6,0,10,,,,,,,,,,,10,,64,100,,,,,,
1260,note_on,6,0,9,,,,,,,,,,,8,,57,100,,,,,,
1260,note_on,6,0,11,,,,,,,,,,,10,,52,100,,,,,,
1308,note_on,108,0,7,,,,,,,,,,,6,,72,0,,,,,,
1308,note_on,108,0,5,,,,,,,,,,,4,,69,0,,,,,,
1308,note_on,0,0,5,,,,,,,,,,,4,,72,0,,,,,,
1308,note_on,108,0,8,,,,,,,,,,,7,,69,0,,,,,,
1314,note_on,54,0,11,,,,,,,,,,,10,,52,0,,,,,,
1314,note_on,54,0,10,,,,,,,,,,,10,,64,0,,,,,,
1314,note_on,54,0,9,,,,,,,,,,,8,,57,0,,,,,,
1314,note_on,54,0,6,,,,,,,,,,,5,,64,0,,,,,,
1320,note_on,6,0,11,,,,,,,,,,,10,,50,100,,,,,,
1320,note_on,6,0,6,,,,,,,,,,,5,,62,100,,,,,,
1320,note_on,12,0,7,,,,,,,,,,,6,,71,100,,,,,,
1320,note_on,6,0,10,,,,,,,,,,,10,,62,100,,,,,,
1320,note_on,6,0,9,,,,,,,,,,,8,,64,100,,,,,,
1320,note_on,12,0,8,,,,,,,,,,,7,,68,100,,,,,,
1320,note_on,12,0,5,,,,,,,,,,,4,,71,100,,,,,,
1374,note_on,54,0,6,,,,,,,,,,,5,,62,0,,,,,,
1374,note_on,54,0,5,,,,,,,,,,,4,,71,0,,,,,,
1374,note_on,54,0,11,,,,,,,,,,,10,,50,0,,,,,,
1374,note_on,54,0,10,,,,,,,,,,,10,,62,0,,,,,,
1380,note_on,6,0,10,,,,,,,,,,,10,,60,100,,,,,,
1380,note_on,6,0,5,,,,,,,,,,,4,,69,100,,,,,,
1380,note_on,6,0,6,,,,,,,,,,,5,,60,100,,,,,,
1380,note_on,6,0,11,,,,,,,,,,,10,,48,100,,,,,,
1416,note_on,36,0,5,,,,,,,,,,,4,,64,0,,,,,,
1428,note_on,108,0,9,,,,,,,,,,,8,,64,0,,,,,,
1428,note_on,108,0,7,,,,,,,,,,,6,,71,0,,,,,,
1428,note_on,108,0,8,,,,,,,,,,,7,,68,0,,,,,,
1434,note_on,54,0,6,,,,,,,,,,,5,,60,0,,,,,,
1434,note_on,54,0,11,,,,,,,,,,,10,,48,0,,,,,,
1434,note_on,54,0,10,,,,,,,,,,,10,,60,0,,,,,,
1434,note_on,18,0,5,,,,,,,,,,,4,,69,0,,,,,,
1440,note_on,6,0,11,,,,,,,,,,,10,,50,100,,,,,,
1440,note_on,6,0,5,,,,,,,,,,,4,,64,100,,,,,,
1440,note_on,6,0,10,,,,,,,,,,,10,,62,100,,,,,,
1440,note_on,0,0,5,,,,,,,,,,,4,,68,100,,,,,,
1440,note_on,6,0,6,,,,,,,,,,,5,,62,100,,,,,,
1494,note_on,54,0,10,,,,,,,,,,,10,,62,0,,,,,,
1494,note_on,54,0,6,,,,,,,,,,,5,,62,0,,,,,,
1494,note_on,54,0,11,,,,,,,,,,,10,,50,0,,,,,,
1500,note_on,6,0,6,,,,,,,,,,,5,,59,100,,,,,,
1500,note_on,6,0,11,,,,,,,,,,,10,,47,100,,,,,,
1500,note_on,6,0,10,,,,,,,,,,,10,,59,100,,,,,,
1548,note_on,0,0,5,,,,,,,,,,,4,,68,0,,,,,,
1548,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
1554,note_on,54,0,6,,,,,,,,,,,5,,59,0,,,,,,
1554,note_on,54,0,11,,,,,,,,,,,10,,47,0,,,,,,
1554,note_on,54,0,10,,,,,,,,,,,10,,59,0,,,,,,
1560,note_on,6,0,11,,,,,,,,,,,10,,48,100,,,,,,
1560,note_on,132,0,9,,,,,,,,,,,8,,57,100,,,,,,
1560,note_on,12,0,5,,,,,,,,,,,4,,64,100,,,,,,
1560,note_on,132,0,8,,,,,,,,,,,7,,72,100,,,,,,
1560,note_on,132,0,7,,,,,,,,,,,6,,76,100,,,,,,
1560,note_on,0,0,5,,,,,,,,,,,4,,69,100,,,,,,
1560,note_on,6,0,6,,,,,,,,,,,5,,60,100,,,,,,
1560,note_on,6,0,10,,,,,,,,,,,10,,60,100,,,,,,
1614,note_on,54,0,10,,,,,,,,,,,10,,60,0,,,,,,
1614,note_on,54,0,11,,,,,,,,,,,10,,48,0,,,,,,
1614,note_on,54,0,6,,,,,,,,,,,5,,60,0,,,,,,
1620,note_on,6,0,11,,,,,,,,,,,10,,45,100,,,,,,
1620,note_on,6,0,10,,,,,,,,,,,10,,57,100,,,,,,
1620,note_on,6,0,6,,,,,,,,,,,5,,57,100,,,,,,
1668,note_on,108,0,8,,,,,,,,,,,7,,72,0,,,,,,
1668,note_on,108,0,7,,,,,,,,,,,6,,76,0,,,,,,
1668,note_on,108,0,9,,,,,,,,,,,8,,57,0,,,,,,
1668,note_on,0,0,5,,,,,,,,,,,4,,69,0,,,,,,
1668,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
1674,note_on,54,0,6,,,,,,,,,,,5,,57,0,,,,,,
1674,note_on,54,0,11,,,,,,,,,,,10,,45,0,,,,,,
1674,note_on,54,0,10,,,,,,,,,,,10,,57,0,,,,,,
1680,note_on,12,0,8,,,,,,,,,,,7,,71,100,,,,,,
1680,note_on,6,0,11,,,,,,,,,,,10,,40,100,,,,,,
1680,note_on,12,0,5,,,,,,,,,,,4,,71,100,,,,,,
1680,note_on,12,0,7,,,,,,,,,,,6,,77,100,,,,,,
1680,note_on,12,0,9,,,,,,,,,,,8,,56,100,,,,,,
1680,note_on,6,0,10,,,,,,,,,,,10,,52,100,,,,,,
1680,note_on,6,0,6,,,,,,,,,,,5,,52,100,,,,,,
1680,note_on,0,0,5,,,,,,,,,,,4,,65,100,,,,,,
1680,note_on,0,0,5,,,,,,,,,,,4,,68,100,,,,,,
1734,note_on,54,0,10,,,,,,,,,,,10,,52,0,,,,,,
1734,note_on,54,0,11,,,,,,,,,,,10,,40,0,,,,,,
1734,note_on,54,0,6,,,,,,,,,,,5,,52,0,,,,,,
1740,note_on,6,0,10,,,,,,,,,,,10,,62,100,,,,,,
1740,note_on,6,0,6,,,,,,,,,,,5,,62,100,,,,,,
1740,note_on,6,0,11,,,,,,,,,,,10,,50,100,,,,,,
1788,note_on,108,0,9,,,,,,,,,,,8,,56,0,,,,,,
1788,note_on,108,0,5,,,,,,,,,,,4,,71,0,,,,,,
1788,note_on,0,0,5,,,,,,,,,,,4,,65,0,,,,,,
1788,note_on,0,0,5,,,,,,,,,,,4,,68,0,,,,,,
1788,note_on,108,0,7,,,,,,,,,,,6,,77,0,,,,,,
1788,note_on,108,0,8,,,,,,,,,,,7,,71,0,,,,,,
1794,note_on,54,0,11,,,,,,,,,,,10,,50,0,,,,,,
1794,note_on,54,0,10,,,,,,,,,,,10,,62,0,,,,,,
1794,note_on,54,0,6,,,,,,,,,,,5,,62,0,,,,,,
1800,note_on,6,0,6,,,,,,,,,,,5,,60,100,,,,,,
1800,note_on,12,0,9,,,,,,,,,,,8,,57,100,,,,,,
1800,note_on,6,0,10,,,,,,,,,,,10,,60,100,,,,,,
1800,note_on,6,0,11,,,,,,,,,,,10,,48,100,,,,,,
1800,note_on,12,0,8,,,,,,,,,,,7,,72,100,,,,,,
1800,note_on,12,0,7,,,,,,,,,,,6,,76,100,,,,,,
1800,note_on,12,0,5,,,,,,,,,,,4,,72,100,,,,,,
1800,note_on,0,0,5,,,,,,,,,,,4,,69,100,,,,,,
1800,note_on,0,0,5,,,,,,,,,,,4,,64,100,,,,,,
1854,note_on,54,0,5,,,,,,,,,,,4,,72,0,,,,,,
1854,note_on,54,0,6,,,,,,,,,,,5,,60,0,,,,,,
1854,note_on,54,0,10,,,,,,,,,,,10,,60,0,,,,,,
1854,note_on,54,0,11,,,,,,,,,,,10,,48,0,,,,,,
1860,note_on,6,0,6,,,,,,,,,,,5,,59,100,,,,,,
1860,note_on,6,0,10,,,,,,,,,,,10,,59,100,,,,,,
1860,note_on,6,0,11,,,,,,,,,,,10,,47,100,,,,,,
1860,note_on,6,0,5,,,,,,,,,,,4,,74,100,,,,,,
1908,note_on,0,0,5,,,,,,,,,,,4,,69,0,,,,,,
1908,note_on,48,0,5,,,,,,,,,,,4,,64,0,,,,,,
1908,note_on,108,0,8,,,,,,,,,,,7,,72,0,,,,,,
1908,note_on,108,0,9,,,,,,,,,,,8,,57,0,,,,,,
1908,note_on,108,0,7,,,,,,,,,,,6,,76,0,,,,,,
1914,note_on,54,0,11,,,,,,,,,,,10,,47,0,,,,,,
1914,note_on,54,0,10,,,,,,,,,,,10,,59,0,,,,,,
1914,note_on,54,0,6,,,,,,,,,,,5,,59,0,,,,,,
1914,note_on,6,0,5,,,,,,,,,,,4,,74,0,,,,,,
1920,note_on,6,0,10,,,,,,,,,,,10,,60,100,,,,,,
1920,note_on,6,0,11,,,,,,,,,,,10,,48,100,,,,,,
1920,note_on,6,0,6,,,,,,,,,,,5,,60,100,,,,,,
1920,note_on,0,0,5,,,,,,,,,,,4,,64,100,,,,,,
1920,note_on,0,0,5,,,,,,,,,,,4,,69,100,,,,,,
1920,note_on,6,0,5,,,,,,,,,,,4,,76,100,,,,,,
1974,note_on,54,0,11,,,,,,,,,,,10,,48,0,,,,,,
1974,note_on,54,0,6,,,,,,,,,,,5,,60,0,,,,,,
1974,note_on,54,0,10,,,,,,,,,,,10,,60,0,,,,,,
1980,note_on,6,0,6,,,,,,,,,,,5,,57,100,,,,,,
