tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
5280,note_off,120,0,1,,,,,,,0,71,64
5280,note_on,0,0,1,,,,,,,0,69,92
5280,note_on,0,0,3,,,,,,,0,54,97
5280,note_off,240,0,3,,,,,,,0,52,64
5400,note_off,120,0,1,,,,,,,0,69,64
5400,note_on,0,0,1,,,,,,,0,74,92
5400,note_on,0,0,2,,,,,,,0,74,97
5400,note_off,120,0,2,,,,,,,0,69,64
5520,note_on,0,0,1,,,,,,,0,67,92
5520,note_off,240,0,3,,,,,,,0,54,64
5520,note_on,0,0,3,,,,,,,0,55,97
5520,note_on,0,0,2,,,,,,,0,67,97
5520,note_off,120,0,2,,,,,,,0,74,64
5520,note_off,120,0,1,,,,,,,0,74,64
5640,note_on,0,0,1,,,,,,,0,74,92
5640,note_off,120,0,1,,,,,,,0,67,64
5640,note_on,0,0,2,,,,,,,0,74,97
5640,note_off,120,0,2,,,,,,,0,67,64
5760,note_off,120,0,2,,,,,,,0,74,64
5760,note_on,0,0,3,,,,,,,0,57,97
5760,note_off,240,0,3,,,,,,,0,55,64
5760,note_on,0,0,2,,,,,,,0,66,97
5760,note_off,120,0,1,,,,,,,0,74,64
5760,note_on,0,0,1,,,,,,,0,66,92
5880,note_off,120,0,2,,,,,,,0,66,64
5880,note_on,0,0,2,,,,,,,0,74,97
5880,note_off,120,0,1,,,,,,,0,66,64
5880,note_on,0,0,1,,,,,,,0,74,92
6000,note_off,120,0,2,,,,,,,0,74,64
6000,note_on,0,0,2,,,,,,,0,73,97
6000,note_on,0,0,1,,,,,,,0,73,92
6000,note_off,120,0,1,,,,,,,0,74,64
6120,note_off,120,0,1,,,,,,,0,73,64
6120,note_on,0,0,1,,,,,,,0,74,92
6120,note_off,120,0,2,,,,,,,0,73,64
6120,note_on,0,0,2,,,,,,,0,74,97
6240,note_off,480,0,3,,,,,,,0,57,64
6240,note_on,0,0,1,,,,,,,0,64,92
6240,note_on,0,0,3,,,,,,,0,45,97
6240,note_off,120,0,1,,,,,,,0,74,64
6240,note_off,120,0,2,,,,,,,0,74,64
6240,note_on,0,0,2,,,,,,,0,64,97
6360,note_on,0,0,1,,,,,,,0,74,92
6360,note_off,120,0,1,,,,,,,0,64,64
6360,note_on,0,0,2,,,,,,,0,74,97
6360,note_off,120,0,2,,,,,,,0,64,64
6480,note_off,120,0,2,,,,,,,0,74,64
6480,note_on,0,0,2,,,,,,,0,73,97
6480,note_off,120,0,1,,,,,,,0,74,64
6480,note_on,0,0,1,,,,,,,0,73,92
6600,note_on,0,0,2,,,,,,,0,74,97
6600,note_off,120,0,1,,,,,,,0,73,64
6600,note_on,0,0,1,,,,,,,0,74,92
6600,note_off,120,0,2,,,,,,,0,73,64
6720,note_off,480,0,3,,,,,,,0,45,64
6720,note_off,120,0,1,,,,,,,0,74,64
6720,note_on,0,0,1,,,,,,,0,62,92
6720,note_on,0,0,2,,,,,,,0,62,97
6720,note_off,120,0,2,,,,,,,0,74,64
6720,note_on,0,0,3,,,,,,,0,38,97
6840,note_off,120,0,2,,,,,,,0,62,64
6840,note_on,0,0,2,,,,,,,0,64,97
6960,note_on,0,0,2,,,,,,,0,66,97
6960,note_off,120,0,2,,,,,,,0,64,64
6960,note_on,0,0,3,,,,,,,0,50,97
6960,note_off,240,0,3,,,,,,,0,38,64
7080,note_on,0,0,2,,,,,,,0,67,97
7080,note_off,120,0,2,,,,,,,0,66,64
7200,note_on,0,0,2,,,,,,,0,69,97
7200,note_off,120,0,2,,,,,,,0,67,64
7200,note_off,240,0,3,,,,,,,0,50,64
7200,note_off,480,0,1,,,,,,,0,62,64
7200,note_on,0,0,3,,,,,,,0,54,97
7320,note_off,120,0,2,,,,,,,0,69,64
7320,note_on,0,0,2,,,,,,,0,71,97
7440,note_on,240,0,1,,,,,,,0,69,92
7440,note_on,0,0,3,,,,,,,0,57,97
7440,note_off,240,0,3,,,,,,,0,54,64
7440,note_off,120,0,2,,,,,,,0,71,64
7440,note_on,0,0,2,,,,,,,0,72,97
7560,note_off,120,0,1,,,,,,,0,69,64
7560,note_off,120,0,2,,,,,,,0,72,64
7560,note_on,0,0,2,,,,,,,0,69,97
7560,note_on,0,0,1,,,,,,,0,66,92
7680,note_off,120,0,2,,,,,,,0,69,64
7680,note_off,120,0,1,,,,,,,0,66,64
7680,note_on,0,0,3,,,,,,,0,60,97
7680,note_off,240,0,3,,,,,,,0,57,64
7680,note_on,0,0,1,,,,,,,0,62,92
7680,note_on,0,0,2,,,,,,,0,66,97
7920,note_on,0,0,2,,,,,,,0,69,97
7920,note_off,240,0,1,,,,,,,0,62,64
7920,note_on,0,0,1,,,,,,,0,62,92
7920,note_off,240,0,2,,,,,,,0,66,64
8040,note_off,120,0,2,,,,,,,0,69,64
8040,note_on,0,0,2,,,,,,,0,66,97
8160,note_off,120,0,2,,,,,,,0,66,64
8160,note_on,0,0,2,,,,,,,0,62,97
8160,note_off,240,0,1,,,,,,,0,62,64
8160,note_on,0,0,1,,,,,,,0,62,92
8160,note_off,480,0,3,,,,,,,0,60,64
8400,note_on,0,0,2,,,,,,,0,62,97
8400,note_off,240,0,2,,,,,,,0,62,64
8400,note_on,0,0,1,,,,,,,0,71,92
8400,note_on,240,0,3,,,,,,,0,50,97
8400,note_off,240,0,1,,,,,,,0,62,64
8520,note_off,120,0,1,,,,,,,0,71,64
8520,note_on,0,0,1,,,,,,,0,67,92
8640,note_on,0,0,3,,,,,,,0,59,97
8640,note_on,0,0,1,,,,,,,0,62,92
8640,note_off,120,0,1,,,,,,,0,67,64
8640,note_on,0,0,2,,,,,,,0,62,97
8640,note_off,240,0,2,,,,,,,0,62,64
8640,note_off,240,0,3,,,,,,,0,50,64
8880,note_on,0,0,1,,,,,,,0,62,92
8880,note_off,240,0,1,,,,,,,0,62,64
8880,note_on,0,0,2,,,,,,,0,71,97
8880,note_off,240,0,2,,,,,,,0,62,64
9000,note_on,0,0,2,,,,,,,0,67,97
9000,note_off,120,0,2,,,,,,,0,71,64
9120,note_off,240,0,1,,,,,,,0,62,64
9120,note_on,0,0,1,,,,,,,0,62,92
9120,note_on,0,0,2,,,,,,,0,62,97
9120,note_off,480,0,3,,,,,,,0,59,64
9120,note_off,120,0,2,,,,,,,0,67,64
9360,note_on,240,0,3,,,,,,,0,50,97
9360,note_off,240,0,2,,,,,,,0,62,64
9360,note_on,0,0,2,,,,,,,0,62,97
9360,note_off,240,0,1,,,,,,,0,62,64
9360,note_on,0,0,1,,,,,,,0,72,92
9480,note_off,120,0,1,,,,,,,0,72,64
9480,note_on,0,0,1,,,,,,,0,69,92
9600,note_off,240,0,2,,,,,,,0,62,64
9600,note_on,0,0,2,,,,,,,0,62,97
9600,note_on,0,0,1,,,,,,,0,62,92
9600,note_on,0,0,3,,,,,,,0,57,97
9600,note_off,120,0,1,,,,,,,0,69,64
9600,note_off,240,0,3,,,,,,,0,50,64
9840,note_off,240,0,3,,,,,,,0,57,64
9840,note_on,0,0,3,,,,,,,0,55,97
9840,note_on,0,0,1,,,,,,,0,62,92
9840,note_off,240,0,1,,,,,,,0,62,64
9840,note_off,240,0,2,,,,,,,0,62,64
9840,note_on,0,0,2,,,,,,,0,72,97
9960,note_off,120,0,2,,,,,,,0,72,64
9960,note_on,0,0,2,,,,,,,0,69,97
10080,note_on,0,0,1,,,,,,,0,62,92
10080,note_off,240,0,1,,,,,,,0,62,64
10080,note_off,120,0,2,,,,,,,0,69,64
10080,note_on,0,0,3,,,,,,,0,54,97
10080,note_off,240,0,3,,,,,,,0,55,64
10080,note_on,0,0,2,,,,,,,0,62,97
10320,note_on,0,0,3,,,,,,,0,52,97
10320,note_on,0,0,2,,,,,,,0,62,97
10320,note_on,0,0,1,,,,,,,0,66,92
10320,note_off,240,0,1,,,,,,,0,62,64
10320,note_off,240,0,3,,,,,,,0,54,64
10320,note_off,240,0,2,,,,,,,0,62,64
10440,note_on,0,0,1,,,,,,,0,69,92
10440,note_off,120,0,1,,,,,,,0,66,64
10560,note_off,240,0,2,,,,,,,0,62,64
10560,note_on,0,0,3,,,,,,,0,50,97
10560,note_on,0,0,2,,,,,,,0,62,97
10560,note_off,240,0,3,,,,,,,0,52,64
10560,note_on,0,0,1,,,,,,,0,72,92
10560,note_off,120,0,1,,,,,,,0,69,64
10800,note_off,240,0,3,,,,,,,0,50,64
10800,note_on,0,0,3,,,,,,,0,48,97
10800,note_on,0,0,2,,,,,,,0,66,97
10800,note_on,0,0,1,,,,,,,0,69,92
10800,note_off,240,0,2,,,,,,,0,62,64
10800,note_off,240,0,1,,,,,,,0,72,64
10920,note_off,120,0,1,,,,,,,0,69,64
10920,note_on,0,0,1,,,,,,,0,72,92
10920,note_off,120,0,2,,,,,,,0,66,64
10920,note_on,0,0,2,,,,,,,0,69,97
11040,note_off,120,0,1,,,,,,,0,72,64
11040,note_on,0,0,1,,,,,,,0,78,92
11040,note_on,0,0,2,,,,,,,0,72,97
11040,note_off,240,0,3,,,,,,,0,48,64
11040,note_on,0,0,3,,,,,,,0,47,97
11040,note_off,120,0,2,,,,,,,0,69,64
11280,note_off,240,0,3,,,,,,,0,47,64
11280,note_on,0,0,3,,,,,,,0,45,97
11280,note_on,0,0,2,,,,,,,0,66,97
11280,note_off,240,0,2,,,,,,,0,72,64
11280,note_on,0,0,1,,,,,,,0,72,92
11280,note_off,240,0,1,,,,,,,0,78,64
11400,note_on,0,0,1,,,,,,,0,78,92
11400,note_off,120,0,2,,,,,,,0,66,64
11400,note_on,0,0,2,,,,,,,0,69,97
11400,note_off,120,0,1,,,,,,,0,72,64
11520,note_off,240,0,3,,,,,,,0,45,64
11520,note_on,0,0,3,,,,,,,0,43,97
11520,note_on,0,0,1,,,,,,,0,79,92
11520,note_off,120,0,2,,,,,,,0,69,64
11520,note_on,0,0,2,,,,,,,0,71,97
11520,note_off,120,0,1,,,,,,,0,78,64
11760,note_on,0,0,2,,,,,,,0,72,97
11760,note_on,0,0,1,,,,,,,0,81,92
11760,note_off,240,0,1,,,,,,,0,79,64
11760,note_off,240,0,2,,,,,,,0,71,64
12000,note_off,240,0,2,,,,,,,0,72,64
12000,note_off,480,0,3,,,,,,,0,43,64
12000,note_on,0,0,1,,,,,,,0,78,92
12000,note_on,0,0,2,,,,,,,0,69,97
12000,note_off,240,0,1,,,,,,,0,81,64
12240,note_on,0,0,1,,,,,,,0,79,92
12240,note_off,240,0,1,,,,,,,0,78,64
12240,note_off,240,0,2,,,,,,,0,69,64
12240,note_on,0,0,2,,,,,,,0,71,97
12480,note_on,0,0,2,,,,,,,0,62,97
12480,note_off,240,0,2,,,,,,,0,71,64
12480,note_off,240,0,1,,,,,,,0,79,64
12480,note_on,480,0,3,,,,,,,0,42,97
12720,note_on,0,0,2,,,,,,,0,62,97
12720,note_off,240,0,2,,,,,,,0,62,64
12720,note_on,240,0,1,,,,,,,0,71,92
12840,note_on,0,0,1,,,,,,,0,69,92
12840,note_off,120,0,1,,,,,,,0,71,64
12960,note_on,0,0,1,,,,,,,0,72,92
12960,note_on,0,0,2,,,,,,,0,62,97
12960,note_off,480,0,3,,,,,,,0,42,64
12960,note_off,240,0,2,,,,,,,0,62,64
12960,note_off,120,0,1,,,,,,,0,69,64
13080,note_on,0,0,1,,,,,,,0,71,92
13080,note_off,120,0,1,,,,,,,0,72,64
13200,note_off,240,0,2,,,,,,,0,62,64
13200,note_on,0,0,2,,,,,,,0,71,97
13200,note_off,120,0,1,,,,,,,0,71,64
13200,note_on,0,0,1,,,,,,,0,69,92
13320,note_off,120,0,1,,,,,,,0,69,64
13320,note_on,0,0,1,,,,,,,0,67,92
13440,note_on,480,0,3,,,,,,,0,40,97
13440,note_off,120,0,1,,,,,,,0,67,64
13440,note_on,0,0,1,,,,,,,0,79,92
13440,note_on,0,0,2,,,,,,,0,60,97
13440,note_off,240,0,2,,,,,,,0,71,64
13680,note_off,240,0,1,,,,,,,0,79,64
13680,note_on,0,0,1,,,,,,,0,69,92
13680,note_off,240,0,2,,,,,,,0,60,64
13680,note_on,0,0,2,,,,,,,0,72,97
13920,note_off,240,0,2,,,,,,,0,72,64
13920,note_on,0,0,2,,,,,,,0,69,97
13920,note_off,480,0,3,,,,,,,0,40,64
13920,note_on,0,0,1,,,,,,,0,66,92
13920,note_off,240,0,1,,,,,,,0,69,64
14160,note_on,0,0,2,,,,,,,0,71,97
14160,note_on,0,0,1,,,,,,,0,67,92
14160,note_off,240,0,2,,,,,,,0,69,64
14160,note_off,240,0,1,,,,,,,0,66,64
14400,note_off,240,0,2,,,,,,,0,71,64
14400,note_on,480,0,3,,,,,,,0,38,97
14400,note_on,0,0,1,,,,,,,0,77,92
14400,note_off,240,0,1,,,,,,,0,67,64
14640,note_on,240,0,2,,,,,,,0,59,97
14640,note_on,0,0,1,,,,,,,0,77,92
14640,note_off,240,0,1,,,,,,,0,77,64
14760,note_off,120,0,2,,,,,,,0,59,64
14760,note_on,0,0,2,,,,,,,0,57,97
14880,note_on,0,0,2,,,,,,,0,60,97
14880,note_off,120,0,2,,,,,,,0,57,64
14880,note_off,480,0,3,,,,,,,0,38,64
14880,note_on,0,0,1,,,,,,,0,77,92
14880,note_off,240,0,1,,,,,,,0,77,64
15000,note_off,120,0,2,,,,,,,0,60,64
15000,note_on,0,0,2,,,,,,,0,59,97
15120,note_off,240,0,1,,,,,,,0,77,64
15120,note_on,0,0,1,,,,,,,0,71,92
15120,note_off,120,0,2,,,,,,,0,59,64
15120,note_on,0,0,2,,,,,,,0,57,97
15240,note_off,120,0,2,,,,,,,0,57,64
15240,note_on,0,0,2,,,,,,,0,55,97
15360,note_off,120,0,2,,,,,,,0,55,64
15360,note_on,480,0,3,,,,,,,0,36,97
15360,note_on,0,0,2,,,,,,,0,67,97
15360,note_on,0,0,1,,,,,,,0,76,92
15360,note_off,240,0,1,,,,,,,0,71,64
15600,note_on,0,0,1,,,,,,,0,81,92
15600,note_off,240,0,2,,,,,,,0,67,64
15600,note_off,240,0,1,,,,,,,0,76,64
15600,note_on,0,0,2,,,,,,,0,72,97
15840,note_off,480,0,3,,,,,,,0,36,64
15840,note_on,0,0,3,,,,,,,0,48,97
15840,note_on,0,0,2,,,,,,,0,69,97
15840,note_off,240,0,2,,,,,,,0,72,64
15840,note_off,240,0,1,,,,,,,0,81,64
15840,note_on,0,0,1,,,,,,,0,78,92
16080,note_off,240,0,1,,,,,,,0,78,64
16080,note_off,240,0,2,,,,,,,0,69,64
16080,note_on,0,0,2,,,,,,,0,71,97
16080,note_on,0,0,1,,,,,,,0,79,92
16320,note_on,0,0,2,,,,,,,0,66,97
16320,note_off,240,0,2,,,,,,,0,71,64
16320,note_on,0,0,1,,,,,,,0,69,92
16320,note_off,240,0,1,,,,,,,0,79,64
16560,note_off,240,0,2,,,,,,,0,66,64
16560,note_on,0,0,2,,,,,,,0,62,97
16560,note_off,240,0,1,,,,,,,0,69,64
16560,note_on,0,0,1,,,,,,,0,71,92
16680,note_on,0,0,1,,,,,,,0,72,92
16680,note_off,120,0,1,,,,,,,0,71,64
16800,note_off,960,0,3,,,,,,,0,48,64
16800,note_on,0,0,1,,,,,,,0,74,92
16800,note_off,120,0,1,,,,,,,0,72,64
16800,note_on,0,0,2,,,,,,,0,67,97
16800,note_on,0,0,3,,,,,,,0,47,97
16800,note_off,240,0,2,,,,,,,0,62,64
17040,note_on,0,0,1,,,,,,,0,72,92
17040,note_off,240,0,1,,,,,,,0,74,64
17040,note_off,240,0,3,,,,,,,0,47,64
17040,note_on,0,0,3,,,,,,,0,48,97
17280,note_off,240,0,3,,,,,,,0,48,64
17280,note_off,240,0,1,,,,,,,0,72,64
17280,note_on,0,0,1,,,,,,,0,71,92
17280,note_on,0,0,3,,,,,,,0,50,97
17400,note_off,600,0,2,,,,,,,0,67,64
17400,note_on,0,0,2,,,,,,,0,71,97
17520,note_on,0,0,2,,,,,,,0,74,97
17520,note_off,120,0,2,,,,,,,0,71,64
17760,note_off,240,0,2,,,,,,,0,74,64
17760,note_on,0,0,2,,,,,,,0,66,97
17760,note_off,480,0,1,,,,,,,0,71,64
17760,note_on,0,0,1,,,,,,,0,69,92
17760,note_on,0,0,3,,,,,,,0,38,97
17760,note_off,480,0,3,,,,,,,0,50,64
17790,note_on,0,0,1,,,,,,,0,71,92
17790,note_off,30,0,1,,,,,,,0,69,64
17820,note_on,0,0,1,,,,,,,0,69,92
17820,note_off,30,0,1,,,,,,,0,71,64
17880,note_off,120,0,2,,,,,,,0,66,64
17880,note_on,0,0,2,,,,,,,0,69,97
18000,note_off,120,0,2,,,,,,,0,69,64
18000,note_on,0,0,2,,,,,,,0,72,97
18240,note_off,240,0,2,,,,,,,0,72,64
18240,note_on,0,0,2,,,,,,,0,72,97
18240,note_on,0,0,1,,,,,,,0,67,92
18240,note_off,420,0,1,,,,,,,0,69,64
18240,note_off,480,0,3,,,,,,,0,38,64
18240,note_on,0,0,3,,,,,,,0,43,97
18480,note_off,240,0,3,,,,,,,0,43,64
18480,note_on,0,0,3,,,,,,,0,60,97
18480,note_off,240,0,1,,,,,,,0,67,64
18480,note_on,0,0,1,,,,,,,0,69,92
18480,note_off,240,0,2,,,,,,,0,72,64
18480,note_on,0,0,2,,,,,,,0,71,97
18600,note_off,120,0,1,,,,,,,0,69,64
18600,note_on,0,0,1,,,,,,,0,71,92
18720,note_on,0,0,3,,,,,,,0,59,97
18720,note_off,120,0,1,,,,,,,0,71,64
18720,note_on,0,0,1,,,,,,,0,72,92
18720,note_off,240,0,3,,,,,,,0,60,64
18720,note_off,240,0,2,,,,,,,0,71,64
18840,note_off,120,0,1,,,,,,,0,72,64
18840,note_on,0,0,1,,,,,,,0,74,92
18960,note_on,0,0,1,,,,,,,0,76,92
18960,note_off,120,0,1,,,,,,,0,74,64
18960,note_off,240,0,3,,,,,,,0,59,64
18960,note_on,0,0,3,,,,,,,0,57,97
19080,note_on,0,0,1,,,,,,,0,78,92
19080,note_off,120,0,1,,,,,,,0,76,64
19200,note_on,0,0,1,,,,,,,0,79,92
19200,note_off,240,0,3,,,,,,,0,57,64
19200,note_off,120,0,1,,,,,,,0,78,64
19200,note_on,0,0,3,,,,,,,0,55,97
19320,note_off,120,0,1,,,,,,,0,79,64
19320,note_on,0,0,1,,,,,,,0,74,92
19440,note_on,720,0,2,,,,,,,0,62,97
19440,note_on,0,0,1,,,,,,,0,83,92
19440,note_off,120,0,1,,,,,,,0,74,64
19680,note_on,0,0,2,,,,,,,0,67,97
19680,note_off,480,0,3,,,,,,,0,55,64
19680,note_off,240,0,2,,,,,,,0,62,64
19800,note_on,0,0,1,,,,,,,0,81,92
19800,note_off,360,0,1,,,,,,,0,83,64
19920,note_on,0,0,2,,,,,,,0,69,97
19920,note_on,0,0,1,,,,,,,0,79,92
19920,note_off,120,0,1,,,,,,,0,81,64
19920,note_off,240,0,2,,,,,,,0,67,64
20040,note_on,0,0,1,,,,,,,0,78,92
20040,note_off,120,0,1,,,,,,,0,79,64
20160,note_on,0,0,1,,,,,,,0,79,92
20160,note_off,240,0,2,,,,,,,0,69,64
20160,note_off,120,0,1,,,,,,,0,78,64
20160,note_on,0,0,2,,,,,,,0,71,97
20280,note_on,0,0,2,,,,,,,0,67,97
20280,note_on,0,0,1,,,,,,,0,83,92
20280,note_off,120,0,1,,,,,,,0,79,64
20280,note_off,120,0,2,,,,,,,0,71,64
20400,note_on,0,0,1,,,,,,,0,74,92
20400,note_off,120,0,1,,,,,,,0,83,64
20400,note_on,720,0,3,,,,,,,0,55,97
20400,note_on,0,0,2,,,,,,,0,71,97
20400,note_off,120,0,2,,,,,,,0,67,64
20520,note_on,0,0,2,,,,,,,0,74,97
20520,note_off,120,0,2,,,,,,,0,71,64
20640,note_off,120,0,2,,,,,,,0,74,64
20640,note_on,0,0,2,,,,,,,0,77,97
20640,note_off,240,0,3,,,,,,,0,55,64
20640,note_on,0,0,3,,,,,,,0,55,97
20760,note_on,0,0,1,,,,,,,0,77,92
20760,note_off,360,0,1,,,,,,,0,74,64
20880,note_on,0,0,1,,,,,,,0,76,92
20880,note_off,120,0,1,,,,,,,0,77,64
20880,note_off,240,0,2,,,,,,,0,77,64
20880,note_on,0,0,3,,,,,,,0,55,97
20880,note_off,240,0,3,,,,,,,0,55,64
21000,note_on,0,0,1,,,,,,,0,74,92
21000,note_off,120,0,1,,,,,,,0,76,64
21120,note_on,0,0,3,,,,,,,0,43,97
21120,note_off,120,0,1,,,,,,,0,74,64
21120,note_on,0,0,1,,,,,,,0,76,92
21120,note_off,240,0,3,,,,,,,0,55,64
21240,note_off,120,0,1,,,,,,,0,76,64
21240,note_on,0,0,1,,,,,,,0,72,92
21360,note_off,120,0,1,,,,,,,0,72,64
21360,note_on,0,0,1,,,,,,,0,79,92
21360,note_on,480,0,2,,,,,,,0,60,97
21600,note_off,480,0,3,,,,,,,0,43,64
21600,note_on,0,0,2,,,,,,,0,64,97
21600,note_off,240,0,2,,,,,,,0,60,64
21720,note_on,0,0,1,,,,,,,0,77,92
21720,note_off,360,0,1,,,,,,,0,79,64
21840,note_off,240,0,2,,,,,,,0,64,64
21840,note_on,0,0,2,,,,,,,0,67,97
21840,note_on,0,0,1,,,,,,,0,76,92
21840,note_off,120,0,1,,,,,,,0,77,64
21960,note_off,120,0,1,,,,,,,0,76,64
21960,note_on,0,0,1,,,,,,,0,74,92
22080,note_off,240,0,2,,,,,,,0,67,64
