tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity,frame_rate,hours,minutes,seconds,frames,sub_frames
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,0,0,2,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,32,0,2,,,,,,,,,
0,program_change,0,0,3,,,,,,,,,,,2,6,,,,,,,,
0,control_change,0,0,3,,,,,,,,,7,80,2,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,10,64,2,,,,,,,,,
0,midi_port,0,1,5,,,,,,,,0,,,,,,,,,,,,
0,control_change,0,0,11,,,,,,,,,10,105,10,,,,,,,,,
0,control_change,0,0,7,,,,,,,,,10,14,6,,,,,,,,,
0,program_change,0,0,7,,,,,,,,,,,6,48,,,,,,,,
0,control_change,0,0,7,,,,,,,,,32,0,6,,,,,,,,,
0,control_change,0,0,7,,,,,,,,,0,0,6,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,,0,,,,,,,,,,,,
0,sequence_number,0,1,7,,,,,,,65535,,,,,,,,,,,,,
0,note_on,0,0,6,,,,,,,,,,,5,,60,100,,,,,,
0,control_change,0,0,6,,,,,,,,,10,79,5,,,,,,,,,
0,control_change,0,0,7,,,,,,,,,7,100,6,,,,,,,,,
0,note_on,0,0,11,,,,,,,,,,,10,,48,100,,,,,,
0,sequence_number,0,1,5,,,,,,,65535,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,7,80,0,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,10,49,0,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,0,6,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,0,0,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,32,0,0,,,,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,375000,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,,,,,,,,
0,time_signature,0,1,0,2,2,48,8,,,,,,,,,,,,,,,,
0,sequence_number,0,1,1,,,,,,,65535,,,,,,,,,,,,,
240,note_on,240,0,3,,,,,,,,,,,2,,60,100,,,,,,
240,note_on,240,0,8,,,,,,,,,,,7,,60,100,,,,,,
348,note_on,108,0,3,,,,,,,,,,,2,,60,0,,,,,,
348,note_on,108,0,8,,,,,,,,,,,7,,60,0,,,,,,
360,note_on,12,0,8,,,,,,,,,,,7,,59,100,,,,,,
360,note_on,12,0,3,,,,,,,,,,,2,,59,100,,,,,,
468,note_on,108,0,3,,,,,,,,,,,2,,59,0,,,,,,
468,note_on,108,0,8,,,,,,,,,,,7,,59,0,,,,,,
480,note_on,12,0,8,,,,,,,,,,,7,,60,100,,,,,,
480,note_on,12,0,3,,,,,,,,,,,2,,60,100,,,,,,
588,note_on,108,0,8,,,,,,,,,,,7,,60,0,,,,,,
588,note_on,108,0,3,,,,,,,,,,,2,,60,0,,,,,,
600,note_on,12,0,8,,,,,,,,,,,7,,62,100,,,,,,
600,note_on,12,0,3,,,,,,,,,,,2,,62,100,,,,,,
708,note_on,108,0,8,,,,,,,,,,,7,,62,0,,,,,,
708,note_on,108,0,3,,,,,,,,,,,2,,62,0,,,,,,
720,note_on,12,0,8,,,,,,,,,,,7,,64,100,,,,,,
720,note_on,12,0,3,,,,,,,,,,,2,,64,100,,,,,,
828,note_on,108,0,8,,,,,,,,,,,7,,64,0,,,,,,
828,note_on,108,0,3,,,,,,,,,,,2,,64,0,,,,,,
840,note_on,12,0,8,,,,,,,,,,,7,,65,100,,,,,,
840,note_on,12,0,3,,,,,,,,,,,2,,65,100,,,,,,
864,note_on,864,0,6,,,,,,,,,,,5,,60,0,,,,,,
864,note_on,864,0,11,,,,,,,,,,,10,,48,0,,,,,,
864,note_on,864,0,10,,,,,,,,,,,10,,60,0,,,,,,
864,note_on,864,0,2,,,,,,,,,,,1,,60,0,,,,,,
948,note_on,108,0,3,,,,,,,,,,,2,,65,0,,,,,,
948,note_on,108,0,8,,,,,,,,,,,7,,65,0,,,,,,
960,note_on,96,0,11,,,,,,,,,,,10,,47,100,,,,,,
960,note_on,12,0,3,,,,,,,,,,,2,,67,100,,,,,,
960,note_on,12,0,8,,,,,,,,,,,7,,67,100,,,,,,
960,note_on,96,0,10,,,,,,,,,,,10,,59,100,,,,,,
960,note_on,96,0,2,,,,,,,,,,,1,,59,100,,,,,,
960,note_on,96,0,6,,,,,,,,,,,5,,59,100,,,,,,
1068,note_on,108,0,3,,,,,,,,,,,2,,67,0,,,,,,
1068,note_on,108,0,8,,,,,,,,,,,7,,67,0,,,,,,
1080,note_on,12,0,8,,,,,,,,,,,7,,66,100,,,,,,
1080,note_on,12,0,3,,,,,,,,,,,2,,66,100,,,,,,
1188,note_on,108,0,8,,,,,,,,,,,7,,66,0,,,,,,
1188,note_on,108,0,3,,,,,,,,,,,2,,66,0,,,,,,
1200,note_on,12,0,3,,,,,,,,,,,2,,67,100,,,,,,
1200,note_on,12,0,8,,,,,,,,,,,7,,67,100,,,,,,
1200,note_on,1200,0,9,,,,,,,,,,,8,,62,100,,,,,,
1200,note_on,1200,0,5,,,,,,,,,,,4,,62,100,,,,,,
1308,note_on,108,0,8,,,,,,,,,,,7,,67,0,,,,,,
1308,note_on,108,0,3,,,,,,,,,,,2,,67,0,,,,,,
1320,note_on,12,0,8,,,,,,,,,,,7,,69,100,,,,,,
1320,note_on,12,0,3,,,,,,,,,,,2,,69,100,,,,,,
1416,note_on,216,0,9,,,,,,,,,,,8,,62,0,,,,,,
1416,note_on,216,0,5,,,,,,,,,,,4,,62,0,,,,,,
1428,note_on,108,0,8,,,,,,,,,,,7,,69,0,,,,,,
1428,note_on,108,0,3,,,,,,,,,,,2,,69,0,,,,,,
1440,note_on,12,0,8,,,,,,,,,,,7,,71,100,,,,,,
1440,note_on,12,0,3,,,,,,,,,,,2,,71,100,,,,,,
1440,note_on,24,0,9,,,,,,,,,,,8,,67,100,,,,,,
1440,note_on,24,0,5,,,,,,,,,,,4,,67,100,,,,,,
1548,note_on,108,0,3,,,,,,,,,,,2,,71,0,,,,,,
1548,note_on,108,0,8,,,,,,,,,,,7,,71,0,,,,,,
1560,note_on,12,0,8,,,,,,,,,,,7,,69,100,,,,,,
1560,note_on,12,0,3,,,,,,,,,,,2,,69,100,,,,,,
1656,note_on,216,0,9,,,,,,,,,,,8,,67,0,,,,,,
1656,note_on,216,0,5,,,,,,,,,,,4,,67,0,,,,,,
1668,note_on,108,0,8,,,,,,,,,,,7,,69,0,,,,,,
1668,note_on,108,0,3,,,,,,,,,,,2,,69,0,,,,,,
1680,note_on,12,0,3,,,,,,,,,,,2,,71,100,,,,,,
1680,note_on,24,0,9,,,,,,,,,,,8,,67,100,,,,,,
1680,note_on,12,0,8,,,,,,,,,,,7,,71,100,,,,,,
1680,note_on,24,0,5,,,,,,,,,,,4,,67,100,,,,,,
1788,note_on,108,0,8,,,,,,,,,,,7,,71,0,,,,,,
1788,note_on,108,0,3,,,,,,,,,,,2,,71,0,,,,,,
1800,note_on,12,0,8,,,,,,,,,,,7,,67,100,,,,,,
1800,note_on,12,0,3,,,,,,,,,,,2,,67,100,,,,,,
1824,note_on,864,0,6,,,,,,,,,,,5,,59,0,,,,,,
1824,note_on,864,0,2,,,,,,,,,,,1,,59,0,,,,,,
1824,note_on,864,0,11,,,,,,,,,,,10,,47,0,,,,,,
1824,note_on,864,0,10,,,,,,,,,,,10,,59,0,,,,,,
1896,note_on,216,0,9,,,,,,,,,,,8,,67,0,,,,,,
1896,note_on,216,0,5,,,,,,,,,,,4,,67,0,,,,,,
1908,note_on,108,0,3,,,,,,,,,,,2,,67,0,,,,,,
1908,note_on,108,0,8,,,,,,,,,,,7,,67,0,,,,,,
1920,note_on,24,0,9,,,,,,,,,,,8,,67,100,,,,,,
1920,note_on,96,0,2,,,,,,,,,,,1,,57,100,,,,,,
1920,note_on,96,0,10,,,,,,,,,,,10,,57,100,,,,,,
1920,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
1920,note_on,24,0,5,,,,,,,,,,,4,,67,100,,,,,,
1920,note_on,96,0,11,,,,,,,,,,,10,,45,100,,,,,,
1920,note_on,12,0,8,,,,,,,,,,,7,,72,100,,,,,,
1920,note_on,96,0,6,,,,,,,,,,,5,,57,100,,,,,,
2028,note_on,108,0,3,,,,,,,,,,,2,,72,0,,,,,,
2028,note_on,108,0,8,,,,,,,,,,,7,,72,0,,,,,,
2040,note_on,12,0,3,,,,,,,,,,,2,,71,100,,,,,,
2040,note_on,12,0,8,,,,,,,,,,,7,,71,100,,,,,,
2136,note_on,216,0,9,,,,,,,,,,,8,,67,0,,,,,,
2136,note_on,216,0,5,,,,,,,,,,,4,,67,0,,,,,,
2148,note_on,108,0,3,,,,,,,,,,,2,,71,0,,,,,,
2148,note_on,108,0,8,,,,,,,,,,,7,,71,0,,,,,,
2160,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
2160,note_on,24,0,9,,,,,,,,,,,8,,66,100,,,,,,
2160,note_on,12,0,8,,,,,,,,,,,7,,72,100,,,,,,
2160,note_on,24,0,5,,,,,,,,,,,4,,66,100,,,,,,
2268,note_on,108,0,3,,,,,,,,,,,2,,72,0,,,,,,
2268,note_on,108,0,9,,,,,,,,,,,8,,66,0,,,,,,
2268,note_on,108,0,8,,,,,,,,,,,7,,72,0,,,,,,
2268,note_on,108,0,5,,,,,,,,,,,4,,66,0,,,,,,
2280,note_on,12,0,3,,,,,,,,,,,2,,74,100,,,,,,
2280,note_on,12,0,5,,,,,,,,,,,4,,64,100,,,,,,
2280,note_on,12,0,8,,,,,,,,,,,7,,74,100,,,,,,
2280,note_on,12,0,9,,,,,,,,,,,8,,64,100,,,,,,
2388,note_on,108,0,8,,,,,,,,,,,7,,74,0,,,,,,
2388,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
2388,note_on,108,0,3,,,,,,,,,,,2,,74,0,,,,,,
2388,note_on,108,0,9,,,,,,,,,,,8,,64,0,,,,,,
2400,note_on,12,0,5,,,,,,,,,,,4,,66,100,,,,,,
2400,note_on,12,0,8,,,,,,,,,,,7,,72,100,,,,,,
2400,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
2400,note_on,12,0,9,,,,,,,,,,,8,,66,100,,,,,,
2508,note_on,108,0,9,,,,,,,,,,,8,,66,0,,,,,,
2508,note_on,108,0,8,,,,,,,,,,,7,,72,0,,,,,,
2508,note_on,108,0,3,,,,,,,,,,,2,,72,0,,,,,,
2508,note_on,108,0,5,,,,,,,,,,,4,,66,0,,,,,,
2520,note_on,12,0,9,,,,,,,,,,,8,,67,100,,,,,,
2520,note_on,12,0,8,,,,,,,,,,,7,,76,100,,,,,,
2520,note_on,12,0,5,,,,,,,,,,,4,,67,100,,,,,,
2520,note_on,12,0,3,,,,,,,,,,,2,,76,100,,,,,,
2628,note_on,108,0,9,,,,,,,,,,,8,,67,0,,,,,,
2628,note_on,108,0,8,,,,,,,,,,,7,,76,0,,,,,,
2628,note_on,108,0,3,,,,,,,,,,,2,,76,0,,,,,,
2628,note_on,108,0,5,,,,,,,,,,,4,,67,0,,,,,,
2640,note_on,12,0,9,,,,,,,,,,,8,,64,100,,,,,,
2640,note_on,12,0,8,,,,,,,,,,,7,,74,100,,,,,,
2640,note_on,12,0,3,,,,,,,,,,,2,,74,100,,,,,,
2640,note_on,12,0,5,,,,,,,,,,,4,,64,100,,,,,,
2748,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
2748,note_on,108,0,8,,,,,,,,,,,7,,74,0,,,,,,
2748,note_on,108,0,3,,,,,,,,,,,2,,74,0,,,,,,
2748,note_on,108,0,9,,,,,,,,,,,8,,64,0,,,,,,
2760,note_on,12,0,5,,,,,,,,,,,4,,66,100,,,,,,
2760,note_on,12,0,9,,,,,,,,,,,8,,66,100,,,,,,
2760,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
2760,note_on,12,0,8,,,,,,,,,,,7,,72,100,,,,,,
2784,note_on,864,0,6,,,,,,,,,,,5,,57,0,,,,,,
2784,note_on,864,0,11,,,,,,,,,,,10,,45,0,,,,,,
2784,note_on,864,0,2,,,,,,,,,,,1,,57,0,,,,,,
2784,note_on,864,0,10,,,,,,,,,,,10,,57,0,,,,,,
2868,note_on,108,0,8,,,,,,,,,,,7,,72,0,,,,,,
2868,note_on,108,0,9,,,,,,,,,,,8,,66,0,,,,,,
2868,note_on,108,0,3,,,,,,,,,,,2,,72,0,,,,,,
2868,note_on,108,0,5,,,,,,,,,,,4,,66,0,,,,,,
2880,note_on,12,0,5,,,,,,,,,,,4,,67,100,,,,,,
2880,note_on,96,0,6,,,,,,,,,,,5,,55,100,,,,,,
2880,note_on,96,0,11,,,,,,,,,,,10,,43,100,,,,,,
2880,note_on,96,0,2,,,,,,,,,,,1,,55,100,,,,,,
2880,note_on,96,0,10,,,,,,,,,,,10,,55,100,,,,,,
2880,note_on,12,0,3,,,,,,,,,,,2,,71,100,,,,,,
2880,note_on,12,0,9,,,,,,,,,,,8,,67,100,,,,,,
2880,note_on,12,0,8,,,,,,,,,,,7,,71,100,,,,,,
2988,note_on,108,0,2,,,,,,,,,,,1,,55,0,,,,,,
2988,note_on,108,0,9,,,,,,,,,,,8,,67,0,,,,,,
2988,note_on,108,0,3,,,,,,,,,,,2,,71,0,,,,,,
2988,note_on,108,0,6,,,,,,,,,,,5,,55,0,,,,,,
2988,note_on,108,0,5,,,,,,,,,,,4,,67,0,,,,,,
2988,note_on,108,0,8,,,,,,,,,,,7,,71,0,,,,,,
3000,note_on,12,0,2,,,,,,,,,,,1,,62,100,,,,,,
3000,note_on,12,0,9,,,,,,,,,,,8,,71,100,,,,,,
3000,note_on,12,0,8,,,,,,,,,,,7,,74,100,,,,,,
3000,note_on,12,0,3,,,,,,,,,,,2,,74,100,,,,,,
3000,note_on,12,0,5,,,,,,,,,,,4,,71,100,,,,,,
3000,note_on,12,0,6,,,,,,,,,,,5,,65,100,,,,,,
3096,note_on,216,0,10,,,,,,,,,,,10,,55,0,,,,,,
3096,note_on,216,0,11,,,,,,,,,,,10,,43,0,,,,,,
3108,note_on,108,0,8,,,,,,,,,,,7,,74,0,,,,,,
3108,note_on,108,0,9,,,,,,,,,,,8,,71,0,,,,,,
3108,note_on,108,0,3,,,,,,,,,,,2,,74,0,,,,,,
3108,note_on,108,0,5,,,,,,,,,,,4,,71,0,,,,,,
3108,note_on,108,0,6,,,,,,,,,,,5,,65,0,,,,,,
3108,note_on,108,0,2,,,,,,,,,,,1,,62,0,,,,,,
3120,note_on,0,0,11,,,,,,,,,,,10,,43,100,,,,,,
3120,note_on,12,0,6,,,,,,,,,,,5,,64,100,,,,,,
3120,note_on,12,0,8,,,,,,,,,,,7,,67,100,,,,,,
3120,note_on,3120,0,4,,,,,,,,,,,3,,55,100,,,,,,
3120,note_on,12,0,5,,,,,,,,,,,4,,72,100,,,,,,
3120,note_on,12,0,3,,,,,,,,,,,2,,67,100,,,,,,
3120,note_on,12,0,9,,,,,,,,,,,8,,72,100,,,,,,
3120,note_on,12,0,2,,,,,,,,,,,1,,64,100,,,,,,
3120,note_on,24,0,10,,,,,,,,,,,10,,55,100,,,,,,
3120,note_on,0,0,10,,,,,,,,,,,10,,55,100,,,,,,
3120,note_on,24,0,11,,,,,,,,,,,10,,43,100,,,,,,
3228,note_on,108,0,8,,,,,,,,,,,7,,67,0,,,,,,
3228,note_on,108,0,4,,,,,,,,,,,3,,55,0,,,,,,
3228,note_on,108,0,3,,,,,,,,,,,2,,67,0,,,,,,
3228,note_on,108,0,10,,,,,,,,,,,10,,55,0,,,,,,
3228,note_on,108,0,2,,,,,,,,,,,1,,64,0,,,,,,
3228,note_on,108,0,5,,,,,,,,,,,4,,72,0,,,,,,
3228,note_on,0,0,11,,,,,,,,,,,10,,43,0,,,,,,
3228,note_on,108,0,11,,,,,,,,,,,10,,43,0,,,,,,
3228,note_on,108,0,6,,,,,,,,,,,5,,64,0,,,,,,
3228,note_on,0,0,10,,,,,,,,,,,10,,55,0,,,,,,
3228,note_on,108,0,9,,,,,,,,,,,8,,72,0,,,,,,
3240,note_on,0,0,10,,,,,,,,,,,10,,53,100,,,,,,
3240,note_on,12,0,2,,,,,,,,,,,1,,65,100,,,,,,
3240,note_on,12,0,11,,,,,,,,,,,10,,41,100,,,,,,
3240,note_on,12,0,3,,,,,,,,,,,2,,71,100,,,,,,
3240,note_on,12,0,6,,,,,,,,,,,5,,62,100,,,,,,
3240,note_on,12,0,9,,,,,,,,,,,8,,74,100,,,,,,
3240,note_on,0,0,11,,,,,,,,,,,10,,41,100,,,,,,
3240,note_on,12,0,10,,,,,,,,,,,10,,53,100,,,,,,
3240,note_on,12,0,5,,,,,,,,,,,4,,74,100,,,,,,
3240,note_on,12,0,4,,,,,,,,,,,3,,53,100,,,,,,
3240,note_on,12,0,8,,,,,,,,,,,7,,71,100,,,,,,
3348,note_on,108,0,9,,,,,,,,,,,8,,74,0,,,,,,
3348,note_on,108,0,2,,,,,,,,,,,1,,65,0,,,,,,
3348,note_on,108,0,5,,,,,,,,,,,4,,74,0,,,,,,
3348,note_on,0,0,11,,,,,,,,,,,10,,41,0,,,,,,
3348,note_on,108,0,11,,,,,,,,,,,10,,41,0,,,,,,
3348,note_on,108,0,4,,,,,,,,,,,3,,53,0,,,,,,
3348,note_on,108,0,6,,,,,,,,,,,5,,62,0,,,,,,
3348,note_on,108,0,3,,,,,,,,,,,2,,71,0,,,,,,
3348,note_on,108,0,10,,,,,,,,,,,10,,53,0,,,,,,
3348,note_on,108,0,8,,,,,,,,,,,7,,71,0,,,,,,
3348,note_on,0,0,10,,,,,,,,,,,10,,53,0,,,,,,
3360,note_on,0,0,10,,,,,,,,,,,10,,52,100,,,,,,
3360,note_on,12,0,5,,,,,,,,,,,4,,76,100,,,,,,
3360,note_on,12,0,10,,,,,,,,,,,10,,52,100,,,,,,
3360,note_on,3360,0,7,,,,,,,,,,,6,,79,100,,,,,,
3360,note_on,12,0,8,,,,,,,,,,,7,,72,100,,,,,,
3360,note_on,12,0,2,,,,,,,,,,,1,,67,100,,,,,,
3360,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
3360,note_on,12,0,4,,,,,,,,,,,3,,52,100,,,,,,
3360,note_on,12,0,11,,,,,,,,,,,10,,40,100,,,,,,
3360,note_on,0,0,11,,,,,,,,,,,10,,40,100,,,,,,
3360,note_on,12,0,9,,,,,,,,,,,8,,76,100,,,,,,
3360,note_on,12,0,6,,,,,,,,,,,5,,60,100,,,,,,
3360,note_on,3360,0,1,,,,,,,,,,,0,,79,100,,,,,,
3468,note_on,108,0,8,,,,,,,,,,,7,,72,0,,,,,,
3468,note_on,108,0,2,,,,,,,,,,,1,,67,0,,,,,,
3468,note_on,108,0,3,,,,,,,,,,,2,,72,0,,,,,,
3480,note_on,12,0,8,,,,,,,,,,,7,,76,100,,,,,,
3480,note_on,12,0,3,,,,,,,,,,,2,,76,100,,,,,,
3480,note_on,12,0,2,,,,,,,,,,,1,,72,100,,,,,,
3576,note_on,216,0,11,,,,,,,,,,,10,,40,0,,,,,,
3576,note_on,216,0,4,,,,,,,,,,,3,,52,0,,,,,,
3576,note_on,216,0,9,,,,,,,,,,,8,,76,0,,,,,,
3576,note_on,216,0,10,,,,,,,,,,,10,,52,0,,,,,,
3576,note_on,0,0,10,,,,,,,,,,,10,,52,0,,,,,,
3576,note_on,216,0,5,,,,,,,,,,,4,,76,0,,,,,,
3576,note_on,0,0,11,,,,,,,,,,,10,,40,0,,,,,,
3588,note_on,108,0,2,,,,,,,,,,,1,,72,0,,,,,,
3588,note_on,108,0,3,,,,,,,,,,,2,,76,0,,,,,,
3588,note_on,108,0,8,,,,,,,,,,,7,,76,0,,,,,,
3600,note_on,24,0,5,,,,,,,,,,,4,,76,100,,,,,,
3600,note_on,0,0,10,,,,,,,,,,,10,,48,100,,,,,,
3600,note_on,24,0,4,,,,,,,,,,,3,,48,100,,,,,,
3600,note_on,12,0,2,,,,,,,,,,,1,,64,100,,,,,,
3600,note_on,12,0,3,,,,,,,,,,,2,,67,100,,,,,,
3600,note_on,24,0,9,,,,,,,,,,,8,,76,100,,,,,,
3600,note_on,12,0,8,,,,,,,,,,,7,,67,100,,,,,,
3600,note_on,24,0,11,,,,,,,,,,,10,,36,100,,,,,,
3600,note_on,24,0,10,,,,,,,,,,,10,,48,100,,,,,,
3600,note_on,0,0,11,,,,,,,,,,,10,,36,100,,,,,,
3708,note_on,108,0,8,,,,,,,,,,,7,,67,0,,,,,,
3708,note_on,108,0,3,,,,,,,,,,,2,,67,0,,,,,,
3708,note_on,108,0,2,,,,,,,,,,,1,,64,0,,,,,,
3720,note_on,12,0,8,,,,,,,,,,,7,,71,100,,,,,,
3720,note_on,12,0,2,,,,,,,,,,,1,,67,100,,,,,,
3720,note_on,12,0,3,,,,,,,,,,,2,,71,100,,,,,,
3816,note_on,216,0,9,,,,,,,,,,,8,,76,0,,,,,,
3816,note_on,216,0,5,,,,,,,,,,,4,,76,0,,,,,,
3816,note_on,216,0,4,,,,,,,,,,,3,,48,0,,,,,,
3816,note_on,216,0,10,,,,,,,,,,,10,,48,0,,,,,,
3816,note_on,216,0,11,,,,,,,,,,,10,,36,0,,,,,,
3816,note_on,0,0,11,,,,,,,,,,,10,,36,0,,,,,,
3816,note_on,0,0,10,,,,,,,,,,,10,,48,0,,,,,,
3828,note_on,108,0,3,,,,,,,,,,,2,,71,0,,,,,,
3828,note_on,108,0,2,,,,,,,,,,,1,,67,0,,,,,,
3828,note_on,108,0,8,,,,,,,,,,,7,,71,0,,,,,,
3840,note_on,24,0,10,,,,,,,,,,,10,,53,100,,,,,,
3840,note_on,24,0,5,,,,,,,,,,,4,,76,100,,,,,,
3840,note_on,12,0,8,,,,,,,,,,,7,,69,100,,,,,,
3840,note_on,24,0,4,,,,,,,,,,,3,,53,100,,,,,,
3840,note_on,12,0,2,,,,,,,,,,,1,,65,100,,,,,,
3840,note_on,24,0,9,,,,,,,,,,,8,,76,100,,,,,,
3840,note_on,24,0,11,,,,,,,,,,,10,,41,100,,,,,,
3840,note_on,12,0,3,,,,,,,,,,,2,,69,100,,,,,,
3948,note_on,588,0,7,,,,,,,,,,,6,,79,0,,,,,,
3948,note_on,108,0,3,,,,,,,,,,,2,,69,0,,,,,,
3948,note_on,108,0,8,,,,,,,,,,,7,,69,0,,,,,,
3948,note_on,588,0,1,,,,,,,,,,,0,,79,0,,,,,,
3960,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
3960,note_on,12,0,1,,,,,,,,,,,0,,72,100,,,,,,
3960,note_on,12,0,7,,,,,,,,,,,6,,72,100,,,,,,
3960,note_on,12,0,8,,,,,,,,,,,7,,72,100,,,,,,
