tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,program,channel,control,value,note,velocity
704,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,48,0
704,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,48,0
704,note_on,,464,0,10,,,,,,,,,,,,,,,13,,,55,0
719,note_on,,119,0,8,,,,,,,,,,,,,,,11,,,74,0
719,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,48,0
719,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,64,0
719,note_on,,119,0,9,,,,,,,,,,,,,,,12,,,65,0
719,note_on,,119,0,6,,,,,,,,,,,,,,,1,,,74,0
719,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,0
719,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,60,0
719,note_on,,119,0,5,,,,,,,,,,,,,,,0,,,74,0
720,note_on,,1,0,8,,,,,,,,,,,,,,,11,,,72,76
720,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,59,76
720,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,71,76
720,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,59,76
720,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,59,76
720,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,76
720,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,79,76
720,note_on,,1,0,9,,,,,,,,,,,,,,,12,,,64,76
720,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,72,76
720,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,72,76
720,note_on,,16,0,10,,,,,,,,,,,,,,,13,,,55,76
839,note_on,,119,0,9,,,,,,,,,,,,,,,12,,,64,0
839,note_on,,119,0,5,,,,,,,,,,,,,,,0,,,72,0
839,note_on,,119,0,6,,,,,,,,,,,,,,,1,,,72,0
839,note_on,,119,0,8,,,,,,,,,,,,,,,11,,,72,0
840,note_on,,1,0,8,,,,,,,,,,,,,,,11,,,71,76
840,note_on,,1,0,9,,,,,,,,,,,,,,,12,,,62,76
840,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,71,76
840,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,71,76
944,note_on,,104,0,8,,,,,,,,,,,,,,,11,,,71,0
944,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,59,0
944,note_on,,104,0,9,,,,,,,,,,,,,,,12,,,62,0
944,note_on,,104,0,6,,,,,,,,,,,,,,,1,,,71,0
944,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,59,0
944,note_on,,224,0,10,,,,,,,,,,,,,,,13,,,55,0
944,note_on,,104,0,5,,,,,,,,,,,,,,,0,,,71,0
959,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,71,0
959,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,0
959,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,59,0
959,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,79,0
960,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,69,76
960,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,72,76
960,note_on,,16,0,10,,,,,,,,,,,,,,,13,,,60,76
960,note_on,,16,0,6,,,,,,,,,,,,,,,1,,,72,76
960,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,57,76
960,note_on,,16,0,5,,,,,,,,,,,,,,,0,,,72,76
960,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,64,76
960,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,76,76
960,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,72,76
960,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,57,76
960,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,57,76
1064,note_on,,104,0,9,,,,,,,,,,,,,,,12,,,64,0
1064,note_on,,104,0,6,,,,,,,,,,,,,,,1,,,72,0
1064,note_on,,104,0,8,,,,,,,,,,,,,,,11,,,72,0
1064,note_on,,104,0,5,,,,,,,,,,,,,,,0,,,72,0
1080,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,65,76
1080,note_on,,16,0,5,,,,,,,,,,,,,,,0,,,74,76
1080,note_on,,16,0,6,,,,,,,,,,,,,,,1,,,74,76
1080,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,74,76
1184,note_on,,104,0,9,,,,,,,,,,,,,,,12,,,65,0
1184,note_on,,104,0,5,,,,,,,,,,,,,,,0,,,74,0
1184,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,57,0
1184,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,57,0
1184,note_on,,104,0,8,,,,,,,,,,,,,,,11,,,74,0
1184,note_on,,104,0,6,,,,,,,,,,,,,,,1,,,74,0
1199,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,69,0
1199,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,57,0
1199,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,72,0
1199,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,76,0
1200,note_on,,16,0,5,,,,,,,,,,,,,,,0,,,76,76
1200,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,67,76
1200,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,67,76
1200,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,71,76
1200,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,76
1200,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,76
1200,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,76,76
1200,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,55,76
1200,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,55,76
1200,note_on,,16,0,6,,,,,,,,,,,,,,,1,,,76,76
1304,note_on,,104,0,9,,,,,,,,,,,,,,,12,,,67,0
1304,note_on,,104,0,8,,,,,,,,,,,,,,,11,,,76,0
1304,note_on,,104,0,5,,,,,,,,,,,,,,,0,,,76,0
1304,note_on,,104,0,6,,,,,,,,,,,,,,,1,,,76,0
1320,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,69,76
1320,note_on,,16,0,5,,,,,,,,,,,,,,,0,,,77,76
1320,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,77,76
1320,note_on,,16,0,6,,,,,,,,,,,,,,,1,,,77,76
1424,note_on,,104,0,5,,,,,,,,,,,,,,,0,,,77,0
1424,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,55,0
1424,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,55,0
1424,note_on,,104,0,8,,,,,,,,,,,,,,,11,,,77,0
1424,note_on,,104,0,6,,,,,,,,,,,,,,,1,,,77,0
1424,note_on,,464,0,10,,,,,,,,,,,,,,,13,,,60,0
1424,note_on,,104,0,9,,,,,,,,,,,,,,,12,,,69,0
1439,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,0
1439,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,0
1439,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,71,0
1439,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,67,0
1440,note_on,,16,0,10,,,,,,,,,,,,,,,13,,,62,76
1440,note_on,,16,0,5,,,,,,,,,,,,,,,0,,,79,76
1440,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,53,76
1440,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,71,76
1440,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,76
1440,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,71,76
1440,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,76
1440,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,53,76
1440,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,53,76
1440,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,79,76
1440,note_on,,16,0,6,,,,,,,,,,,,,,,1,,,79,76
1440,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,65,76
1664,note_on,,224,0,10,,,,,,,,,,,,,,,13,,,62,0
1664,note_on,,224,0,9,,,,,,,,,,,,,,,12,,,71,0
1664,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,53,0
1664,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,53,0
1679,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,71,0
1679,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,65,0
1679,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,0
1679,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,0
1679,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,53,0
1680,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,52,76
1680,note_on,,16,0,10,,,,,,,,,,,,,,,13,,,64,76
1680,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,64,76
1680,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,76
1680,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,52,76
1680,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,72,76
1680,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,72,76
1680,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,52,76
1904,note_on,,464,0,8,,,,,,,,,,,,,,,11,,,79,0
1904,note_on,,464,0,6,,,,,,,,,,,,,,,1,,,79,0
1904,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,52,0
1904,note_on,,224,0,10,,,,,,,,,,,,,,,13,,,64,0
1904,note_on,,464,0,5,,,,,,,,,,,,,,,0,,,79,0
1904,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,52,0
1919,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,64,0
1919,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,0
1919,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,72,0
1919,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,52,0
1920,note_on,,16,0,6,,,,,,,,,,,,,,,1,,,81,76
1920,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,53,76
1920,note_on,,16,0,5,,,,,,,,,,,,,,,0,,,81,76
1920,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,69,76
1920,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,81,76
1920,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,53,76
1920,note_on,,16,0,10,,,,,,,,,,,,,,,13,,,60,76
1920,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,72,76
1920,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,65,76
1920,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,53,76
2144,note_on,,224,0,10,,,,,,,,,,,,,,,13,,,60,0
2144,note_on,,224,0,8,,,,,,,,,,,,,,,11,,,81,0
2144,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,53,0
2144,note_on,,224,0,6,,,,,,,,,,,,,,,1,,,81,0
2144,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,53,0
2144,note_on,,224,0,5,,,,,,,,,,,,,,,0,,,81,0
2144,note_on,,464,0,9,,,,,,,,,,,,,,,12,,,72,0
2159,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,72,0
2159,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,65,0
2159,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,69,0
2159,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,53,0
2160,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,77,76
2160,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,50,76
2160,note_on,,16,0,5,,,,,,,,,,,,,,,0,,,77,76
2160,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,50,76
2160,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,72,76
2160,note_on,,16,0,10,,,,,,,,,,,,,,,13,,,65,76
2160,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,62,76
2160,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,69,76
2160,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,50,76
2160,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,65,76
2160,note_on,,16,0,6,,,,,,,,,,,,,,,1,,,77,76
2384,note_on,,224,0,10,,,,,,,,,,,,,,,13,,,65,0
2384,note_on,,224,0,9,,,,,,,,,,,,,,,12,,,72,0
2384,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,50,0
2384,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,50,0
2384,note_on,,224,0,6,,,,,,,,,,,,,,,1,,,77,0
2384,note_on,,224,0,8,,,,,,,,,,,,,,,11,,,77,0
2384,note_on,,224,0,5,,,,,,,,,,,,,,,0,,,77,0
2399,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,65,0
2399,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,69,0
2399,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,62,0
2399,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,50,0
2400,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,76
2400,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,76
2400,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,76
2400,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,55,76
2400,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,71,76
2400,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,71,76
2400,note_on,,16,0,10,,,,,,,,,,,,,,,13,,,67,76
2400,note_on,,16,0,5,,,,,,,,,,,,,,,0,,,74,76
2400,note_on,,16,0,6,,,,,,,,,,,,,,,1,,,74,76
2400,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,74,76
2400,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,55,76
2429,note_on,,29,0,6,,,,,,,,,,,,,,,1,,,74,0
2429,note_on,,29,0,5,,,,,,,,,,,,,,,0,,,74,0
2430,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,76,76
2430,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,76,76
2459,note_on,,29,0,5,,,,,,,,,,,,,,,0,,,76,0
2459,note_on,,29,0,6,,,,,,,,,,,,,,,1,,,76,0
2460,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,74,76
2460,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,74,76
2489,note_on,,29,0,5,,,,,,,,,,,,,,,0,,,74,0
2489,note_on,,29,0,6,,,,,,,,,,,,,,,1,,,74,0
2490,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,76,76
2490,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,76,76
2519,note_on,,29,0,6,,,,,,,,,,,,,,,1,,,76,0
2519,note_on,,29,0,5,,,,,,,,,,,,,,,0,,,76,0
2520,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,74,76
2520,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,74,76
2549,note_on,,29,0,5,,,,,,,,,,,,,,,0,,,74,0
2549,note_on,,29,0,6,,,,,,,,,,,,,,,1,,,74,0
2550,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,76,76
2550,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,76,76
2579,note_on,,29,0,5,,,,,,,,,,,,,,,0,,,76,0
2579,note_on,,29,0,6,,,,,,,,,,,,,,,1,,,76,0
2580,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,72,76
2580,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,72,76
2609,note_on,,29,0,5,,,,,,,,,,,,,,,0,,,72,0
2609,note_on,,29,0,6,,,,,,,,,,,,,,,1,,,72,0
2610,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,74,76
2610,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,74,76
2624,note_on,,224,0,8,,,,,,,,,,,,,,,11,,,74,0
2624,note_on,,224,0,10,,,,,,,,,,,,,,,13,,,67,0
2624,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,55,0
2624,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,55,0
2624,note_on,,224,0,9,,,,,,,,,,,,,,,12,,,71,0
2639,note_on,,29,0,5,,,,,,,,,,,,,,,0,,,74,0
2639,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,0
2639,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,0
2639,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,0
2639,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,71,0
2639,note_on,,29,0,6,,,,,,,,,,,,,,,1,,,74,0
2640,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,72,76
2640,note_on,,16,0,7,,,,,,,,,,,,,,,2,,,43,76
2640,note_on,,16,0,10,,,,,,,,,,,,,,,13,,,69,76
2640,note_on,,16,0,11,,,,,,,,,,,,,,,14,,,43,76
2640,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,72,76
2640,note_on,,16,0,8,,,,,,,,,,,,,,,11,,,72,76
2640,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,59,76
2640,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,76
2640,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,62,76
2640,note_on,,16,0,9,,,,,,,,,,,,,,,12,,,72,76
2640,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,43,76
2759,note_on,,119,0,8,,,,,,,,,,,,,,,11,,,72,0
2759,note_on,,119,0,6,,,,,,,,,,,,,,,1,,,72,0
2759,note_on,,119,0,5,,,,,,,,,,,,,,,0,,,72,0
2760,note_on,,1,0,8,,,,,,,,,,,,,,,11,,,71,76
2760,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,71,76
2760,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,71,76
2864,note_on,,224,0,7,,,,,,,,,,,,,,,2,,,43,0
2864,note_on,,224,0,9,,,,,,,,,,,,,,,12,,,72,0
2864,note_on,,224,0,11,,,,,,,,,,,,,,,14,,,43,0
2864,note_on,,224,0,10,,,,,,,,,,,,,,,13,,,69,0
2879,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,43,0
2879,note_on,,119,0,6,,,,,,,,,,,,,,,1,,,71,0
2879,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,62,0
2879,note_on,,119,0,8,,,,,,,,,,,,,,,11,,,71,0
