tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,program
26112,note_off,0,0,2,,,,,,54,64,0,
26112,note_off,384,0,2,,,,,,62,64,0,
26112,note_off,0,0,1,,,,,,72,64,0,
26112,note_off,192,0,1,,,,,,69,64,0,
26304,note_on,192,0,1,,,,,,69,92,0,
26496,note_on,0,0,2,,,,,,62,97,0,
26496,note_on,384,0,2,,,,,,55,97,0,
26688,note_off,384,0,1,,,,,,69,64,0,
26688,note_on,0,0,1,,,,,,69,92,0,
26880,note_off,384,0,2,,,,,,62,64,0,
26880,note_off,192,0,1,,,,,,69,64,0,
26880,note_off,0,0,1,,,,,,70,64,0,
26880,note_on,0,0,1,,,,,,70,92,0,
26880,note_off,0,0,2,,,,,,55,64,0,
27072,note_on,192,0,1,,,,,,67,92,0,
27264,note_on,0,0,2,,,,,,62,97,0,
27264,note_on,384,0,2,,,,,,55,97,0,
27456,note_off,384,0,1,,,,,,67,64,0,
27456,note_on,0,0,1,,,,,,67,92,0,
27648,note_off,0,0,2,,,,,,55,64,0,
27648,note_on,0,0,1,,,,,,70,92,0,
27648,note_off,0,0,1,,,,,,70,64,0,
27648,note_off,192,0,1,,,,,,67,64,0,
27648,note_on,9600,0,3,,,,,,43,102,0,
27648,note_off,384,0,2,,,,,,62,64,0,
27840,note_on,192,0,1,,,,,,67,92,0,
28032,note_on,0,0,2,,,,,,62,97,0,
28032,note_on,384,0,2,,,,,,55,97,0,
28032,note_off,384,0,3,,,,,,43,64,0,
28224,note_on,0,0,1,,,,,,67,92,0,
28224,note_off,384,0,1,,,,,,67,64,0,
28416,note_off,384,0,2,,,,,,62,64,0,
28416,note_off,0,0,2,,,,,,55,64,0,
28416,note_on,384,0,3,,,,,,45,102,0,
28416,note_off,0,0,1,,,,,,70,64,0,
28416,note_off,192,0,1,,,,,,67,64,0,
28416,note_on,0,0,1,,,,,,70,92,0,
28608,note_on,192,0,1,,,,,,67,92,0,
28800,note_on,384,0,2,,,,,,55,97,0,
28800,note_off,384,0,3,,,,,,45,64,0,
28800,note_on,0,0,2,,,,,,62,97,0,
28992,note_on,0,0,1,,,,,,67,92,0,
28992,note_off,384,0,1,,,,,,67,64,0,
29184,note_on,384,0,3,,,,,,46,102,0,
29184,note_on,0,0,1,,,,,,70,92,0,
29184,note_off,0,0,1,,,,,,70,64,0,
29184,note_off,192,0,1,,,,,,67,64,0,
29184,note_off,384,0,2,,,,,,62,64,0,
29184,note_off,0,0,2,,,,,,55,64,0,
29376,note_on,192,0,1,,,,,,67,92,0,
29568,note_off,384,0,3,,,,,,46,64,0,
29568,note_on,0,0,2,,,,,,62,97,0,
29568,note_on,384,0,2,,,,,,55,97,0,
29760,note_on,0,0,1,,,,,,67,92,0,
29760,note_off,384,0,1,,,,,,67,64,0,
29952,note_off,0,0,2,,,,,,55,64,0,
29952,note_off,384,0,2,,,,,,62,64,0,
29952,note_on,384,0,3,,,,,,43,102,0,
29952,note_on,0,0,1,,,,,,70,92,0,
29952,note_off,0,0,1,,,,,,70,64,0,
29952,note_off,192,0,1,,,,,,67,64,0,
30144,note_on,192,0,1,,,,,,67,92,0,
30336,note_on,0,0,2,,,,,,62,97,0,
30336,note_on,384,0,2,,,,,,55,97,0,
30336,note_off,384,0,3,,,,,,43,64,0,
30528,note_off,384,0,1,,,,,,67,64,0,
30528,note_on,0,0,1,,,,,,67,92,0,
30720,note_off,0,0,2,,,,,,55,64,0,
30720,note_off,384,0,2,,,,,,62,64,0,
30720,note_on,384,0,3,,,,,,51,102,0,
30720,note_on,0,0,1,,,,,,70,92,0,
30720,note_off,0,0,1,,,,,,70,64,0,
30720,note_off,192,0,1,,,,,,67,64,0,
30912,note_on,192,0,1,,,,,,67,92,0,
31104,note_on,384,0,2,,,,,,55,97,0,
31104,note_on,0,0,2,,,,,,62,97,0,
31296,note_off,384,0,1,,,,,,67,64,0,
31296,note_on,0,0,1,,,,,,67,92,0,
31488,note_off,192,0,1,,,,,,67,64,0,
31488,note_off,0,0,1,,,,,,70,64,0,
31488,note_on,0,0,1,,,,,,72,92,0,
31488,note_off,384,0,2,,,,,,62,64,0,
31488,note_off,0,0,2,,,,,,55,64,0,
31680,note_on,192,0,1,,,,,,67,92,0,
31872,note_on,0,0,2,,,,,,60,97,0,
31872,note_on,384,0,2,,,,,,55,97,0,
32064,note_off,384,0,1,,,,,,67,64,0,
32064,note_on,0,0,1,,,,,,67,92,0,
32256,note_off,384,0,2,,,,,,60,64,0,
32256,note_off,0,0,2,,,,,,55,64,0,
32256,note_on,0,0,3,,,,,,50,102,0,
32256,note_off,1536,0,3,,,,,,51,64,0,
32256,note_on,0,0,1,,,,,,74,92,0,
32256,note_off,0,0,1,,,,,,72,64,0,
32256,note_off,192,0,1,,,,,,67,64,0,
32448,note_on,192,0,1,,,,,,66,92,0,
32640,note_on,384,0,2,,,,,,57,97,0,
32640,note_on,0,0,2,,,,,,60,97,0,
32832,note_off,384,0,1,,,,,,66,64,0,
32832,note_on,0,0,1,,,,,,66,92,0,
33024,note_off,0,0,1,,,,,,74,64,0,
33024,note_off,192,0,1,,,,,,66,64,0,
33024,note_off,0,0,2,,,,,,57,64,0,
33024,note_on,0,0,1,,,,,,74,92,0,
33024,note_off,384,0,2,,,,,,60,64,0,
33216,note_on,192,0,1,,,,,,67,92,0,
33408,note_on,0,0,2,,,,,,58,97,0,
33408,note_on,384,0,2,,,,,,55,97,0,
33600,note_on,0,0,1,,,,,,67,92,0,
33600,note_off,384,0,1,,,,,,67,64,0,
33792,note_off,0,0,1,,,,,,74,64,0,
33792,note_on,0,0,1,,,,,,74,92,0,
33792,note_off,0,0,2,,,,,,55,64,0,
33792,note_off,384,0,2,,,,,,58,64,0,
33792,note_off,192,0,1,,,,,,67,64,0,
33984,note_on,192,0,1,,,,,,67,92,0,
34176,note_on,384,0,2,,,,,,53,97,0,
34176,note_on,0,0,2,,,,,,59,97,0,
34368,note_on,0,0,1,,,,,,67,92,0,
34368,note_off,384,0,1,,,,,,67,64,0,
34560,note_off,384,0,2,,,,,,59,64,0,
34560,note_on,0,0,1,,,,,,76,92,0,
34560,note_off,0,0,1,,,,,,74,64,0,
34560,note_off,192,0,1,,,,,,67,64,0,
34560,note_off,0,0,2,,,,,,53,64,0,
34752,note_on,192,0,1,,,,,,67,92,0,
34944,note_on,0,0,2,,,,,,61,97,0,
34944,note_on,384,0,2,,,,,,52,97,0,
35136,note_off,384,0,1,,,,,,67,64,0,
35136,note_on,0,0,1,,,,,,67,92,0,
35328,note_off,0,0,2,,,,,,52,64,0,
35328,note_off,192,0,1,,,,,,67,64,0,
35328,note_off,0,0,1,,,,,,76,64,0,
35328,note_on,0,0,1,,,,,,78,92,0,
35328,note_off,384,0,2,,,,,,61,64,0,
35520,note_on,192,0,1,,,,,,69,92,0,
35712,note_on,384,0,2,,,,,,50,97,0,
35712,note_on,0,0,2,,,,,,60,97,0,
35904,note_off,384,0,1,,,,,,69,64,0,
35904,note_on,0,0,1,,,,,,69,92,0,
36096,note_off,384,0,2,,,,,,60,64,0,
36096,note_off,0,0,2,,,,,,50,64,0,
36096,note_off,192,0,1,,,,,,69,64,0,
36096,note_off,0,0,1,,,,,,78,64,0,
36096,note_on,0,0,1,,,,,,79,92,0,
36288,note_on,192,0,1,,,,,,67,92,0,
36480,note_on,384,0,2,,,,,,50,97,0,
36480,note_on,0,0,2,,,,,,59,97,0,
36672,note_on,0,0,1,,,,,,67,92,0,
36672,note_off,384,0,1,,,,,,67,64,0,
36864,note_on,0,0,1,,,,,,73,92,0,
36864,note_off,0,0,1,,,,,,79,64,0,
36864,note_off,192,0,1,,,,,,67,64,0,
36864,note_off,0,0,2,,,,,,50,64,0,
36864,note_off,384,0,2,,,,,,59,64,0,
37056,note_on,192,0,1,,,,,,67,92,0,
37248,note_on,0,0,2,,,,,,58,97,0,
37248,note_on,384,0,2,,,,,,52,97,0,
37440,note_on,0,0,1,,,,,,67,92,0,
37440,note_off,384,0,1,,,,,,67,64,0,
37632,note_off,192,0,1,,,,,,67,64,0,
37632,note_off,0,0,1,,,,,,73,64,0,
37632,note_off,0,0,2,,,,,,52,64,0,
37632,note_off,384,0,2,,,,,,58,64,0,
37632,note_on,0,0,1,,,,,,73,92,0,
37824,note_on,192,0,1,,,,,,67,92,0,
38016,note_on,384,0,2,,,,,,52,97,0,
38016,note_on,0,0,2,,,,,,57,97,0,
38208,note_off,384,0,1,,,,,,67,64,0,
38208,note_on,0,0,1,,,,,,67,92,0,
38400,note_off,384,0,2,,,,,,57,64,0,
38400,note_off,0,0,2,,,,,,52,64,0,
38400,note_off,192,0,1,,,,,,67,64,0,
38400,note_on,0,0,1,,,,,,74,92,0,
38400,note_off,0,0,1,,,,,,73,64,0,
38592,note_on,192,0,1,,,,,,67,92,0,
38784,note_on,384,0,2,,,,,,50,97,0,
38784,note_on,0,0,2,,,,,,58,97,0,
38976,note_on,0,0,1,,,,,,67,92,0,
38976,note_off,384,0,1,,,,,,67,64,0,
39168,note_off,384,0,2,,,,,,58,64,0,
39168,note_off,0,0,2,,,,,,50,64,0,
39168,note_on,0,0,1,,,,,,74,92,0,
39168,note_off,192,0,1,,,,,,67,64,0,
39168,note_off,0,0,1,,,,,,74,64,0,
39360,note_on,192,0,1,,,,,,66,92,0,
39552,note_on,384,0,2,,,,,,55,97,0,
39552,note_off,192,0,1,,,,,,66,64,0,
39552,note_on,0,0,1,,,,,,64,92,0,
39552,note_on,0,0,2,,,,,,58,97,0,
39744,note_off,192,0,1,,,,,,74,64,0,
39744,note_on,0,0,1,,,,,,73,92,0,
39936,note_off,384,0,2,,,,,,58,64,0,
39936,note_off,0,0,2,,,,,,55,64,0,
39936,note_on,0,0,2,,,,,,54,97,0,
39936,note_on,0,0,2,,,,,,57,97,0,
39936,note_on,0,0,1,,,,,,74,92,0,
39936,set_tempo,39936,1,0,1200000,,,,,,,,
39936,note_off,192,0,1,,,,,,73,64,0,
39936,note_off,0,0,1,,,,,,64,64,0,
39936,note_on,0,0,1,,,,,,62,92,0,
40320,note_off,8064,0,3,,,,,,50,64,0,
40320,note_on,0,0,3,,,,,,38,102,0,
40704,note_off,0,0,2,,,,,,54,64,0,
40704,note_off,768,0,1,,,,,,74,64,0,
40704,note_off,0,0,1,,,,,,62,64,0,
40704,note_off,768,0,2,,,,,,57,64,0,
40704,note_off,384,0,3,,,,,,38,64,0,
41472,set_tempo,1536,1,0,923076,,,,,,,,
41568,note_on,864,0,1,,,,,,62,92,0,
41664,note_off,96,0,1,,,,,,62,64,0,
41664,note_on,0,0,1,,,,,,64,92,0,
41760,note_off,96,0,1,,,,,,64,64,0,
41760,note_on,0,0,1,,,,,,66,92,0,
41856,note_off,96,0,1,,,,,,66,64,0,
41856,note_on,0,0,1,,,,,,67,92,0,
41952,note_off,96,0,1,,,,,,67,64,0,
41952,note_on,0,0,1,,,,,,69,92,0,
42048,note_on,0,0,1,,,,,,70,92,0,
42048,note_off,96,0,1,,,,,,69,64,0,
42144,note_on,0,0,1,,,,,,72,92,0,
42144,note_off,96,0,1,,,,,,70,64,0,
42240,note_off,96,0,1,,,,,,72,64,0,
42240,note_on,0,0,1,,,,,,74,92,0,
42336,note_on,0,0,1,,,,,,76,92,0,
42336,note_off,96,0,1,,,,,,74,64,0,
42432,note_on,0,0,1,,,,,,78,92,0,
42432,note_off,96,0,1,,,,,,76,64,0,
42528,note_off,96,0,1,,,,,,78,64,0,
42528,note_on,0,0,1,,,,,,79,92,0,
42624,note_off,96,0,1,,,,,,79,64,0,
42624,note_on,0,0,1,,,,,,81,92,0,
42720,note_off,96,0,1,,,,,,81,64,0,
42720,note_on,0,0,1,,,,,,82,92,0,
42816,note_on,0,0,1,,,,,,84,92,0,
42816,note_off,96,0,1,,,,,,82,64,0,
42912,note_on,0,0,1,,,,,,81,92,0,
42912,note_off,96,0,1,,,,,,84,64,0,
43008,note_on,0,0,1,,,,,,82,92,0,
43008,note_off,96,0,1,,,,,,81,64,0,
43104,note_off,96,0,1,,,,,,82,64,0,
43104,note_on,0,0,1,,,,,,84,92,0,
43200,note_on,0,0,1,,,,,,81,92,0,
43200,note_off,96,0,1,,,,,,84,64,0,
43296,note_on,0,0,1,,,,,,82,92,0,
43296,note_off,96,0,1,,,,,,81,64,0,
43392,note_off,96,0,1,,,,,,82,64,0,
43392,note_on,0,0,1,,,,,,79,92,0,
43488,note_off,96,0,1,,,,,,79,64,0,
43488,note_on,0,0,1,,,,,,82,92,0,
43584,note_off,96,0,1,,,,,,82,64,0,
43584,note_on,0,0,1,,,,,,81,92,0,
43680,note_off,96,0,1,,,,,,81,64,0,
43680,note_on,0,0,1,,,,,,79,92,0,
43776,note_on,0,0,1,,,,,,81,92,0,
43776,note_off,96,0,1,,,,,,79,64,0,
43872,note_off,96,0,1,,,,,,81,64,0,
43872,note_on,0,0,1,,,,,,82,92,0,
43968,note_on,0,0,1,,,,,,79,92,0,
