tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity,frame_rate,hours,minutes,seconds,frames,sub_frames
0,control_change,0,0,11,,,,,,,,,32,0,10,,,,,,,,,
0,program_change,0,0,11,,,,,,,,,,,10,6,,,,,,,,
0,control_change,0,0,11,,,,,,,,,7,80,10,,,,,,,,,
0,control_change,0,0,11,,,,,,,,,10,64,10,,,,,,,,,
0,note_on,0,0,11,,,,,,,,,,,10,,45,100,,,,,,
0,sequence_number,0,1,12,,,,,,,65535,,,,,,,,,,,,,
0,midi_port,0,1,12,,,,,,,,0,,,,,,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,12,,,,,,,,,0,0,11,,,,,,,,,
0,control_change,0,0,12,,,,,,,,,32,0,11,,,,,,,,,
0,program_change,0,0,12,,,,,,,,,,,11,6,,,,,,,,
0,control_change,0,0,12,,,,,,,,,7,80,11,,,,,,,,,
0,control_change,0,0,10,,,,,,,,,32,0,8,,,,,,,,,
0,control_change,0,0,10,,,,,,,,,0,0,8,,,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,,0,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,,,,,5,48,,,,,,,,
0,control_change,0,0,7,,,,,,,,,10,104,5,,,,,,,,,
0,note_on,0,0,7,,,,,,,,,,,5,,33,100,,,,,,
0,sequence_number,0,1,8,,,,,,,65535,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,,0,,,,,,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,0,0,6,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,32,0,6,,,,,,,,,
0,program_change,0,0,8,,,,,,,,,,,6,6,,,,,,,,
0,midi_port,0,1,2,,,,,,,,0,,,,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,7,80,6,,,,,,,,,
0,sequence_number,0,1,9,,,,,,,65535,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,,0,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,0,0,7,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,32,0,7,,,,,,,,,
0,program_change,0,0,9,,,,,,,,,,,7,6,,,,,,,,
0,control_change,0,0,9,,,,,,,,,7,80,7,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,10,64,7,,,,,,,,,
0,sequence_number,0,1,10,,,,,,,65535,,,,,,,,,,,,,
0,control_change,0,0,8,,,,,,,,,10,64,6,,,,,,,,,
0,sequence_number,0,1,2,,,,,,,65535,,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,,,,,,,,,
0,sequence_number,0,1,1,,,,,,,65535,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,0,0,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,32,0,0,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,7,100,0,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,10,54,0,,,,,,,,,
0,set_tempo,0,1,0,,,,,,857142,,,,,,,,,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,0,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,0,73,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,,
120,note_on,120,0,3,,,,,,,,,,,2,,57,100,,,,,,
120,note_on,120,0,2,,,,,,,,,,,1,,57,100,,,,,,
174,note_on,54,0,3,,,,,,,,,,,2,,57,0,,,,,,
174,note_on,54,0,2,,,,,,,,,,,1,,57,0,,,,,,
180,note_on,6,0,2,,,,,,,,,,,1,,59,100,,,,,,
180,note_on,6,0,3,,,,,,,,,,,2,,59,100,,,,,,
216,note_on,216,0,7,,,,,,,,,,,5,,33,0,,,,,,
216,note_on,216,0,6,,,,,,,,,,,5,,45,0,,,,,,
216,note_on,216,0,11,,,,,,,,,,,10,,45,0,,,,,,
234,note_on,54,0,3,,,,,,,,,,,2,,59,0,,,,,,
234,note_on,54,0,2,,,,,,,,,,,1,,59,0,,,,,,
240,note_on,6,0,2,,,,,,,,,,,1,,60,100,,,,,,
240,note_on,6,0,3,,,,,,,,,,,2,,60,100,,,,,,
294,note_on,54,0,3,,,,,,,,,,,2,,60,0,,,,,,
294,note_on,54,0,2,,,,,,,,,,,1,,60,0,,,,,,
300,note_on,6,0,3,,,,,,,,,,,2,,64,100,,,,,,
300,note_on,6,0,2,,,,,,,,,,,1,,64,100,,,,,,
354,note_on,54,0,3,,,,,,,,,,,2,,64,0,,,,,,
354,note_on,54,0,2,,,,,,,,,,,1,,64,0,,,,,,
360,note_on,6,0,3,,,,,,,,,,,2,,62,100,,,,,,
360,note_on,6,0,2,,,,,,,,,,,1,,62,100,,,,,,
414,note_on,54,0,2,,,,,,,,,,,1,,62,0,,,,,,
414,note_on,54,0,3,,,,,,,,,,,2,,62,0,,,,,,
420,note_on,6,0,2,,,,,,,,,,,1,,59,100,,,,,,
420,note_on,6,0,3,,,,,,,,,,,2,,59,100,,,,,,
474,note_on,54,0,2,,,,,,,,,,,1,,59,0,,,,,,
474,note_on,54,0,3,,,,,,,,,,,2,,59,0,,,,,,
480,note_on,6,0,2,,,,,,,,,,,1,,60,100,,,,,,
480,note_on,6,0,3,,,,,,,,,,,2,,60,100,,,,,,
534,note_on,54,0,2,,,,,,,,,,,1,,60,0,,,,,,
534,note_on,54,0,3,,,,,,,,,,,2,,60,0,,,,,,
540,note_on,6,0,3,,,,,,,,,,,2,,57,100,,,,,,
540,note_on,6,0,2,,,,,,,,,,,1,,57,100,,,,,,
594,note_on,54,0,2,,,,,,,,,,,1,,57,0,,,,,,
594,note_on,54,0,3,,,,,,,,,,,2,,57,0,,,,,,
600,note_on,600,0,5,,,,,,,,,,,4,,60,100,,,,,,
600,note_on,6,0,3,,,,,,,,,,,2,,60,100,,,,,,
600,note_on,384,0,6,,,,,,,,,,,5,,57,100,,,,,,
600,note_on,600,0,4,,,,,,,,,,,3,,64,100,,,,,,
600,note_on,384,0,7,,,,,,,,,,,5,,45,100,,,,,,
600,note_on,384,0,11,,,,,,,,,,,10,,57,100,,,,,,
600,note_on,6,0,2,,,,,,,,,,,1,,60,100,,,,,,
654,note_on,54,0,3,,,,,,,,,,,2,,60,0,,,,,,
654,note_on,54,0,2,,,,,,,,,,,1,,60,0,,,,,,
660,note_on,6,0,2,,,,,,,,,,,1,,64,100,,,,,,
660,note_on,6,0,3,,,,,,,,,,,2,,64,100,,,,,,
708,note_on,108,0,11,,,,,,,,,,,10,,57,0,,,,,,
708,note_on,108,0,5,,,,,,,,,,,4,,60,0,,,,,,
708,note_on,108,0,7,,,,,,,,,,,5,,45,0,,,,,,
708,note_on,108,0,4,,,,,,,,,,,3,,64,0,,,,,,
708,note_on,108,0,6,,,,,,,,,,,5,,57,0,,,,,,
714,note_on,54,0,3,,,,,,,,,,,2,,64,0,,,,,,
714,note_on,54,0,2,,,,,,,,,,,1,,64,0,,,,,,
720,note_on,12,0,4,,,,,,,,,,,3,,64,100,,,,,,
720,note_on,6,0,2,,,,,,,,,,,1,,69,100,,,,,,
720,note_on,6,0,3,,,,,,,,,,,2,,69,100,,,,,,
720,note_on,12,0,7,,,,,,,,,,,5,,36,100,,,,,,
720,note_on,12,0,6,,,,,,,,,,,5,,48,100,,,,,,
720,note_on,12,0,5,,,,,,,,,,,4,,57,100,,,,,,
720,note_on,12,0,11,,,,,,,,,,,10,,48,100,,,,,,
756,note_on,36,0,3,,,,,,,,,,,2,,69,0,,,,,,
756,note_on,36,0,2,,,,,,,,,,,1,,69,0,,,,,,
760,note_on,4,0,2,,,,,,,,,,,1,,71,100,,,,,,
760,note_on,4,0,3,,,,,,,,,,,2,,71,100,,,,,,
796,note_on,36,0,3,,,,,,,,,,,2,,71,0,,,,,,
796,note_on,36,0,2,,,,,,,,,,,1,,71,0,,,,,,
800,note_on,4,0,3,,,,,,,,,,,2,,72,100,,,,,,
800,note_on,4,0,2,,,,,,,,,,,1,,72,100,,,,,,
828,note_on,108,0,5,,,,,,,,,,,4,,57,0,,,,,,
828,note_on,108,0,4,,,,,,,,,,,3,,64,0,,,,,,
828,note_on,108,0,7,,,,,,,,,,,5,,36,0,,,,,,
828,note_on,108,0,11,,,,,,,,,,,10,,48,0,,,,,,
828,note_on,108,0,6,,,,,,,,,,,5,,48,0,,,,,,
836,note_on,36,0,2,,,,,,,,,,,1,,72,0,,,,,,
836,note_on,36,0,3,,,,,,,,,,,2,,72,0,,,,,,
840,note_on,12,0,7,,,,,,,,,,,5,,40,100,,,,,,
840,note_on,4,0,2,,,,,,,,,,,1,,71,100,,,,,,
840,note_on,12,0,5,,,,,,,,,,,4,,64,100,,,,,,
840,note_on,12,0,11,,,,,,,,,,,10,,52,100,,,,,,
840,note_on,12,0,4,,,,,,,,,,,3,,64,100,,,,,,
840,note_on,12,0,6,,,,,,,,,,,5,,52,100,,,,,,
840,note_on,4,0,3,,,,,,,,,,,2,,71,100,,,,,,
876,note_on,36,0,2,,,,,,,,,,,1,,71,0,,,,,,
876,note_on,36,0,3,,,,,,,,,,,2,,71,0,,,,,,
880,note_on,4,0,3,,,,,,,,,,,2,,69,100,,,,,,
880,note_on,4,0,2,,,,,,,,,,,1,,69,100,,,,,,
916,note_on,36,0,2,,,,,,,,,,,1,,69,0,,,,,,
916,note_on,36,0,3,,,,,,,,,,,2,,69,0,,,,,,
920,note_on,4,0,3,,,,,,,,,,,2,,68,100,,,,,,
920,note_on,4,0,2,,,,,,,,,,,1,,68,100,,,,,,
948,note_on,108,0,7,,,,,,,,,,,5,,40,0,,,,,,
948,note_on,108,0,4,,,,,,,,,,,3,,64,0,,,,,,
948,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
948,note_on,108,0,11,,,,,,,,,,,10,,52,0,,,,,,
948,note_on,108,0,6,,,,,,,,,,,5,,52,0,,,,,,
956,note_on,36,0,3,,,,,,,,,,,2,,68,0,,,,,,
956,note_on,36,0,2,,,,,,,,,,,1,,68,0,,,,,,
960,note_on,12,0,11,,,,,,,,,,,10,,45,100,,,,,,
960,note_on,12,0,5,,,,,,,,,,,4,,60,100,,,,,,
960,note_on,12,0,7,,,,,,,,,,,5,,33,100,,,,,,
960,note_on,4,0,2,,,,,,,,,,,1,,69,100,,,,,,
960,note_on,12,0,4,,,,,,,,,,,3,,64,100,,,,,,
960,note_on,4,0,3,,,,,,,,,,,2,,69,100,,,,,,
960,note_on,12,0,6,,,,,,,,,,,5,,45,100,,,,,,
1014,note_on,54,0,3,,,,,,,,,,,2,,69,0,,,,,,
1014,note_on,54,0,4,,,,,,,,,,,3,,64,0,,,,,,
1014,note_on,54,0,2,,,,,,,,,,,1,,69,0,,,,,,
1020,note_on,6,0,4,,,,,,,,,,,3,,57,100,,,,,,
1020,note_on,6,0,2,,,,,,,,,,,1,,64,100,,,,,,
1020,note_on,6,0,3,,,,,,,,,,,2,,64,100,,,,,,
1074,note_on,54,0,3,,,,,,,,,,,2,,64,0,,,,,,
1074,note_on,54,0,4,,,,,,,,,,,3,,57,0,,,,,,
1074,note_on,54,0,2,,,,,,,,,,,1,,64,0,,,,,,
1080,note_on,6,0,2,,,,,,,,,,,1,,69,100,,,,,,
1080,note_on,6,0,3,,,,,,,,,,,2,,69,100,,,,,,
1080,note_on,6,0,4,,,,,,,,,,,3,,60,100,,,,,,
1134,note_on,54,0,3,,,,,,,,,,,2,,69,0,,,,,,
1134,note_on,54,0,4,,,,,,,,,,,3,,60,0,,,,,,
1134,note_on,54,0,2,,,,,,,,,,,1,,69,0,,,,,,
1140,note_on,6,0,2,,,,,,,,,,,1,,71,100,,,,,,
1140,note_on,6,0,3,,,,,,,,,,,2,,71,100,,,,,,
1140,note_on,6,0,4,,,,,,,,,,,3,,64,100,,,,,,
1176,note_on,216,0,5,,,,,,,,,,,4,,60,0,,,,,,
1176,note_on,216,0,11,,,,,,,,,,,10,,45,0,,,,,,
1176,note_on,216,0,6,,,,,,,,,,,5,,45,0,,,,,,
1176,note_on,216,0,7,,,,,,,,,,,5,,33,0,,,,,,
1194,note_on,54,0,4,,,,,,,,,,,3,,64,0,,,,,,
1194,note_on,54,0,3,,,,,,,,,,,2,,71,0,,,,,,
1194,note_on,54,0,2,,,,,,,,,,,1,,71,0,,,,,,
1200,note_on,6,0,4,,,,,,,,,,,3,,69,100,,,,,,
1200,note_on,6,0,3,,,,,,,,,,,2,,72,100,,,,,,
1200,note_on,6,0,2,,,,,,,,,,,1,,72,100,,,,,,
1236,note_on,36,0,4,,,,,,,,,,,3,,69,0,,,,,,
1240,note_on,4,0,4,,,,,,,,,,,3,,71,100,,,,,,
1254,note_on,54,0,3,,,,,,,,,,,2,,72,0,,,,,,
1254,note_on,54,0,2,,,,,,,,,,,1,,72,0,,,,,,
1260,note_on,6,0,3,,,,,,,,,,,2,,76,100,,,,,,
1260,note_on,6,0,2,,,,,,,,,,,1,,76,100,,,,,,
1276,note_on,36,0,4,,,,,,,,,,,3,,71,0,,,,,,
1280,note_on,4,0,4,,,,,,,,,,,3,,72,100,,,,,,
1314,note_on,54,0,2,,,,,,,,,,,1,,76,0,,,,,,
1314,note_on,54,0,3,,,,,,,,,,,2,,76,0,,,,,,
1316,note_on,36,0,4,,,,,,,,,,,3,,72,0,,,,,,
1320,note_on,4,0,4,,,,,,,,,,,3,,71,100,,,,,,
1320,note_on,6,0,2,,,,,,,,,,,1,,74,100,,,,,,
1320,note_on,6,0,3,,,,,,,,,,,2,,74,100,,,,,,
1356,note_on,36,0,4,,,,,,,,,,,3,,71,0,,,,,,
1360,note_on,4,0,4,,,,,,,,,,,3,,69,100,,,,,,
1374,note_on,54,0,3,,,,,,,,,,,2,,74,0,,,,,,
1374,note_on,54,0,2,,,,,,,,,,,1,,74,0,,,,,,
1380,note_on,6,0,3,,,,,,,,,,,2,,71,100,,,,,,
1380,note_on,6,0,2,,,,,,,,,,,1,,71,100,,,,,,
1396,note_on,36,0,4,,,,,,,,,,,3,,69,0,,,,,,
1400,note_on,4,0,4,,,,,,,,,,,3,,68,100,,,,,,
1434,note_on,54,0,3,,,,,,,,,,,2,,71,0,,,,,,
1434,note_on,54,0,2,,,,,,,,,,,1,,71,0,,,,,,
1436,note_on,36,0,4,,,,,,,,,,,3,,68,0,,,,,,
1440,note_on,4,0,4,,,,,,,,,,,3,,69,100,,,,,,
1440,note_on,6,0,2,,,,,,,,,,,1,,72,100,,,,,,
1440,note_on,6,0,3,,,,,,,,,,,2,,72,100,,,,,,
1494,note_on,54,0,2,,,,,,,,,,,1,,72,0,,,,,,
1494,note_on,54,0,3,,,,,,,,,,,2,,72,0,,,,,,
1500,note_on,6,0,3,,,,,,,,,,,2,,69,100,,,,,,
1500,note_on,6,0,2,,,,,,,,,,,1,,69,100,,,,,,
1548,note_on,108,0,4,,,,,,,,,,,3,,69,0,,,,,,
1554,note_on,54,0,2,,,,,,,,,,,1,,69,0,,,,,,
1554,note_on,54,0,3,,,,,,,,,,,2,,69,0,,,,,,
1560,note_on,384,0,5,,,,,,,,,,,4,,64,100,,,,,,
1560,note_on,6,0,3,,,,,,,,,,,2,,72,100,,,,,,
1560,note_on,12,0,4,,,,,,,,,,,3,,69,100,,,,,,
1560,note_on,384,0,11,,,,,,,,,,,10,,57,100,,,,,,
1560,note_on,6,0,2,,,,,,,,,,,1,,72,100,,,,,,
1560,note_on,384,0,7,,,,,,,,,,,5,,45,100,,,,,,
1560,note_on,384,0,6,,,,,,,,,,,5,,57,100,,,,,,
1614,note_on,54,0,3,,,,,,,,,,,2,,72,0,,,,,,
1614,note_on,54,0,7,,,,,,,,,,,5,,45,0,,,,,,
1614,note_on,54,0,11,,,,,,,,,,,10,,57,0,,,,,,
1614,note_on,54,0,2,,,,,,,,,,,1,,72,0,,,,,,
1614,note_on,54,0,6,,,,,,,,,,,5,,57,0,,,,,,
1620,note_on,6,0,11,,,,,,,,,,,10,,59,100,,,,,,
1620,note_on,6,0,6,,,,,,,,,,,5,,59,100,,,,,,
1620,note_on,6,0,3,,,,,,,,,,,2,,76,100,,,,,,
1620,note_on,6,0,2,,,,,,,,,,,1,,76,100,,,,,,
1620,note_on,6,0,7,,,,,,,,,,,5,,47,100,,,,,,
1668,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
1668,note_on,108,0,4,,,,,,,,,,,3,,69,0,,,,,,
1674,note_on,54,0,2,,,,,,,,,,,1,,76,0,,,,,,
1674,note_on,54,0,3,,,,,,,,,,,2,,76,0,,,,,,
1674,note_on,54,0,11,,,,,,,,,,,10,,59,0,,,,,,
1674,note_on,54,0,6,,,,,,,,,,,5,,59,0,,,,,,
1674,note_on,54,0,7,,,,,,,,,,,5,,47,0,,,,,,
1680,note_on,12,0,5,,,,,,,,,,,4,,64,100,,,,,,
1680,note_on,12,0,4,,,,,,,,,,,3,,76,100,,,,,,
1680,note_on,6,0,2,,,,,,,,,,,1,,81,100,,,,,,
1680,note_on,6,0,3,,,,,,,,,,,2,,81,100,,,,,,
1680,note_on,6,0,6,,,,,,,,,,,5,,60,100,,,,,,
1680,note_on,6,0,7,,,,,,,,,,,5,,48,100,,,,,,
1680,note_on,6,0,11,,,,,,,,,,,10,,60,100,,,,,,
1716,note_on,36,0,2,,,,,,,,,,,1,,81,0,,,,,,
1716,note_on,36,0,3,,,,,,,,,,,2,,81,0,,,,,,
1720,note_on,4,0,2,,,,,,,,,,,1,,83,100,,,,,,
1720,note_on,4,0,3,,,,,,,,,,,2,,83,100,,,,,,
1734,note_on,54,0,6,,,,,,,,,,,5,,60,0,,,,,,
1734,note_on,54,0,11,,,,,,,,,,,10,,60,0,,,,,,
1734,note_on,54,0,7,,,,,,,,,,,5,,48,0,,,,,,
1740,note_on,6,0,7,,,,,,,,,,,5,,52,100,,,,,,
1740,note_on,6,0,11,,,,,,,,,,,10,,64,100,,,,,,
1740,note_on,6,0,6,,,,,,,,,,,5,,64,100,,,,,,
1756,note_on,36,0,3,,,,,,,,,,,2,,83,0,,,,,,
1756,note_on,36,0,2,,,,,,,,,,,1,,83,0,,,,,,
1760,note_on,4,0,3,,,,,,,,,,,2,,84,100,,,,,,
1760,note_on,4,0,2,,,,,,,,,,,1,,84,100,,,,,,
1788,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
1788,note_on,108,0,4,,,,,,,,,,,3,,76,0,,,,,,
1794,note_on,54,0,6,,,,,,,,,,,5,,64,0,,,,,,
1794,note_on,54,0,11,,,,,,,,,,,10,,64,0,,,,,,
1794,note_on,54,0,7,,,,,,,,,,,5,,52,0,,,,,,
1796,note_on,36,0,3,,,,,,,,,,,2,,84,0,,,,,,
1796,note_on,36,0,2,,,,,,,,,,,1,,84,0,,,,,,
1800,note_on,12,0,5,,,,,,,,,,,4,,71,100,,,,,,
1800,note_on,6,0,11,,,,,,,,,,,10,,62,100,,,,,,
1800,note_on,12,0,4,,,,,,,,,,,3,,76,100,,,,,,
1800,note_on,4,0,2,,,,,,,,,,,1,,83,100,,,,,,
1800,note_on,6,0,7,,,,,,,,,,,5,,50,100,,,,,,
1800,note_on,6,0,6,,,,,,,,,,,5,,62,100,,,,,,
1800,note_on,4,0,3,,,,,,,,,,,2,,83,100,,,,,,
1836,note_on,36,0,2,,,,,,,,,,,1,,83,0,,,,,,
1836,note_on,36,0,3,,,,,,,,,,,2,,83,0,,,,,,
1840,note_on,4,0,2,,,,,,,,,,,1,,81,100,,,,,,
1840,note_on,4,0,3,,,,,,,,,,,2,,81,100,,,,,,
1854,note_on,54,0,7,,,,,,,,,,,5,,50,0,,,,,,
1854,note_on,54,0,11,,,,,,,,,,,10,,62,0,,,,,,
1854,note_on,54,0,6,,,,,,,,,,,5,,62,0,,,,,,
1860,note_on,6,0,7,,,,,,,,,,,5,,47,100,,,,,,
1860,note_on,6,0,11,,,,,,,,,,,10,,59,100,,,,,,
1860,note_on,6,0,6,,,,,,,,,,,5,,59,100,,,,,,
1876,note_on,36,0,3,,,,,,,,,,,2,,81,0,,,,,,
1876,note_on,36,0,2,,,,,,,,,,,1,,81,0,,,,,,
1880,note_on,4,0,2,,,,,,,,,,,1,,80,100,,,,,,
1880,note_on,4,0,3,,,,,,,,,,,2,,80,100,,,,,,
1908,note_on,108,0,5,,,,,,,,,,,4,,71,0,,,,,,
1908,note_on,108,0,4,,,,,,,,,,,3,,76,0,,,,,,
1914,note_on,54,0,7,,,,,,,,,,,5,,47,0,,,,,,
1914,note_on,54,0,11,,,,,,,,,,,10,,59,0,,,,,,
1914,note_on,54,0,6,,,,,,,,,,,5,,59,0,,,,,,
1916,note_on,36,0,3,,,,,,,,,,,2,,80,0,,,,,,
1916,note_on,36,0,2,,,,,,,,,,,1,,80,0,,,,,,
1920,note_on,4,0,3,,,,,,,,,,,2,,81,100,,,,,,
1920,note_on,4,0,2,,,,,,,,,,,1,,81,100,,,,,,
1920,note_on,6,0,11,,,,,,,,,,,10,,60,100,,,,,,
1920,note_on,6,0,6,,,,,,,,,,,5,,60,100,,,,,,
1920,note_on,12,0,5,,,,,,,,,,,4,,64,100,,,,,,
1920,note_on,6,0,7,,,,,,,,,,,5,,48,100,,,,,,
1920,note_on,12,0,4,,,,,,,,,,,3,,76,100,,,,,,
1956,note_on,36,0,11,,,,,,,,,,,10,,60,0,,,,,,
1956,note_on,36,0,2,,,,,,,,,,,1,,81,0,,,,,,
1956,note_on,36,0,7,,,,,,,,,,,5,,48,0,,,,,,
1956,note_on,36,0,3,,,,,,,,,,,2,,81,0,,,,,,
1956,note_on,36,0,6,,,,,,,,,,,5,,60,0,,,,,,
1960,note_on,4,0,3,,,,,,,,,,,2,,76,100,,,,,,
1960,note_on,4,0,6,,,,,,,,,,,5,,59,100,,,,,,
1960,note_on,4,0,11,,,,,,,,,,,10,,59,100,,,,,,
1960,note_on,4,0,2,,,,,,,,,,,1,,76,100,,,,,,
1960,note_on,4,0,7,,,,,,,,,,,5,,47,100,,,,,,
1996,note_on,36,0,7,,,,,,,,,,,5,,47,0,,,,,,
1996,note_on,36,0,6,,,,,,,,,,,5,,59,0,,,,,,
1996,note_on,36,0,3,,,,,,,,,,,2,,76,0,,,,,,
1996,note_on,36,0,11,,,,,,,,,,,10,,59,0,,,,,,
1996,note_on,36,0,2,,,,,,,,,,,1,,76,0,,,,,,
2000,note_on,4,0,2,,,,,,,,,,,1,,76,100,,,,,,
2000,note_on,4,0,7,,,,,,,,,,,5,,45,100,,,,,,
2000,note_on,4,0,3,,,,,,,,,,,2,,76,100,,,,,,
2000,note_on,4,0,11,,,,,,,,,,,10,,57,100,,,,,,
2000,note_on,4,0,6,,,,,,,,,,,5,,57,100,,,,,,
2028,note_on,108,0,4,,,,,,,,,,,3,,76,0,,,,,,
2028,note_on,108,0,5,,,,,,,,,,,4,,64,0,,,,,,
2036,note_on,36,0,7,,,,,,,,,,,5,,45,0,,,,,,
2036,note_on,36,0,11,,,,,,,,,,,10,,57,0,,,,,,
2036,note_on,36,0,3,,,,,,,,,,,2,,76,0,,,,,,
2036,note_on,36,0,6,,,,,,,,,,,5,,57,0,,,,,,
2036,note_on,36,0,2,,,,,,,,,,,1,,76,0,,,,,,
2040,note_on,4,0,3,,,,,,,,,,,2,,77,100,,,,,,
2040,note_on,12,0,4,,,,,,,,,,,3,,72,100,,,,,,
2040,note_on,4,0,2,,,,,,,,,,,1,,77,100,,,,,,
2040,note_on,12,0,5,,,,,,,,,,,4,,69,100,,,,,,
