tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,pitch,note,velocity
1007,note_on,47,0,1,,,,,,,,,,,,,,,0,,61,0
1008,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
1098,note_on,90,0,1,,,,,,,,,,,,,,,0,,66,0
1104,note_on,6,0,1,,,,,,,,,,,,,,,0,,68,127
1151,note_on,47,0,1,,,,,,,,,,,,,,,0,,68,0
1152,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
1199,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
1200,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
1247,note_on,47,0,1,,,,,,,,,,,,,,,0,,71,0
1248,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
1295,note_on,47,0,1,,,,,,,,,,,,,,,0,,73,0
1296,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
1343,note_on,47,0,1,,,,,,,,,,,,,,,0,,74,0
1344,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
1391,note_on,47,0,1,,,,,,,,,,,,,,,0,,73,0
1392,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
1439,note_on,47,0,1,,,,,,,,,,,,,,,0,,71,0
1440,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
1487,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
1488,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
1535,note_on,47,0,1,,,,,,,,,,,,,,,0,,68,0
1536,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
1583,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
1584,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
1631,note_on,47,0,1,,,,,,,,,,,,,,,0,,66,0
1632,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
1679,note_on,47,0,1,,,,,,,,,,,,,,,0,,73,0
1680,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
1727,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
1728,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,127
1752,note_on,24,0,1,,,,,,,,,,,,,,,0,,77,127
1776,note_on,24,0,1,,,,,,,,,,,,,,,0,,78,0
1776,note_on,0,0,1,,,,,,,,,,,,,,,0,,78,127
1800,note_on,0,0,1,,,,,,,,,,,,,,,0,,77,127
1800,note_on,24,0,1,,,,,,,,,,,,,,,0,,77,0
1824,note_on,0,0,1,,,,,,,,,,,,,,,0,,78,127
1824,note_on,24,0,1,,,,,,,,,,,,,,,0,,78,0
1848,note_on,24,0,1,,,,,,,,,,,,,,,0,,77,0
2144,note_on,296,0,1,,,,,,,,,,,,,,,0,,78,0
2160,note_on,16,0,1,,,,,,,,,,,,,,,0,,73,127
2207,note_on,47,0,1,,,,,,,,,,,,,,,0,,73,0
2208,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
2255,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
2256,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
2303,note_on,47,0,1,,,,,,,,,,,,,,,0,,68,0
2304,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
2352,note_on,48,0,1,,,,,,,,,,,,,,,0,,66,127
2399,note_on,47,0,1,,,,,,,,,,,,,,,0,,66,0
2400,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
2444,note_on,44,0,1,,,,,,,,,,,,,,,0,,69,0
2447,note_on,3,0,1,,,,,,,,,,,,,,,0,,61,0
2448,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
2495,note_on,47,0,1,,,,,,,,,,,,,,,0,,59,0
2496,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
2544,note_on,48,0,1,,,,,,,,,,,,,,,0,,57,127
2591,note_on,47,0,1,,,,,,,,,,,,,,,0,,57,0
2592,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
2636,note_on,44,0,1,,,,,,,,,,,,,,,0,,61,0
2640,note_on,4,0,1,,,,,,,,,,,,,,,0,,49,127
2687,note_on,47,0,1,,,,,,,,,,,,,,,0,,49,0
2688,note_on,1,0,1,,,,,,,,,,,,,,,0,,42,127
2932,note_on,244,0,1,,,,,,,,,,,,,,,0,,54,0
3168,note_on,236,0,1,,,,,,,,,,,,,,,0,,42,0
3368,note_on,200,0,1,,,,,,,,,,,,,,,0,,76,127
3478,note_on,110,0,1,,,,,,,,,,,,,,,0,,76,0
3480,note_on,2,0,1,,,,,,,,,,,,,,,0,,74,127
3550,note_on,70,0,1,,,,,,,,,,,,,,,0,,74,0
3552,note_on,2,0,1,,,,,,,,,,,,,,,0,,76,127
3599,note_on,47,0,1,,,,,,,,,,,,,,,0,,76,0
3600,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,127
3647,note_on,47,0,1,,,,,,,,,,,,,,,0,,78,0
3648,note_on,1,0,1,,,,,,,,,,,,,,,0,,76,127
3695,note_on,47,0,1,,,,,,,,,,,,,,,0,,76,0
3696,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
3743,note_on,47,0,1,,,,,,,,,,,,,,,0,,74,0
3744,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
3791,note_on,47,0,1,,,,,,,,,,,,,,,0,,73,0
3792,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
3839,note_on,47,0,1,,,,,,,,,,,,,,,0,,71,0
3840,note_on,1,0,1,,,,,,,,,,,,,,,0,,70,127
3887,note_on,47,0,1,,,,,,,,,,,,,,,0,,70,0
3888,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
3936,note_on,48,0,1,,,,,,,,,,,,,,,0,,73,127
3983,note_on,47,0,1,,,,,,,,,,,,,,,0,,73,0
3984,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
4018,note_on,34,0,1,,,,,,,,,,,,,,,0,,71,0
4031,note_on,13,0,1,,,,,,,,,,,,,,,0,,74,0
4032,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
4079,note_on,47,0,1,,,,,,,,,,,,,,,0,,73,0
4080,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
4127,note_on,47,0,1,,,,,,,,,,,,,,,0,,71,0
4128,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
4175,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
4176,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
4223,note_on,47,0,1,,,,,,,,,,,,,,,0,,68,0
4224,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
4271,note_on,47,0,1,,,,,,,,,,,,,,,0,,66,0
4272,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
4320,note_on,48,0,1,,,,,,,,,,,,,,,0,,69,127
4367,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
4368,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
4402,note_on,34,0,1,,,,,,,,,,,,,,,0,,68,0
4415,note_on,13,0,1,,,,,,,,,,,,,,,0,,71,0
4416,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
4463,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
4464,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
4511,note_on,47,0,1,,,,,,,,,,,,,,,0,,68,0
4512,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
4559,note_on,47,0,1,,,,,,,,,,,,,,,0,,66,0
4560,note_on,1,0,1,,,,,,,,,,,,,,,0,,65,127
4607,note_on,47,0,1,,,,,,,,,,,,,,,0,,65,0
4608,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
4655,note_on,47,0,1,,,,,,,,,,,,,,,0,,63,0
4656,note_on,1,0,1,,,,,,,,,,,,,,,0,,65,127
4704,note_on,48,0,1,,,,,,,,,,,,,,,0,,66,127
4751,note_on,47,0,1,,,,,,,,,,,,,,,0,,66,0
4752,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
4786,note_on,34,0,1,,,,,,,,,,,,,,,0,,65,0
4799,note_on,13,0,1,,,,,,,,,,,,,,,0,,68,0
4800,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
4847,note_on,47,0,1,,,,,,,,,,,,,,,0,,66,0
4848,note_on,1,0,1,,,,,,,,,,,,,,,0,,65,127
4895,note_on,47,0,1,,,,,,,,,,,,,,,0,,65,0
4896,note_on,1,0,1,,,,,,,,,,,,,,,0,,63,127
4943,note_on,47,0,1,,,,,,,,,,,,,,,0,,63,0
4944,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
4991,note_on,47,0,1,,,,,,,,,,,,,,,0,,61,0
4992,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
5039,note_on,47,0,1,,,,,,,,,,,,,,,0,,59,0
5040,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
5088,note_on,48,0,1,,,,,,,,,,,,,,,0,,61,127
5130,note_on,42,0,1,,,,,,,,,,,,,,,0,,57,0
5139,note_on,9,0,1,,,,,,,,,,,,,,,0,,61,0
5141,note_on,2,0,1,,,,,,,,,,,,,,,0,,66,127
5194,note_on,53,0,1,,,,,,,,,,,,,,,0,,65,127
5200,note_on,6,0,1,,,,,,,,,,,,,,,0,,66,0
5254,note_on,54,0,1,,,,,,,,,,,,,,,0,,65,0
5255,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
5471,note_on,216,0,1,,,,,,,,,,,,,,,0,,54,127
5518,note_on,47,0,1,,,,,,,,,,,,,,,0,,54,0
5520,note_on,2,0,1,,,,,,,,,,,,,,,0,,57,127
5567,note_on,47,0,1,,,,,,,,,,,,,,,0,,57,0
5568,note_on,1,0,1,,,,,,,,,,,,,,,0,,56,127
5615,note_on,47,0,1,,,,,,,,,,,,,,,0,,56,0
5616,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
5635,note_on,19,0,1,,,,,,,,,,,,,,,0,,66,0
5663,note_on,28,0,1,,,,,,,,,,,,,,,0,,54,0
5664,note_on,1,0,1,,,,,,,,,,,,,,,0,,53,127
5711,note_on,47,0,1,,,,,,,,,,,,,,,0,,53,0
5712,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
5759,note_on,47,0,1,,,,,,,,,,,,,,,0,,54,0
5760,note_on,1,0,1,,,,,,,,,,,,,,,0,,56,127
5807,note_on,47,0,1,,,,,,,,,,,,,,,0,,56,0
5808,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
5855,note_on,47,0,1,,,,,,,,,,,,,,,0,,57,0
5856,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
5903,note_on,47,0,1,,,,,,,,,,,,,,,0,,59,0
5904,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
5951,note_on,47,0,1,,,,,,,,,,,,,,,0,,61,0
5952,note_on,1,0,1,,,,,,,,,,,,,,,0,,62,127
5999,note_on,47,0,1,,,,,,,,,,,,,,,0,,62,0
6000,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
6048,note_on,48,0,1,,,,,,,,,,,,,,,0,,66,127
6090,note_on,42,0,1,,,,,,,,,,,,,,,0,,61,0
6095,note_on,5,0,1,,,,,,,,,,,,,,,0,,66,0
6096,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
6143,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
6144,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
6191,note_on,47,0,1,,,,,,,,,,,,,,,0,,68,0
6192,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
6240,note_on,48,0,1,,,,,,,,,,,,,,,0,,61,127
6282,note_on,42,0,1,,,,,,,,,,,,,,,0,,69,0
6287,note_on,5,0,1,,,,,,,,,,,,,,,0,,61,0
6288,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
6346,note_on,58,0,1,,,,,,,,,,,,,,,0,,66,0
6346,note_on,0,0,1,,,,,,,,,,,,,,,0,,65,127
6404,note_on,58,0,1,,,,,,,,,,,,,,,0,,66,127
6406,note_on,2,0,1,,,,,,,,,,,,,,,0,,65,0
6503,note_on,97,0,1,,,,,,,,,,,,,,,0,,66,0
6504,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
6551,note_on,47,0,1,,,,,,,,,,,,,,,0,,68,0
6552,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
6599,note_on,47,0,1,,,,,,,,,,,,,,,0,,69,0
6600,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
6647,note_on,47,0,1,,,,,,,,,,,,,,,0,,71,0
6648,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
6695,note_on,47,0,1,,,,,,,,,,,,,,,0,,73,0
6696,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
6743,note_on,47,0,1,,,,,,,,,,,,,,,0,,74,0
6744,note_on,1,0,1,,,,,,,,,,,,,,,0,,76,127
6791,note_on,47,0,1,,,,,,,,,,,,,,,0,,76,0
6792,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,127
6839,note_on,47,0,1,,,,,,,,,,,,,,,0,,78,0
6840,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
6935,note_on,95,0,1,,,,,,,,,,,,,,,0,,74,0
6936,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
7031,note_on,95,0,1,,,,,,,,,,,,,,,0,,69,0
7032,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
7127,note_on,95,0,1,,,,,,,,,,,,,,,0,,71,0
7128,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
7223,note_on,95,0,1,,,,,,,,,,,,,,,0,,68,0
7224,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
7319,note_on,95,0,1,,,,,,,,,,,,,,,0,,64,0
7320,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
7415,note_on,95,0,1,,,,,,,,,,,,,,,0,,68,0
7416,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
7511,note_on,95,0,1,,,,,,,,,,,,,,,0,,73,0
7512,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
7607,note_on,95,0,1,,,,,,,,,,,,,,,0,,68,0
7608,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
7608,note_on,0,0,1,,,,,,,,,,,,,,,0,,42,127
7703,note_on,95,0,1,,,,,,,,,,,,,,,0,,69,0
7704,note_on,1,0,1,,,,,,,,,,,,,,,0,,65,127
7799,note_on,95,0,1,,,,,,,,,,,,,,,0,,65,0
7800,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
7896,note_on,96,0,1,,,,,,,,,,,,,,,0,,61,127
7990,note_on,94,0,1,,,,,,,,,,,,,,,0,,66,0
7991,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,0
7992,note_on,1,0,1,,,,,,,,,,,,,,,0,,62,127
8088,note_on,96,0,1,,,,,,,,,,,,,,,0,,59,127
8183,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
8184,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
8272,note_on,88,0,1,,,,,,,,,,,,,,,0,,62,0
8280,note_on,8,0,1,,,,,,,,,,,,,,,0,,59,127
8375,note_on,95,0,1,,,,,,,,,,,,,,,0,,59,0
8376,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
8464,note_on,88,0,1,,,,,,,,,,,,,,,0,,68,0
8472,note_on,8,0,1,,,,,,,,,,,,,,,0,,56,127
8567,note_on,95,0,1,,,,,,,,,,,,,,,0,,56,0
8568,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
8656,note_on,88,0,1,,,,,,,,,,,,,,,0,,61,0
8663,note_on,7,0,1,,,,,,,,,,,,,,,0,,57,0
8664,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
8759,note_on,95,0,1,,,,,,,,,,,,,,,0,,61,0
8760,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
8856,note_on,96,0,1,,,,,,,,,,,,,,,0,,57,127
8951,note_on,95,0,1,,,,,,,,,,,,,,,0,,57,0
8952,note_on,1,0,1,,,,,,,,,,,,,,,0,,62,127
9040,note_on,88,0,1,,,,,,,,,,,,,,,0,,66,0
9047,note_on,7,0,1,,,,,,,,,,,,,,,0,,62,0
9048,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
9143,note_on,95,0,1,,,,,,,,,,,,,,,0,,54,0
9144,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
9240,note_on,96,0,1,,,,,,,,,,,,,,,0,,54,127
9335,note_on,95,0,1,,,,,,,,,,,,,,,0,,54,0
9336,note_on,1,0,1,,,,,,,,,,,,,,,0,,56,127
9424,note_on,88,0,1,,,,,,,,,,,,,,,0,,59,0
9432,note_on,8,0,1,,,,,,,,,,,,,,,0,,51,127
9527,note_on,95,0,1,,,,,,,,,,,,,,,0,,51,0
9528,note_on,1,0,1,,,,,,,,,,,,,,,0,,53,127
9616,note_on,88,0,1,,,,,,,,,,,,,,,0,,56,0
9624,note_on,8,0,1,,,,,,,,,,,,,,,0,,56,127
9719,note_on,95,0,1,,,,,,,,,,,,,,,0,,56,0
9720,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
9815,note_on,95,0,1,,,,,,,,,,,,,,,0,,61,0
9816,note_on,1,0,1,,,,,,,,,,,,,,,0,,56,127
9908,note_on,92,0,1,,,,,,,,,,,,,,,0,,53,0
9908,note_on,0,0,1,,,,,,,,,,,,,,,0,,42,0
9911,note_on,3,0,1,,,,,,,,,,,,,,,0,,56,0
9912,note_on,1,0,1,,,,,,,,,,,,,,,0,,57,127
10007,note_on,95,0,1,,,,,,,,,,,,,,,0,,57,0
10008,note_on,1,0,1,,,,,,,,,,,,,,,0,,53,127
10103,note_on,95,0,1,,,,,,,,,,,,,,,0,,53,0
10104,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,127
10200,note_on,96,0,1,,,,,,,,,,,,,,,0,,49,127
10295,note_on,95,0,1,,,,,,,,,,,,,,,0,,49,0
10296,note_on,1,0,1,,,,,,,,,,,,,,,0,,45,127
10391,note_on,95,0,1,,,,,,,,,,,,,,,0,,45,0
10392,note_on,1,0,1,,,,,,,,,,,,,,,0,,42,127
10484,note_on,92,0,1,,,,,,,,,,,,,,,0,,54,0
10488,note_on,4,0,1,,,,,,,,,,,,,,,0,,51,127
10582,note_on,94,0,1,,,,,,,,,,,,,,,0,,42,0
10592,note_on,10,0,1,,,,,,,,,,,,,,,0,,42,127
10708,note_on,116,0,1,,,,,,,,,,,,,,,0,,60,127
10708,note_on,0,0,1,,,,,,,,,,,,,,,0,,56,127
11060,note_on,352,0,1,,,,,,,,,,,,,,,0,,42,0
11063,note_on,3,0,1,,,,,,,,,,,,,,,0,,51,0
11148,note_on,85,0,1,,,,,,,,,,,,,,,0,,60,0
11188,note_on,40,0,1,,,,,,,,,,,,,,,0,,56,0
11281,note_on,93,0,1,,,,,,,,,,,,,,,0,,40,127
11377,note_on,96,0,1,,,,,,,,,,,,,,,0,,40,0
11379,note_on,2,0,1,,,,,,,,,,,,,,,0,,42,127
11475,note_on,96,0,1,,,,,,,,,,,,,,,0,,42,0
11477,note_on,2,0,1,,,,,,,,,,,,,,,0,,39,127
11573,note_on,96,0,1,,,,,,,,,,,,,,,0,,39,0
11575,note_on,2,0,1,,,,,,,,,,,,,,,0,,40,127
11682,note_on,107,0,1,,,,,,,,,,,,,,,0,,56,127
11777,note_on,95,0,1,,,,,,,,,,,,,,,0,,61,127
11778,note_on,1,0,1,,,,,,,,,,,,,,,0,,56,0
11872,note_on,94,0,1,,,,,,,,,,,,,,,0,,54,127
11963,note_on,91,0,1,,,,,,,,,,,,,,,0,,54,0
11966,note_on,3,0,1,,,,,,,,,,,,,,,0,,56,127
12064,note_on,98,0,1,,,,,,,,,,,,,,,0,,40,0
12064,note_on,0,0,1,,,,,,,,,,,,,,,0,,51,127
12160,note_on,96,0,1,,,,,,,,,,,,,,,0,,51,0
12162,note_on,2,0,1,,,,,,,,,,,,,,,0,,52,127
12258,note_on,96,0,1,,,,,,,,,,,,,,,0,,52,0
12260,note_on,2,0,1,,,,,,,,,,,,,,,0,,49,127
12353,note_on,93,0,1,,,,,,,,,,,,,,,0,,56,0
12356,note_on,3,0,1,,,,,,,,,,,,,,,0,,49,0
12358,note_on,2,0,1,,,,,,,,,,,,,,,0,,38,127
12363,note_on,5,0,1,,,,,,,,,,,,,,,0,,61,0
12465,note_on,102,0,1,,,,,,,,,,,,,,,0,,61,127
12560,note_on,95,0,1,,,,,,,,,,,,,,,0,,66,127
12561,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,0
12655,note_on,94,0,1,,,,,,,,,,,,,,,0,,61,127
12745,note_on,90,0,1,,,,,,,,,,,,,,,0,,38,0
12750,note_on,5,0,1,,,,,,,,,,,,,,,0,,62,127
12751,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,0
12845,note_on,94,0,1,,,,,,,,,,,,,,,0,,57,127
12937,note_on,92,0,1,,,,,,,,,,,,,,,0,,57,0
12938,note_on,1,0,1,,,,,,,,,,,,,,,0,,59,127
13030,note_on,92,0,1,,,,,,,,,,,,,,,0,,59,0
13032,note_on,2,0,1,,,,,,,,,,,,,,,0,,54,127
13127,note_on,95,0,1,,,,,,,,,,,,,,,0,,48,127
13137,note_on,10,0,1,,,,,,,,,,,,,,,0,,62,0
13146,note_on,9,0,1,,,,,,,,,,,,,,,0,,66,0
13230,note_on,84,0,1,,,,,,,,,,,,,,,0,,66,127
13314,note_on,84,0,1,,,,,,,,,,,,,,,0,,54,0
13321,note_on,7,0,1,,,,,,,,,,,,,,,0,,69,127
13322,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,0
13412,note_on,90,0,1,,,,,,,,,,,,,,,0,,66,127
13499,note_on,87,0,1,,,,,,,,,,,,,,,0,,48,0
13504,note_on,5,0,1,,,,,,,,,,,,,,,0,,68,127
13506,note_on,2,0,1,,,,,,,,,,,,,,,0,,66,0
13506,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,0
13607,note_on,0,0,1,,,,,,,,,,,,,,,0,,56,127
13607,note_on,101,0,1,,,,,,,,,,,,,,,0,,65,127
13689,note_on,82,0,1,,,,,,,,,,,,,,,0,,68,0
13697,note_on,0,0,1,,,,,,,,,,,,,,,0,,57,127
13697,note_on,8,0,1,,,,,,,,,,,,,,,0,,66,127
13699,note_on,0,0,1,,,,,,,,,,,,,,,0,,65,0
13699,note_on,2,0,1,,,,,,,,,,,,,,,0,,56,0
13789,note_on,90,0,1,,,,,,,,,,,,,,,0,,57,0
13789,note_on,0,0,1,,,,,,,,,,,,,,,0,,54,127
13789,note_on,0,0,1,,,,,,,,,,,,,,,0,,63,127
13880,note_on,91,0,1,,,,,,,,,,,,,,,0,,64,127
13880,note_on,0,0,1,,,,,,,,,,,,,,,0,,49,127
13880,note_on,0,0,1,,,,,,,,,,,,,,,0,,56,127
13881,note_on,1,0,1,,,,,,,,,,,,,,,0,,54,0
13881,note_on,0,0,1,,,,,,,,,,,,,,,0,,63,0
13882,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,0
13995,note_on,113,0,1,,,,,,,,,,,,,,,0,,68,127
14081,note_on,86,0,1,,,,,,,,,,,,,,,0,,73,127
14082,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,0
14168,note_on,86,0,1,,,,,,,,,,,,,,,0,,73,0
14169,note_on,1,0,1,,,,,,,,,,,,,,,0,,68,127
14252,note_on,0,0,1,,,,,,,,,,,,,,,0,,64,0
14252,note_on,83,0,1,,,,,,,,,,,,,,,0,,56,0
14252,note_on,0,0,1,,,,,,,,,,,,,,,0,,49,0
14254,note_on,2,0,1,,,,,,,,,,,,,,,0,,69,127
14256,note_on,2,0,1,,,,,,,,,,,,,,,0,,68,0
