tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,program
3552,note_off,,96,0,3,,,,,52,64,0,
3552,note_on,,0,0,3,,,,,55,102,0,
3648,note_on,,0,0,3,,,,,52,102,0,
3648,note_off,,96,0,3,,,,,55,64,0,
3744,note_on,,0,0,3,,,,,55,102,0,
3744,note_off,,96,0,3,,,,,52,64,0,
3840,note_off,,96,0,3,,,,,55,64,0,
3840,note_on,,0,0,3,,,,,48,102,0,
3936,note_off,,96,0,3,,,,,48,64,0,
3936,note_on,,0,0,3,,,,,60,102,0,
4032,note_off,,96,0,3,,,,,60,64,0,
4032,note_on,,0,0,3,,,,,55,102,0,
4128,note_off,,96,0,3,,,,,55,64,0,
4128,note_on,,0,0,3,,,,,60,102,0,
4224,note_off,,96,0,3,,,,,60,64,0,
4224,note_on,,0,0,3,,,,,52,102,0,
4320,note_off,,96,0,3,,,,,52,64,0,
4320,note_on,,0,0,3,,,,,60,102,0,
4416,note_on,,0,0,3,,,,,55,102,0,
4416,note_off,,96,0,3,,,,,60,64,0,
4512,note_off,,96,0,3,,,,,55,64,0,
4512,note_on,,0,0,3,,,,,60,102,0,
4608,note_off,,96,0,3,,,,,60,64,0,
4608,note_on,,0,0,3,,,,,57,102,0,
4704,note_on,,0,0,3,,,,,60,102,0,
4704,note_off,,96,0,3,,,,,57,64,0,
4800,note_off,,96,0,3,,,,,60,64,0,
4800,note_on,,0,0,3,,,,,53,102,0,
4896,note_off,,96,0,3,,,,,53,64,0,
4896,note_on,,0,0,3,,,,,60,102,0,
4992,note_off,,96,0,3,,,,,60,64,0,
4992,note_on,,0,0,3,,,,,55,102,0,
5088,note_off,,96,0,3,,,,,55,64,0,
5088,note_on,,0,0,3,,,,,60,102,0,
5184,note_off,,96,0,3,,,,,60,64,0,
5184,note_on,,0,0,3,,,,,52,102,0,
5280,note_off,,96,0,3,,,,,52,64,0,
5280,note_on,,0,0,3,,,,,60,102,0,
5376,note_off,,96,0,3,,,,,60,64,0,
5376,note_on,,0,0,3,,,,,57,102,0,
5472,note_off,,96,0,3,,,,,57,64,0,
5472,note_on,,0,0,3,,,,,60,102,0,
5568,note_off,,96,0,3,,,,,60,64,0,
5568,note_on,,0,0,3,,,,,53,102,0,
5664,note_off,,96,0,3,,,,,53,64,0,
5664,note_on,,0,0,3,,,,,60,102,0,
5760,note_off,,96,0,3,,,,,60,64,0,
5760,note_on,,0,0,3,,,,,55,102,0,
5856,note_off,,96,0,3,,,,,55,64,0,
5856,note_on,,0,0,3,,,,,60,102,0,
5952,note_off,,96,0,3,,,,,60,64,0,
5952,note_on,,0,0,3,,,,,52,102,0,
6048,note_on,,0,0,3,,,,,55,102,0,
6048,note_off,,96,0,3,,,,,52,64,0,
6144,note_off,,96,0,3,,,,,55,64,0,
6144,note_on,,0,0,3,,,,,53,102,0,
6240,note_off,,96,0,3,,,,,53,64,0,
6240,note_on,,0,0,3,,,,,57,102,0,
6336,note_on,,0,0,3,,,,,48,102,0,
6336,note_off,,96,0,3,,,,,57,64,0,
6432,note_on,,0,0,3,,,,,57,102,0,
6432,note_off,,96,0,3,,,,,48,64,0,
6528,note_off,,96,0,3,,,,,57,64,0,
6528,note_on,,0,0,3,,,,,52,102,0,
6624,note_off,,96,0,3,,,,,52,64,0,
6624,note_on,,0,0,3,,,,,55,102,0,
6720,note_off,,96,0,3,,,,,55,64,0,
6720,note_on,,0,0,3,,,,,48,102,0,
6816,note_off,,96,0,3,,,,,48,64,0,
6816,note_on,,0,0,3,,,,,55,102,0,
6912,note_off,,96,0,3,,,,,55,64,0,
6912,note_on,,0,0,3,,,,,53,102,0,
7008,note_off,,96,0,3,,,,,53,64,0,
7008,note_on,,0,0,3,,,,,57,102,0,
7104,note_on,,0,0,3,,,,,48,102,0,
7104,note_off,,96,0,3,,,,,57,64,0,
7200,note_off,,96,0,3,,,,,48,64,0,
7200,note_on,,0,0,3,,,,,57,102,0,
7296,note_off,,96,0,3,,,,,57,64,0,
7296,note_on,,0,0,3,,,,,52,102,0,
7392,note_off,,96,0,3,,,,,52,64,0,
7392,note_on,,0,0,3,,,,,55,102,0,
7488,note_off,,96,0,3,,,,,55,64,0,
7488,note_on,,0,0,3,,,,,48,102,0,
7584,note_on,,0,0,3,,,,,55,102,0,
7584,note_off,,96,0,3,,,,,48,64,0,
7680,note_on,,0,0,3,,,,,52,102,0,
7680,note_off,,96,0,3,,,,,55,64,0,
7776,note_on,,0,0,3,,,,,55,102,0,
7776,note_off,,96,0,3,,,,,52,64,0,
7872,note_on,,0,0,3,,,,,48,102,0,
7872,note_off,,96,0,3,,,,,55,64,0,
7968,note_on,,0,0,3,,,,,52,102,0,
7968,note_off,,96,0,3,,,,,48,64,0,
8064,note_on,,0,0,3,,,,,50,102,0,
8064,note_off,,96,0,3,,,,,52,64,0,
8160,note_on,,0,0,3,,,,,55,102,0,
8160,note_off,,96,0,3,,,,,50,64,0,
8256,note_on,,0,0,3,,,,,43,102,0,
8256,note_off,,96,0,3,,,,,55,64,0,
8352,note_on,,0,0,3,,,,,53,102,0,
8352,note_off,,96,0,3,,,,,43,64,0,
8448,note_off,,96,0,3,,,,,53,64,0,
8448,note_on,,0,0,3,,,,,52,102,0,
8544,note_on,,0,0,3,,,,,55,102,0,
8544,note_off,,96,0,3,,,,,52,64,0,
8640,note_on,,0,0,3,,,,,48,102,0,
8640,note_off,,96,0,3,,,,,55,64,0,
8736,note_off,,96,0,3,,,,,48,64,0,
8736,note_on,,0,0,3,,,,,52,102,0,
8832,note_off,,96,0,3,,,,,52,64,0,
8832,note_on,,0,0,3,,,,,50,102,0,
8928,note_off,,96,0,3,,,,,50,64,0,
8928,note_on,,0,0,3,,,,,55,102,0,
9024,note_off,,96,0,3,,,,,55,64,0,
9024,note_on,,0,0,3,,,,,43,102,0,
9120,note_on,,0,0,3,,,,,53,102,0,
9120,note_off,,96,0,3,,,,,43,64,0,
9216,note_off,,96,0,3,,,,,53,64,0,
9216,note_on,,0,0,3,,,,,52,102,0,
9312,note_off,,96,0,3,,,,,52,64,0,
9312,note_on,,0,0,3,,,,,60,102,0,
9408,note_off,,96,0,3,,,,,60,64,0,
9408,note_on,,0,0,3,,,,,55,102,0,
9504,note_on,,0,0,3,,,,,58,102,0,
9504,note_off,,96,0,3,,,,,55,64,0,
9600,note_off,,96,0,3,,,,,58,64,0,
9600,note_on,,0,0,3,,,,,57,102,0,
9696,note_off,,96,0,3,,,,,57,64,0,
9696,note_on,,0,0,3,,,,,60,102,0,
9792,note_off,,96,0,3,,,,,60,64,0,
9792,note_on,,0,0,3,,,,,53,102,0,
9888,note_on,,0,0,3,,,,,57,102,0,
9888,note_off,,96,0,3,,,,,53,64,0,
9984,note_off,,96,0,3,,,,,57,64,0,
9984,note_on,,0,0,3,,,,,55,102,0,
10080,note_off,,96,0,3,,,,,55,64,0,
10080,note_on,,0,0,3,,,,,57,102,0,
10176,note_on,,0,0,3,,,,,52,102,0,
10176,note_off,,96,0,3,,,,,57,64,0,
10272,note_on,,0,0,3,,,,,55,102,0,
10272,note_off,,96,0,3,,,,,52,64,0,
10368,note_off,,96,0,3,,,,,55,64,0,
10368,note_on,,0,0,3,,,,,53,102,0,
10464,note_off,,96,0,3,,,,,53,64,0,
10464,note_on,,0,0,3,,,,,57,102,0,
10560,note_off,,96,0,3,,,,,57,64,0,
10560,note_on,,0,0,3,,,,,50,102,0,
10656,note_off,,96,0,3,,,,,50,64,0,
10656,note_on,,0,0,3,,,,,53,102,0,
10752,note_off,,96,0,3,,,,,53,64,0,
10752,note_on,,0,0,3,,,,,52,102,0,
10848,note_off,,96,0,3,,,,,52,64,0,
10848,note_on,,0,0,3,,,,,55,102,0,
10944,note_off,,96,0,3,,,,,55,64,0,
10944,note_on,,0,0,3,,,,,48,102,0,
11040,note_off,,96,0,3,,,,,48,64,0,
11040,note_on,,0,0,3,,,,,52,102,0,
11136,note_on,,0,0,3,,,,,45,102,0,
11136,note_off,,96,0,3,,,,,52,64,0,
11232,note_on,,0,0,3,,,,,53,102,0,
11232,note_off,,96,0,3,,,,,45,64,0,
11328,note_off,,96,0,3,,,,,53,64,0,
11328,note_on,,0,0,3,,,,,41,102,0,
11424,note_off,,96,0,3,,,,,41,64,0,
11424,note_on,,0,0,3,,,,,50,102,0,
11520,note_off,,96,0,3,,,,,50,64,0,
11520,note_on,,0,0,3,,,,,47,102,0,
11616,note_off,,96,0,3,,,,,47,64,0,
11616,note_on,,0,0,3,,,,,55,102,0,
11712,note_off,,96,0,3,,,,,55,64,0,
11712,note_on,,0,0,3,,,,,52,102,0,
11808,note_off,,96,0,3,,,,,52,64,0,
11808,note_on,,0,0,3,,,,,60,102,0,
11904,note_off,,96,0,3,,,,,60,64,0,
11904,note_on,,0,0,3,,,,,57,102,0,
12000,note_on,,0,0,3,,,,,53,102,0,
12000,note_off,,96,0,3,,,,,57,64,0,
12096,note_off,,96,0,3,,,,,53,64,0,
12096,note_on,,0,0,3,,,,,55,102,0,
12192,note_on,,0,0,3,,,,,50,102,0,
12192,note_off,,96,0,3,,,,,55,64,0,
12288,note_on,,0,0,3,,,,,52,102,0,
12288,note_off,,96,0,3,,,,,50,64,0,
12384,note_on,,0,0,3,,,,,48,102,0,
12384,note_off,,96,0,3,,,,,52,64,0,
12480,note_on,,0,0,3,,,,,55,102,0,
12480,note_off,,96,0,3,,,,,48,64,0,
12576,note_on,,0,0,3,,,,,50,102,0,
12576,note_off,,96,0,3,,,,,55,64,0,
12672,note_on,,0,0,3,,,,,52,102,0,
12672,note_off,,96,0,3,,,,,50,64,0,
12768,note_on,,0,0,3,,,,,48,102,0,
12768,note_off,,96,0,3,,,,,52,64,0,
12864,note_on,,0,0,3,,,,,53,102,0,
12864,note_off,,96,0,3,,,,,48,64,0,
12960,note_on,,0,0,3,,,,,45,102,0,
12960,note_off,,96,0,3,,,,,53,64,0,
13056,note_on,,0,0,3,,,,,47,102,0,
13056,note_off,,96,0,3,,,,,45,64,0,
13152,note_on,,0,0,3,,,,,45,102,0,
13152,note_off,,96,0,3,,,,,47,64,0,
13248,note_off,,96,0,3,,,,,45,64,0,
13248,note_on,,0,0,3,,,,,47,102,0,
13344,note_on,,0,0,3,,,,,45,102,0,
13344,note_off,,96,0,3,,,,,47,64,0,
13440,note_on,,0,0,3,,,,,47,102,0,
13440,note_off,,96,0,3,,,,,45,64,0,
13488,note_off,,48,0,3,,,,,47,64,0,
13488,note_on,,0,0,3,,,,,45,102,0,
13536,note_on,,0,0,3,,,,,47,102,0,
13536,note_off,,48,0,3,,,,,45,64,0,
13584,note_off,,48,0,3,,,,,47,64,0,
13584,note_on,,0,0,3,,,,,45,102,0,
13632,note_off,,48,0,3,,,,,45,64,0,
13632,note_on,,0,0,3,,,,,47,102,0,
13680,note_on,,0,0,3,,,,,45,102,0,
13680,note_off,,48,0,3,,,,,47,64,0,
13728,note_on,,0,0,3,,,,,47,102,0,
13728,note_off,,48,0,3,,,,,45,64,0,
13776,note_on,,0,0,3,,,,,43,102,0,
13776,note_off,,48,0,3,,,,,47,64,0,
13824,note_on,,0,0,3,,,,,48,102,0,
13824,note_off,,48,0,3,,,,,43,64,0,
13920,note_on,,13920,0,1,,,,,55,92,0,
14016,note_on,,0,0,3,,,,,36,102,0,
14016,note_off,,192,0,3,,,,,48,64,0,
14016,note_off,,96,0,1,,,,,55,64,0,
14016,note_on,,0,0,1,,,,,60,92,0,
14112,note_on,,0,0,1,,,,,55,92,0,
14112,note_off,,96,0,1,,,,,60,64,0,
14208,note_off,,192,0,3,,,,,36,64,0,
14208,note_on,,0,0,1,,,,,60,92,0,
14208,note_off,,96,0,1,,,,,55,64,0,
14304,note_on,,0,0,1,,,,,60,92,0,
14304,note_off,,96,0,1,,,,,60,64,0,
14400,note_on,,0,0,1,,,,,64,92,0,
14400,note_off,,96,0,1,,,,,60,64,0,
14496,note_on,,0,0,1,,,,,60,92,0,
14496,note_off,,96,0,1,,,,,64,64,0,
14592,note_off,,96,0,1,,,,,60,64,0,
14592,note_on,,0,0,1,,,,,55,92,0,
14688,note_off,,96,0,1,,,,,55,64,0,
14688,note_on,,0,0,1,,,,,60,92,0,
14688,note_on,,0,0,1,,,,,67,92,0,
14784,note_on,,0,0,1,,,,,64,92,0,
14784,note_off,,96,0,1,,,,,60,64,0,
14784,note_off,,0,0,1,,,,,67,64,0,
14784,note_on,,0,0,1,,,,,72,92,0,
14880,note_on,,0,0,1,,,,,60,92,0,
14880,note_off,,96,0,1,,,,,64,64,0,
14880,note_on,,0,0,1,,,,,67,92,0,
14880,note_off,,0,0,1,,,,,72,64,0,
14976,note_on,,0,0,1,,,,,64,92,0,
14976,note_off,,96,0,1,,,,,60,64,0,
14976,note_on,,0,0,1,,,,,72,92,0,
14976,note_off,,0,0,1,,,,,67,64,0,
15072,note_off,,96,0,1,,,,,64,64,0,
15072,note_off,,0,0,1,,,,,72,64,0,
15072,note_on,,0,0,1,,,,,72,92,0,
15072,note_on,,0,0,1,,,,,64,92,0,
15168,note_on,,0,0,1,,,,,67,92,0,
15168,note_on,,0,0,1,,,,,76,92,0,
15168,note_off,,96,0,1,,,,,64,64,0,
15168,note_off,,0,0,1,,,,,72,64,0,
15264,note_off,,0,0,1,,,,,76,64,0,
15264,note_on,,0,0,1,,,,,72,92,0,
15264,note_on,,0,0,1,,,,,64,92,0,
15264,note_off,,96,0,1,,,,,67,64,0,
15360,note_off,,96,0,1,,,,,64,64,0,
15360,note_off,,0,0,1,,,,,72,64,0,
15360,note_on,,0,0,1,,,,,67,92,0,
15360,note_on,,0,0,1,,,,,60,92,0,
15456,note_on,,0,0,1,,,,,64,92,0,
15456,note_off,,0,0,1,,,,,67,64,0,
15456,note_off,,96,0,1,,,,,60,64,0,
15456,note_on,,0,0,1,,,,,72,92,0,
15552,note_off,,96,0,1,,,,,64,64,0,
15552,note_off,,0,0,1,,,,,72,64,0,
15552,note_on,,0,0,1,,,,,76,92,0,
15552,note_on,,0,0,1,,,,,67,92,0,
15648,note_off,,96,0,1,,,,,67,64,0,
15648,note_off,,0,0,1,,,,,76,64,0,
15648,note_on,,0,0,1,,,,,72,92,0,
15648,note_on,,0,0,1,,,,,64,92,0,
15744,note_on,,0,0,1,,,,,60,92,0,
15744,note_on,,0,0,1,,,,,67,92,0,
15744,note_off,,96,0,1,,,,,64,64,0,
15744,note_off,,0,0,1,,,,,72,64,0,
15840,note_off,,96,0,1,,,,,60,64,0,
15840,note_off,,0,0,1,,,,,67,64,0,
15840,note_on,,0,0,1,,,,,72,92,0,
15840,note_on,,0,0,1,,,,,64,92,0,
15936,note_off,,96,0,1,,,,,64,64,0,
15936,note_off,,0,0,1,,,,,72,64,0,
15936,note_on,,0,0,1,,,,,76,92,0,
15936,note_on,,0,0,1,,,,,67,92,0,
16032,note_on,,0,0,1,,,,,64,92,0,
16032,note_on,,0,0,1,,,,,72,92,0,
16032,note_off,,96,0,1,,,,,67,64,0,
16032,note_off,,0,0,1,,,,,76,64,0,
16128,note_on,,0,0,1,,,,,67,92,0,
16128,note_off,,96,0,1,,,,,64,64,0,
16128,note_off,,0,0,1,,,,,72,64,0,
16128,note_on,,0,0,1,,,,,60,92,0,
16224,note_off,,96,0,1,,,,,67,64,0,
16224,note_on,,0,0,1,,,,,72,92,0,
16320,note_off,,0,0,1,,,,,60,64,0,
16320,note_on,,0,0,1,,,,,62,92,0,
16320,note_on,,0,0,1,,,,,71,92,0,
16320,note_off,,96,0,1,,,,,72,64,0,
16416,note_off,,96,0,1,,,,,71,64,0,
16416,note_on,,0,0,1,,,,,72,92,0,
16512,note_on,,0,0,1,,,,,67,92,0,
16512,note_off,,0,0,1,,,,,62,64,0,
16512,note_off,,96,0,1,,,,,72,64,0,
16512,note_on,,0,0,1,,,,,64,92,0,
16608,note_on,,0,0,1,,,,,72,92,0,
16608,note_off,,96,0,1,,,,,67,64,0,
16704,note_off,,96,0,1,,,,,72,64,0,
16704,note_off,,0,0,1,,,,,64,64,0,
16704,note_on,,0,0,1,,,,,65,92,0,
16704,note_on,,0,0,1,,,,,69,92,0,
16800,note_off,,96,0,1,,,,,69,64,0,
16800,note_on,,0,0,1,,,,,72,92,0,
16896,note_on,,0,0,1,,,,,67,92,0,
16896,note_on,,0,0,1,,,,,64,92,0,
16896,note_off,,96,0,1,,,,,72,64,0,
16896,note_off,,0,0,1,,,,,65,64,0,
16992,note_off,,96,0,1,,,,,67,64,0,
16992,note_on,,0,0,1,,,,,72,92,0,
17088,note_off,,0,0,1,,,,,64,64,0,
17088,note_on,,0,0,1,,,,,60,92,0,
17088,note_on,,0,0,1,,,,,64,92,0,
17088,note_off,,96,0,1,,,,,72,64,0,
17184,note_off,,96,0,1,,,,,64,64,0,
17184,note_on,,0,0,1,,,,,72,92,0,
17280,note_off,,96,0,1,,,,,72,64,0,
17280,note_off,,0,0,1,,,,,60,64,0,
17280,note_on,,0,0,1,,,,,62,92,0,
17280,note_on,,0,0,1,,,,,65,92,0,
17376,note_on,,0,0,1,,,,,72,92,0,
17376,note_off,,96,0,1,,,,,65,64,0,
17472,note_off,,0,0,1,,,,,62,64,0,
17472,note_on,,0,0,1,,,,,64,92,0,
17472,note_on,,0,0,1,,,,,67,92,0,
17472,note_off,,96,0,1,,,,,72,64,0,
17568,note_off,,96,0,1,,,,,67,64,0,
17568,note_on,,0,0,1,,,,,70,92,0,
17664,note_off,,96,0,1,,,,,70,64,0,
17664,note_off,,0,0,1,,,,,64,64,0,
17664,note_on,,0,0,1,,,,,65,92,0,
17664,note_on,,0,0,1,,,,,69,92,0,
17760,note_off,,96,0,1,,,,,69,64,0,
17760,note_on,,0,0,1,,,,,77,92,0,
17856,note_on,,0,0,1,,,,,76,92,0,
17856,note_off,,96,0,1,,,,,77,64,0,
17856,note_on,,0,0,1,,,,,67,92,0,
17856,note_off,,0,0,1,,,,,65,64,0,
17952,note_off,,96,0,1,,,,,76,64,0,
17952,note_on,,0,0,1,,,,,79,92,0,
18048,note_off,,0,0,1,,,,,67,64,0,
18048,note_on,,0,0,1,,,,,69,92,0,
18048,note_on,,0,0,1,,,,,77,92,0,
18048,note_off,,96,0,1,,,,,79,64,0,
18144,note_off,,96,0,1,,,,,77,64,0,
18144,note_on,,0,0,1,,,,,76,92,0,
18240,note_off,,96,0,1,,,,,76,64,0,
18240,note_off,,0,0,1,,,,,69,64,0,
18240,note_on,,0,0,1,,,,,71,92,0,
18240,note_on,,0,0,1,,,,,74,92,0,
18336,note_off,,96,0,1,,,,,74,64,0,
18336,note_on,,0,0,1,,,,,77,92,0,
18432,note_off,,0,0,1,,,,,71,64,0,
18432,note_on,,0,0,1,,,,,72,92,0,
18432,note_on,,0,0,1,,,,,76,92,0,
18432,note_off,,96,0,1,,,,,77,64,0,
18528,note_off,,96,0,1,,,,,76,64,0,
18528,note_on,,0,0,1,,,,,76,92,0,
18624,note_on,,0,0,1,,,,,69,92,0,
18624,note_on,,0,0,1,,,,,81,92,0,
18624,note_on,,0,0,1,,,,,60,92,0,
18624,note_off,,0,0,1,,,,,72,64,0,
18624,note_on,,0,0,1,,,,,64,92,0,
18624,note_off,,96,0,1,,,,,76,64,0,
18720,note_on,,0,0,1,,,,,76,92,0,
18720,note_off,,96,0,1,,,,,81,64,0,
18816,note_off,,0,0,1,,,,,69,64,0,
18816,note_off,,0,0,1,,,,,64,64,0,
18816,note_off,,0,0,1,,,,,60,64,0,
18816,note_on,,0,0,1,,,,,60,92,0,
18816,note_on,,0,0,1,,,,,69,92,0,
18816,note_on,,0,0,1,,,,,64,92,0,
18816,note_on,,0,0,1,,,,,72,92,0,
18816,note_off,,96,0,1,,,,,76,64,0,
18912,note_on,,0,0,1,,,,,76,92,0,
18912,note_off,,96,0,1,,,,,72,64,0,
19008,note_off,,0,0,1,,,,,64,64,0,
19008,note_off,,0,0,1,,,,,60,64,0,
19008,note_on,,0,0,1,,,,,60,92,0,
19008,note_on,,0,0,1,,,,,69,92,0,
19008,note_on,,0,0,1,,,,,64,92,0,
19008,note_on,,0,0,1,,,,,81,92,0,
19008,note_off,,96,0,1,,,,,76,64,0,
19008,note_off,,0,0,1,,,,,69,64,0,
19104,note_off,,96,0,1,,,,,81,64,0,
19104,note_on,,0,0,1,,,,,76,92,0,
19200,note_on,,0,0,1,,,,,72,92,0,
19200,note_on,,0,0,1,,,,,67,92,0,
19200,note_on,,0,0,1,,,,,64,92,0,
19200,note_off,,0,0,1,,,,,64,64,0,
19200,note_off,,0,0,1,,,,,60,64,0,
19200,note_off,,0,0,1,,,,,69,64,0,
19200,note_off,,96,0,1,,,,,76,64,0,
19296,note_on,,19296,0,2,,,,,43,92,0,
19392,note_on,,0,0,2,,,,,48,92,0,
19392,note_off,,96,0,2,,,,,43,64,0,
19488,note_off,,96,0,2,,,,,48,64,0,
19488,note_on,,0,0,2,,,,,43,92,0,
19584,note_off,,0,0,1,,,,,64,64,0,
19584,note_off,,96,0,2,,,,,43,64,0,
19584,note_on,,0,0,2,,,,,48,92,0,
19584,note_off,,384,0,1,,,,,72,64,0,
19584,note_off,,0,0,1,,,,,67,64,0,
19680,note_off,,96,0,2,,,,,48,64,0,
19680,note_on,,0,0,2,,,,,48,92,0,
19776,note_on,,0,0,1,,,,,67,92,0,
19776,note_on,,192,0,1,,,,,64,92,0,
19776,note_off,,96,0,2,,,,,48,64,0,
19776,note_on,,0,0,2,,,,,52,92,0,
19776,note_on,,0,0,1,,,,,72,92,0,
19872,note_on,,0,0,2,,,,,48,92,0,
19872,note_off,,96,0,2,,,,,52,64,0,
19968,note_off,,0,0,1,,,,,67,64,0,
19968,note_off,,192,0,1,,,,,72,64,0,
19968,note_off,,0,0,1,,,,,64,64,0,
19968,note_on,,0,0,1,,,,,67,92,0,
19968,note_on,,0,0,1,,,,,76,92,0,
19968,note_on,,0,0,1,,,,,72,92,0,
19968,note_on,,0,0,1,,,,,79,92,0,
19968,note_off,,96,0,2,,,,,48,64,0,
19968,note_on,,0,0,2,,,,,43,92,0,
20064,note_off,,96,0,2,,,,,43,64,0,
20064,note_on,,0,0,2,,,,,48,92,0,
20160,note_off,,96,0,2,,,,,48,64,0,
20160,note_on,,0,0,2,,,,,52,92,0,
20256,note_off,,96,0,2,,,,,52,64,0,
20256,note_on,,0,0,2,,,,,48,92,0,
20352,note_off,,0,0,1,,,,,67,64,0,
20352,note_off,,0,0,1,,,,,76,64,0,
20352,note_off,,0,0,1,,,,,72,64,0,
20352,note_off,,96,0,2,,,,,48,64,0,
20352,note_on,,0,0,2,,,,,52,92,0,
20352,note_off,,384,0,1,,,,,79,64,0,
20448,note_off,,96,0,2,,,,,52,64,0,
20448,note_on,,0,0,2,,,,,52,92,0,
20544,note_on,,0,0,1,,,,,76,92,0,
20544,note_on,,0,0,1,,,,,79,92,0,
20544,note_on,,192,0,1,,,,,67,92,0,
20544,note_off,,96,0,2,,,,,52,64,0,
20544,note_on,,0,0,2,,,,,55,92,0,
20544,note_on,,0,0,1,,,,,72,92,0,
20640,note_off,,96,0,2,,,,,55,64,0,
20640,note_on,,0,0,2,,,,,52,92,0,
20736,note_off,,96,0,2,,,,,52,64,0,
20736,note_on,,0,0,2,,,,,48,92,0,
20736,note_off,,0,0,1,,,,,76,64,0,
20736,note_off,,0,0,1,,,,,72,64,0,
20736,note_off,,0,0,1,,,,,67,64,0,
20736,note_on,,0,0,1,,,,,79,92,0,
20736,note_on,,0,0,1,,,,,76,92,0,
20736,note_on,,0,0,1,,,,,72,92,0,
20736,note_on,,0,0,1,,,,,67,92,0,
20736,note_off,,192,0,1,,,,,79,64,0,
20832,note_on,,0,0,2,,,,,55,92,0,
20832,note_off,,96,0,2,,,,,48,64,0,
20928,note_on,,0,0,2,,,,,60,92,0,
20928,note_off,,96,0,2,,,,,55,64,0,
21024,note_on,,0,0,2,,,,,55,92,0,
21024,note_off,,96,0,2,,,,,60,64,0,
21120,note_on,,0,0,2,,,,,60,92,0,
21120,note_off,,96,0,2,,,,,55,64,0,
21120,note_off,,384,0,1,,,,,67,64,0,
21120,note_off,,0,0,1,,,,,72,64,0,
21120,note_off,,0,0,1,,,,,76,64,0,
