tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,note,velocity,channel,program
9792,note_on,,0,0,1,,,,,69,92,0,
9792,note_off,,192,0,1,,,,,69,64,0,
9984,note_on,,0,0,1,,,,,68,92,0,
9984,note_on,,0,0,2,,,,,64,92,0,
9984,note_off,,0,0,2,,,,,60,64,0,
9984,note_off,,384,0,2,,,,,63,64,0,
9984,note_on,,0,0,2,,,,,59,92,0,
9984,note_off,,192,0,1,,,,,69,64,0,
10176,note_on,,0,0,1,,,,,76,92,0,
10176,note_off,,192,0,1,,,,,78,64,0,
10368,note_on,,0,0,1,,,,,81,92,0,
10368,note_on,,0,0,1,,,,,69,92,0,
10368,note_off,,384,0,2,,,,,64,64,0,
10368,note_off,,0,0,2,,,,,59,64,0,
10368,note_on,,0,0,2,,,,,57,92,0,
10368,note_on,,0,0,2,,,,,59,92,0,
10368,note_on,,0,0,2,,,,,63,92,0,
10368,note_on,,0,0,2,,,,,66,92,0,
10368,note_off,,192,0,1,,,,,68,64,0,
10560,note_off,,192,0,1,,,,,76,64,0,
10560,note_on,,0,0,1,,,,,75,92,0,
10752,note_off,,0,0,2,,,,,57,64,0,
10752,note_on,,0,0,2,,,,,56,92,0,
10752,note_off,,0,0,2,,,,,63,64,0,
10752,note_on,,0,0,2,,,,,59,92,0,
10752,note_on,,0,0,2,,,,,64,92,0,
10752,note_off,,0,0,2,,,,,59,64,0,
10752,note_off,,384,0,2,,,,,66,64,0,
10752,note_on,,0,0,1,,,,,76,92,0,
10752,note_off,,192,0,1,,,,,75,64,0,
10752,note_off,,0,0,1,,,,,69,64,0,
10752,note_on,,0,0,1,,,,,68,92,0,
10752,note_on,,0,0,1,,,,,83,92,0,
10752,note_off,,0,0,1,,,,,81,64,0,
11136,note_off,,0,0,1,,,,,76,64,0,
11136,note_off,,384,0,2,,,,,64,64,0,
11136,note_off,,0,0,2,,,,,59,64,0,
11136,note_off,,0,0,2,,,,,56,64,0,
11136,note_off,,384,0,1,,,,,83,64,0,
11136,note_off,,4992,0,3,,,,,52,64,0,
11136,note_off,,0,0,1,,,,,68,64,0,
11232,note_off,,96,0,3,,,,,40,64,0,
11232,note_on,,0,0,3,,,,,52,102,0,
11328,note_on,,0,0,3,,,,,51,102,0,
11328,note_off,,96,0,3,,,,,52,64,0,
11424,note_on,,0,0,3,,,,,52,102,0,
11424,note_off,,96,0,3,,,,,51,64,0,
11520,note_on,,0,0,3,,,,,45,102,0,
11520,note_off,,96,0,3,,,,,52,64,0,
11616,note_off,,96,0,3,,,,,45,64,0,
11616,note_on,,0,0,3,,,,,54,102,0,
11712,note_off,,96,0,3,,,,,54,64,0,
11712,note_on,,0,0,3,,,,,52,102,0,
11808,note_off,,96,0,3,,,,,52,64,0,
11808,note_on,,0,0,3,,,,,54,102,0,
11904,note_off,,96,0,3,,,,,54,64,0,
11904,note_on,,0,0,3,,,,,47,102,0,
12000,note_off,,96,0,3,,,,,47,64,0,
12000,note_on,,0,0,3,,,,,56,102,0,
12096,note_off,,96,0,3,,,,,56,64,0,
12096,note_on,,0,0,3,,,,,54,102,0,
12192,note_on,,0,0,3,,,,,56,102,0,
12192,note_off,,96,0,3,,,,,54,64,0,
12288,note_on,,0,0,3,,,,,49,102,0,
12288,note_off,,96,0,3,,,,,56,64,0,
12384,note_on,,0,0,3,,,,,57,102,0,
12384,note_off,,96,0,3,,,,,49,64,0,
12480,note_off,,96,0,3,,,,,57,64,0,
12480,note_on,,0,0,3,,,,,56,102,0,
12576,note_off,,96,0,3,,,,,56,64,0,
12576,note_on,,0,0,3,,,,,57,102,0,
12672,note_off,,96,0,3,,,,,57,64,0,
12672,note_on,,0,0,3,,,,,51,102,0,
12768,note_off,,96,0,3,,,,,51,64,0,
12768,note_on,,0,0,3,,,,,59,102,0,
12864,note_off,,96,0,3,,,,,59,64,0,
12864,note_on,,0,0,3,,,,,57,102,0,
12960,note_on,,0,0,3,,,,,59,102,0,
12960,note_off,,96,0,3,,,,,57,64,0,
13056,note_on,,0,0,3,,,,,52,102,0,
13056,note_off,,96,0,3,,,,,59,64,0,
13152,note_on,,0,0,3,,,,,61,102,0,
13152,note_off,,96,0,3,,,,,52,64,0,
13248,note_on,,0,0,3,,,,,49,102,0,
13248,note_off,,96,0,3,,,,,61,64,0,
13344,note_on,,0,0,3,,,,,61,102,0,
13344,note_off,,96,0,3,,,,,49,64,0,
13440,note_off,,96,0,3,,,,,61,64,0,
13440,note_on,,0,0,3,,,,,51,102,0,
13536,note_off,,96,0,3,,,,,51,64,0,
13536,note_on,,0,0,3,,,,,61,102,0,
13632,note_off,,96,0,3,,,,,61,64,0,
13632,note_on,,0,0,3,,,,,59,102,0,
13728,note_on,,0,0,3,,,,,61,102,0,
13728,note_off,,96,0,3,,,,,59,64,0,
13824,note_on,,0,0,3,,,,,59,102,0,
13824,note_off,,96,0,3,,,,,61,64,0,
13920,note_on,,0,0,3,,,,,61,102,0,
13920,note_off,,96,0,3,,,,,59,64,0,
14016,note_on,,0,0,3,,,,,57,102,0,
14016,note_off,,96,0,3,,,,,61,64,0,
14112,note_off,,96,0,3,,,,,57,64,0,
14112,note_on,,0,0,3,,,,,59,102,0,
14208,note_off,,96,0,3,,,,,59,64,0,
14208,note_on,,0,0,3,,,,,56,102,0,
14304,note_on,,0,0,3,,,,,57,102,0,
14304,note_off,,96,0,3,,,,,56,64,0,
14400,note_on,,0,0,3,,,,,54,102,0,
14400,note_off,,96,0,3,,,,,57,64,0,
14496,note_on,,0,0,3,,,,,56,102,0,
14496,note_off,,96,0,3,,,,,54,64,0,
14592,note_on,,0,0,3,,,,,52,102,0,
14592,note_off,,96,0,3,,,,,56,64,0,
14688,note_on,,0,0,3,,,,,61,102,0,
14688,note_off,,96,0,3,,,,,52,64,0,
14784,note_off,,96,0,3,,,,,61,64,0,
14784,note_on,,0,0,3,,,,,59,102,0,
14880,note_on,,0,0,3,,,,,61,102,0,
14880,note_off,,96,0,3,,,,,59,64,0,
14976,note_off,,96,0,3,,,,,61,64,0,
14976,note_on,,0,0,3,,,,,51,102,0,
15072,note_off,,96,0,3,,,,,51,64,0,
15072,note_on,,0,0,3,,,,,59,102,0,
15168,note_off,,96,0,3,,,,,59,64,0,
15168,note_on,,0,0,3,,,,,58,102,0,
15264,note_off,,96,0,3,,,,,58,64,0,
15264,note_on,,0,0,3,,,,,59,102,0,
15360,note_off,,96,0,3,,,,,59,64,0,
15360,note_on,,0,0,3,,,,,49,102,0,
15456,note_off,,96,0,3,,,,,49,64,0,
15456,note_on,,0,0,3,,,,,59,102,0,
15552,note_off,,96,0,3,,,,,59,64,0,
15552,note_on,,0,0,3,,,,,57,102,0,
15648,note_off,,96,0,3,,,,,57,64,0,
15648,note_on,,0,0,3,,,,,49,102,0,
15744,note_off,,96,0,3,,,,,49,64,0,
15744,note_on,,0,0,3,,,,,47,102,0,
15840,note_off,,96,0,3,,,,,47,64,0,
15840,note_on,,0,0,3,,,,,57,102,0,
15936,note_on,,0,0,3,,,,,56,102,0,
15936,note_off,,96,0,3,,,,,57,64,0,
16032,note_off,,96,0,3,,,,,56,64,0,
16032,note_on,,0,0,3,,,,,47,102,0,
16128,note_on,,0,0,3,,,,,45,102,0,
16128,note_off,,96,0,3,,,,,47,64,0,
16224,note_on,,0,0,3,,,,,56,102,0,
16224,note_off,,96,0,3,,,,,45,64,0,
16320,note_on,,0,0,3,,,,,54,102,0,
16320,note_off,,96,0,3,,,,,56,64,0,
16416,note_on,,0,0,3,,,,,45,102,0,
16416,note_off,,96,0,3,,,,,54,64,0,
16512,note_off,,96,0,3,,,,,45,64,0,
16512,note_on,,0,0,3,,,,,44,102,0,
16608,note_on,,0,0,3,,,,,52,102,0,
16608,note_off,,96,0,3,,,,,44,64,0,
16704,note_on,,0,0,3,,,,,42,102,0,
16704,note_off,,96,0,3,,,,,52,64,0,
16800,note_off,,96,0,3,,,,,42,64,0,
16800,note_on,,0,0,3,,,,,51,102,0,
16896,note_off,,96,0,3,,,,,51,64,0,
16896,note_on,,0,0,3,,,,,40,102,0,
16992,note_on,,5856,0,1,,,,,59,92,0,
17088,note_on,,0,0,1,,,,,61,92,0,
17088,note_off,,96,0,1,,,,,59,64,0,
17184,note_on,,0,0,1,,,,,63,92,0,
17184,note_off,,96,0,1,,,,,61,64,0,
17280,note_off,,96,0,1,,,,,63,64,0,
17280,note_on,,0,0,1,,,,,64,92,0,
17376,note_on,,0,0,1,,,,,66,92,0,
17376,note_off,,96,0,1,,,,,64,64,0,
17472,note_off,,576,0,3,,,,,40,64,0,
17472,note_on,,0,0,1,,,,,68,92,0,
17472,note_off,,96,0,1,,,,,66,64,0,
17568,note_on,,0,0,1,,,,,69,92,0,
17568,note_off,,96,0,1,,,,,68,64,0,
17664,note_off,,96,0,1,,,,,69,64,0,
17664,note_on,,0,0,1,,,,,68,92,0,
17760,note_on,,0,0,1,,,,,64,92,0,
17760,note_off,,96,0,1,,,,,68,64,0,
17856,note_off,,96,0,1,,,,,64,64,0,
17856,note_on,,0,0,1,,,,,69,92,0,
17952,note_off,,96,0,1,,,,,69,64,0,
17952,note_on,,0,0,1,,,,,68,92,0,
18048,note_on,,0,0,1,,,,,66,92,0,
18048,note_off,,96,0,1,,,,,68,64,0,
18144,note_on,,0,0,1,,,,,64,92,0,
18144,note_off,,96,0,1,,,,,66,64,0,
18240,note_on,,0,0,1,,,,,63,92,0,
18240,note_off,,96,0,1,,,,,64,64,0,
18336,note_on,,0,0,1,,,,,61,92,0,
18336,note_off,,96,0,1,,,,,63,64,0,
18432,note_on,,7296,0,2,,,,,60,92,0,
18432,note_off,,96,0,1,,,,,61,64,0,
18816,note_on,,384,0,2,,,,,51,92,0,
18816,note_on,,0,0,2,,,,,54,92,0,
18816,note_on,,0,0,2,,,,,56,92,0,
18816,note_on,,0,0,1,,,,,66,92,0,
18816,note_on,,0,0,1,,,,,68,92,0,
18816,note_on,,0,0,1,,,,,72,92,0,
18816,note_on,,0,0,1,,,,,75,92,0,
18816,note_on,,384,0,1,,,,,63,92,0,
18816,note_on,,1344,0,3,,,,,42,102,0,
19200,note_off,,0,0,1,,,,,72,64,0,
19200,note_off,,0,0,1,,,,,68,64,0,
19200,note_off,,0,0,1,,,,,66,64,0,
19200,note_on,,0,0,1,,,,,76,92,0,
19200,note_on,,0,0,1,,,,,73,92,0,
19200,note_on,,0,0,2,,,,,61,92,0,
19200,note_on,,0,0,2,,,,,52,92,0,
19200,note_on,,0,0,2,,,,,49,92,0,
19200,note_off,,0,0,2,,,,,60,64,0,
19200,note_off,,0,0,2,,,,,51,64,0,
19200,note_off,,384,0,2,,,,,54,64,0,
19200,note_off,,384,0,3,,,,,42,64,0,
19200,note_on,,0,0,3,,,,,40,102,0,
19200,note_off,,384,0,1,,,,,75,64,0,
19200,note_off,,0,0,1,,,,,63,64,0,
19200,note_on,,0,0,1,,,,,68,92,0,
19392,note_on,,0,0,2,,,,,56,92,0,
19392,note_off,,192,0,2,,,,,56,64,0,
19584,note_off,,0,0,2,,,,,49,64,0,
19584,note_on,,0,0,1,,,,,68,92,0,
19584,note_on,,0,0,1,,,,,73,92,0,
19584,note_on,,0,0,2,,,,,61,92,0,
19584,note_off,,0,0,1,,,,,68,64,0,
19584,note_off,,0,0,2,,,,,52,64,0,
19584,note_off,,192,0,2,,,,,61,64,0,
19584,note_off,,384,0,1,,,,,73,64,0,
19776,note_off,,576,0,3,,,,,40,64,0,
19776,note_on,,0,0,1,,,,,76,92,0,
19776,note_off,,192,0,1,,,,,76,64,0,
19776,note_on,,0,0,3,,,,,52,102,0,
19968,note_on,,0,0,1,,,,,69,92,0,
19968,note_on,,0,0,1,,,,,81,92,0,
19968,note_off,,384,0,2,,,,,56,64,0,
19968,note_on,,0,0,2,,,,,57,92,0,
19968,note_off,,192,0,1,,,,,73,64,0,
19968,note_off,,192,0,3,,,,,52,64,0,
19968,note_off,,0,0,1,,,,,68,64,0,
19968,note_on,,0,0,3,,,,,54,102,0,
20160,note_off,,192,0,2,,,,,57,64,0,
20160,note_off,,0,0,2,,,,,61,64,0,
20160,note_on,,0,0,2,,,,,57,92,0,
20352,note_on,,0,0,1,,,,,74,92,0,
20352,note_off,,384,0,1,,,,,76,64,0,
20352,note_on,,192,0,2,,,,,62,92,0,
20448,note_on,,0,0,1,,,,,80,92,0,
20448,note_off,,96,0,1,,,,,81,64,0,
20544,note_off,,192,0,2,,,,,62,64,0,
20544,note_off,,0,0,2,,,,,57,64,0,
20544,note_on,,0,0,2,,,,,54,92,0,
20544,note_on,,0,0,2,,,,,61,92,0,
20544,note_off,,96,0,1,,,,,80,64,0,
20544,note_off,,0,0,1,,,,,74,64,0,
20544,note_off,,0,0,1,,,,,69,64,0,
20544,note_on,,0,0,1,,,,,73,92,0,
20544,note_on,,0,0,1,,,,,78,92,0,
20544,note_on,,0,0,1,,,,,81,92,0,
20544,note_on,,0,0,3,,,,,54,102,0,
20544,note_off,,576,0,3,,,,,54,64,0,
20640,note_on,,0,0,1,,,,,83,92,0,
20640,note_off,,96,0,1,,,,,81,64,0,
20736,note_on,,0,0,2,,,,,56,92,0,
20736,note_off,,96,0,1,,,,,83,64,0,
20736,note_off,,0,0,1,,,,,78,64,0,
20736,note_off,,0,0,1,,,,,73,64,0,
20736,note_on,,0,0,1,,,,,68,92,0,
20736,note_on,,0,0,1,,,,,75,92,0,
20736,note_on,,0,0,1,,,,,80,92,0,
20736,note_on,,0,0,2,,,,,60,92,0,
20736,note_off,,192,0,2,,,,,61,64,0,
20736,note_off,,0,0,2,,,,,54,64,0,
20928,note_off,,192,0,2,,,,,60,64,0,
20928,note_off,,0,0,2,,,,,56,64,0,
20928,note_on,,0,0,2,,,,,56,92,0,
21120,note_on,,0,0,1,,,,,73,92,0,
21120,note_off,,384,0,1,,,,,75,64,0,
21120,note_on,,0,0,3,,,,,52,102,0,
21120,note_off,,576,0,3,,,,,54,64,0,
21120,note_on,,192,0,2,,,,,61,92,0,
21312,note_off,,192,0,2,,,,,56,64,0,
21312,note_on,,0,0,1,,,,,78,92,0,
21312,note_off,,192,0,1,,,,,80,64,0,
21312,note_on,,0,0,3,,,,,57,102,0,
21312,note_off,,192,0,3,,,,,52,64,0,
21312,note_on,,0,0,2,,,,,57,92,0,
21408,note_on,,0,0,1,,,,,76,92,0,
21408,note_off,,96,0,1,,,,,78,64,0,
21504,note_off,,96,0,1,,,,,76,64,0,
21504,note_off,,0,0,1,,,,,68,64,0,
21504,note_on,,0,0,2,,,,,63,92,0,
21504,note_off,,192,0,3,,,,,57,64,0,
21504,note_on,,0,0,3,,,,,51,102,0,
21504,note_on,,0,0,1,,,,,78,92,0,
21504,note_off,,192,0,2,,,,,61,64,0,
21504,note_on,,0,0,1,,,,,66,92,0,
21696,note_on,,0,0,1,,,,,75,92,0,
21696,note_off,,192,0,1,,,,,73,64,0,
21792,note_off,,96,0,1,,,,,75,64,0,
21792,note_on,,0,0,1,,,,,70,92,0,
21888,note_off,,96,0,1,,,,,70,64,0,
21888,note_on,,0,0,1,,,,,72,92,0,
21888,note_off,,384,0,3,,,,,51,64,0,
21888,note_on,,0,0,3,,,,,56,102,0,
21888,note_off,,0,0,1,,,,,66,64,0,
21888,note_on,,0,0,1,,,,,68,92,0,
21888,note_off,,384,0,2,,,,,57,64,0,
21888,note_on,,0,0,2,,,,,56,92,0,
22080,note_on,,0,0,1,,,,,76,92,0,
22080,note_off,,192,0,1,,,,,78,64,0,
22176,note_off,,96,0,1,,,,,76,64,0,
22176,note_on,,0,0,1,,,,,75,92,0,
22272,note_on,,0,0,1,,,,,68,92,0,
22272,note_off,,384,0,2,,,,,56,64,0,
22272,note_off,,0,0,2,,,,,63,64,0,
22272,note_on,,0,0,2,,,,,56,92,0,
22272,note_on,,0,0,2,,,,,61,92,0,
22272,note_off,,0,0,1,,,,,68,64,0,
22272,note_off,,96,0,1,,,,,75,64,0,
22272,note_on,,0,0,1,,,,,73,92,0,
22272,note_off,,384,0,3,,,,,56,64,0,
22272,note_on,,0,0,3,,,,,49,102,0,
22272,note_off,,0,0,1,,,,,72,64,0,
22272,note_on,,0,0,1,,,,,76,92,0,
22464,note_off,,192,0,3,,,,,49,64,0,
22464,note_on,,0,0,3,,,,,47,102,0,
22656,note_off,,192,0,3,,,,,47,64,0,
22656,note_on,,0,0,3,,,,,46,102,0,
22656,note_off,,384,0,2,,,,,61,64,0,
22656,note_off,,0,0,2,,,,,56,64,0,
22656,note_off,,0,0,1,,,,,68,64,0,
22656,note_off,,0,0,1,,,,,73,64,0,
22656,note_off,,384,0,1,,,,,76,64,0,
22848,note_off,,192,0,3,,,,,46,64,0,
22848,note_on,,0,0,1,,,,,76,92,0,
22848,note_on,,0,0,1,,,,,71,92,0,
22848,note_on,,192,0,1,,,,,64,92,0,
22848,note_on,,0,0,2,,,,,61,92,0,
22848,note_on,,192,0,2,,,,,56,92,0,
22848,note_on,,0,0,3,,,,,44,102,0,
23040,note_off,,0,0,2,,,,,56,64,0,
23040,note_off,,192,0,2,,,,,61,64,0,
23040,note_on,,0,0,3,,,,,43,102,0,
23040,note_off,,192,0,1,,,,,71,64,0,
23040,note_off,,0,0,1,,,,,64,64,0,
23040,note_on,,0,0,1,,,,,67,92,0,
23040,note_on,,0,0,1,,,,,73,92,0,
23040,note_on,,0,0,2,,,,,58,92,0,
23040,note_off,,192,0,3,,,,,44,64,0,
23232,note_off,,192,0,1,,,,,76,64,0,
23232,note_on,,0,0,1,,,,,75,92,0,
23328,note_off,,96,0,1,,,,,75,64,0,
23328,note_on,,0,0,1,,,,,73,92,0,
23328,note_off,,0,0,1,,,,,73,64,0,
23424,note_off,,96,0,1,,,,,73,64,0,
23424,note_on,,0,0,1,,,,,70,92,0,
23424,note_on,,0,0,1,,,,,75,92,0,
23424,note_on,,384,0,2,,,,,51,92,0,
23616,note_on,,0,0,1,,,,,70,92,0,
23616,note_off,,0,0,1,,,,,70,64,0,
23616,note_off,,192,0,1,,,,,75,64,0,
23808,note_off,,0,0,2,,,,,58,64,0,
23808,note_off,,384,0,2,,,,,51,64,0,
23808,note_on,,0,0,2,,,,,63,92,0,
23808,note_on,,0,0,2,,,,,51,92,0,
23808,note_on,,0,0,2,,,,,56,92,0,
23808,note_on,,0,0,1,,,,,71,92,0,
23808,note_off,,192,0,1,,,,,67,64,0,
