tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,note,velocity,channel
4800,note_on,0,0,1,,,,,,,,,,,,78,64,0
4800,note_off,480,0,3,,,,,,,,,,,,69,64,0
4800,note_off,0,0,3,,,,,,,,,,,,79,64,0
4800,note_off,0,0,3,,,,,,,,,,,,74,64,0
4800,note_on,0,0,3,,,,,,,,,,,,69,40,0
4800,note_on,0,0,3,,,,,,,,,,,,74,40,0
4800,note_on,0,0,3,,,,,,,,,,,,78,40,0
5040,note_off,0,0,3,,,,,,,,,,,,78,64,0
5040,note_off,0,0,3,,,,,,,,,,,,74,64,0
5040,note_on,0,0,3,,,,,,,,,,,,67,40,0
5040,note_on,0,0,3,,,,,,,,,,,,74,40,0
5040,note_on,0,0,3,,,,,,,,,,,,77,40,0
5040,note_off,240,0,1,,,,,,,,,,,,78,64,0
5040,note_off,240,0,4,,,,,,,,,,,,60,64,0
5040,note_on,0,0,4,,,,,,,,,,,,59,64,0
5040,note_off,240,0,3,,,,,,,,,,,,69,64,0
5280,note_on,0,0,4,,,,,,,,,,,,57,64,0
5280,note_off,240,0,4,,,,,,,,,,,,59,64,0
5520,note_off,240,0,4,,,,,,,,,,,,57,64,0
5520,note_on,0,0,4,,,,,,,,,,,,55,64,0
5520,note_on,0,0,3,,,,,,,,,,,,77,40,0
5520,note_on,0,0,3,,,,,,,,,,,,71,40,0
5520,note_on,0,0,3,,,,,,,,,,,,67,40,0
5520,note_off,0,0,3,,,,,,,,,,,,74,64,0
5520,note_off,0,0,3,,,,,,,,,,,,77,64,0
5520,note_on,480,0,1,,,,,,,,,,,,77,64,0
5520,note_off,480,0,3,,,,,,,,,,,,67,64,0
5760,note_off,240,0,4,,,,,,,,,,,,55,64,0
5760,note_on,0,0,1,,,,,,,,,,,,77,64,0
5760,note_off,240,0,1,,,,,,,,,,,,77,64,0
5760,note_on,0,0,4,,,,,,,,,,,,48,64,0
5760,note_off,240,0,3,,,,,,,,,,,,67,64,0
5760,note_off,0,0,3,,,,,,,,,,,,77,64,0
5760,note_off,0,0,3,,,,,,,,,,,,71,64,0
5760,note_on,0,0,3,,,,,,,,,,,,67,40,0
5760,note_on,0,0,3,,,,,,,,,,,,72,40,0
5760,note_on,0,0,3,,,,,,,,,,,,77,40,0
6000,note_on,0,0,4,,,,,,,,,,,,55,64,0
6000,note_off,240,0,4,,,,,,,,,,,,48,64,0
6240,note_off,480,0,3,,,,,,,,,,,,67,64,0
6240,note_off,240,0,4,,,,,,,,,,,,55,64,0
6240,note_on,0,0,4,,,,,,,,,,,,58,64,0
6240,note_off,0,0,3,,,,,,,,,,,,77,64,0
6240,note_on,0,0,3,,,,,,,,,,,,72,40,0
6240,note_on,0,0,3,,,,,,,,,,,,67,40,0
6240,note_on,0,0,3,,,,,,,,,,,,76,40,0
6240,note_on,0,0,1,,,,,,,,,,,,76,64,0
6240,note_off,480,0,1,,,,,,,,,,,,77,64,0
6240,note_off,0,0,3,,,,,,,,,,,,72,64,0
6480,note_on,0,0,3,,,,,,,,,,,,65,40,0
6480,note_off,0,0,3,,,,,,,,,,,,72,64,0
6480,note_off,0,0,3,,,,,,,,,,,,76,64,0
6480,note_off,240,0,4,,,,,,,,,,,,58,64,0
6480,note_on,0,0,4,,,,,,,,,,,,57,64,0
6480,note_on,0,0,3,,,,,,,,,,,,72,40,0
6480,note_off,240,0,3,,,,,,,,,,,,67,64,0
6480,note_off,240,0,1,,,,,,,,,,,,76,64,0
6480,note_on,0,0,1,,,,,,,,,,,,75,64,0
6480,note_on,0,0,3,,,,,,,,,,,,75,40,0
6720,note_off,240,0,4,,,,,,,,,,,,57,64,0
6720,note_on,0,0,4,,,,,,,,,,,,55,64,0
6960,note_on,0,0,3,,,,,,,,,,,,75,40,0
6960,note_on,0,0,4,,,,,,,,,,,,53,64,0
6960,note_on,0,0,3,,,,,,,,,,,,65,40,0
6960,note_on,0,0,3,,,,,,,,,,,,69,40,0
6960,note_off,240,0,4,,,,,,,,,,,,55,64,0
6960,note_off,0,0,3,,,,,,,,,,,,72,64,0
6960,note_off,480,0,3,,,,,,,,,,,,65,64,0
6960,note_off,0,0,3,,,,,,,,,,,,75,64,0
7200,note_off,240,0,4,,,,,,,,,,,,53,64,0
7200,note_on,0,0,4,,,,,,,,,,,,46,64,0
7200,note_on,0,0,3,,,,,,,,,,,,75,40,0
7200,note_on,0,0,3,,,,,,,,,,,,70,40,0
7200,note_off,240,0,3,,,,,,,,,,,,65,64,0
7200,note_off,0,0,3,,,,,,,,,,,,75,64,0
7200,note_off,0,0,3,,,,,,,,,,,,69,64,0
7200,note_on,0,0,3,,,,,,,,,,,,65,40,0
7440,note_off,0,0,3,,,,,,,,,,,,70,64,0
7440,note_on,0,0,1,,,,,,,,,,,,74,64,0
7440,note_on,0,0,3,,,,,,,,,,,,74,40,0
7440,note_on,0,0,3,,,,,,,,,,,,70,40,0
7440,note_off,240,0,3,,,,,,,,,,,,65,64,0
7440,note_off,0,0,3,,,,,,,,,,,,75,64,0
7440,note_on,0,0,3,,,,,,,,,,,,65,40,0
7440,note_off,960,0,1,,,,,,,,,,,,75,64,0
7680,note_off,240,0,1,,,,,,,,,,,,74,64,0
7680,note_on,0,0,1,,,,,,,,,,,,73,64,0
7680,note_off,480,0,4,,,,,,,,,,,,46,64,0
7680,note_on,0,0,4,,,,,,,,,,,,51,64,0
7680,note_off,240,0,3,,,,,,,,,,,,65,64,0
7680,note_off,0,0,3,,,,,,,,,,,,74,64,0
7680,note_off,0,0,3,,,,,,,,,,,,70,64,0
7680,note_on,0,0,3,,,,,,,,,,,,63,40,0
7680,note_on,0,0,3,,,,,,,,,,,,67,40,0
7680,note_on,0,0,3,,,,,,,,,,,,73,40,0
7920,note_on,0,0,3,,,,,,,,,,,,68,40,0
7920,note_off,240,0,4,,,,,,,,,,,,51,64,0
7920,note_on,0,0,3,,,,,,,,,,,,73,40,0
7920,note_on,0,0,4,,,,,,,,,,,,44,64,0
7920,note_off,0,0,3,,,,,,,,,,,,73,64,0
7920,note_off,0,0,3,,,,,,,,,,,,67,64,0
7920,note_off,240,0,3,,,,,,,,,,,,63,64,0
7920,note_on,0,0,3,,,,,,,,,,,,63,40,0
8160,note_on,0,0,3,,,,,,,,,,,,72,40,0
8160,note_off,480,0,1,,,,,,,,,,,,73,64,0
8160,note_on,0,0,1,,,,,,,,,,,,72,64,0
8160,note_on,0,0,3,,,,,,,,,,,,68,40,0
8160,note_off,0,0,3,,,,,,,,,,,,68,64,0
8160,note_off,0,0,3,,,,,,,,,,,,73,64,0
8160,note_off,240,0,3,,,,,,,,,,,,63,64,0
8160,note_on,0,0,3,,,,,,,,,,,,63,40,0
8400,note_on,0,0,4,,,,,,,,,,,,56,64,0
8400,note_on,0,0,3,,,,,,,,,,,,71,40,0
8400,note_off,480,0,4,,,,,,,,,,,,44,64,0
8400,note_on,0,0,3,,,,,,,,,,,,62,40,0
8400,note_off,0,0,3,,,,,,,,,,,,68,64,0
8400,note_off,0,0,3,,,,,,,,,,,,72,64,0
8400,note_off,240,0,3,,,,,,,,,,,,63,64,0
8400,note_off,240,0,1,,,,,,,,,,,,72,64,0
8400,note_on,0,0,3,,,,,,,,,,,,65,40,0
8400,note_on,0,0,1,,,,,,,,,,,,71,64,0
8640,note_on,0,0,3,,,,,,,,,,,,65,40,0
8640,note_on,0,0,3,,,,,,,,,,,,62,40,0
8640,note_off,0,0,3,,,,,,,,,,,,65,64,0
8640,note_off,0,0,3,,,,,,,,,,,,71,64,0
8640,note_on,0,0,3,,,,,,,,,,,,71,40,0
8640,note_on,0,0,4,,,,,,,,,,,,50,64,0
8640,note_off,240,0,4,,,,,,,,,,,,56,64,0
8640,note_off,240,0,3,,,,,,,,,,,,62,64,0
8880,note_off,480,0,1,,,,,,,,,,,,71,64,0
8880,note_on,0,0,1,,,,,,,,,,,,69,64,0
9120,note_on,0,0,4,,,,,,,,,,,,53,64,0
9120,note_off,480,0,4,,,,,,,,,,,,50,64,0
9120,note_on,0,0,3,,,,,,,,,,,,71,40,0
9120,note_on,0,0,3,,,,,,,,,,,,67,40,0
9120,note_on,0,0,3,,,,,,,,,,,,62,40,0
9120,note_off,0,0,3,,,,,,,,,,,,65,64,0
9120,note_off,480,0,3,,,,,,,,,,,,62,64,0
9120,note_on,0,0,1,,,,,,,,,,,,67,64,0
9120,note_off,240,0,1,,,,,,,,,,,,69,64,0
9120,note_off,0,0,3,,,,,,,,,,,,71,64,0
9360,note_on,0,0,3,,,,,,,,,,,,67,40,0
9360,note_off,240,0,4,,,,,,,,,,,,53,64,0
9360,note_on,0,0,1,,,,,,,,,,,,72,64,0
9360,note_off,240,0,1,,,,,,,,,,,,67,64,0
9360,note_off,240,0,3,,,,,,,,,,,,62,64,0
9360,note_on,0,0,4,,,,,,,,,,,,51,64,0
9360,note_on,0,0,3,,,,,,,,,,,,72,40,0
9360,note_on,0,0,3,,,,,,,,,,,,60,40,0
9360,note_off,0,0,3,,,,,,,,,,,,71,64,0
9360,note_off,0,0,3,,,,,,,,,,,,67,64,0
9840,note_on,0,0,4,,,,,,,,,,,,50,64,0
9840,note_off,480,0,1,,,,,,,,,,,,72,64,0
9840,note_on,0,0,3,,,,,,,,,,,,67,40,0
9840,note_on,0,0,3,,,,,,,,,,,,65,40,0
9840,note_off,0,0,3,,,,,,,,,,,,67,64,0
9840,note_on,0,0,3,,,,,,,,,,,,71,40,0
9840,note_on,0,0,1,,,,,,,,,,,,77,64,0
9840,note_off,0,0,3,,,,,,,,,,,,72,64,0
9840,note_off,480,0,4,,,,,,,,,,,,51,64,0
9840,note_off,480,0,3,,,,,,,,,,,,60,64,0
10080,note_off,240,0,1,,,,,,,,,,,,77,64,0
10080,note_on,0,0,1,,,,,,,,,,,,75,64,0
10080,note_on,0,0,3,,,,,,,,,,,,72,40,0
10080,note_on,0,0,3,,,,,,,,,,,,67,40,0
10080,note_off,0,0,3,,,,,,,,,,,,67,64,0
10080,note_on,0,0,3,,,,,,,,,,,,63,40,0
10080,note_off,240,0,3,,,,,,,,,,,,65,64,0
10080,note_off,240,0,4,,,,,,,,,,,,50,64,0
10080,note_on,0,0,4,,,,,,,,,,,,48,64,0
10080,note_off,0,0,3,,,,,,,,,,,,71,64,0
10320,note_on,0,0,1,,,,,,,,,,,,80,64,0
10320,note_off,240,0,1,,,,,,,,,,,,75,64,0
10560,note_off,480,0,4,,,,,,,,,,,,48,64,0
10560,note_on,0,0,1,,,,,,,,,,,,79,64,0
10560,note_off,240,0,1,,,,,,,,,,,,80,64,0
10560,note_on,0,0,4,,,,,,,,,,,,51,64,0
10800,note_off,240,0,1,,,,,,,,,,,,79,64,0
10800,note_on,0,0,1,,,,,,,,,,,,77,64,0
10800,note_off,720,0,3,,,,,,,,,,,,63,64,0
10800,note_on,0,0,3,,,,,,,,,,,,72,40,0
10800,note_on,0,0,3,,,,,,,,,,,,68,40,0
10800,note_on,0,0,3,,,,,,,,,,,,62,40,0
10800,note_off,0,0,3,,,,,,,,,,,,67,64,0
10800,note_off,0,0,3,,,,,,,,,,,,72,64,0
10800,note_on,0,0,4,,,,,,,,,,,,53,64,0
10800,note_off,240,0,4,,,,,,,,,,,,51,64,0
11040,note_off,240,0,1,,,,,,,,,,,,77,64,0
11040,note_on,0,0,1,,,,,,,,,,,,75,64,0
11280,note_on,0,0,3,,,,,,,,,,,,67,40,0
11280,note_off,0,0,3,,,,,,,,,,,,68,64,0
11280,note_on,0,0,3,,,,,,,,,,,,62,40,0
11280,note_off,480,0,3,,,,,,,,,,,,62,64,0
11280,note_on,0,0,3,,,,,,,,,,,,71,40,0
11280,note_on,0,0,1,,,,,,,,,,,,74,64,0
11280,note_off,0,0,3,,,,,,,,,,,,72,64,0
11280,note_off,480,0,4,,,,,,,,,,,,53,64,0
11280,note_on,0,0,4,,,,,,,,,,,,55,64,0
11280,note_off,240,0,1,,,,,,,,,,,,75,64,0
11520,note_off,240,0,4,,,,,,,,,,,,55,64,0
11520,note_on,0,0,4,,,,,,,,,,,,48,64,0
11520,note_off,240,0,1,,,,,,,,,,,,74,64,0
11520,note_on,0,0,1,,,,,,,,,,,,72,64,0
11520,note_on,0,0,3,,,,,,,,,,,,72,40,0
11520,note_on,0,0,3,,,,,,,,,,,,67,40,0
11520,note_on,0,0,3,,,,,,,,,,,,63,40,0
11520,note_off,0,0,3,,,,,,,,,,,,67,64,0
11520,note_off,0,0,3,,,,,,,,,,,,71,64,0
11520,note_off,240,0,3,,,,,,,,,,,,62,64,0
11760,note_off,240,0,1,,,,,,,,,,,,72,64,0
11760,note_on,0,0,1,,,,,,,,,,,,75,64,0
12000,note_off,240,0,1,,,,,,,,,,,,75,64,0
12000,note_on,0,0,1,,,,,,,,,,,,74,64,0
12000,note_off,480,0,4,,,,,,,,,,,,48,64,0
12000,note_on,0,0,4,,,,,,,,,,,,51,64,0
12240,note_off,240,0,1,,,,,,,,,,,,74,64,0
12240,note_on,0,0,1,,,,,,,,,,,,72,64,0
12240,note_off,240,0,4,,,,,,,,,,,,51,64,0
12240,note_on,0,0,4,,,,,,,,,,,,53,64,0
12480,note_on,0,0,1,,,,,,,,,,,,70,64,0
12480,note_on,12480,0,2,,,,,,,,,,,,67,64,0
12480,note_off,240,0,1,,,,,,,,,,,,72,64,0
12720,note_off,240,0,1,,,,,,,,,,,,70,64,0
12720,note_off,240,0,2,,,,,,,,,,,,67,64,0
12720,note_off,480,0,4,,,,,,,,,,,,53,64,0
12720,note_on,0,0,4,,,,,,,,,,,,42,64,0
12720,note_on,0,0,3,,,,,,,,,,,,72,40,0
12720,note_on,0,0,3,,,,,,,,,,,,69,40,0
12720,note_on,0,0,3,,,,,,,,,,,,62,40,0
12720,note_off,0,0,3,,,,,,,,,,,,67,64,0
12720,note_off,1200,0,3,,,,,,,,,,,,63,64,0
12720,note_on,0,0,2,,,,,,,,,,,,69,64,0
12720,note_on,0,0,1,,,,,,,,,,,,69,64,0
12720,note_off,0,0,3,,,,,,,,,,,,72,64,0
12960,note_off,240,0,4,,,,,,,,,,,,42,64,0
12960,note_on,0,0,4,,,,,,,,,,,,43,64,0
12960,note_off,0,0,3,,,,,,,,,,,,72,64,0
12960,note_on,0,0,2,,,,,,,,,,,,70,64,0
12960,note_on,0,0,3,,,,,,,,,,,,70,40,0
12960,note_on,0,0,1,,,,,,,,,,,,67,64,0
12960,note_off,240,0,1,,,,,,,,,,,,69,64,0
12960,note_on,0,0,3,,,,,,,,,,,,67,40,0
12960,note_on,0,0,3,,,,,,,,,,,,62,40,0
12960,note_off,0,0,3,,,,,,,,,,,,69,64,0
12960,note_off,240,0,3,,,,,,,,,,,,62,64,0
12960,note_off,240,0,2,,,,,,,,,,,,69,64,0
13200,note_off,240,0,4,,,,,,,,,,,,43,64,0
13200,note_on,0,0,1,,,,,,,,,,,,78,64,0
13200,note_off,240,0,2,,,,,,,,,,,,70,64,0
13200,note_on,0,0,2,,,,,,,,,,,,72,64,0
13200,note_on,0,0,4,,,,,,,,,,,,45,64,0
13200,note_off,240,0,1,,,,,,,,,,,,67,64,0
13440,note_off,240,0,4,,,,,,,,,,,,45,64,0
13440,note_on,0,0,4,,,,,,,,,,,,46,64,0
13440,note_off,480,0,3,,,,,,,,,,,,62,64,0
13440,note_off,0,0,3,,,,,,,,,,,,70,64,0
13440,note_off,0,0,3,,,,,,,,,,,,67,64,0
13440,note_on,0,0,3,,,,,,,,,,,,74,40,0
13440,note_on,0,0,3,,,,,,,,,,,,67,40,0
13440,note_off,240,0,1,,,,,,,,,,,,78,64,0
13440,note_off,240,0,2,,,,,,,,,,,,72,64,0
13440,note_on,0,0,2,,,,,,,,,,,,74,64,0
13440,note_on,0,0,1,,,,,,,,,,,,79,64,0
13440,note_on,0,0,3,,,,,,,,,,,,62,40,0
13680,note_off,240,0,3,,,,,,,,,,,,62,64,0
13680,note_off,0,0,3,,,,,,,,,,,,74,64,0
13680,note_off,0,0,3,,,,,,,,,,,,67,64,0
13680,note_on,0,0,3,,,,,,,,,,,,63,40,0
13680,note_off,240,0,4,,,,,,,,,,,,46,64,0
13680,note_on,0,0,3,,,,,,,,,,,,67,40,0
13680,note_on,0,0,3,,,,,,,,,,,,72,40,0
13680,note_on,0,0,4,,,,,,,,,,,,48,64,0
13680,note_off,240,0,1,,,,,,,,,,,,79,64,0
13680,note_off,240,0,2,,,,,,,,,,,,74,64,0
13680,note_on,0,0,2,,,,,,,,,,,,75,64,0
13920,note_off,240,0,2,,,,,,,,,,,,75,64,0
13920,note_on,0,0,2,,,,,,,,,,,,72,64,0
14160,note_on,480,0,1,,,,,,,,,,,,75,64,0
14160,note_off,240,0,2,,,,,,,,,,,,72,64,0
14160,note_on,0,0,2,,,,,,,,,,,,69,64,0
14160,note_off,480,0,3,,,,,,,,,,,,63,64,0
14160,note_off,0,0,3,,,,,,,,,,,,67,64,0
14160,note_on,0,0,3,,,,,,,,,,,,63,40,0
14160,note_on,0,0,3,,,,,,,,,,,,67,40,0
14160,note_on,0,0,3,,,,,,,,,,,,69,40,0
14160,note_off,0,0,3,,,,,,,,,,,,72,64,0
14400,note_off,0,0,3,,,,,,,,,,,,69,64,0
14400,note_off,0,0,3,,,,,,,,,,,,67,64,0
14400,note_on,0,0,3,,,,,,,,,,,,63,40,0
14400,note_on,0,0,3,,,,,,,,,,,,67,40,0
14400,note_on,0,0,3,,,,,,,,,,,,69,40,0
14400,note_on,0,0,4,,,,,,,,,,,,50,64,0
14400,note_off,240,0,3,,,,,,,,,,,,63,64,0
14400,note_off,720,0,4,,,,,,,,,,,,48,64,0
14400,note_off,240,0,2,,,,,,,,,,,,69,64,0
14400,note_on,0,0,2,,,,,,,,,,,,67,64,0
14520,note_on,0,0,1,,,,,,,,,,,,74,64,0
14520,note_off,360,0,1,,,,,,,,,,,,75,64,0
14640,note_on,0,0,1,,,,,,,,,,,,72,64,0
14640,note_off,120,0,1,,,,,,,,,,,,74,64,0
14760,note_off,120,0,1,,,,,,,,,,,,72,64,0
14760,note_on,0,0,1,,,,,,,,,,,,70,64,0
14880,note_off,120,0,1,,,,,,,,,,,,70,64,0
14880,note_off,480,0,4,,,,,,,,,,,,50,64,0
14880,note_on,0,0,1,,,,,,,,,,,,69,64,0
14880,note_on,0,0,2,,,,,,,,,,,,66,64,0
14880,note_off,480,0,3,,,,,,,,,,,,63,64,0
14880,note_off,0,0,3,,,,,,,,,,,,69,64,0
14880,note_off,0,0,3,,,,,,,,,,,,67,64,0
14880,note_on,0,0,3,,,,,,,,,,,,62,40,0
14880,note_on,0,0,3,,,,,,,,,,,,66,40,0
14880,note_on,0,0,3,,,,,,,,,,,,69,40,0
14880,note_on,0,0,4,,,,,,,,,,,,38,64,0
14880,note_off,480,0,2,,,,,,,,,,,,67,64,0
15000,note_on,0,0,1,,,,,,,,,,,,67,64,0
15000,note_off,120,0,1,,,,,,,,,,,,69,64,0
15120,note_on,0,0,1,,,,,,,,,,,,66,64,0
15120,note_off,120,0,1,,,,,,,,,,,,67,64,0
15120,note_on,0,0,3,,,,,,,,,,,,69,40,0
15120,note_on,0,0,3,,,,,,,,,,,,74,40,0
15120,note_on,0,0,4,,,,,,,,,,,,50,64,0
15120,note_on,0,0,3,,,,,,,,,,,,66,40,0
15120,note_off,0,0,3,,,,,,,,,,,,66,64,0
15120,note_off,240,0,4,,,,,,,,,,,,38,64,0
15120,note_off,0,0,3,,,,,,,,,,,,69,64,0
15120,note_off,240,0,3,,,,,,,,,,,,62,64,0
15120,note_off,240,0,2,,,,,,,,,,,,66,64,0
15200,note_on,0,0,4,,,,,,,,,,,,51,64,0
15200,note_off,80,0,4,,,,,,,,,,,,50,64,0
15240,note_off,120,0,1,,,,,,,,,,,,66,64,0
15240,note_on,0,0,1,,,,,,,,,,,,64,64,0
15280,note_on,0,0,4,,,,,,,,,,,,50,64,0
15280,note_off,80,0,4,,,,,,,,,,,,51,64,0
15360,note_off,80,0,4,,,,,,,,,,,,50,64,0
15360,note_on,0,0,1,,,,,,,,,,,,62,64,0
15360,note_on,0,0,4,,,,,,,,,,,,51,64,0
15360,note_off,120,0,1,,,,,,,,,,,,64,64,0
15440,note_on,0,0,4,,,,,,,,,,,,50,64,0
15440,note_off,80,0,4,,,,,,,,,,,,51,64,0
15520,note_on,0,0,4,,,,,,,,,,,,51,64,0
15520,note_off,80,0,4,,,,,,,,,,,,50,64,0
15600,note_off,80,0,4,,,,,,,,,,,,51,64,0
15600,note_on,0,0,4,,,,,,,,,,,,50,64,0
15600,note_on,0,0,3,,,,,,,,,,,,70,40,0
15600,note_on,480,0,2,,,,,,,,,,,,74,64,0
15600,note_off,0,0,3,,,,,,,,,,,,74,64,0
15600,note_off,0,0,3,,,,,,,,,,,,69,64,0
15600,note_on,0,0,1,,,,,,,,,,,,82,64,0
15600,note_off,240,0,1,,,,,,,,,,,,62,64,0
15600,note_on,0,0,3,,,,,,,,,,,,66,40,0
15600,note_off,480,0,3,,,,,,,,,,,,66,64,0
15600,note_on,0,0,3,,,,,,,,,,,,74,40,0
15680,note_on,0,0,4,,,,,,,,,,,,51,64,0
15680,note_off,80,0,4,,,,,,,,,,,,50,64,0
15760,note_on,0,0,4,,,,,,,,,,,,50,64,0
15760,note_off,80,0,4,,,,,,,,,,,,51,64,0
15840,note_off,80,0,4,,,,,,,,,,,,50,64,0
15840,note_on,0,0,3,,,,,,,,,,,,67,40,0
15840,note_on,0,0,3,,,,,,,,,,,,70,40,0
15840,note_on,0,0,2,,,,,,,,,,,,74,64,0
15840,note_off,240,0,2,,,,,,,,,,,,74,64,0
