tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,control,value,channel,program,note,velocity
1319,note_on,,,,,29,0,2,,,,,,1,,64,0
1319,note_on,,,,,119,0,3,,,,,,2,,64,0
1319,note_on,,,,,119,0,4,,,,,,3,,57,0
1319,note_on,,,,,29,0,6,,,,,,5,,48,0
1319,note_on,,,,,29,0,1,,,,,,0,,64,0
1320,note_on,,,,,1,0,1,,,,,,0,,65,127
1320,note_on,,,,,1,0,3,,,,,,2,,62,119
1320,note_on,,,,,1,0,4,,,,,,3,,57,104
1320,note_on,,,,,1,0,2,,,,,,1,,65,96
1320,note_on,,,,,1,0,6,,,,,,5,,50,119
1334,note_on,,,,,14,0,2,,,,,,1,,65,0
1334,note_on,,,,,14,0,1,,,,,,0,,65,0
1335,note_on,,,,,1,0,1,,,,,,0,,64,127
1335,note_on,,,,,1,0,2,,,,,,1,,64,111
1349,note_on,,,,,14,0,1,,,,,,0,,64,0
1349,note_on,,,,,14,0,2,,,,,,1,,64,0
1350,note_on,,,,,1,0,1,,,,,,0,,62,127
1350,note_on,,,,,1,0,2,,,,,,1,,62,119
1379,note_on,,,,,59,0,4,,,,,,3,,57,0
1379,note_on,,,,,29,0,1,,,,,,0,,62,0
1379,note_on,,,,,59,0,6,,,,,,5,,50,0
1379,note_on,,,,,29,0,2,,,,,,1,,62,0
1379,note_on,,,,,59,0,3,,,,,,2,,62,0
1380,note_on,,,,,1,0,6,,,,,,5,,62,88
1380,note_on,,,,,1,0,4,,,,,,3,,62,111
1380,note_on,,,,,1,0,1,,,,,,0,,71,127
1380,note_on,,,,,1,0,3,,,,,,2,,65,88
1380,note_on,,,,,1,0,2,,,,,,1,,71,104
1439,note_on,,,,,59,0,3,,,,,,2,,65,0
1439,note_on,,,,,59,0,4,,,,,,3,,62,0
1439,note_on,,,,,59,0,2,,,,,,1,,71,0
1439,note_on,,,,,59,0,1,,,,,,0,,71,0
1440,note_on,,,,,1,0,3,,,,,,2,,64,104
1440,note_on,,,,,1,0,4,,,,,,3,,59,111
1440,note_on,,,,,1,0,2,,,,,,1,,68,127
1440,note_on,,,,,1,0,1,,,,,,0,,68,127
1499,note_on,,,,,119,0,6,,,,,,5,,62,0
1499,note_on,,,,,59,0,2,,,,,,1,,68,0
1499,note_on,,,,,59,0,4,,,,,,3,,59,0
1499,note_on,,,,,59,0,1,,,,,,0,,68,0
1500,note_on,,,,,1,0,2,,,,,,1,,69,127
1500,note_on,,,,,1,0,4,,,,,,3,,64,96
1500,note_on,,,,,1,0,1,,,,,,0,,69,127
1500,note_on,,,,,1,0,6,,,,,,5,,60,78
1559,note_on,,,,,59,0,6,,,,,,5,,60,0
1559,note_on,,,,,59,0,1,,,,,,0,,69,0
1559,note_on,,,,,119,0,3,,,,,,2,,64,0
1559,note_on,,,,,59,0,2,,,,,,1,,69,0
1560,note_on,,,,,1,0,1,,,,,,0,,74,127
1560,note_on,,,,,1,0,2,,,,,,1,,74,119
1560,note_on,,,,,1,0,6,,,,,,5,,56,98
1560,note_on,,,,,1,0,3,,,,,,2,,71,119
1619,note_on,,,,,59,0,6,,,,,,5,,56,0
1619,note_on,,,,,59,0,2,,,,,,1,,74,0
1619,note_on,,,,,59,0,1,,,,,,0,,74,0
1619,note_on,,,,,59,0,3,,,,,,2,,71,0
1619,note_on,,,,,119,0,4,,,,,,3,,64,0
1620,note_on,,,,,1,0,2,,,,,,1,,72,104
1620,note_on,,,,,1,0,3,,,,,,2,,69,127
1620,note_on,,,,,1,0,1,,,,,,0,,72,127
1620,note_on,,,,,1,0,6,,,,,,5,,57,104
1620,note_on,,,,,1,0,4,,,,,,3,,64,104
1679,note_on,,,,,59,0,3,,,,,,2,,69,0
1679,note_on,,,,,59,0,6,,,,,,5,,57,0
1679,note_on,,,,,59,0,2,,,,,,1,,72,0
1679,note_on,,,,,59,0,1,,,,,,0,,72,0
1679,note_on,,,,,59,0,4,,,,,,3,,64,0
1680,note_on,,,,,1,0,1,,,,,,0,,72,127
1680,note_on,,,,,1,0,4,,,,,,3,,64,104
1680,note_on,,,,,1,0,3,,,,,,2,,69,119
1680,note_on,,,,,1,0,2,,,,,,1,,72,104
1680,note_on,,,,,1,0,6,,,,,,5,,64,88
1699,note_on,,,,,19,0,1,,,,,,0,,72,0
1699,note_on,,,,,19,0,2,,,,,,1,,72,0
1699,note_on,,,,,19,0,3,,,,,,2,,69,0
1700,note_on,,,,,1,0,2,,,,,,1,,74,119
1700,note_on,,,,,1,0,1,,,,,,0,,74,127
1700,note_on,,,,,1,0,3,,,,,,2,,71,78
1719,note_on,,,,,19,0,1,,,,,,0,,74,0
1719,note_on,,,,,19,0,3,,,,,,2,,71,0
1719,note_on,,,,,19,0,2,,,,,,1,,74,0
1720,note_on,,,,,1,0,1,,,,,,0,,72,127
1720,note_on,,,,,1,0,3,,,,,,2,,69,119
1720,note_on,,,,,1,0,2,,,,,,1,,72,111
1739,note_on,,,,,59,0,4,,,,,,3,,64,0
1739,note_on,,,,,19,0,3,,,,,,2,,69,0
1739,note_on,,,,,59,0,6,,,,,,5,,64,0
1739,note_on,,,,,19,0,1,,,,,,0,,72,0
1739,note_on,,,,,19,0,2,,,,,,1,,72,0
1740,note_on,,,,,1,0,3,,,,,,2,,68,98
1740,note_on,,,,,1,0,4,,,,,,3,,64,104
1740,note_on,,,,,1,0,6,,,,,,5,,52,104
1740,note_on,,,,,1,0,1,,,,,,0,,71,127
1740,note_on,,,,,1,0,2,,,,,,1,,71,119
1799,note_on,,,,,59,0,1,,,,,,0,,71,0
1799,note_on,,,,,59,0,3,,,,,,2,,68,0
1799,note_on,,,,,59,0,4,,,,,,3,,64,0
1799,note_on,,,,,59,0,2,,,,,,1,,71,0
1799,note_on,,,,,59,0,6,,,,,,5,,52,0
1830,note_on,,,,,31,0,1,,,,,,0,,71,127
1859,note_on,,,,,29,0,1,,,,,,0,,71,0
1860,note_on,,,,,1,0,1,,,,,,0,,69,127
1889,note_on,,,,,29,0,1,,,,,,0,,69,0
1890,note_on,,,,,1,0,1,,,,,,0,,71,127
1919,note_on,,,,,29,0,1,,,,,,0,,71,0
1920,note_on,,,,,121,0,6,,,,,,5,,57,111
1920,note_on,,,,,1,0,1,,,,,,0,,72,127
1949,note_on,,,,,29,0,1,,,,,,0,,72,0
1950,note_on,,,,,1,0,1,,,,,,0,,64,127
1979,note_on,,,,,59,0,6,,,,,,5,,57,0
1979,note_on,,,,,29,0,1,,,,,,0,,64,0
1980,note_on,,,,,1,0,6,,,,,,5,,45,111
1980,note_on,,,,,1,0,1,,,,,,0,,57,127
2009,note_on,,,,,29,0,1,,,,,,0,,57,0
2010,note_on,,,,,1,0,1,,,,,,0,,64,127
2039,note_on,,,,,29,0,1,,,,,,0,,64,0
2039,note_on,,,,,59,0,6,,,,,,5,,45,0
2040,note_on,,,,,1,0,1,,,,,,0,,72,118
2040,note_on,,,,,241,0,2,,,,,,1,,72,77
2040,note_on,,,,,241,0,4,,,,,,3,,69,104
2040,note_on,,,,,241,0,3,,,,,,2,,72,73
2054,note_on,,,,,14,0,1,,,,,,0,,72,0
2055,note_on,,,,,1,0,1,,,,,,0,,69,127
2069,note_on,,,,,14,0,1,,,,,,0,,69,0
2070,note_on,,,,,1,0,1,,,,,,0,,71,127
2084,note_on,,,,,14,0,1,,,,,,0,,71,0
2085,note_on,,,,,1,0,1,,,,,,0,,72,127
2099,note_on,,,,,14,0,1,,,,,,0,,72,0
2099,note_on,,,,,59,0,3,,,,,,2,,72,0
2099,note_on,,,,,59,0,4,,,,,,3,,69,0
2099,note_on,,,,,59,0,2,,,,,,1,,72,0
2100,note_on,,,,,1,0,1,,,,,,0,,74,127
2100,note_on,,,,,1,0,4,,,,,,3,,57,127
2100,note_on,,,,,1,0,3,,,,,,2,,64,88
2100,note_on,,,,,1,0,2,,,,,,1,,64,104
2114,note_on,,,,,14,0,1,,,,,,0,,74,0
2115,note_on,,,,,1,0,1,,,,,,0,,76,127
2129,note_on,,,,,14,0,1,,,,,,0,,76,0
2130,note_on,,,,,1,0,1,,,,,,0,,78,127
2144,note_on,,,,,14,0,1,,,,,,0,,78,0
2145,note_on,,,,,1,0,1,,,,,,0,,79,127
2159,note_on,,,,,14,0,1,,,,,,0,,79,0
2159,note_on,,,,,59,0,3,,,,,,2,,64,0
2159,note_on,,,,,59,0,4,,,,,,3,,57,0
2159,note_on,,,,,59,0,2,,,,,,1,,64,0
2160,note_on,,,,,121,0,6,,,,,,5,,48,104
2160,note_on,,,,,1,0,1,,,,,,0,,81,127
2189,note_on,,,,,29,0,1,,,,,,0,,81,0
2190,note_on,,,,,1,0,1,,,,,,0,,72,127
2219,note_on,,,,,59,0,6,,,,,,5,,48,0
2219,note_on,,,,,29,0,1,,,,,,0,,72,0
2220,note_on,,,,,1,0,1,,,,,,0,,64,127
2220,note_on,,,,,1,0,6,,,,,,5,,45,119
2249,note_on,,,,,29,0,1,,,,,,0,,64,0
2250,note_on,,,,,1,0,1,,,,,,0,,72,127
2279,note_on,,,,,29,0,1,,,,,,0,,72,0
2279,note_on,,,,,59,0,6,,,,,,5,,45,0
2280,note_on,,,,,121,0,3,,,,,,2,,76,111
2280,note_on,,,,,121,0,4,,,,,,3,,60,78
2280,note_on,,,,,1,0,1,,,,,,0,,81,127
2280,note_on,,,,,121,0,2,,,,,,1,,76,88
2309,note_on,,,,,29,0,1,,,,,,0,,81,0
2310,note_on,,,,,1,0,1,,,,,,0,,72,127
2339,note_on,,,,,59,0,2,,,,,,1,,76,0
2339,note_on,,,,,29,0,1,,,,,,0,,72,0
2339,note_on,,,,,59,0,3,,,,,,2,,76,0
2339,note_on,,,,,59,0,4,,,,,,3,,60,0
2340,note_on,,,,,1,0,3,,,,,,2,,72,88
2340,note_on,,,,,1,0,1,,,,,,0,,79,127
2340,note_on,,,,,1,0,2,,,,,,1,,72,80
2340,note_on,,,,,1,0,4,,,,,,3,,57,111
2369,note_on,,,,,29,0,1,,,,,,0,,79,0
2370,note_on,,,,,1,0,1,,,,,,0,,72,127
2399,note_on,,,,,29,0,1,,,,,,0,,72,0
2399,note_on,,,,,59,0,3,,,,,,2,,72,0
2399,note_on,,,,,59,0,2,,,,,,1,,72,0
2399,note_on,,,,,59,0,4,,,,,,3,,57,0
2400,note_on,,,,,1,0,1,,,,,,0,,78,127
2400,note_on,,,,,121,0,6,,,,,,5,,50,111
2429,note_on,,,,,29,0,1,,,,,,0,,78,0
2430,note_on,,,,,1,0,1,,,,,,0,,72,127
2459,note_on,,,,,59,0,6,,,,,,5,,50,0
2459,note_on,,,,,29,0,1,,,,,,0,,72,0
2460,note_on,,,,,1,0,1,,,,,,0,,62,127
2460,note_on,,,,,1,0,6,,,,,,5,,38,119
2489,note_on,,,,,29,0,1,,,,,,0,,62,0
2490,note_on,,,,,1,0,1,,,,,,0,,72,127
2519,note_on,,,,,29,0,1,,,,,,0,,72,0
2519,note_on,,,,,59,0,6,,,,,,5,,38,0
2520,note_on,,,,,121,0,4,,,,,,3,,62,119
2520,note_on,,,,,1,0,1,,,,,,0,,78,127
2520,note_on,,,,,121,0,2,,,,,,1,,69,119
2520,note_on,,,,,121,0,3,,,,,,2,,69,104
2534,note_on,,,,,14,0,1,,,,,,0,,78,0
2535,note_on,,,,,1,0,1,,,,,,0,,74,127
2549,note_on,,,,,14,0,1,,,,,,0,,74,0
2550,note_on,,,,,1,0,1,,,,,,0,,76,127
2564,note_on,,,,,14,0,1,,,,,,0,,76,0
2565,note_on,,,,,1,0,1,,,,,,0,,78,127
2579,note_on,,,,,14,0,1,,,,,,0,,78,0
2579,note_on,,,,,59,0,2,,,,,,1,,69,0
2579,note_on,,,,,59,0,3,,,,,,2,,69,0
2579,note_on,,,,,59,0,4,,,,,,3,,62,0
2580,note_on,,,,,1,0,4,,,,,,3,,50,127
2580,note_on,,,,,1,0,2,,,,,,1,,66,88
2580,note_on,,,,,1,0,1,,,,,,0,,79,127
2580,note_on,,,,,1,0,3,,,,,,2,,66,86
2594,note_on,,,,,14,0,1,,,,,,0,,79,0
2595,note_on,,,,,1,0,1,,,,,,0,,81,127
2609,note_on,,,,,14,0,1,,,,,,0,,81,0
2610,note_on,,,,,1,0,1,,,,,,0,,83,127
2624,note_on,,,,,14,0,1,,,,,,0,,83,0
2625,note_on,,,,,1,0,1,,,,,,0,,84,127
2639,note_on,,,,,59,0,2,,,,,,1,,66,0
2639,note_on,,,,,14,0,1,,,,,,0,,84,0
2639,note_on,,,,,59,0,3,,,,,,2,,66,0
2639,note_on,,,,,59,0,4,,,,,,3,,50,0
2640,note_on,,,,,121,0,6,,,,,,5,,54,98
2640,note_on,,,,,1,0,1,,,,,,0,,86,127
2669,note_on,,,,,29,0,1,,,,,,0,,86,0
2670,note_on,,,,,1,0,1,,,,,,0,,74,111
2699,note_on,,,,,29,0,1,,,,,,0,,74,0
2699,note_on,,,,,59,0,6,,,,,,5,,54,0
2700,note_on,,,,,1,0,6,,,,,,5,,50,104
2700,note_on,,,,,1,0,1,,,,,,0,,62,127
2729,note_on,,,,,29,0,1,,,,,,0,,62,0
2730,note_on,,,,,1,0,1,,,,,,0,,74,127
2759,note_on,,,,,59,0,6,,,,,,5,,50,0
2759,note_on,,,,,29,0,1,,,,,,0,,74,0
2760,note_on,,,,,121,0,3,,,,,,2,,74,96
2760,note_on,,,,,121,0,4,,,,,,3,,66,117
2760,note_on,,,,,121,0,2,,,,,,1,,74,104
2760,note_on,,,,,1,0,1,,,,,,0,,86,118
2789,note_on,,,,,29,0,1,,,,,,0,,86,0
2790,note_on,,,,,1,0,1,,,,,,0,,74,127
2819,note_on,,,,,59,0,4,,,,,,3,,66,0
2819,note_on,,,,,59,0,2,,,,,,1,,74,0
2819,note_on,,,,,59,0,3,,,,,,2,,74,0
2819,note_on,,,,,29,0,1,,,,,,0,,74,0
2820,note_on,,,,,1,0,2,,,,,,1,,69,119
2820,note_on,,,,,1,0,4,,,,,,3,,62,111
2820,note_on,,,,,1,0,1,,,,,,0,,84,127
2820,note_on,,,,,1,0,3,,,,,,2,,69,104
2849,note_on,,,,,29,0,1,,,,,,0,,84,0
2850,note_on,,,,,1,0,1,,,,,,0,,74,127
2879,note_on,,,,,59,0,2,,,,,,1,,69,0
2879,note_on,,,,,29,0,1,,,,,,0,,74,0
2879,note_on,,,,,59,0,4,,,,,,3,,62,0
2879,note_on,,,,,59,0,3,,,,,,2,,69,0
2880,note_on,,,,,1,0,1,,,,,,0,,83,127
2880,note_on,,,,,121,0,6,,,,,,5,,55,111
2909,note_on,,,,,29,0,1,,,,,,0,,83,0
2910,note_on,,,,,1,0,1,,,,,,0,,74,127
2939,note_on,,,,,59,0,6,,,,,,5,,55,0
2939,note_on,,,,,29,0,1,,,,,,0,,74,0
2940,note_on,,,,,1,0,1,,,,,,0,,67,127
2940,note_on,,,,,61,0,3,,,,,,2,,71,88
2940,note_on,,,,,1,0,6,,,,,,5,,43,88
2940,note_on,,,,,61,0,2,,,,,,1,,74,111
2940,note_on,,,,,61,0,4,,,,,,3,,67,119
