tick,type,key,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,port,control,value,channel,pitch,program,note,velocity
1965,control_change,,11,0,11,,,,,,,,11,71,10,,,,
1966,control_change,,15,0,12,,,,,,,,11,70,11,,,,
1966,control_change,,15,0,13,,,,,,,,11,70,12,,,,
1966,control_change,,15,0,6,,,,,,,,11,70,5,,,,
1976,control_change,,11,0,11,,,,,,,,11,72,10,,,,
1981,control_change,,15,0,13,,,,,,,,11,71,12,,,,
1981,control_change,,15,0,12,,,,,,,,11,71,11,,,,
1981,control_change,,15,0,6,,,,,,,,11,71,5,,,,
1987,control_change,,11,0,11,,,,,,,,11,73,10,,,,
1996,control_change,,15,0,13,,,,,,,,11,72,12,,,,
1996,control_change,,15,0,12,,,,,,,,11,72,11,,,,
1996,control_change,,15,0,6,,,,,,,,11,72,5,,,,
1998,control_change,,11,0,11,,,,,,,,11,74,10,,,,
2009,note_on,,89,0,3,,,,,,,,,,2,,,84,0
2009,control_change,,11,0,11,,,,,,,,11,75,10,,,,
2011,control_change,,15,0,12,,,,,,,,11,73,11,,,,
2011,control_change,,15,0,13,,,,,,,,11,73,12,,,,
2011,control_change,,15,0,6,,,,,,,,11,73,5,,,,
2020,control_change,,11,0,11,,,,,,,,11,76,10,,,,
2026,control_change,,15,0,6,,,,,,,,11,74,5,,,,
2026,control_change,,15,0,13,,,,,,,,11,74,12,,,,
2026,control_change,,15,0,12,,,,,,,,11,74,11,,,,
2031,control_change,,11,0,11,,,,,,,,11,77,10,,,,
2040,note_on,,81,0,10,,,,,,,,,,8,,,72,49
2040,note_on,,31,0,3,,,,,,,,,,2,,,84,33
2041,control_change,,15,0,12,,,,,,,,11,75,11,,,,
2041,control_change,,15,0,6,,,,,,,,11,75,5,,,,
2041,control_change,,15,0,13,,,,,,,,11,75,12,,,,
2042,control_change,,11,0,11,,,,,,,,11,78,10,,,,
2053,control_change,,11,0,11,,,,,,,,11,80,10,,,,
2056,control_change,,15,0,13,,,,,,,,11,76,12,,,,
2056,control_change,,15,0,12,,,,,,,,11,76,11,,,,
2056,control_change,,15,0,6,,,,,,,,11,76,5,,,,
2064,control_change,,11,0,11,,,,,,,,11,82,10,,,,
2071,control_change,,15,0,13,,,,,,,,11,77,12,,,,
2071,control_change,,15,0,12,,,,,,,,11,77,11,,,,
2071,control_change,,15,0,6,,,,,,,,11,77,5,,,,
2075,control_change,,11,0,11,,,,,,,,11,84,10,,,,
2086,control_change,,15,0,6,,,,,,,,11,78,5,,,,
2086,control_change,,11,0,11,,,,,,,,11,86,10,,,,
2086,control_change,,15,0,12,,,,,,,,11,78,11,,,,
2086,control_change,,15,0,13,,,,,,,,11,78,12,,,,
2097,control_change,,11,0,11,,,,,,,,11,88,10,,,,
2101,control_change,,15,0,13,,,,,,,,11,80,12,,,,
2101,control_change,,15,0,6,,,,,,,,11,80,5,,,,
2101,control_change,,15,0,12,,,,,,,,11,80,11,,,,
2108,control_change,,11,0,11,,,,,,,,11,90,10,,,,
2116,control_change,,15,0,12,,,,,,,,11,82,11,,,,
2116,control_change,,15,0,13,,,,,,,,11,82,12,,,,
2116,control_change,,15,0,6,,,,,,,,11,82,5,,,,
2119,control_change,,11,0,11,,,,,,,,11,92,10,,,,
2130,control_change,,11,0,11,,,,,,,,11,94,10,,,,
2131,control_change,,15,0,13,,,,,,,,11,84,12,,,,
2131,control_change,,15,0,6,,,,,,,,11,84,5,,,,
2131,control_change,,15,0,12,,,,,,,,11,84,11,,,,
2141,control_change,,11,0,11,,,,,,,,11,96,10,,,,
2146,control_change,,15,0,6,,,,,,,,11,86,5,,,,
2146,control_change,,15,0,13,,,,,,,,11,86,12,,,,
2146,control_change,,15,0,12,,,,,,,,11,86,11,,,,
2152,control_change,,11,0,11,,,,,,,,11,98,10,,,,
2159,control_change,,0,0,3,,,,,,,,11,66,2,,,,
2159,note_on,,119,0,3,,,,,,,,,,2,,,84,0
2159,control_change,,119,0,10,,,,,,,,11,66,8,,,,
2159,note_on,,13,0,12,,,,,,,,,,11,,,63,0
2160,note_on,,1,0,3,,,,,,,,,,2,,,87,40
2160,note_on,,1,0,10,,,,,,,,,,8,,,75,53
2160,note_on,,1,0,12,,,,,,,,,,11,,,60,43
2161,control_change,,1,0,3,,,,,,,,11,67,2,,,,
2161,control_change,,1,0,10,,,,,,,,11,67,8,,,,
2161,control_change,,15,0,13,,,,,,,,11,88,12,,,,
2161,control_change,,1,0,12,,,,,,,,11,88,11,,,,
2161,control_change,,15,0,6,,,,,,,,11,88,5,,,,
2163,control_change,,11,0,11,,,,,,,,11,100,10,,,,
2164,control_change,,3,0,3,,,,,,,,11,68,2,,,,
2164,control_change,,3,0,10,,,,,,,,11,68,8,,,,
2167,control_change,,3,0,10,,,,,,,,11,69,8,,,,
2167,control_change,,3,0,3,,,,,,,,11,69,2,,,,
2170,control_change,,3,0,3,,,,,,,,11,70,2,,,,
2170,control_change,,3,0,10,,,,,,,,11,70,8,,,,
2173,control_change,,3,0,3,,,,,,,,11,71,2,,,,
2173,control_change,,3,0,10,,,,,,,,11,71,8,,,,
2174,control_change,,11,0,11,,,,,,,,11,103,10,,,,
2176,control_change,,15,0,12,,,,,,,,11,90,11,,,,
2176,control_change,,3,0,3,,,,,,,,11,72,2,,,,
2176,control_change,,15,0,6,,,,,,,,11,90,5,,,,
2176,control_change,,3,0,10,,,,,,,,11,72,8,,,,
2176,control_change,,15,0,13,,,,,,,,11,90,12,,,,
2179,control_change,,3,0,10,,,,,,,,11,73,8,,,,
2179,control_change,,3,0,3,,,,,,,,11,73,2,,,,
2182,control_change,,3,0,10,,,,,,,,11,74,8,,,,
2182,control_change,,3,0,3,,,,,,,,11,74,2,,,,
2185,control_change,,3,0,3,,,,,,,,11,75,2,,,,
2185,control_change,,3,0,10,,,,,,,,11,75,8,,,,
2185,control_change,,11,0,11,,,,,,,,11,106,10,,,,
2188,control_change,,3,0,10,,,,,,,,11,76,8,,,,
2188,control_change,,3,0,3,,,,,,,,11,76,2,,,,
2189,note_on,,1,0,10,,,,,,,,,,8,,,72,0
2191,control_change,,15,0,6,,,,,,,,11,92,5,,,,
2191,control_change,,2,0,10,,,,,,,,11,77,8,,,,
2191,control_change,,15,0,12,,,,,,,,11,92,11,,,,
2191,control_change,,3,0,3,,,,,,,,11,77,2,,,,
2191,control_change,,15,0,13,,,,,,,,11,92,12,,,,
2194,control_change,,3,0,10,,,,,,,,11,78,8,,,,
2194,control_change,,3,0,3,,,,,,,,11,78,2,,,,
2196,control_change,,11,0,11,,,,,,,,11,109,10,,,,
2197,control_change,,3,0,3,,,,,,,,11,80,2,,,,
2197,control_change,,3,0,10,,,,,,,,11,80,8,,,,
2200,control_change,,3,0,10,,,,,,,,11,82,8,,,,
2200,control_change,,3,0,3,,,,,,,,11,82,2,,,,
2203,control_change,,3,0,3,,,,,,,,11,84,2,,,,
2203,control_change,,3,0,10,,,,,,,,11,84,8,,,,
2206,control_change,,15,0,13,,,,,,,,11,94,12,,,,
2206,control_change,,15,0,6,,,,,,,,11,94,5,,,,
2206,control_change,,3,0,10,,,,,,,,11,86,8,,,,
2206,control_change,,15,0,12,,,,,,,,11,94,11,,,,
2206,control_change,,3,0,3,,,,,,,,11,86,2,,,,
2207,control_change,,11,0,11,,,,,,,,11,112,10,,,,
2209,control_change,,3,0,10,,,,,,,,11,88,8,,,,
2209,control_change,,3,0,3,,,,,,,,11,88,2,,,,
2212,control_change,,3,0,10,,,,,,,,11,90,8,,,,
2212,control_change,,3,0,3,,,,,,,,11,90,2,,,,
2215,control_change,,3,0,10,,,,,,,,11,92,8,,,,
2215,control_change,,3,0,3,,,,,,,,11,92,2,,,,
2218,control_change,,3,0,10,,,,,,,,11,94,8,,,,
2218,control_change,,11,0,11,,,,,,,,11,115,10,,,,
2218,control_change,,3,0,3,,,,,,,,11,94,2,,,,
2221,control_change,,15,0,6,,,,,,,,11,96,5,,,,
2221,control_change,,15,0,12,,,,,,,,11,96,11,,,,
2221,control_change,,3,0,10,,,,,,,,11,96,8,,,,
2221,control_change,,3,0,3,,,,,,,,11,96,2,,,,
2221,control_change,,15,0,13,,,,,,,,11,96,12,,,,
2224,control_change,,3,0,3,,,,,,,,11,98,2,,,,
2224,control_change,,3,0,10,,,,,,,,11,98,8,,,,
2227,control_change,,3,0,10,,,,,,,,11,100,8,,,,
2227,control_change,,3,0,3,,,,,,,,11,100,2,,,,
2229,control_change,,11,0,11,,,,,,,,11,118,10,,,,
2230,control_change,,3,0,3,,,,,,,,11,103,2,,,,
2230,control_change,,3,0,10,,,,,,,,11,103,8,,,,
2233,control_change,,3,0,3,,,,,,,,11,106,2,,,,
2233,control_change,,3,0,10,,,,,,,,11,106,8,,,,
2236,control_change,,15,0,13,,,,,,,,11,98,12,,,,
2236,control_change,,15,0,12,,,,,,,,11,98,11,,,,
2236,control_change,,3,0,3,,,,,,,,11,109,2,,,,
2236,control_change,,15,0,6,,,,,,,,11,98,5,,,,
2236,control_change,,3,0,10,,,,,,,,11,109,8,,,,
2239,control_change,,3,0,3,,,,,,,,11,112,2,,,,
2239,control_change,,3,0,10,,,,,,,,11,112,8,,,,
