tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,end_of_track,0,1,23,,,,,,,,,,,,,,,,,,
0,track_name,0,1,24,,,,,,,,,,,,,,,,,,
0,control_change,0,0,24,,,,,,,,,,,,,91,0,0,,,
0,control_change,0,0,24,,,,,,,,,,,,,93,0,0,,,
0,end_of_track,0,1,24,,,,,,,,,,,,,,,,,,
0,track_name,0,1,25,,,,,,,,,,,,,,,,,,
0,control_change,0,0,25,,,,,,,,,,,,,40,103,1,,,
0,control_change,0,0,25,,,,,,,,,,,,,40,103,0,,,
0,control_change,0,0,25,,,,,,,,,,,,,93,64,1,,,
0,control_change,0,0,25,,,,,,,,,,,,,92,0,1,,,
0,control_change,0,0,25,,,,,,,,,,,,,96,64,1,,,
0,control_change,0,0,25,,,,,,,,,,,,,95,127,1,,,
0,control_change,0,0,25,,,,,,,,,,,,,93,64,0,,,
0,control_change,0,0,25,,,,,,,,,,,,,92,0,0,,,
0,control_change,0,0,25,,,,,,,,,,,,,96,64,0,,,
0,control_change,0,0,25,,,,,,,,,,,,,95,127,0,,,
0,control_change,0,0,21,,,,,,,,,,,,,91,0,0,,,
0,track_name,0,1,21,,,,,,,,,,,,,,,,,,
0,control_change,0,0,20,,,,,,,,,,,,,93,0,10,,,
0,control_change,0,0,20,,,,,,,,,,,,,91,0,10,,,
0,control_change,0,0,16,,,,,,,,,,,,,7,100,5,,,
0,control_change,0,0,16,,,,,,,,,,,,,10,30,5,,,
0,control_change,0,0,16,,,,,,,,,,,,,91,0,5,,,
0,control_change,0,0,16,,,,,,,,,,,,,93,0,5,,,
0,track_name,0,1,17,,,,,,,,,,,,,,,,,,
0,control_change,0,0,17,,,,,,,,,,,,,0,0,6,,,
0,control_change,0,0,17,,,,,,,,,,,,,7,100,6,,,
0,control_change,0,0,17,,,,,,,,,,,,,10,100,6,,,
0,control_change,0,0,17,,,,,,,,,,,,,91,0,6,,,
0,control_change,0,0,17,,,,,,,,,,,,,93,0,6,,,
0,track_name,0,1,18,,,,,,,,,,,,,,,,,,
0,control_change,0,0,18,,,,,,,,,,,,,0,0,7,,,
0,track_name,0,1,16,,,,,,,,,,,,,,,,,,
0,control_change,0,0,18,,,,,,,,,,,,,7,100,7,,,
0,control_change,0,0,18,,,,,,,,,,,,,91,0,7,,,
0,control_change,0,0,18,,,,,,,,,,,,,93,0,7,,,
0,track_name,0,1,19,,,,,,,,,,,,,,,,,,
0,control_change,0,0,19,,,,,,,,,,,,,0,0,8,,,
0,control_change,0,0,19,,,,,,,,,,,,,7,90,8,,,
0,control_change,0,0,19,,,,,,,,,,,,,10,85,8,,,
0,control_change,0,0,19,,,,,,,,,,,,,91,0,8,,,
0,control_change,0,0,19,,,,,,,,,,,,,93,0,8,,,
0,track_name,0,1,20,,,,,,,,,,,,,,,,,,
0,control_change,0,0,20,,,,,,,,,,,,,0,0,10,,,
0,control_change,0,0,20,,,,,,,,,,,,,7,70,10,,,
0,control_change,0,0,20,,,,,,,,,,,,,10,100,10,,,
0,control_change,0,0,18,,,,,,,,,,,,,10,45,7,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,25,,,,,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,,,,,7,100,1,,,
0,control_change,0,0,2,,,,,,,,,,,,,10,60,1,,,
0,control_change,0,0,2,,,,,,,,,,,,,91,70,1,,,
0,control_change,0,0,2,,,,,,,,,,,,,93,70,1,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,,,,,0,0,2,,,
0,control_change,0,0,3,,,,,,,,,,,,,10,80,2,,,
0,control_change,0,0,2,,,,,,,,,,,,,0,0,1,,,
0,control_change,0,0,3,,,,,,,,,,,,,91,88,2,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,,,,,0,0,3,,,
0,control_change,0,0,4,,,,,,,,,,,,,7,100,3,,,
0,control_change,0,0,4,,,,,,,,,,,,,10,60,3,,,
0,control_change,0,0,4,,,,,,,,,,,,,91,91,3,,,
0,control_change,0,0,4,,,,,,,,,,,,,93,91,3,,,
0,time_signature,0,1,0,,,,,,,4,4,24,8,,,,,,,,
0,control_change,0,0,3,,,,,,,,,,,,,93,88,2,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,,,,,7,100,2,,,
0,control_change,0,0,1,,,,,,,,,,,,,93,64,0,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,7,100,0,,,
0,control_change,0,0,1,,,,,,,,,,,,,10,50,0,,,
0,control_change,0,0,1,,,,,,,,,,,,,0,0,0,,,
0,control_change,0,0,1,,,,,,,,,,,,,91,73,0,,,
0,set_tempo,0,1,0,,,,,,,,,,,,1250000,,,,,,
1,control_change,1,0,15,,,,,,,,,,,,,32,1,4,,,
1,control_change,1,0,8,,,,,,,,,,,,,32,1,7,,,
1,control_change,1,0,17,,,,,,,,,,,,,32,1,6,,,
1,control_change,1,0,16,,,,,,,,,,,,,32,1,5,,,
1,control_change,1,0,4,,,,,,,,,,,,,32,1,3,,,
1,control_change,1,0,3,,,,,,,,,,,,,32,1,2,,,
1,control_change,1,0,6,,,,,,,,,,,,,32,1,5,,,
1,control_change,1,0,10,,,,,,,,,,,,,32,1,10,,,
1,control_change,1,0,9,,,,,,,,,,,,,32,1,8,,,
1,control_change,1,0,1,,,,,,,,,,,,,32,0,0,,,
1,control_change,1,0,7,,,,,,,,,,,,,32,1,6,,,
1,control_change,1,0,5,,,,,,,,,,,,,32,1,4,,,
1,control_change,1,0,18,,,,,,,,,,,,,32,1,7,,,
1,control_change,1,0,2,,,,,,,,,,,,,32,0,1,,,
1,control_change,1,0,19,,,,,,,,,,,,,32,1,8,,,
1,control_change,1,0,20,,,,,,,,,,,,,32,1,10,,,
2,program_change,1,0,10,,,,,,,,,,,,,,,10,48,,
2,program_change,1,0,9,,,,,,,,,,,,,,,8,48,,
2,program_change,1,0,1,,,,,,,,,,,,,,,0,68,,
2,end_of_track,0,1,1,,,,,,,,,,,,,,,,,,
2,program_change,1,0,4,,,,,,,,,,,,,,,3,73,,
2,end_of_track,0,1,19,,,,,,,,,,,,,,,,,,
2,program_change,1,0,19,,,,,,,,,,,,,,,8,48,,
2,program_change,1,0,15,,,,,,,,,,,,,,,4,46,,
2,end_of_track,0,1,15,,,,,,,,,,,,,,,,,,
2,program_change,1,0,6,,,,,,,,,,,,,,,5,48,,
2,program_change,1,0,17,,,,,,,,,,,,,,,6,48,,
2,program_change,1,0,20,,,,,,,,,,,,,,,10,48,,
2,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,
2,program_change,1,0,3,,,,,,,,,,,,,,,2,60,,
2,end_of_track,0,1,20,,,,,,,,,,,,,,,,,,
2,program_change,1,0,16,,,,,,,,,,,,,,,5,48,,
2,end_of_track,0,1,16,,,,,,,,,,,,,,,,,,
2,end_of_track,0,1,18,,,,,,,,,,,,,,,,,,
2,program_change,1,0,18,,,,,,,,,,,,,,,7,48,,
2,program_change,1,0,7,,,,,,,,,,,,,,,6,48,,
2,program_change,1,0,5,,,,,,,,,,,,,,,4,46,,
2,program_change,1,0,2,,,,,,,,,,,,,,,1,68,,
2,end_of_track,0,1,17,,,,,,,,,,,,,,,,,,
2,program_change,1,0,8,,,,,,,,,,,,,,,7,48,,
5,set_tempo,5,1,0,,,,,,,,,,,,1250000,,,,,,
1920,note_on,1918,0,6,,,,,,,,,,,,,,,5,,69,70
1920,note_on,1918,0,7,,,,,,,,,,,,,,,6,,60,70
1920,note_on,1918,0,9,,,,,,,,,,,,,,,8,,53,70
1920,note_on,1918,0,8,,,,,,,,,,,,,,,7,,57,70
1920,note_on,1918,0,10,,,,,,,,,,,,,,,10,,41,70
1920,time_signature,1915,1,0,,,,,,,3,4,24,8,,,,,,,,
1920,key_signature,0,1,0,,,,,,,,,,,F,,,,,,,
1920,marker,0,1,0,,,,,,,,,,,,,,,,,,
2160,note_on,240,0,10,,,,,,,,,,,,,,,10,,41,0
2160,note_on,240,0,8,,,,,,,,,,,,,,,7,,57,0
2160,note_on,240,0,6,,,,,,,,,,,,,,,5,,69,0
2160,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,0
2160,note_on,240,0,9,,,,,,,,,,,,,,,8,,53,0
2400,note_on,240,0,10,,,,,,,,,,,,,,,10,,41,70
2400,note_on,240,0,6,,,,,,,,,,,,,,,5,,69,70
2400,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,70
2400,note_on,240,0,9,,,,,,,,,,,,,,,8,,53,70
2400,note_on,240,0,8,,,,,,,,,,,,,,,7,,57,70
2640,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,0
2640,note_on,240,0,6,,,,,,,,,,,,,,,5,,69,0
2640,note_on,240,0,9,,,,,,,,,,,,,,,8,,53,0
2640,note_on,240,0,8,,,,,,,,,,,,,,,7,,57,0
2640,note_on,240,0,10,,,,,,,,,,,,,,,10,,41,0
2880,note_on,240,0,6,,,,,,,,,,,,,,,5,,69,70
2880,note_on,240,0,9,,,,,,,,,,,,,,,8,,53,70
2880,note_on,240,0,8,,,,,,,,,,,,,,,7,,57,70
2880,note_on,240,0,10,,,,,,,,,,,,,,,10,,41,70
2880,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,70
3120,note_on,240,0,10,,,,,,,,,,,,,,,10,,41,0
3120,note_on,240,0,9,,,,,,,,,,,,,,,8,,53,0
3120,note_on,240,0,7,,,,,,,,,,,,,,,6,,60,0
3120,note_on,240,0,6,,,,,,,,,,,,,,,5,,69,0
3120,note_on,240,0,8,,,,,,,,,,,,,,,7,,57,0
3360,note_on,240,0,8,,,,,,,,,,,,,,,7,,52,94
3360,note_on,240,0,7,,,,,,,,,,,,,,,6,,58,94
3360,note_on,240,0,9,,,,,,,,,,,,,,,8,,48,95
3360,note_on,0,0,8,,,,,,,,,,,,,,,7,,60,94
3360,note_on,240,0,6,,,,,,,,,,,,,,,5,,67,92
3360,note_on,240,0,10,,,,,,,,,,,,,,,10,,36,95
3828,control_change,3826,0,2,,,,,,,,,,,,,0,0,1,,,
3829,control_change,1,0,2,,,,,,,,,,,,,32,0,1,,,
3830,program_change,1,0,2,,,,,,,,,,,,,,,1,68,,
3830,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,
4200,note_on,840,0,8,,,,,,,,,,,,,,,7,,55,94
4200,note_on,840,0,6,,,,,,,,,,,,,,,5,,64,92
4229,note_on,29,0,6,,,,,,,,,,,,,,,5,,67,0
4244,note_on,44,0,8,,,,,,,,,,,,,,,7,,52,0
4320,note_on,960,0,9,,,,,,,,,,,,,,,8,,41,94
4320,note_on,960,0,7,,,,,,,,,,,,,,,6,,57,94
4320,note_on,76,0,8,,,,,,,,,,,,,,,7,,53,94
4320,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,94
4320,note_on,960,0,10,,,,,,,,,,,,,,,10,,29,94
4320,note_on,91,0,6,,,,,,,,,,,,,,,5,,65,92
4364,note_on,44,0,6,,,,,,,,,,,,,,,5,,64,0
4369,note_on,49,0,8,,,,,,,,,,,,,,,7,,55,0
4379,note_on,59,0,7,,,,,,,,,,,,,,,6,,58,0
4384,note_on,64,0,10,,,,,,,,,,,,,,,10,,36,0
4384,note_on,64,0,9,,,,,,,,,,,,,,,8,,48,0
4560,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,0
4560,note_on,176,0,10,,,,,,,,,,,,,,,10,,29,0
4560,note_on,181,0,7,,,,,,,,,,,,,,,6,,57,0
4560,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,0
4560,note_on,176,0,9,,,,,,,,,,,,,,,8,,41,0
4560,note_on,196,0,6,,,,,,,,,,,,,,,5,,65,0
4560,note_on,191,0,8,,,,,,,,,,,,,,,7,,60,0
4800,note_on,240,0,7,,,,,,,,,,,,,,,6,,65,70
4800,note_on,240,0,6,,,,,,,,,,,,,,,5,,69,70
4844,note_on,44,0,7,,,,,,,,,,,,,,,6,,65,0
4844,note_on,44,0,6,,,,,,,,,,,,,,,5,,69,0
4920,note_on,76,0,7,,,,,,,,,,,,,,,6,,67,70
4920,note_on,76,0,6,,,,,,,,,,,,,,,5,,70,70
4964,note_on,44,0,7,,,,,,,,,,,,,,,6,,67,0
4964,note_on,44,0,6,,,,,,,,,,,,,,,5,,70,0
5040,note_on,76,0,6,,,,,,,,,,,,,,,5,,72,70
5040,note_on,76,0,7,,,,,,,,,,,,,,,6,,69,70
5084,note_on,44,0,6,,,,,,,,,,,,,,,5,,72,0
5084,note_on,44,0,7,,,,,,,,,,,,,,,6,,69,0
5160,note_on,76,0,6,,,,,,,,,,,,,,,5,,74,70
5160,note_on,76,0,7,,,,,,,,,,,,,,,6,,70,70
5204,note_on,44,0,6,,,,,,,,,,,,,,,5,,74,0
5204,note_on,44,0,7,,,,,,,,,,,,,,,6,,70,0
5280,note_on,76,0,7,,,,,,,,,,,,,,,6,,69,70
5280,note_on,76,0,6,,,,,,,,,,,,,,,5,,72,70
5324,note_on,44,0,7,,,,,,,,,,,,,,,6,,69,0
5324,note_on,44,0,6,,,,,,,,,,,,,,,5,,72,0
5400,note_on,76,0,7,,,,,,,,,,,,,,,6,,70,70
5400,note_on,76,0,6,,,,,,,,,,,,,,,5,,74,70
5444,note_on,44,0,7,,,,,,,,,,,,,,,6,,70,0
5444,note_on,44,0,6,,,,,,,,,,,,,,,5,,74,0
5520,note_on,76,0,7,,,,,,,,,,,,,,,6,,67,70
5520,note_on,76,0,6,,,,,,,,,,,,,,,5,,76,70
5564,note_on,44,0,6,,,,,,,,,,,,,,,5,,76,0
5564,note_on,44,0,7,,,,,,,,,,,,,,,6,,67,0
5640,note_on,76,0,6,,,,,,,,,,,,,,,5,,77,70
5640,note_on,76,0,7,,,,,,,,,,,,,,,6,,69,70
5684,note_on,44,0,7,,,,,,,,,,,,,,,6,,69,0
5684,note_on,44,0,6,,,,,,,,,,,,,,,5,,77,0
5760,note_on,76,0,7,,,,,,,,,,,,,,,6,,67,70
5760,note_on,76,0,6,,,,,,,,,,,,,,,5,,76,70
5804,note_on,44,0,6,,,,,,,,,,,,,,,5,,76,0
5804,note_on,44,0,7,,,,,,,,,,,,,,,6,,67,0
5880,note_on,76,0,6,,,,,,,,,,,,,,,5,,77,70
5880,note_on,76,0,7,,,,,,,,,,,,,,,6,,69,70
5924,note_on,44,0,6,,,,,,,,,,,,,,,5,,77,0
5924,note_on,44,0,7,,,,,,,,,,,,,,,6,,69,0
6000,note_on,76,0,6,,,,,,,,,,,,,,,5,,76,70
6000,note_on,76,0,7,,,,,,,,,,,,,,,6,,67,70
6044,note_on,44,0,6,,,,,,,,,,,,,,,5,,76,0
6044,note_on,44,0,7,,,,,,,,,,,,,,,6,,67,0
6120,note_on,76,0,6,,,,,,,,,,,,,,,5,,77,70
6120,note_on,76,0,7,,,,,,,,,,,,,,,6,,69,70
6164,note_on,44,0,6,,,,,,,,,,,,,,,5,,77,0
6164,note_on,44,0,7,,,,,,,,,,,,,,,6,,69,0
6240,note_on,76,0,7,,,,,,,,,,,,,,,6,,62,70
6240,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,70
6240,note_on,1680,0,8,,,,,,,,,,,,,,,7,,65,70
6240,note_on,76,0,6,,,,,,,,,,,,,,,5,,70,70
6720,note_on,2160,0,10,,,,,,,,,,,,,,,10,,41,70
6720,note_on,2160,0,9,,,,,,,,,,,,,,,8,,53,70
7080,note_on,840,0,7,,,,,,,,,,,,,,,6,,60,70
7080,note_on,840,0,6,,,,,,,,,,,,,,,5,,72,70
7099,note_on,19,0,7,,,,,,,,,,,,,,,6,,62,0
7109,note_on,29,0,6,,,,,,,,,,,,,,,5,,70,0
7140,note_on,31,0,6,,,,,,,,,,,,,,,5,,74,70
7140,note_on,41,0,7,,,,,,,,,,,,,,,6,,58,70
7159,note_on,19,0,6,,,,,,,,,,,,,,,5,,72,0
7179,note_on,39,0,7,,,,,,,,,,,,,,,6,,60,0
7200,note_on,21,0,7,,,,,,,,,,,,,,,6,,57,70
7200,note_on,0,0,6,,,,,,,,,,,,,,,5,,72,70
7200,note_on,41,0,6,,,,,,,,,,,,,,,5,,74,0
7200,note_on,480,0,10,,,,,,,,,,,,,,,10,,29,70
7200,note_on,480,0,9,,,,,,,,,,,,,,,8,,41,70
7239,note_on,39,0,7,,,,,,,,,,,,,,,6,,58,0
7254,note_on,54,0,9,,,,,,,,,,,,,,,8,,53,0
7254,note_on,54,0,10,,,,,,,,,,,,,,,10,,41,0
7440,note_on,0,0,8,,,,,,,,,,,,,,,7,,65,0
7440,note_on,1200,0,8,,,,,,,,,,,,,,,7,,53,0
7440,note_on,240,0,6,,,,,,,,,,,,,,,5,,72,0
7440,note_on,186,0,10,,,,,,,,,,,,,,,10,,29,0
7440,note_on,201,0,7,,,,,,,,,,,,,,,6,,57,0
7440,note_on,186,0,9,,,,,,,,,,,,,,,8,,41,0
7680,note_on,240,0,6,,,,,,,,,,,,,,,5,,69,93
7680,note_on,240,0,8,,,,,,,,,,,,,,,7,,60,92
7680,note_on,0,0,8,,,,,,,,,,,,,,,7,,53,92
7680,note_on,240,0,7,,,,,,,,,,,,,,,6,,65,94
8160,note_on,720,0,9,,,,,,,,,,,,,,,8,,62,93
8160,note_on,720,0,10,,,,,,,,,,,,,,,10,,50,93
8160,note_on,0,0,8,,,,,,,,,,,,,,,7,,62,92
8160,note_on,480,0,8,,,,,,,,,,,,,,,7,,60,0
8400,note_on,720,0,6,,,,,,,,,,,,,,,5,,70,93
8434,note_on,34,0,6,,,,,,,,,,,,,,,5,,69,0
8520,note_on,86,0,6,,,,,,,,,,,,,,,5,,72,93
8559,note_on,39,0,6,,,,,,,,,,,,,,,5,,70,0
8619,note_on,60,0,6,,,,,,,,,,,,,,,5,,72,0
8640,note_on,480,0,10,,,,,,,,,,,,,,,10,,46,93
8640,note_on,0,0,8,,,,,,,,,,,,,,,7,,55,92
8640,note_on,480,0,9,,,,,,,,,,,,,,,8,,58,93
8640,note_on,480,0,8,,,,,,,,,,,,,,,7,,53,0
8640,note_on,21,0,6,,,,,,,,,,,,,,,5,,76,93
8689,note_on,49,0,9,,,,,,,,,,,,,,,8,,62,0
8689,note_on,49,0,10,,,,,,,,,,,,,,,10,,50,0
8760,note_on,120,0,6,,,,,,,,,,,,,,,5,,74,93
8797,note_on,37,0,6,,,,,,,,,,,,,,,5,,76,0
8880,note_on,83,0,6,,,,,,,,,,,,,,,5,,72,93
8917,note_on,37,0,6,,,,,,,,,,,,,,,5,,74,0
9000,note_on,83,0,6,,,,,,,,,,,,,,,5,,70,93
9037,note_on,37,0,6,,,,,,,,,,,,,,,5,,72,0
9099,note_on,62,0,6,,,,,,,,,,,,,,,5,,70,0
9120,note_on,0,0,8,,,,,,,,,,,,,,,7,,62,0
9120,note_on,0,0,8,,,,,,,,,,,,,,,7,,60,92
9120,note_on,0,0,8,,,,,,,,,,,,,,,7,,48,92
9120,note_on,21,0,6,,,,,,,,,,,,,,,5,,69,93
9120,note_on,431,0,10,,,,,,,,,,,,,,,10,,46,0
9120,note_on,431,0,9,,,,,,,,,,,,,,,8,,58,0
9120,note_on,480,0,8,,,,,,,,,,,,,,,7,,55,0
9360,note_on,240,0,6,,,,,,,,,,,,,,,5,,67,93
9409,note_on,49,0,6,,,,,,,,,,,,,,,5,,69,0
9600,note_on,480,0,10,,,,,,,,,,,,,,,10,,48,93
9600,note_on,480,0,9,,,,,,,,,,,,,,,8,,60,93
9600,note_on,1920,0,7,,,,,,,,,,,,,,,6,,65,0
9600,note_on,0,0,7,,,,,,,,,,,,,,,6,,64,93
9600,note_on,480,0,8,,,,,,,,,,,,,,,7,,55,92
9674,note_on,74,0,8,,,,,,,,,,,,,,,7,,48,0
9819,note_on,410,0,6,,,,,,,,,,,,,,,5,,67,0
9840,note_on,21,0,6,,,,,,,,,,,,,,,5,,69,93
9960,note_on,120,0,6,,,,,,,,,,,,,,,5,,70,93
9989,note_on,29,0,6,,,,,,,,,,,,,,,5,,69,0
10059,note_on,70,0,6,,,,,,,,,,,,,,,5,,70,0
10080,note_on,406,0,8,,,,,,,,,,,,,,,7,,53,92
10080,note_on,480,0,10,,,,,,,,,,,,,,,10,,45,93
10080,note_on,21,0,6,,,,,,,,,,,,,,,5,,74,93
10080,note_on,480,0,9,,,,,,,,,,,,,,,8,,57,93
10149,note_on,69,0,10,,,,,,,,,,,,,,,10,,48,0
10149,note_on,69,0,9,,,,,,,,,,,,,,,8,,60,0
10159,note_on,79,0,8,,,,,,,,,,,,,,,7,,55,0
10200,note_on,120,0,6,,,,,,,,,,,,,,,5,,72,93
10237,note_on,37,0,6,,,,,,,,,,,,,,,5,,74,0
10320,note_on,83,0,6,,,,,,,,,,,,,,,5,,70,93
10357,note_on,37,0,6,,,,,,,,,,,,,,,5,,72,0
10440,note_on,83,0,6,,,,,,,,,,,,,,,5,,69,93
10477,note_on,37,0,6,,,,,,,,,,,,,,,5,,70,0
10529,note_on,52,0,6,,,,,,,,,,,,,,,5,,69,0
10560,note_on,0,0,8,,,,,,,,,,,,,,,7,,60,0
10560,note_on,401,0,8,,,,,,,,,,,,,,,7,,53,0
10560,note_on,411,0,10,,,,,,,,,,,,,,,10,,45,0
10560,note_on,0,0,8,,,,,,,,,,,,,,,7,,58,92
10560,note_on,411,0,9,,,,,,,,,,,,,,,8,,57,0
10560,note_on,31,0,6,,,,,,,,,,,,,,,5,,67,93
10800,note_on,240,0,6,,,,,,,,,,,,,,,5,,65,93
10844,note_on,44,0,6,,,,,,,,,,,,,,,5,,67,0
11040,note_on,480,0,8,,,,,,,,,,,,,,,7,,55,92
11040,note_on,480,0,9,,,,,,,,,,,,,,,8,,58,93
11040,note_on,0,0,7,,,,,,,,,,,,,,,6,,62,92
11040,note_on,1440,0,7,,,,,,,,,,,,,,,6,,64,0
11040,note_on,480,0,10,,,,,,,,,,,,,,,10,,46,93
11224,note_on,380,0,6,,,,,,,,,,,,,,,5,,65,0
11280,note_on,240,0,7,,,,,,,,,,,,,,,6,,64,92
11280,note_on,56,0,6,,,,,,,,,,,,,,,5,,67,93
11319,note_on,39,0,7,,,,,,,,,,,,,,,6,,62,0
11400,note_on,81,0,7,,,,,,,,,,,,,,,6,,65,92
11400,note_on,120,0,6,,,,,,,,,,,,,,,5,,69,93
11439,note_on,39,0,7,,,,,,,,,,,,,,,6,,64,0
11439,note_on,39,0,6,,,,,,,,,,,,,,,5,,67,0
11484,note_on,45,0,6,,,,,,,,,,,,,,,5,,69,0
11499,note_on,60,0,7,,,,,,,,,,,,,,,6,,65,0
11520,note_on,21,0,7,,,,,,,,,,,,,,,6,,67,92
11520,note_on,480,0,8,,,,,,,,,,,,,,,7,,62,92
