tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,channel,control,value,program,note,velocity
3781,note_off,,33,0,1,,,,,,0,,,,62,0
3792,note_on,,11,0,1,,,,,,0,,,,67,94
3829,note_off,,37,0,1,,,,,,0,,,,67,0
3840,note_on,,155,0,2,,,,,,1,,,,59,94
3877,note_off,,37,0,2,,,,,,1,,,,59,0
3888,note_on,,59,0,1,,,,,,0,,,,67,94
3925,note_off,,37,0,1,,,,,,0,,,,67,0
3936,note_on,,0,0,1,,,,,,0,,,,62,94
3936,note_on,,11,0,1,,,,,,0,,,,76,94
3941,note_off,,5,0,1,,,,,,0,,,,76,0
3960,note_on,,19,0,1,,,,,,0,,,,74,94
3973,note_off,,13,0,1,,,,,,0,,,,62,0
3984,note_on,,11,0,1,,,,,,0,,,,67,94
3997,note_off,,13,0,1,,,,,,0,,,,74,0
4008,note_on,,11,0,1,,,,,,0,,,,73,94
4021,note_off,,13,0,1,,,,,,0,,,,67,0
4032,note_on,,155,0,2,,,,,,1,,,,59,94
4045,note_off,,24,0,1,,,,,,0,,,,73,0
4056,note_on,,11,0,1,,,,,,0,,,,74,94
4069,note_off,,37,0,2,,,,,,1,,,,59,0
4080,note_on,,24,0,1,,,,,,0,,,,67,94
4117,note_off,,37,0,1,,,,,,0,,,,67,0
4128,note_on,,11,0,1,,,,,,0,,,,62,94
4132,note_off,,4,0,1,,,,,,0,,,,74,0
4152,note_on,,20,0,1,,,,,,0,,,,77,94
4165,note_off,,13,0,1,,,,,,0,,,,62,0
4176,note_on,,11,0,1,,,,,,0,,,,67,94
4213,note_off,,37,0,1,,,,,,0,,,,67,0
4224,note_on,,11,0,1,,,,,,0,,,,60,94
4228,note_off,,4,0,1,,,,,,0,,,,77,0
4248,note_on,,20,0,1,,,,,,0,,,,75,94
4261,note_off,,13,0,1,,,,,,0,,,,60,0
4272,note_on,,11,0,1,,,,,,0,,,,67,94
4309,note_off,,37,0,1,,,,,,0,,,,67,0
4320,note_on,,11,0,1,,,,,,0,,,,64,94
4357,note_off,,37,0,1,,,,,,0,,,,64,0
4368,note_on,,11,0,1,,,,,,0,,,,67,94
4400,note_off,,32,0,1,,,,,,0,,,,75,0
4405,note_off,,5,0,1,,,,,,0,,,,67,0
4416,note_on,,11,0,1,,,,,,0,,,,60,94
4440,note_on,,24,0,1,,,,,,0,,,,76,94
4453,note_off,,13,0,1,,,,,,0,,,,60,0
4464,note_on,,11,0,1,,,,,,0,,,,67,94
4501,note_off,,37,0,1,,,,,,0,,,,67,0
4512,note_on,,11,0,1,,,,,,0,,,,64,94
4516,note_off,,4,0,1,,,,,,0,,,,76,0
4549,note_off,,33,0,1,,,,,,0,,,,64,0
4560,note_on,,11,0,1,,,,,,0,,,,67,94
4597,note_off,,37,0,1,,,,,,0,,,,67,0
4608,note_on,,11,0,1,,,,,,0,,,,60,94
4645,note_off,,37,0,1,,,,,,0,,,,60,0
4656,note_on,,11,0,1,,,,,,0,,,,67,94
4693,note_off,,37,0,1,,,,,,0,,,,67,0
4704,note_on,,11,0,1,,,,,,0,,,,64,94
4704,note_on,,0,0,1,,,,,,0,,,,79,94
4721,note_off,,17,0,1,,,,,,0,,,,79,0
4728,note_on,,7,0,1,,,,,,0,,,,78,94
4741,note_off,,13,0,1,,,,,,0,,,,64,0
4745,note_off,,4,0,1,,,,,,0,,,,78,0
4752,note_on,,0,0,1,,,,,,0,,,,79,94
4752,note_on,,7,0,1,,,,,,0,,,,67,94
4769,note_off,,17,0,1,,,,,,0,,,,79,0
4776,note_on,,7,0,1,,,,,,0,,,,81,94
4789,note_off,,13,0,1,,,,,,0,,,,67,0
4793,note_off,,4,0,1,,,,,,0,,,,81,0
4800,note_on,,7,0,1,,,,,,0,,,,60,94
4800,note_on,,0,0,1,,,,,,0,,,,84,94
4837,note_off,,37,0,1,,,,,,0,,,,60,0
4848,note_on,,11,0,1,,,,,,0,,,,67,94
4876,note_off,,28,0,1,,,,,,0,,,,84,0
4885,note_off,,9,0,1,,,,,,0,,,,67,0
4896,note_on,,11,0,1,,,,,,0,,,,82,94
4896,note_on,,0,0,1,,,,,,0,,,,64,94
4933,note_off,,37,0,1,,,,,,0,,,,64,0
4944,note_on,,11,0,1,,,,,,0,,,,67,94
4972,note_off,,28,0,1,,,,,,0,,,,82,0
4981,note_off,,9,0,1,,,,,,0,,,,67,0
4992,note_on,,11,0,1,,,,,,0,,,,60,94
4992,note_on,,0,0,1,,,,,,0,,,,80,94
5029,note_off,,37,0,1,,,,,,0,,,,60,0
5040,note_on,,11,0,1,,,,,,0,,,,69,94
5077,note_off,,37,0,1,,,,,,0,,,,69,0
5088,note_on,,11,0,1,,,,,,0,,,,65,94
5125,note_off,,37,0,1,,,,,,0,,,,65,0
5136,note_on,,11,0,1,,,,,,0,,,,69,94
5144,note_off,,8,0,1,,,,,,0,,,,80,0
5173,note_off,,29,0,1,,,,,,0,,,,69,0
5184,note_on,,11,0,1,,,,,,0,,,,60,94
5184,note_on,,0,0,1,,,,,,0,,,,81,94
5221,note_off,,37,0,1,,,,,,0,,,,60,0
5232,note_on,,11,0,1,,,,,,0,,,,69,94
5260,note_off,,28,0,1,,,,,,0,,,,81,0
5269,note_off,,9,0,1,,,,,,0,,,,69,0
5280,note_on,,11,0,1,,,,,,0,,,,65,94
5317,note_off,,37,0,1,,,,,,0,,,,65,0
5328,note_on,,11,0,1,,,,,,0,,,,69,94
5365,note_off,,37,0,1,,,,,,0,,,,69,0
5376,note_on,,0,0,1,,,,,,0,,,,84,94
5376,note_on,,11,0,1,,,,,,0,,,,60,94
5413,note_off,,37,0,1,,,,,,0,,,,60,0
5424,note_on,,11,0,1,,,,,,0,,,,69,94
5461,note_off,,37,0,1,,,,,,0,,,,69,0
5472,note_on,,11,0,1,,,,,,0,,,,65,94
5509,note_off,,37,0,1,,,,,,0,,,,65,0
5520,note_on,,11,0,1,,,,,,0,,,,69,94
5528,note_off,,8,0,1,,,,,,0,,,,84,0
5557,note_off,,29,0,1,,,,,,0,,,,69,0
5568,note_on,,11,0,1,,,,,,0,,,,60,94
5568,note_on,,0,0,1,,,,,,0,,,,83,94
5605,note_off,,37,0,1,,,,,,0,,,,83,0
5605,note_off,,0,0,1,,,,,,0,,,,60,0
5616,note_on,,11,0,1,,,,,,0,,,,81,94
5616,note_on,,0,0,1,,,,,,0,,,,69,94
5653,note_off,,37,0,1,,,,,,0,,,,69,0
5653,note_off,,0,0,1,,,,,,0,,,,81,0
5664,note_on,,11,0,1,,,,,,0,,,,79,94
5664,note_on,,0,0,1,,,,,,0,,,,65,94
5701,note_off,,0,0,1,,,,,,0,,,,79,0
5701,note_off,,37,0,1,,,,,,0,,,,65,0
5712,note_on,,11,0,1,,,,,,0,,,,77,94
5712,note_on,,0,0,1,,,,,,0,,,,69,94
5749,note_off,,37,0,1,,,,,,0,,,,69,0
5749,note_off,,0,0,1,,,,,,0,,,,77,0
5760,note_on,,11,0,1,,,,,,0,,,,60,94
5760,note_on,,0,0,1,,,,,,0,,,,78,94
5797,note_off,,37,0,1,,,,,,0,,,,60,0
5808,note_on,,11,0,1,,,,,,0,,,,67,94
5845,note_off,,37,0,1,,,,,,0,,,,67,0
5856,note_on,,11,0,1,,,,,,0,,,,64,94
5893,note_off,,37,0,1,,,,,,0,,,,64,0
5904,note_on,,11,0,1,,,,,,0,,,,67,94
5912,note_off,,8,0,1,,,,,,0,,,,78,0
5941,note_off,,29,0,1,,,,,,0,,,,67,0
5952,note_on,,0,0,1,,,,,,0,,,,79,94
5952,note_on,,11,0,1,,,,,,0,,,,60,94
5989,note_off,,37,0,1,,,,,,0,,,,60,0
6000,note_on,,11,0,1,,,,,,0,,,,67,94
6028,note_off,,28,0,1,,,,,,0,,,,79,0
6037,note_off,,9,0,1,,,,,,0,,,,67,0
6048,note_on,,11,0,1,,,,,,0,,,,64,94
6085,note_off,,37,0,1,,,,,,0,,,,64,0
6096,note_on,,11,0,1,,,,,,0,,,,67,94
6133,note_off,,37,0,1,,,,,,0,,,,67,0
6144,note_on,,2075,0,2,,,,,,1,,,,52,94
6181,note_off,,37,0,2,,,,,,1,,,,52,0
6192,note_on,,11,0,2,,,,,,1,,,,55,94
6229,note_off,,37,0,2,,,,,,1,,,,55,0
6240,note_on,,107,0,1,,,,,,0,,,,60,94
6277,note_off,,37,0,1,,,,,,0,,,,60,0
6288,note_on,,11,0,1,,,,,,0,,,,64,94
6325,note_off,,37,0,1,,,,,,0,,,,64,0
6336,note_on,,11,0,1,,,,,,0,,,,67,94
6373,note_off,,37,0,1,,,,,,0,,,,67,0
6384,note_on,,11,0,1,,,,,,0,,,,72,94
6421,note_off,,37,0,1,,,,,,0,,,,72,0
6432,note_on,,11,0,1,,,,,,0,,,,76,94
6469,note_off,,37,0,1,,,,,,0,,,,76,0
6480,note_on,,11,0,1,,,,,,0,,,,79,94
6517,note_off,,37,0,1,,,,,,0,,,,79,0
6528,note_on,,299,0,2,,,,,,1,,,,53,94
6565,note_off,,37,0,2,,,,,,1,,,,53,0
6576,note_on,,11,0,2,,,,,,1,,,,57,94
6613,note_off,,37,0,2,,,,,,1,,,,57,0
6624,note_on,,107,0,1,,,,,,0,,,,60,94
6661,note_off,,37,0,1,,,,,,0,,,,60,0
6672,note_on,,11,0,1,,,,,,0,,,,65,94
6709,note_off,,37,0,1,,,,,,0,,,,65,0
6720,note_on,,11,0,1,,,,,,0,,,,69,94
6757,note_off,,37,0,1,,,,,,0,,,,69,0
6768,note_on,,11,0,1,,,,,,0,,,,72,94
6805,note_off,,37,0,1,,,,,,0,,,,72,0
6816,note_on,,11,0,1,,,,,,0,,,,77,94
6853,note_off,,37,0,1,,,,,,0,,,,77,0
6864,note_on,,11,0,1,,,,,,0,,,,81,94
6901,note_off,,37,0,1,,,,,,0,,,,81,0
6912,note_on,,11,0,1,,,,,,0,,,,79,94
6988,note_off,,76,0,1,,,,,,0,,,,79,0
7008,note_on,,395,0,2,,,,,,1,,,,55,94
7008,note_on,,20,0,1,,,,,,0,,,,60,94
7008,note_on,,0,0,1,,,,,,0,,,,77,94
7045,note_off,,37,0,1,,,,,,0,,,,77,0
7056,note_on,,11,0,1,,,,,,0,,,,77,94
7084,note_off,,76,0,2,,,,,,1,,,,55,0
7084,note_off,,28,0,1,,,,,,0,,,,60,0
7093,note_off,,9,0,1,,,,,,0,,,,77,0
7104,note_on,,20,0,2,,,,,,1,,,,55,94
7104,note_on,,11,0,1,,,,,,0,,,,74,94
7104,note_on,,0,0,2,,,,,,1,,,,59,94
7180,note_off,,0,0,2,,,,,,1,,,,55,0
7180,note_off,,76,0,2,,,,,,1,,,,59,0
7180,note_off,,76,0,1,,,,,,0,,,,74,0
7200,note_on,,0,0,1,,,,,,0,,,,62,94
7200,note_on,,20,0,2,,,,,,1,,,,55,94
7200,note_on,,20,0,1,,,,,,0,,,,76,94
7237,note_off,,37,0,1,,,,,,0,,,,76,0
7248,note_on,,11,0,1,,,,,,0,,,,77,94
7276,note_off,,76,0,2,,,,,,1,,,,55,0
7276,note_off,,28,0,1,,,,,,0,,,,62,0
7285,note_off,,9,0,1,,,,,,0,,,,77,0
7296,note_on,,20,0,2,,,,,,1,,,,56,94
7296,note_on,,0,0,1,,,,,,0,,,,77,94
7296,note_on,,11,0,1,,,,,,0,,,,62,94
7448,note_off,,152,0,2,,,,,,1,,,,56,0
7448,note_off,,0,0,1,,,,,,0,,,,62,0
7448,note_off,,152,0,1,,,,,,0,,,,77,0
7488,note_on,,0,0,1,,,,,,0,,,,76,94
7488,note_on,,40,0,2,,,,,,1,,,,57,94
7488,note_on,,40,0,1,,,,,,0,,,,60,94
7564,note_off,,76,0,1,,,,,,0,,,,76,0
7564,note_off,,0,0,1,,,,,,0,,,,60,0
7564,note_off,,76,0,2,,,,,,1,,,,57,0
7680,note_on,,116,0,2,,,,,,1,,,,52,94
7717,note_off,,37,0,2,,,,,,1,,,,52,0
7728,note_on,,11,0,2,,,,,,1,,,,55,94
7765,note_off,,37,0,2,,,,,,1,,,,55,0
7776,note_on,,212,0,1,,,,,,0,,,,60,94
7813,note_off,,37,0,1,,,,,,0,,,,60,0
7824,note_on,,11,0,1,,,,,,0,,,,64,94
7861,note_off,,37,0,1,,,,,,0,,,,64,0
7872,note_on,,11,0,1,,,,,,0,,,,67,94
7909,note_off,,37,0,1,,,,,,0,,,,67,0
7920,note_on,,11,0,1,,,,,,0,,,,72,94
7957,note_off,,37,0,1,,,,,,0,,,,72,0
7968,note_on,,11,0,1,,,,,,0,,,,76,94
8005,note_off,,37,0,1,,,,,,0,,,,76,0
8016,note_on,,11,0,1,,,,,,0,,,,79,94
8053,note_off,,37,0,1,,,,,,0,,,,79,0
8064,note_on,,299,0,2,,,,,,1,,,,53,94
8101,note_off,,37,0,2,,,,,,1,,,,53,0
8112,note_on,,11,0,2,,,,,,1,,,,57,94
8149,note_off,,37,0,2,,,,,,1,,,,57,0
8160,note_on,,107,0,1,,,,,,0,,,,62,94
8197,note_off,,37,0,1,,,,,,0,,,,62,0
8208,note_on,,11,0,1,,,,,,0,,,,65,94
8245,note_off,,37,0,1,,,,,,0,,,,65,0
8256,note_on,,11,0,1,,,,,,0,,,,69,94
8293,note_off,,37,0,1,,,,,,0,,,,69,0
8304,note_on,,11,0,1,,,,,,0,,,,72,94
8341,note_off,,37,0,1,,,,,,0,,,,72,0
8352,note_on,,11,0,1,,,,,,0,,,,77,94
8389,note_off,,37,0,1,,,,,,0,,,,77,0
8400,note_on,,11,0,1,,,,,,0,,,,81,94
8437,note_off,,37,0,1,,,,,,0,,,,81,0
8448,note_on,,11,0,1,,,,,,0,,,,79,94
8524,note_off,,76,0,1,,,,,,0,,,,79,0
8544,note_on,,0,0,1,,,,,,0,,,,77,94
8544,note_on,,20,0,1,,,,,,0,,,,60,94
8544,note_on,,395,0,2,,,,,,1,,,,55,94
8581,note_off,,37,0,1,,,,,,0,,,,77,0
8592,note_on,,11,0,1,,,,,,0,,,,76,94
8620,note_off,,28,0,1,,,,,,0,,,,60,0
8620,note_off,,76,0,2,,,,,,1,,,,55,0
8629,note_off,,9,0,1,,,,,,0,,,,76,0
8640,note_on,,11,0,1,,,,,,0,,,,74,94
8640,note_on,,20,0,2,,,,,,1,,,,59,94
8640,note_on,,0,0,2,,,,,,1,,,,55,94
8716,note_off,,76,0,2,,,,,,1,,,,55,0
8716,note_off,,0,0,2,,,,,,1,,,,59,0
8716,note_off,,76,0,1,,,,,,0,,,,74,0
8736,note_on,,20,0,1,,,,,,0,,,,65,94
8736,note_on,,20,0,2,,,,,,1,,,,55,94
8736,note_on,,0,0,1,,,,,,0,,,,72,94
8773,note_off,,37,0,1,,,,,,0,,,,72,0
8784,note_on,,11,0,1,,,,,,0,,,,71,94
