tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,pitch,note,velocity
0,program_change,,,,,0,0,9,,,,43,8,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
0,key_signature,,,,,0,1,0,Eb,,,,,,,,,
0,set_tempo,,,,,0,1,0,,600000,,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
0,marker,,,,,0,1,0,,,,,,,,,,
46,pitchwheel,,,,,46,0,3,,,,,2,,,0,,
47,pitchwheel,,,,,47,0,7,,,,,6,,,0,,
48,pitchwheel,,,,,48,0,1,,,,,0,,,0,,
49,pitchwheel,,,,,49,0,8,,,,,7,,,0,,
50,pitchwheel,,,,,50,0,5,,,,,4,,,0,,
52,pitchwheel,,,,,52,0,2,,,,,1,,,0,,
54,pitchwheel,,,,,54,0,4,,,,,3,,,0,,
55,pitchwheel,,,,,55,0,6,,,,,5,,,0,,
56,pitchwheel,,,,,56,0,9,,,,,8,,,0,,
96,pitchwheel,,,,,50,0,3,,,,,2,,,0,,
97,pitchwheel,,,,,50,0,7,,,,,6,,,0,,
98,pitchwheel,,,,,50,0,1,,,,,0,,,10,,
99,pitchwheel,,,,,50,0,8,,,,,7,,,5,,
100,pitchwheel,,,,,50,0,5,,,,,4,,,-10,,
102,pitchwheel,,,,,50,0,2,,,,,1,,,5,,
104,pitchwheel,,,,,50,0,4,,,,,3,,,-5,,
105,pitchwheel,,,,,50,0,6,,,,,5,,,-10,,
106,pitchwheel,,,,,50,0,9,,,,,8,,,10,,
238,control_change,,,,,142,0,3,,,,,2,91,32,,,
239,control_change,,,,,142,0,7,,,,,6,91,33,,,
240,control_change,,,,,142,0,1,,,,,0,91,73,,,
241,control_change,,,,,142,0,8,,,,,7,91,49,,,
242,control_change,,,,,142,0,5,,,,,4,91,64,,,
244,control_change,,,,,142,0,2,,,,,1,91,106,,,
246,control_change,,,,,142,0,4,,,,,3,91,48,,,
247,control_change,,,,,142,0,6,,,,,5,91,64,,,
248,control_change,,,,,142,0,9,,,,,8,91,112,,,
288,control_change,,,,,50,0,3,,,,,2,93,1,,,
289,control_change,,,,,50,0,7,,,,,6,93,1,,,
290,control_change,,,,,50,0,1,,,,,0,93,4,,,
291,control_change,,,,,50,0,8,,,,,7,93,1,,,
292,control_change,,,,,50,0,5,,,,,4,93,1,,,
294,control_change,,,,,50,0,2,,,,,1,93,4,,,
296,control_change,,,,,50,0,4,,,,,3,93,1,,,
297,control_change,,,,,50,0,6,,,,,5,93,1,,,
298,control_change,,,,,50,0,9,,,,,8,93,20,,,
573,note_on,,,,,284,0,7,,,,,6,,,,63,92
574,note_on,,,,,284,0,1,,,,,0,,,,75,92
575,note_on,,,,,284,0,8,,,,,7,,,,51,92
576,note_on,,,,,0,0,5,,,,,4,,,,75,92
576,note_on,,,,,284,0,5,,,,,4,,,,63,92
576,set_tempo,,,,,576,1,0,,413793,,,,,,,,
578,note_on,,,,,284,0,2,,,,,1,,,,51,92
578,note_on,,,,,0,0,2,,,,,1,,,,63,92
581,note_on,,,,,0,0,6,,,,,5,,,,75,92
581,note_on,,,,,284,0,6,,,,,5,,,,63,92
582,note_on,,,,,284,0,9,,,,,8,,,,39,92
735,note_on,,,,,160,0,8,,,,,7,,,,51,0
742,note_on,,,,,160,0,9,,,,,8,,,,39,0
767,note_on,,,,,32,0,8,,,,,7,,,,63,92
774,note_on,,,,,32,0,9,,,,,8,,,,51,92
927,note_on,,,,,160,0,8,,,,,7,,,,63,0
934,note_on,,,,,160,0,9,,,,,8,,,,51,0
959,note_on,,,,,32,0,8,,,,,7,,,,63,92
966,note_on,,,,,32,0,9,,,,,8,,,,51,92
1101,note_on,,,,,528,0,7,,,,,6,,,,63,0
1102,note_on,,,,,528,0,1,,,,,0,,,,75,0
1104,note_on,,,,,528,0,5,,,,,4,,,,75,0
1104,note_on,,,,,0,0,5,,,,,4,,,,63,0
1106,note_on,,,,,528,0,2,,,,,1,,,,63,0
1106,note_on,,,,,0,0,2,,,,,1,,,,51,0
1109,note_on,,,,,0,0,6,,,,,5,,,,63,0
1109,note_on,,,,,528,0,6,,,,,5,,,,75,0
1119,note_on,,,,,160,0,8,,,,,7,,,,63,0
1126,note_on,,,,,160,0,9,,,,,8,,,,51,0
1149,note_on,,,,,48,0,7,,,,,6,,,,60,92
1150,note_on,,,,,48,0,1,,,,,0,,,,72,92
1151,note_on,,,,,32,0,8,,,,,7,,,,48,92
1152,note_on,,,,,48,0,5,,,,,4,,,,72,92
1154,note_on,,,,,0,0,2,,,,,1,,,,63,92
1154,note_on,,,,,48,0,2,,,,,1,,,,51,92
1157,note_on,,,,,48,0,6,,,,,5,,,,72,92
1158,note_on,,,,,32,0,9,,,,,8,,,,36,92
1311,note_on,,,,,160,0,8,,,,,7,,,,48,0
1318,note_on,,,,,160,0,9,,,,,8,,,,36,0
1343,note_on,,,,,32,0,8,,,,,7,,,,60,92
1350,note_on,,,,,32,0,9,,,,,8,,,,48,92
1503,note_on,,,,,160,0,8,,,,,7,,,,60,0
1510,note_on,,,,,160,0,9,,,,,8,,,,48,0
1535,note_on,,,,,32,0,8,,,,,7,,,,60,92
1542,note_on,,,,,32,0,9,,,,,8,,,,48,92
1677,note_on,,,,,528,0,7,,,,,6,,,,60,0
1678,note_on,,,,,528,0,1,,,,,0,,,,72,0
1680,note_on,,,,,528,0,5,,,,,4,,,,72,0
1682,note_on,,,,,0,0,2,,,,,1,,,,51,0
1682,note_on,,,,,528,0,2,,,,,1,,,,63,0
1685,note_on,,,,,528,0,6,,,,,5,,,,72,0
1695,note_on,,,,,160,0,8,,,,,7,,,,60,0
1702,note_on,,,,,160,0,9,,,,,8,,,,48,0
1725,note_on,,,,,48,0,7,,,,,6,,,,55,92
1726,note_on,,,,,48,0,1,,,,,0,,,,67,92
1727,note_on,,,,,32,0,8,,,,,7,,,,55,92
1728,note_on,,,,,48,0,5,,,,,4,,,,67,92
1730,note_on,,,,,48,0,2,,,,,1,,,,51,92
1730,note_on,,,,,0,0,2,,,,,1,,,,63,92
1733,note_on,,,,,48,0,6,,,,,5,,,,67,92
1734,note_on,,,,,32,0,9,,,,,8,,,,43,92
1885,note_on,,,,,160,0,7,,,,,6,,,,55,0
1886,note_on,,,,,160,0,1,,,,,0,,,,67,0
1887,note_on,,,,,160,0,8,,,,,7,,,,55,0
1888,note_on,,,,,160,0,5,,,,,4,,,,67,0
1890,note_on,,,,,160,0,2,,,,,1,,,,63,0
1890,note_on,,,,,0,0,2,,,,,1,,,,51,0
1893,note_on,,,,,160,0,6,,,,,5,,,,67,0
1894,note_on,,,,,160,0,9,,,,,8,,,,43,0
1917,note_on,,,,,32,0,7,,,,,6,,,,57,75
1918,note_on,,,,,32,0,1,,,,,0,,,,69,75
1919,note_on,,,,,32,0,8,,,,,7,,,,57,75
1920,note_on,,,,,32,0,5,,,,,4,,,,69,75
1922,note_on,,,,,0,0,2,,,,,1,,,,63,75
1922,note_on,,,,,32,0,2,,,,,1,,,,51,75
1925,note_on,,,,,32,0,6,,,,,5,,,,69,75
1926,note_on,,,,,32,0,9,,,,,8,,,,45,75
1949,note_on,,,,,32,0,7,,,,,6,,,,57,0
1949,note_on,,,,,0,0,7,,,,,6,,,,58,75
1950,note_on,,,,,32,0,1,,,,,0,,,,69,0
1950,note_on,,,,,0,0,1,,,,,0,,,,70,75
1951,note_on,,,,,32,0,8,,,,,7,,,,57,0
1951,note_on,,,,,0,0,8,,,,,7,,,,58,75
1952,note_on,,,,,32,0,5,,,,,4,,,,69,0
1952,note_on,,,,,0,0,5,,,,,4,,,,70,75
1957,note_on,,,,,32,0,6,,,,,5,,,,69,0
1957,note_on,,,,,0,0,6,,,,,5,,,,70,75
1958,note_on,,,,,0,0,9,,,,,8,,,,46,75
1958,note_on,,,,,32,0,9,,,,,8,,,,45,0
1981,note_on,,,,,32,0,7,,,,,6,,,,58,0
1981,note_on,,,,,0,0,7,,,,,6,,,,57,75
1982,note_on,,,,,0,0,1,,,,,0,,,,69,75
1982,note_on,,,,,32,0,1,,,,,0,,,,70,0
1983,note_on,,,,,32,0,8,,,,,7,,,,58,0
1983,note_on,,,,,0,0,8,,,,,7,,,,57,75
1984,note_on,,,,,32,0,5,,,,,4,,,,70,0
1984,note_on,,,,,0,0,5,,,,,4,,,,69,75
1989,note_on,,,,,0,0,6,,,,,5,,,,69,75
1989,note_on,,,,,32,0,6,,,,,5,,,,70,0
1990,note_on,,,,,0,0,9,,,,,8,,,,45,75
1990,note_on,,,,,32,0,9,,,,,8,,,,46,0
2013,note_on,,,,,32,0,7,,,,,6,,,,57,0
2013,note_on,,,,,0,0,7,,,,,6,,,,58,75
2014,note_on,,,,,0,0,1,,,,,0,,,,70,75
2014,note_on,,,,,32,0,1,,,,,0,,,,69,0
2015,note_on,,,,,0,0,8,,,,,7,,,,58,75
2015,note_on,,,,,32,0,8,,,,,7,,,,57,0
2016,note_on,,,,,0,0,5,,,,,4,,,,70,75
2016,note_on,,,,,32,0,5,,,,,4,,,,69,0
2021,note_on,,,,,0,0,6,,,,,5,,,,70,75
2021,note_on,,,,,32,0,6,,,,,5,,,,69,0
2022,note_on,,,,,0,0,9,,,,,8,,,,46,75
2022,note_on,,,,,32,0,9,,,,,8,,,,45,0
2045,note_on,,,,,0,0,7,,,,,6,,,,57,75
2045,note_on,,,,,32,0,7,,,,,6,,,,58,0
2046,note_on,,,,,32,0,1,,,,,0,,,,70,0
2046,note_on,,,,,0,0,1,,,,,0,,,,69,75
2047,note_on,,,,,32,0,8,,,,,7,,,,58,0
2047,note_on,,,,,0,0,8,,,,,7,,,,57,75
2048,note_on,,,,,32,0,5,,,,,4,,,,70,0
2048,note_on,,,,,0,0,5,,,,,4,,,,69,75
2053,note_on,,,,,0,0,6,,,,,5,,,,69,75
2053,note_on,,,,,32,0,6,,,,,5,,,,70,0
2054,note_on,,,,,0,0,9,,,,,8,,,,45,75
2054,note_on,,,,,32,0,9,,,,,8,,,,46,0
2077,note_on,,,,,32,0,7,,,,,6,,,,57,0
2077,note_on,,,,,0,0,7,,,,,6,,,,58,75
2078,note_on,,,,,32,0,1,,,,,0,,,,69,0
2078,note_on,,,,,0,0,1,,,,,0,,,,70,75
2079,note_on,,,,,32,0,8,,,,,7,,,,57,0
2079,note_on,,,,,0,0,8,,,,,7,,,,58,75
2080,note_on,,,,,32,0,5,,,,,4,,,,69,0
2080,note_on,,,,,0,0,5,,,,,4,,,,70,75
2085,note_on,,,,,32,0,6,,,,,5,,,,69,0
2085,note_on,,,,,0,0,6,,,,,5,,,,70,75
2086,note_on,,,,,32,0,9,,,,,8,,,,45,0
2086,note_on,,,,,0,0,9,,,,,8,,,,46,75
2109,note_on,,,,,32,0,7,,,,,6,,,,58,0
2109,note_on,,,,,0,0,7,,,,,6,,,,57,75
2110,note_on,,,,,0,0,1,,,,,0,,,,69,75
2110,note_on,,,,,32,0,1,,,,,0,,,,70,0
2111,note_on,,,,,0,0,8,,,,,7,,,,57,75
2111,note_on,,,,,32,0,8,,,,,7,,,,58,0
2112,note_on,,,,,0,0,5,,,,,4,,,,69,75
2112,note_on,,,,,32,0,5,,,,,4,,,,70,0
2117,note_on,,,,,32,0,6,,,,,5,,,,70,0
2117,note_on,,,,,0,0,6,,,,,5,,,,69,75
2118,note_on,,,,,0,0,9,,,,,8,,,,45,75
2118,note_on,,,,,32,0,9,,,,,8,,,,46,0
2141,note_on,,,,,0,0,7,,,,,6,,,,58,75
2141,note_on,,,,,32,0,7,,,,,6,,,,57,0
2142,note_on,,,,,0,0,1,,,,,0,,,,70,75
2142,note_on,,,,,32,0,1,,,,,0,,,,69,0
2143,note_on,,,,,32,0,8,,,,,7,,,,57,0
2143,note_on,,,,,0,0,8,,,,,7,,,,58,75
2144,note_on,,,,,0,0,5,,,,,4,,,,70,75
2144,note_on,,,,,32,0,5,,,,,4,,,,69,0
2149,note_on,,,,,0,0,6,,,,,5,,,,70,75
2149,note_on,,,,,32,0,6,,,,,5,,,,69,0
2150,note_on,,,,,0,0,9,,,,,8,,,,46,75
2150,note_on,,,,,32,0,9,,,,,8,,,,45,0
2173,note_on,,,,,0,0,7,,,,,6,,,,57,75
2173,note_on,,,,,32,0,7,,,,,6,,,,58,0
2174,note_on,,,,,32,0,1,,,,,0,,,,70,0
2174,note_on,,,,,0,0,1,,,,,0,,,,69,75
2175,note_on,,,,,32,0,8,,,,,7,,,,58,0
2175,note_on,,,,,0,0,8,,,,,7,,,,57,75
2176,note_on,,,,,32,0,5,,,,,4,,,,70,0
2176,note_on,,,,,0,0,5,,,,,4,,,,69,75
2181,note_on,,,,,32,0,6,,,,,5,,,,70,0
2181,note_on,,,,,0,0,6,,,,,5,,,,69,75
2182,note_on,,,,,0,0,9,,,,,8,,,,45,75
2182,note_on,,,,,32,0,9,,,,,8,,,,46,0
2205,note_on,,,,,32,0,7,,,,,6,,,,57,0
2205,note_on,,,,,0,0,7,,,,,6,,,,55,75
2206,note_on,,,,,0,0,1,,,,,0,,,,67,75
2206,note_on,,,,,32,0,1,,,,,0,,,,69,0
2207,note_on,,,,,0,0,8,,,,,7,,,,55,75
2207,note_on,,,,,32,0,8,,,,,7,,,,57,0
2208,note_on,,,,,32,0,5,,,,,4,,,,69,0
2208,note_on,,,,,0,0,5,,,,,4,,,,67,75
2213,note_on,,,,,32,0,6,,,,,5,,,,69,0
2213,note_on,,,,,0,0,6,,,,,5,,,,67,75
2214,note_on,,,,,32,0,9,,,,,8,,,,45,0
2214,note_on,,,,,0,0,9,,,,,8,,,,43,75
2253,note_on,,,,,0,0,7,,,,,6,,,,57,75
2253,note_on,,,,,48,0,7,,,,,6,,,,55,0
2254,note_on,,,,,48,0,1,,,,,0,,,,67,0
2254,note_on,,,,,0,0,1,,,,,0,,,,69,75
2255,note_on,,,,,48,0,8,,,,,7,,,,55,0
2255,note_on,,,,,0,0,8,,,,,7,,,,57,75
2256,note_on,,,,,0,0,5,,,,,4,,,,69,75
2256,note_on,,,,,48,0,5,,,,,4,,,,67,0
2258,note_on,,,,,0,0,2,,,,,1,,,,51,0
2258,note_on,,,,,336,0,2,,,,,1,,,,63,0
2261,note_on,,,,,0,0,6,,,,,5,,,,69,75
2261,note_on,,,,,48,0,6,,,,,5,,,,67,0
2262,note_on,,,,,0,0,9,,,,,8,,,,45,75
2262,note_on,,,,,48,0,9,,,,,8,,,,43,0
2299,note_on,,,,,46,0,7,,,,,6,,,,57,0
2300,note_on,,,,,46,0,1,,,,,0,,,,69,0
2301,note_on,,,,,2,0,7,,,,,6,,,,58,67
2301,note_on,,,,,46,0,8,,,,,7,,,,57,0
2302,note_on,,,,,46,0,5,,,,,4,,,,69,0
2302,note_on,,,,,2,0,1,,,,,0,,,,70,67
2303,note_on,,,,,2,0,8,,,,,7,,,,58,67
2304,note_on,,,,,2,0,5,,,,,4,,,,70,67
2306,note_on,,,,,48,0,2,,,,,1,,,,46,75
2306,note_on,,,,,0,0,2,,,,,1,,,,58,75
2307,note_on,,,,,46,0,6,,,,,5,,,,69,0
2308,note_on,,,,,46,0,9,,,,,8,,,,45,0
2309,note_on,,,,,2,0,6,,,,,5,,,,70,67
2310,note_on,,,,,2,0,9,,,,,8,,,,46,67
2829,note_on,,,,,528,0,7,,,,,6,,,,58,0
2830,note_on,,,,,528,0,1,,,,,0,,,,70,0
2831,note_on,,,,,528,0,8,,,,,7,,,,58,0
2832,note_on,,,,,528,0,5,,,,,4,,,,70,0
2834,note_on,,,,,0,0,2,,,,,1,,,,46,0
2834,note_on,,,,,528,0,2,,,,,1,,,,58,0
2837,note_on,,,,,528,0,6,,,,,5,,,,70,0
2838,note_on,,,,,528,0,9,,,,,8,,,,46,0
2880,note_on,,,,,48,0,5,,,,,4,,,,65,37
2885,note_on,,,,,48,0,6,,,,,5,,,,62,37
3040,note_on,,,,,160,0,5,,,,,4,,,,65,0
3045,note_on,,,,,160,0,6,,,,,5,,,,62,0
3072,note_on,,,,,32,0,5,,,,,4,,,,67,37
3077,note_on,,,,,32,0,6,,,,,5,,,,64,37
3104,note_on,,,,,0,0,5,,,,,4,,,,68,37
3104,note_on,,,,,32,0,5,,,,,4,,,,67,0
3109,note_on,,,,,32,0,6,,,,,5,,,,64,0
3109,note_on,,,,,0,0,6,,,,,5,,,,65,37
3136,note_on,,,,,0,0,5,,,,,4,,,,67,37
3136,note_on,,,,,32,0,5,,,,,4,,,,68,0
3141,note_on,,,,,32,0,6,,,,,5,,,,65,0
3141,note_on,,,,,0,0,6,,,,,5,,,,64,37
3168,note_on,,,,,0,0,5,,,,,4,,,,68,37
3168,note_on,,,,,32,0,5,,,,,4,,,,67,0
3173,note_on,,,,,32,0,6,,,,,5,,,,64,0
3173,note_on,,,,,0,0,6,,,,,5,,,,65,37
3200,note_on,,,,,32,0,5,,,,,4,,,,68,0
3200,note_on,,,,,0,0,5,,,,,4,,,,67,37
3205,note_on,,,,,32,0,6,,,,,5,,,,65,0
3205,note_on,,,,,0,0,6,,,,,5,,,,64,37
3232,note_on,,,,,0,0,5,,,,,4,,,,68,37
3232,note_on,,,,,32,0,5,,,,,4,,,,67,0
3237,note_on,,,,,32,0,6,,,,,5,,,,64,0
3237,note_on,,,,,0,0,6,,,,,5,,,,65,37
3264,note_on,,,,,0,0,5,,,,,4,,,,67,37
3264,note_on,,,,,32,0,5,,,,,4,,,,68,0
3269,note_on,,,,,32,0,6,,,,,5,,,,65,0
3269,note_on,,,,,0,0,6,,,,,5,,,,64,37
3296,note_on,,,,,32,0,5,,,,,4,,,,67,0
3296,note_on,,,,,0,0,5,,,,,4,,,,68,37
3301,note_on,,,,,0,0,6,,,,,5,,,,65,37
3301,note_on,,,,,32,0,6,,,,,5,,,,64,0
3328,note_on,,,,,0,0,5,,,,,4,,,,67,37
3328,note_on,,,,,32,0,5,,,,,4,,,,68,0
3333,note_on,,,,,32,0,6,,,,,5,,,,65,0
3333,note_on,,,,,0,0,6,,,,,5,,,,64,37
3360,note_on,,,,,32,0,5,,,,,4,,,,67,0
3360,note_on,,,,,0,0,5,,,,,4,,,,65,37
3365,note_on,,,,,0,0,6,,,,,5,,,,62,37
3365,note_on,,,,,32,0,6,,,,,5,,,,64,0
3408,note_on,,,,,48,0,5,,,,,4,,,,65,0
3408,note_on,,,,,0,0,5,,,,,4,,,,67,37
3413,note_on,,,,,0,0,6,,,,,5,,,,64,37
3413,note_on,,,,,48,0,6,,,,,5,,,,62,0
3453,note_on,,,,,624,0,7,,,,,6,,,,60,45
3454,note_on,,,,,46,0,5,,,,,4,,,,67,0
3455,note_on,,,,,624,0,8,,,,,7,,,,44,45
3456,note_on,,,,,2,0,5,,,,,4,,,,68,45
3459,note_on,,,,,46,0,6,,,,,5,,,,64,0
3461,note_on,,,,,2,0,6,,,,,5,,,,65,45
3462,note_on,,,,,624,0,9,,,,,8,,,,32,45
3744,note_on,,,,,288,0,5,,,,,4,,,,68,0
3744,note_on,,,,,0,0,5,,,,,4,,,,70,45
3749,note_on,,,,,0,0,6,,,,,5,,,,67,45
3749,note_on,,,,,288,0,6,,,,,5,,,,65,0
3837,note_on,,,,,384,0,7,,,,,6,,,,60,0
3837,note_on,,,,,0,0,7,,,,,6,,,,53,45
3840,note_on,,,,,0,0,5,,,,,4,,,,72,45
3840,note_on,,,,,96,0,5,,,,,4,,,,70,0
3845,note_on,,,,,96,0,6,,,,,5,,,,67,0
3845,note_on,,,,,0,0,6,,,,,5,,,,68,45
3997,note_on,,,,,160,0,7,,,,,6,,,,53,0
4000,note_on,,,,,160,0,5,,,,,4,,,,72,0
4005,note_on,,,,,160,0,6,,,,,5,,,,68,0
4029,note_on,,,,,32,0,7,,,,,6,,,,50,45
4031,note_on,,,,,0,0,8,,,,,7,,,,46,45
4031,note_on,,,,,576,0,8,,,,,7,,,,44,0
4032,note_on,,,,,32,0,5,,,,,4,,,,58,45
4037,note_on,,,,,32,0,6,,,,,5,,,,58,45
4038,note_on,,,,,576,0,9,,,,,8,,,,32,0
4038,note_on,,,,,0,0,9,,,,,8,,,,34,45
4077,note_on,,,,,48,0,7,,,,,6,,,,50,0
4080,note_on,,,,,48,0,5,,,,,4,,,,58,0
4221,note_on,,,,,144,0,7,,,,,6,,,,51,45
4224,note_on,,,,,144,0,5,,,,,4,,,,60,45
4269,note_on,,,,,48,0,7,,,,,6,,,,51,0
4272,note_on,,,,,48,0,5,,,,,4,,,,60,0
4413,note_on,,,,,144,0,7,,,,,6,,,,53,45
4416,note_on,,,,,144,0,5,,,,,4,,,,62,45
4421,note_on,,,,,384,0,6,,,,,5,,,,58,0
4421,note_on,,,,,0,0,6,,,,,5,,,,56,45
4461,note_on,,,,,48,0,7,,,,,6,,,,53,0
4464,note_on,,,,,48,0,5,,,,,4,,,,62,0
4559,note_on,,,,,528,0,8,,,,,7,,,,46,0
4566,note_on,,,,,528,0,9,,,,,8,,,,34,0
4581,note_on,,,,,160,0,6,,,,,5,,,,56,0
4605,note_on,,,,,144,0,7,,,,,6,,,,51,45
4607,note_on,,,,,48,0,8,,,,,7,,,,39,45
4608,set_tempo,,,,,4032,1,0,,444444,,,,,,,,
4608,note_on,,,,,144,0,5,,,,,4,,,,63,45
4613,note_on,,,,,32,0,6,,,,,5,,,,55,45
4614,note_on,,,,,48,0,9,,,,,8,,,,27,45
4704,note_on,,,,,0,0,5,,,,,4,,,,67,45
4704,note_on,,,,,96,0,5,,,,,4,,,,63,0
4765,note_on,,,,,160,0,7,,,,,6,,,,51,0
4767,note_on,,,,,160,0,8,,,,,7,,,,39,0
4773,note_on,,,,,160,0,6,,,,,5,,,,55,0
4774,note_on,,,,,160,0,9,,,,,8,,,,27,0
4800,note_on,,,,,96,0,5,,,,,4,,,,67,0
4800,note_on,,,,,0,0,5,,,,,4,,,,70,45
4896,note_on,,,,,96,0,5,,,,,4,,,,70,0
4896,note_on,,,,,0,0,5,,,,,4,,,,75,45
4992,note_on,,,,,96,0,5,,,,,4,,,,75,0
4992,note_on,,,,,0,0,5,,,,,4,,,,79,45
5088,note_on,,,,,96,0,5,,,,,4,,,,79,0
5088,note_on,,,,,0,0,5,,,,,4,,,,75,45
5181,note_on,,,,,416,0,7,,,,,6,,,,62,45
5182,note_on,,,,,94,0,5,,,,,4,,,,75,0
5184,note_on,,,,,2,0,5,,,,,4,,,,82,45
5189,note_on,,,,,416,0,6,,,,,5,,,,65,45
5341,note_on,,,,,160,0,7,,,,,6,,,,62,0
5344,note_on,,,,,160,0,5,,,,,4,,,,82,0
5349,note_on,,,,,160,0,6,,,,,5,,,,65,0
5373,note_on,,,,,32,0,7,,,,,6,,,,64,45
5376,note_on,,,,,32,0,5,,,,,4,,,,82,45
5381,note_on,,,,,32,0,6,,,,,5,,,,67,45
5405,note_on,,,,,0,0,7,,,,,6,,,,65,45
5405,note_on,,,,,32,0,7,,,,,6,,,,64,0
5413,note_on,,,,,32,0,6,,,,,5,,,,67,0
5413,note_on,,,,,0,0,6,,,,,5,,,,68,45
5437,note_on,,,,,32,0,7,,,,,6,,,,65,0
5437,note_on,,,,,0,0,7,,,,,6,,,,64,45
5445,note_on,,,,,32,0,6,,,,,5,,,,68,0
5445,note_on,,,,,0,0,6,,,,,5,,,,67,45
5469,note_on,,,,,32,0,7,,,,,6,,,,64,0
5469,note_on,,,,,0,0,7,,,,,6,,,,65,45
5477,note_on,,,,,0,0,6,,,,,5,,,,68,45
5477,note_on,,,,,32,0,6,,,,,5,,,,67,0
5501,note_on,,,,,32,0,7,,,,,6,,,,65,0
5501,note_on,,,,,0,0,7,,,,,6,,,,64,45
5509,note_on,,,,,32,0,6,,,,,5,,,,68,0
5509,note_on,,,,,0,0,6,,,,,5,,,,67,45
5533,note_on,,,,,32,0,7,,,,,6,,,,64,0
5533,note_on,,,,,0,0,7,,,,,6,,,,65,45
5536,note_on,,,,,160,0,5,,,,,4,,,,82,0
5541,note_on,,,,,32,0,6,,,,,5,,,,67,0
5541,note_on,,,,,0,0,6,,,,,5,,,,68,45
5565,note_on,,,,,0,0,7,,,,,6,,,,64,45
5565,note_on,,,,,32,0,7,,,,,6,,,,65,0
5568,note_on,,,,,32,0,5,,,,,4,,,,82,45
5573,note_on,,,,,32,0,6,,,,,5,,,,68,0
5573,note_on,,,,,0,0,6,,,,,5,,,,67,45
5597,note_on,,,,,32,0,7,,,,,6,,,,64,0
5597,note_on,,,,,0,0,7,,,,,6,,,,65,45
5605,note_on,,,,,32,0,6,,,,,5,,,,67,0
5605,note_on,,,,,0,0,6,,,,,5,,,,68,45
5629,note_on,,,,,32,0,7,,,,,6,,,,65,0
5629,note_on,,,,,0,0,7,,,,,6,,,,64,45
5637,note_on,,,,,0,0,6,,,,,5,,,,67,45
5637,note_on,,,,,32,0,6,,,,,5,,,,68,0
5661,note_on,,,,,0,0,7,,,,,6,,,,62,45
5661,note_on,,,,,32,0,7,,,,,6,,,,64,0
5669,note_on,,,,,0,0,6,,,,,5,,,,65,45
5669,note_on,,,,,32,0,6,,,,,5,,,,67,0
