tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,pitch,note,velocity
1661,note_on,,,,,120,0,6,,,,,5,,,,72,0
1661,note_on,,,,,0,0,6,,,,,5,,,,70,45
1680,note_on,,,,,0,0,5,,,,,4,,,,72,45
1680,note_on,,,,,24,0,5,,,,,4,,,,74,0
1685,note_on,,,,,24,0,6,,,,,5,,,,70,0
1685,note_on,,,,,0,0,6,,,,,5,,,,69,45
1704,note_on,,,,,0,0,5,,,,,4,,,,74,45
1704,note_on,,,,,24,0,5,,,,,4,,,,72,0
1709,note_on,,,,,0,0,6,,,,,5,,,,70,45
1709,note_on,,,,,24,0,6,,,,,5,,,,69,0
1728,note_on,,,,,0,0,5,,,,,4,,,,72,45
1728,note_on,,,,,24,0,5,,,,,4,,,,74,0
1729,note_on,,,,,96,0,7,,,,,6,,,,64,0
1729,note_on,,,,,0,0,7,,,,,6,,,,65,45
1731,note_on,,,,,98,0,9,,,,,8,,,,41,45
1732,note_on,,,,,98,0,8,,,,,7,,,,53,45
1733,note_on,,,,,0,0,6,,,,,5,,,,69,45
1733,note_on,,,,,24,0,6,,,,,5,,,,70,0
1822,note_on,,,,,94,0,5,,,,,4,,,,72,0
1825,note_on,,,,,94,0,9,,,,,8,,,,41,0
1825,note_on,,,,,96,0,7,,,,,6,,,,65,0
1825,note_on,,,,,0,0,7,,,,,6,,,,66,45
1826,note_on,,,,,94,0,8,,,,,7,,,,53,0
1827,note_on,,,,,94,0,6,,,,,5,,,,69,0
1919,note_on,,,,,94,0,7,,,,,6,,,,66,0
1920,note_on,,,,,98,0,5,,,,,4,,,,75,45
1921,note_on,,,,,2,0,7,,,,,6,,,,67,45
1923,note_on,,,,,98,0,9,,,,,8,,,,36,45
1924,note_on,,,,,98,0,8,,,,,7,,,,48,45
2016,note_on,,,,,0,0,5,,,,,4,,,,72,45
2016,note_on,,,,,96,0,5,,,,,4,,,,75,0
2017,note_on,,,,,94,0,9,,,,,8,,,,36,0
2018,note_on,,,,,94,0,8,,,,,7,,,,48,0
2021,note_on,,,,,194,0,6,,,,,5,,,,63,45
2115,note_on,,,,,98,0,9,,,,,8,,,,43,45
2116,note_on,,,,,98,0,8,,,,,7,,,,55,45
2208,note_on,,,,,0,0,5,,,,,4,,,,71,45
2208,note_on,,,,,192,0,5,,,,,4,,,,72,0
2209,note_on,,,,,94,0,9,,,,,8,,,,43,0
2210,note_on,,,,,94,0,8,,,,,7,,,,55,0
2213,note_on,,,,,192,0,6,,,,,5,,,,63,0
2213,note_on,,,,,0,0,6,,,,,5,,,,62,45
2302,note_on,,,,,94,0,5,,,,,4,,,,71,0
2304,note_on,,,,,2,0,5,,,,,4,,,,74,45
2307,note_on,,,,,94,0,6,,,,,5,,,,62,0
2307,note_on,,,,,98,0,9,,,,,8,,,,48,45
2308,note_on,,,,,98,0,8,,,,,7,,,,60,45
2309,note_on,,,,,2,0,6,,,,,5,,,,63,45
2312,note_on,,,,,0,0,5,,,,,4,,,,72,45
2312,note_on,,,,,8,0,5,,,,,4,,,,74,0
2320,note_on,,,,,0,0,5,,,,,4,,,,74,45
2320,note_on,,,,,8,0,5,,,,,4,,,,72,0
2328,note_on,,,,,0,0,5,,,,,4,,,,72,45
2328,note_on,,,,,8,0,5,,,,,4,,,,74,0
2376,note_on,,,,,0,0,5,,,,,4,,,,74,45
2376,note_on,,,,,48,0,5,,,,,4,,,,72,0
2400,note_on,,,,,0,0,5,,,,,4,,,,75,45
2400,note_on,,,,,24,0,5,,,,,4,,,,74,0
2401,note_on,,,,,480,0,7,,,,,6,,,,67,0
2401,note_on,,,,,0,0,7,,,,,6,,,,66,45
2403,note_on,,,,,0,0,9,,,,,8,,,,46,45
2403,note_on,,,,,96,0,9,,,,,8,,,,48,0
2404,note_on,,,,,0,0,8,,,,,7,,,,58,45
2404,note_on,,,,,96,0,8,,,,,7,,,,60,0
2405,note_on,,,,,96,0,6,,,,,5,,,,63,0
2405,note_on,,,,,0,0,6,,,,,5,,,,60,45
2495,note_on,,,,,94,0,7,,,,,6,,,,66,0
2497,note_on,,,,,2,0,7,,,,,6,,,,65,45
2499,note_on,,,,,96,0,9,,,,,8,,,,46,0
2499,note_on,,,,,0,0,9,,,,,8,,,,45,45
2500,note_on,,,,,0,0,8,,,,,7,,,,57,45
2500,note_on,,,,,96,0,8,,,,,7,,,,58,0
2592,note_on,,,,,192,0,5,,,,,4,,,,75,0
2592,note_on,,,,,0,0,5,,,,,4,,,,73,45
2597,note_on,,,,,0,0,6,,,,,5,,,,63,45
2597,note_on,,,,,192,0,6,,,,,5,,,,60,0
2659,note_on,,,,,160,0,9,,,,,8,,,,45,0
2660,note_on,,,,,160,0,8,,,,,7,,,,57,0
2686,note_on,,,,,94,0,5,,,,,4,,,,73,0
2688,note_on,,,,,2,0,5,,,,,4,,,,74,45
2691,note_on,,,,,94,0,6,,,,,5,,,,63,0
2691,note_on,,,,,32,0,9,,,,,8,,,,46,45
2692,note_on,,,,,32,0,8,,,,,7,,,,58,45
2693,note_on,,,,,2,0,6,,,,,5,,,,62,45
2784,note_on,,,,,0,0,5,,,,,4,,,,70,45
2784,note_on,,,,,96,0,5,,,,,4,,,,74,0
2881,note_on,,,,,384,0,7,,,,,6,,,,65,0
2881,note_on,,,,,0,0,7,,,,,6,,,,63,45
2883,note_on,,,,,0,0,9,,,,,8,,,,42,45
2883,note_on,,,,,192,0,9,,,,,8,,,,46,0
2884,note_on,,,,,192,0,8,,,,,7,,,,58,0
2884,note_on,,,,,0,0,8,,,,,7,,,,54,45
2885,note_on,,,,,192,0,6,,,,,5,,,,62,0
2885,note_on,,,,,0,0,6,,,,,5,,,,60,45
2976,note_on,,,,,0,0,5,,,,,4,,,,69,45
2976,note_on,,,,,192,0,5,,,,,4,,,,70,0
3041,note_on,,,,,160,0,7,,,,,6,,,,63,0
3043,note_on,,,,,160,0,9,,,,,8,,,,42,0
3044,note_on,,,,,160,0,8,,,,,7,,,,54,0
3045,note_on,,,,,160,0,6,,,,,5,,,,60,0
3070,note_on,,,,,94,0,5,,,,,4,,,,69,0
3072,note_on,,,,,2,0,5,,,,,4,,,,72,45
3073,note_on,,,,,32,0,7,,,,,6,,,,62,45
3075,note_on,,,,,32,0,9,,,,,8,,,,43,45
3076,note_on,,,,,32,0,8,,,,,7,,,,55,45
3077,note_on,,,,,32,0,6,,,,,5,,,,58,45
3080,note_on,,,,,8,0,5,,,,,4,,,,72,0
3080,note_on,,,,,0,0,5,,,,,4,,,,70,45
3088,note_on,,,,,8,0,5,,,,,4,,,,70,0
3088,note_on,,,,,0,0,5,,,,,4,,,,72,45
3096,note_on,,,,,8,0,5,,,,,4,,,,72,0
3096,note_on,,,,,0,0,5,,,,,4,,,,70,45
3144,note_on,,,,,48,0,5,,,,,4,,,,70,0
3144,note_on,,,,,0,0,5,,,,,4,,,,72,45
3167,note_on,,,,,94,0,7,,,,,6,,,,62,0
3168,note_on,,,,,0,0,5,,,,,4,,,,74,45
3168,note_on,,,,,24,0,5,,,,,4,,,,72,0
3169,note_on,,,,,2,0,7,,,,,6,,,,55,45
3171,note_on,,,,,94,0,6,,,,,5,,,,58,0
3171,note_on,,,,,96,0,9,,,,,8,,,,43,0
3171,note_on,,,,,0,0,9,,,,,8,,,,41,45
3172,note_on,,,,,96,0,8,,,,,7,,,,55,0
3172,note_on,,,,,0,0,8,,,,,7,,,,53,45
3173,note_on,,,,,2,0,6,,,,,5,,,,70,45
3267,note_on,,,,,0,0,9,,,,,8,,,,40,45
3267,note_on,,,,,96,0,9,,,,,8,,,,41,0
3268,note_on,,,,,96,0,8,,,,,7,,,,53,0
3268,note_on,,,,,0,0,8,,,,,7,,,,52,45
3329,note_on,,,,,160,0,7,,,,,6,,,,55,0
3360,note_on,,,,,0,0,5,,,,,4,,,,72,45
3360,note_on,,,,,192,0,5,,,,,4,,,,74,0
3361,note_on,,,,,32,0,7,,,,,6,,,,60,45
3365,note_on,,,,,0,0,6,,,,,5,,,,69,45
3365,note_on,,,,,192,0,6,,,,,5,,,,70,0
3408,note_on,,,,,0,0,5,,,,,4,,,,70,45
3408,note_on,,,,,48,0,5,,,,,4,,,,72,0
3413,note_on,,,,,0,0,6,,,,,5,,,,67,45
3413,note_on,,,,,48,0,6,,,,,5,,,,69,0
3427,note_on,,,,,160,0,9,,,,,8,,,,40,0
3428,note_on,,,,,160,0,8,,,,,7,,,,52,0
3454,note_on,,,,,46,0,5,,,,,4,,,,70,0
3456,note_on,,,,,2,0,5,,,,,4,,,,70,45
3459,note_on,,,,,46,0,6,,,,,5,,,,67,0
3459,note_on,,,,,32,0,9,,,,,8,,,,41,45
3460,note_on,,,,,32,0,8,,,,,7,,,,53,45
3461,note_on,,,,,2,0,6,,,,,5,,,,65,45
3504,note_on,,,,,0,0,5,,,,,4,,,,69,45
3504,note_on,,,,,48,0,5,,,,,4,,,,70,0
3552,note_on,,,,,48,0,5,,,,,4,,,,69,0
3552,note_on,,,,,0,0,5,,,,,4,,,,67,45
3553,note_on,,,,,0,0,7,,,,,6,,,,58,45
3553,note_on,,,,,192,0,7,,,,,6,,,,60,0
3555,note_on,,,,,0,0,9,,,,,8,,,,34,45
3555,note_on,,,,,96,0,9,,,,,8,,,,41,0
3556,note_on,,,,,0,0,8,,,,,7,,,,46,45
3556,note_on,,,,,96,0,8,,,,,7,,,,53,0
3557,note_on,,,,,96,0,6,,,,,5,,,,65,0
3557,note_on,,,,,0,0,6,,,,,5,,,,62,45
3600,note_on,,,,,0,0,5,,,,,4,,,,65,45
3600,note_on,,,,,48,0,5,,,,,4,,,,67,0
3646,note_on,,,,,46,0,5,,,,,4,,,,65,0
3648,note_on,,,,,2,0,5,,,,,4,,,,65,45
3649,note_on,,,,,94,0,9,,,,,8,,,,34,0
3649,note_on,,,,,96,0,7,,,,,6,,,,58,0
3649,note_on,,,,,0,0,7,,,,,6,,,,57,45
3650,note_on,,,,,94,0,8,,,,,7,,,,46,0
3651,note_on,,,,,2,0,9,,,,,8,,,,36,45
3652,note_on,,,,,2,0,8,,,,,7,,,,48,45
3653,note_on,,,,,0,0,6,,,,,5,,,,60,45
3653,note_on,,,,,96,0,6,,,,,5,,,,62,0
3742,note_on,,,,,94,0,5,,,,,4,,,,65,0
3744,note_on,,,,,2,0,5,,,,,4,,,,69,45
3745,note_on,,,,,0,0,7,,,,,6,,,,52,45
3745,note_on,,,,,96,0,7,,,,,6,,,,57,0
3749,note_on,,,,,96,0,6,,,,,5,,,,60,0
3749,note_on,,,,,0,0,6,,,,,5,,,,58,45
3792,note_on,,,,,0,0,5,,,,,4,,,,67,45
3792,note_on,,,,,48,0,5,,,,,4,,,,69,0
3811,note_on,,,,,160,0,9,,,,,8,,,,36,0
3812,note_on,,,,,160,0,8,,,,,7,,,,48,0
3838,note_on,,,,,46,0,5,,,,,4,,,,67,0
3839,note_on,,,,,94,0,7,,,,,6,,,,52,0
3840,note_on,,,,,2,0,5,,,,,4,,,,65,45
3841,note_on,,,,,2,0,7,,,,,6,,,,53,60
3843,note_on,,,,,32,0,9,,,,,8,,,,41,60
3843,note_on,,,,,94,0,6,,,,,5,,,,58,0
3844,note_on,,,,,32,0,8,,,,,7,,,,53,60
3845,note_on,,,,,2,0,6,,,,,5,,,,57,45
3889,note_on,,,,,48,0,7,,,,,6,,,,53,0
3889,note_on,,,,,0,0,7,,,,,6,,,,55,60
3893,note_on,,,,,48,0,6,,,,,5,,,,57,0
3893,note_on,,,,,0,0,6,,,,,5,,,,58,45
3934,note_on,,,,,94,0,5,,,,,4,,,,65,0
3936,note_on,,,,,2,0,5,,,,,4,,,,65,45
3937,note_on,,,,,94,0,9,,,,,8,,,,41,0
3937,note_on,,,,,0,0,7,,,,,6,,,,57,60
3937,note_on,,,,,48,0,7,,,,,6,,,,55,0
3938,note_on,,,,,94,0,8,,,,,7,,,,53,0
3941,note_on,,,,,0,0,6,,,,,5,,,,60,45
3941,note_on,,,,,48,0,6,,,,,5,,,,58,0
3985,note_on,,,,,0,0,7,,,,,6,,,,58,60
3985,note_on,,,,,48,0,7,,,,,6,,,,57,0
3989,note_on,,,,,0,0,6,,,,,5,,,,62,45
3989,note_on,,,,,48,0,6,,,,,5,,,,60,0
4030,note_on,,,,,94,0,5,,,,,4,,,,65,0
4033,note_on,,,,,0,0,7,,,,,6,,,,57,60
4033,note_on,,,,,48,0,7,,,,,6,,,,58,0
4035,note_on,,,,,98,0,9,,,,,8,,,,39,60
4036,note_on,,,,,98,0,8,,,,,7,,,,51,60
4037,note_on,,,,,48,0,6,,,,,5,,,,62,0
4037,note_on,,,,,0,0,6,,,,,5,,,,60,45
4081,note_on,,,,,0,0,7,,,,,6,,,,55,60
4081,note_on,,,,,48,0,7,,,,,6,,,,57,0
4085,note_on,,,,,48,0,6,,,,,5,,,,60,0
4085,note_on,,,,,0,0,6,,,,,5,,,,58,45
4128,note_on,,,,,98,0,5,,,,,4,,,,65,45
4129,note_on,,,,,94,0,9,,,,,8,,,,39,0
4129,note_on,,,,,0,0,7,,,,,6,,,,57,60
4129,note_on,,,,,48,0,7,,,,,6,,,,55,0
4130,note_on,,,,,94,0,8,,,,,7,,,,51,0
4133,note_on,,,,,48,0,6,,,,,5,,,,58,0
4133,note_on,,,,,0,0,6,,,,,5,,,,60,45
4177,note_on,,,,,48,0,7,,,,,6,,,,57,0
4177,note_on,,,,,0,0,7,,,,,6,,,,53,60
4181,note_on,,,,,48,0,6,,,,,5,,,,60,0
4181,note_on,,,,,0,0,6,,,,,5,,,,57,45
4222,note_on,,,,,94,0,5,,,,,4,,,,65,0
4223,note_on,,,,,46,0,7,,,,,6,,,,53,0
4224,note_on,,,,,2,0,5,,,,,4,,,,65,60
4225,note_on,,,,,2,0,7,,,,,6,,,,58,60
4227,note_on,,,,,46,0,6,,,,,5,,,,57,0
4227,note_on,,,,,98,0,9,,,,,8,,,,38,60
4228,note_on,,,,,98,0,8,,,,,7,,,,50,60
4229,note_on,,,,,2,0,6,,,,,5,,,,62,45
4273,note_on,,,,,0,0,7,,,,,6,,,,60,60
4273,note_on,,,,,48,0,7,,,,,6,,,,58,0
4277,note_on,,,,,48,0,6,,,,,5,,,,62,0
4277,note_on,,,,,0,0,6,,,,,5,,,,63,45
4320,note_on,,,,,0,0,5,,,,,4,,,,70,60
4320,note_on,,,,,96,0,5,,,,,4,,,,65,0
4321,note_on,,,,,0,0,7,,,,,6,,,,62,60
4321,note_on,,,,,48,0,7,,,,,6,,,,60,0
4321,note_on,,,,,94,0,9,,,,,8,,,,38,0
4322,note_on,,,,,94,0,8,,,,,7,,,,50,0
4325,note_on,,,,,48,0,6,,,,,5,,,,63,0
4325,note_on,,,,,0,0,6,,,,,5,,,,65,45
4369,note_on,,,,,48,0,7,,,,,6,,,,62,0
4369,note_on,,,,,0,0,7,,,,,6,,,,63,60
4373,note_on,,,,,48,0,6,,,,,5,,,,65,0
4373,note_on,,,,,0,0,6,,,,,5,,,,67,45
4417,note_on,,,,,48,0,7,,,,,6,,,,63,0
4417,note_on,,,,,0,0,7,,,,,6,,,,62,60
4419,note_on,,,,,98,0,9,,,,,8,,,,34,60
4420,note_on,,,,,98,0,8,,,,,7,,,,46,60
4421,note_on,,,,,0,0,6,,,,,5,,,,65,45
4421,note_on,,,,,48,0,6,,,,,5,,,,67,0
4465,note_on,,,,,0,0,7,,,,,6,,,,60,60
4465,note_on,,,,,48,0,7,,,,,6,,,,62,0
4469,note_on,,,,,0,0,6,,,,,5,,,,63,45
4469,note_on,,,,,48,0,6,,,,,5,,,,65,0
4512,note_on,,,,,0,0,5,,,,,4,,,,74,60
4512,note_on,,,,,192,0,5,,,,,4,,,,70,0
4513,note_on,,,,,0,0,7,,,,,6,,,,62,60
4513,note_on,,,,,48,0,7,,,,,6,,,,60,0
4513,note_on,,,,,94,0,9,,,,,8,,,,34,0
4514,note_on,,,,,94,0,8,,,,,7,,,,46,0
4517,note_on,,,,,0,0,6,,,,,5,,,,65,45
4517,note_on,,,,,48,0,6,,,,,5,,,,63,0
4561,note_on,,,,,48,0,7,,,,,6,,,,62,0
4561,note_on,,,,,0,0,7,,,,,6,,,,58,60
4565,note_on,,,,,0,0,6,,,,,5,,,,62,45
4565,note_on,,,,,48,0,6,,,,,5,,,,65,0
4606,note_on,,,,,94,0,5,,,,,4,,,,74,0
4607,note_on,,,,,46,0,7,,,,,6,,,,58,0
4608,note_on,,,,,2,0,5,,,,,4,,,,74,60
4609,note_on,,,,,2,0,7,,,,,6,,,,51,60
4611,note_on,,,,,98,0,9,,,,,8,,,,39,60
4611,note_on,,,,,46,0,6,,,,,5,,,,62,0
4612,note_on,,,,,98,0,8,,,,,7,,,,51,60
4613,note_on,,,,,2,0,6,,,,,5,,,,55,60
4657,note_on,,,,,48,0,7,,,,,6,,,,51,0
4657,note_on,,,,,0,0,7,,,,,6,,,,53,60
4661,note_on,,,,,48,0,6,,,,,5,,,,55,0
4661,note_on,,,,,0,0,6,,,,,5,,,,56,60
4704,note_on,,,,,0,0,5,,,,,4,,,,67,60
4704,note_on,,,,,96,0,5,,,,,4,,,,74,0
4705,note_on,,,,,94,0,9,,,,,8,,,,39,0
4705,note_on,,,,,48,0,7,,,,,6,,,,53,0
4705,note_on,,,,,0,0,7,,,,,6,,,,55,60
4706,note_on,,,,,94,0,8,,,,,7,,,,51,0
4709,note_on,,,,,0,0,6,,,,,5,,,,58,60
4709,note_on,,,,,48,0,6,,,,,5,,,,56,0
4753,note_on,,,,,48,0,7,,,,,6,,,,55,0
4753,note_on,,,,,0,0,7,,,,,6,,,,56,60
4757,note_on,,,,,48,0,6,,,,,5,,,,58,0
4757,note_on,,,,,0,0,6,,,,,5,,,,60,60
4798,note_on,,,,,94,0,5,,,,,4,,,,67,0
4801,note_on,,,,,0,0,7,,,,,6,,,,55,60
4801,note_on,,,,,48,0,7,,,,,6,,,,56,0
