tick,type,key,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
385,note_on,,25,0,1,,,,,,,,0,,71,0
420,note_on,,35,0,2,,,,,,,,1,,43,127
420,note_on,,35,0,1,,,,,,,,0,,67,127
445,note_on,,25,0,1,,,,,,,,0,,67,0
445,note_on,,25,0,2,,,,,,,,1,,43,0
480,note_on,,35,0,2,,,,,,,,1,,55,127
480,note_on,,35,0,1,,,,,,,,0,,76,127
480,note_on,,0,0,1,,,,,,,,0,,72,127
505,note_on,,25,0,2,,,,,,,,1,,55,0
540,note_on,,35,0,2,,,,,,,,1,,55,127
565,note_on,,25,0,2,,,,,,,,1,,55,0
599,note_on,,119,0,1,,,,,,,,0,,72,0
599,note_on,,0,0,1,,,,,,,,0,,76,0
600,note_on,,35,0,2,,,,,,,,1,,55,127
600,note_on,,1,0,1,,,,,,,,0,,78,127
600,note_on,,0,0,1,,,,,,,,0,,69,127
625,note_on,,25,0,2,,,,,,,,1,,55,0
660,note_on,,35,0,2,,,,,,,,1,,55,127
685,note_on,,25,0,2,,,,,,,,1,,55,0
719,note_on,,0,0,1,,,,,,,,0,,78,0
719,note_on,,119,0,1,,,,,,,,0,,69,0
720,note_on,,1,0,1,,,,,,,,0,,79,127
720,note_on,,0,0,1,,,,,,,,0,,71,127
720,note_on,,35,0,2,,,,,,,,1,,55,127
745,note_on,,25,0,2,,,,,,,,1,,55,0
745,note_on,,25,0,1,,,,,,,,0,,71,0
745,note_on,,0,0,1,,,,,,,,0,,79,0
780,note_on,,35,0,2,,,,,,,,1,,62,127
780,note_on,,35,0,1,,,,,,,,0,,74,127
805,note_on,,25,0,2,,,,,,,,1,,62,0
805,note_on,,25,0,1,,,,,,,,0,,74,0
840,note_on,,35,0,2,,,,,,,,1,,59,127
840,note_on,,35,0,1,,,,,,,,0,,71,127
865,note_on,,25,0,2,,,,,,,,1,,59,0
865,note_on,,25,0,1,,,,,,,,0,,71,0
900,note_on,,35,0,1,,,,,,,,0,,67,127
900,note_on,,35,0,2,,,,,,,,1,,55,127
925,note_on,,25,0,1,,,,,,,,0,,67,0
925,note_on,,25,0,2,,,,,,,,1,,55,0
960,note_on,,35,0,1,,,,,,,,0,,81,127
960,note_on,,35,0,2,,,,,,,,1,,54,127
960,note_on,,0,0,2,,,,,,,,1,,50,127
990,note_on,,30,0,2,,,,,,,,1,,52,127
990,note_on,,0,0,1,,,,,,,,0,,81,0
990,note_on,,30,0,1,,,,,,,,0,,79,127
990,note_on,,0,0,2,,,,,,,,1,,54,0
1020,note_on,,30,0,1,,,,,,,,0,,81,127
1020,note_on,,30,0,2,,,,,,,,1,,54,127
1020,note_on,,0,0,1,,,,,,,,0,,79,0
1020,note_on,,0,0,2,,,,,,,,1,,52,0
1050,note_on,,0,0,2,,,,,,,,1,,54,0
1050,note_on,,0,0,1,,,,,,,,0,,81,0
1050,note_on,,30,0,1,,,,,,,,0,,83,127
1050,note_on,,30,0,2,,,,,,,,1,,55,127
1080,note_on,,0,0,1,,,,,,,,0,,83,0
1080,note_on,,30,0,2,,,,,,,,1,,54,127
1080,note_on,,0,0,2,,,,,,,,1,,55,0
1080,note_on,,30,0,1,,,,,,,,0,,81,127
1105,note_on,,25,0,1,,,,,,,,0,,81,0
1105,note_on,,25,0,2,,,,,,,,1,,54,0
1140,note_on,,35,0,2,,,,,,,,1,,55,127
1140,note_on,,35,0,1,,,,,,,,0,,83,127
1165,note_on,,25,0,2,,,,,,,,1,,55,0
1165,note_on,,25,0,1,,,,,,,,0,,83,0
1199,note_on,,34,0,2,,,,,,,,1,,50,0
1200,note_on,,0,0,2,,,,,,,,1,,50,127
1200,note_on,,35,0,1,,,,,,,,0,,81,127
1200,note_on,,1,0,2,,,,,,,,1,,54,127
1230,note_on,,30,0,2,,,,,,,,1,,52,127
1230,note_on,,0,0,1,,,,,,,,0,,81,0
1230,note_on,,30,0,1,,,,,,,,0,,79,127
1230,note_on,,0,0,2,,,,,,,,1,,54,0
1260,note_on,,30,0,1,,,,,,,,0,,81,127
1260,note_on,,0,0,1,,,,,,,,0,,79,0
1260,note_on,,0,0,2,,,,,,,,1,,52,0
1260,note_on,,30,0,2,,,,,,,,1,,54,127
1290,note_on,,30,0,2,,,,,,,,1,,55,127
1290,note_on,,30,0,1,,,,,,,,0,,83,127
1290,note_on,,0,0,1,,,,,,,,0,,81,0
1290,note_on,,0,0,2,,,,,,,,1,,54,0
1320,note_on,,30,0,2,,,,,,,,1,,54,127
1320,note_on,,0,0,1,,,,,,,,0,,83,0
1320,note_on,,30,0,1,,,,,,,,0,,81,127
1320,note_on,,0,0,2,,,,,,,,1,,55,0
1345,note_on,,25,0,1,,,,,,,,0,,81,0
1345,note_on,,25,0,2,,,,,,,,1,,54,0
1380,note_on,,35,0,1,,,,,,,,0,,83,127
1380,note_on,,35,0,2,,,,,,,,1,,55,127
1405,note_on,,25,0,2,,,,,,,,1,,55,0
1405,note_on,,25,0,1,,,,,,,,0,,83,0
1439,note_on,,34,0,2,,,,,,,,1,,50,0
1440,note_on,,0,0,2,,,,,,,,1,,45,127
1440,note_on,,35,0,1,,,,,,,,0,,81,127
1440,note_on,,1,0,2,,,,,,,,1,,54,127
1530,note_on,,90,0,1,,,,,,,,0,,79,127
1530,note_on,,0,0,1,,,,,,,,0,,81,0
1530,note_on,,90,0,2,,,,,,,,1,,52,127
1530,note_on,,0,0,2,,,,,,,,1,,54,0
1560,note_on,,0,0,2,,,,,,,,1,,52,0
1560,note_on,,30,0,2,,,,,,,,1,,50,127
1560,note_on,,30,0,1,,,,,,,,0,,78,127
1560,note_on,,0,0,1,,,,,,,,0,,79,0
1585,note_on,,25,0,2,,,,,,,,1,,50,0
1585,note_on,,25,0,1,,,,,,,,0,,78,0
1620,note_on,,35,0,2,,,,,,,,1,,49,127
1620,note_on,,35,0,1,,,,,,,,0,,76,127
1645,note_on,,25,0,2,,,,,,,,1,,49,0
1645,note_on,,25,0,1,,,,,,,,0,,76,0
1679,note_on,,34,0,2,,,,,,,,1,,45,0
1680,note_on,,1,0,2,,,,,,,,1,,50,127
1680,note_on,,35,0,1,,,,,,,,0,,74,127
1680,note_on,,0,0,2,,,,,,,,1,,38,127
1799,note_on,,119,0,2,,,,,,,,1,,38,0
1799,note_on,,119,0,1,,,,,,,,0,,74,0
1799,note_on,,0,0,2,,,,,,,,1,,50,0
1800,note_on,,1,0,1,,,,,,,,0,,74,127
1800,note_on,,1,0,2,,,,,,,,1,,50,127
1800,note_on,,0,0,2,,,,,,,,1,,38,127
1919,note_on,,0,0,2,,,,,,,,1,,50,0
1919,note_on,,119,0,2,,,,,,,,1,,38,0
1919,note_on,,119,0,1,,,,,,,,0,,74,0
1920,note_on,,1,0,1,,,,,,,,0,,79,127
1920,note_on,,0,0,1,,,,,,,,0,,71,127
1920,note_on,,1,0,2,,,,,,,,1,,55,127
2039,note_on,,119,0,1,,,,,,,,0,,71,0
2039,note_on,,0,0,1,,,,,,,,0,,79,0
2039,note_on,,119,0,2,,,,,,,,1,,55,0
2040,note_on,,1,0,1,,,,,,,,0,,79,127
2040,note_on,,1,0,2,,,,,,,,1,,50,127
2070,note_on,,0,0,1,,,,,,,,0,,79,0
2070,note_on,,30,0,1,,,,,,,,0,,78,127
2100,note_on,,30,0,1,,,,,,,,0,,76,127
2100,note_on,,0,0,1,,,,,,,,0,,78,0
2130,note_on,,30,0,1,,,,,,,,0,,74,127
2130,note_on,,0,0,1,,,,,,,,0,,76,0
2160,note_on,,120,0,2,,,,,,,,1,,55,127
2160,note_on,,0,0,2,,,,,,,,1,,50,0
2160,note_on,,30,0,1,,,,,,,,0,,79,127
2160,note_on,,0,0,1,,,,,,,,0,,74,0
2185,note_on,,25,0,2,,,,,,,,1,,55,0
2185,note_on,,25,0,1,,,,,,,,0,,79,0
2220,note_on,,35,0,1,,,,,,,,0,,74,127
2220,note_on,,35,0,2,,,,,,,,1,,50,127
2245,note_on,,25,0,2,,,,,,,,1,,50,0
2245,note_on,,25,0,1,,,,,,,,0,,74,0
2280,note_on,,35,0,1,,,,,,,,0,,71,127
2280,note_on,,35,0,2,,,,,,,,1,,47,127
2305,note_on,,25,0,2,,,,,,,,1,,47,0
2305,note_on,,25,0,1,,,,,,,,0,,71,0
2340,note_on,,35,0,2,,,,,,,,1,,43,127
2340,note_on,,35,0,1,,,,,,,,0,,67,127
2365,note_on,,25,0,1,,,,,,,,0,,67,0
2365,note_on,,25,0,2,,,,,,,,1,,43,0
2400,note_on,,0,0,1,,,,,,,,0,,72,127
2400,note_on,,35,0,1,,,,,,,,0,,76,127
2400,note_on,,35,0,2,,,,,,,,1,,55,127
2425,note_on,,25,0,2,,,,,,,,1,,55,0
2460,note_on,,35,0,2,,,,,,,,1,,55,127
2485,note_on,,25,0,2,,,,,,,,1,,55,0
2519,note_on,,0,0,1,,,,,,,,0,,76,0
2519,note_on,,119,0,1,,,,,,,,0,,72,0
2520,note_on,,0,0,1,,,,,,,,0,,69,127
2520,note_on,,35,0,2,,,,,,,,1,,55,127
2520,note_on,,1,0,1,,,,,,,,0,,78,127
2545,note_on,,25,0,2,,,,,,,,1,,55,0
2580,note_on,,35,0,2,,,,,,,,1,,55,127
2605,note_on,,25,0,2,,,,,,,,1,,55,0
2639,note_on,,119,0,1,,,,,,,,0,,69,0
2639,note_on,,0,0,1,,,,,,,,0,,78,0
2640,note_on,,35,0,2,,,,,,,,1,,55,127
2640,note_on,,0,0,1,,,,,,,,0,,71,127
2640,note_on,,1,0,1,,,,,,,,0,,79,127
2665,note_on,,25,0,1,,,,,,,,0,,71,0
2665,note_on,,25,0,2,,,,,,,,1,,55,0
2665,note_on,,0,0,1,,,,,,,,0,,79,0
2700,note_on,,35,0,1,,,,,,,,0,,74,127
2700,note_on,,35,0,2,,,,,,,,1,,62,127
2725,note_on,,25,0,1,,,,,,,,0,,74,0
2725,note_on,,25,0,2,,,,,,,,1,,62,0
2760,note_on,,35,0,1,,,,,,,,0,,71,127
2760,note_on,,35,0,2,,,,,,,,1,,59,127
2785,note_on,,25,0,2,,,,,,,,1,,59,0
2785,note_on,,25,0,1,,,,,,,,0,,71,0
2820,note_on,,35,0,1,,,,,,,,0,,67,127
2820,note_on,,35,0,2,,,,,,,,1,,55,127
2845,note_on,,25,0,2,,,,,,,,1,,55,0
2845,note_on,,25,0,1,,,,,,,,0,,67,0
2880,note_on,,35,0,2,,,,,,,,1,,54,127
2880,note_on,,0,0,2,,,,,,,,1,,50,127
2880,note_on,,35,0,1,,,,,,,,0,,81,127
2910,note_on,,0,0,2,,,,,,,,1,,54,0
2910,note_on,,0,0,1,,,,,,,,0,,81,0
2910,note_on,,30,0,1,,,,,,,,0,,79,127
2910,note_on,,30,0,2,,,,,,,,1,,52,127
2940,note_on,,30,0,1,,,,,,,,0,,81,127
2940,note_on,,0,0,2,,,,,,,,1,,52,0
2940,note_on,,0,0,1,,,,,,,,0,,79,0
2940,note_on,,30,0,2,,,,,,,,1,,54,127
2970,note_on,,0,0,2,,,,,,,,1,,54,0
2970,note_on,,30,0,1,,,,,,,,0,,83,127
2970,note_on,,30,0,2,,,,,,,,1,,55,127
2970,note_on,,0,0,1,,,,,,,,0,,81,0
3000,note_on,,0,0,2,,,,,,,,1,,55,0
3000,note_on,,30,0,1,,,,,,,,0,,81,127
3000,note_on,,30,0,2,,,,,,,,1,,54,127
3000,note_on,,0,0,1,,,,,,,,0,,83,0
3025,note_on,,25,0,2,,,,,,,,1,,54,0
3025,note_on,,25,0,1,,,,,,,,0,,81,0
3060,note_on,,35,0,1,,,,,,,,0,,83,127
3060,note_on,,35,0,2,,,,,,,,1,,55,127
3085,note_on,,25,0,2,,,,,,,,1,,55,0
3085,note_on,,25,0,1,,,,,,,,0,,83,0
3119,note_on,,34,0,2,,,,,,,,1,,50,0
3120,note_on,,1,0,2,,,,,,,,1,,54,127
3120,note_on,,0,0,2,,,,,,,,1,,50,127
3120,note_on,,35,0,1,,,,,,,,0,,81,127
3150,note_on,,30,0,1,,,,,,,,0,,79,127
3150,note_on,,0,0,2,,,,,,,,1,,54,0
3150,note_on,,30,0,2,,,,,,,,1,,52,127
3150,note_on,,0,0,1,,,,,,,,0,,81,0
3180,note_on,,30,0,1,,,,,,,,0,,81,127
3180,note_on,,0,0,2,,,,,,,,1,,52,0
3180,note_on,,30,0,2,,,,,,,,1,,54,127
3180,note_on,,0,0,1,,,,,,,,0,,79,0
3210,note_on,,0,0,2,,,,,,,,1,,54,0
3210,note_on,,30,0,2,,,,,,,,1,,55,127
3210,note_on,,30,0,1,,,,,,,,0,,83,127
3210,note_on,,0,0,1,,,,,,,,0,,81,0
3240,note_on,,30,0,2,,,,,,,,1,,54,127
3240,note_on,,0,0,2,,,,,,,,1,,55,0
3240,note_on,,0,0,1,,,,,,,,0,,83,0
3240,note_on,,30,0,1,,,,,,,,0,,81,127
3265,note_on,,25,0,2,,,,,,,,1,,54,0
3265,note_on,,25,0,1,,,,,,,,0,,81,0
3300,note_on,,35,0,2,,,,,,,,1,,55,127
3300,note_on,,35,0,1,,,,,,,,0,,83,127
3325,note_on,,25,0,1,,,,,,,,0,,83,0
3325,note_on,,25,0,2,,,,,,,,1,,55,0
3359,note_on,,34,0,2,,,,,,,,1,,50,0
3360,note_on,,0,0,2,,,,,,,,1,,45,127
3360,note_on,,1,0,2,,,,,,,,1,,54,127
3360,note_on,,35,0,1,,,,,,,,0,,81,127
3450,note_on,,0,0,2,,,,,,,,1,,54,0
3450,note_on,,90,0,1,,,,,,,,0,,79,127
3450,note_on,,0,0,1,,,,,,,,0,,81,0
3450,note_on,,90,0,2,,,,,,,,1,,52,127
3480,note_on,,30,0,2,,,,,,,,1,,50,127
3480,note_on,,0,0,2,,,,,,,,1,,52,0
3480,note_on,,0,0,1,,,,,,,,0,,79,0
3480,note_on,,30,0,1,,,,,,,,0,,78,127
3505,note_on,,25,0,2,,,,,,,,1,,50,0
3505,note_on,,25,0,1,,,,,,,,0,,78,0
3540,note_on,,35,0,2,,,,,,,,1,,49,127
3540,note_on,,35,0,1,,,,,,,,0,,76,127
3565,note_on,,25,0,1,,,,,,,,0,,76,0
3565,note_on,,25,0,2,,,,,,,,1,,49,0
3599,note_on,,34,0,2,,,,,,,,1,,45,0
3600,note_on,,0,0,2,,,,,,,,1,,38,127
3600,note_on,,1,0,2,,,,,,,,1,,50,127
3600,note_on,,35,0,1,,,,,,,,0,,74,127
3719,note_on,,119,0,1,,,,,,,,0,,74,0
3719,note_on,,119,0,2,,,,,,,,1,,38,0
3719,note_on,,0,0,2,,,,,,,,1,,50,0
3720,note_on,,1,0,2,,,,,,,,1,,50,127
3720,note_on,,1,0,1,,,,,,,,0,,74,127
3720,note_on,,0,0,2,,,,,,,,1,,38,127
3839,note_on,,119,0,2,,,,,,,,1,,38,0
3839,note_on,,119,0,1,,,,,,,,0,,74,0
3839,note_on,,0,0,2,,,,,,,,1,,50,0
3840,note_on,,1,0,2,,,,,,,,1,,56,127
3840,note_on,,1,0,1,,,,,,,,0,,74,127
3870,note_on,,0,0,1,,,,,,,,0,,74,0
3870,note_on,,30,0,1,,,,,,,,0,,76,127
3900,note_on,,0,0,1,,,,,,,,0,,76,0
3900,note_on,,30,0,1,,,,,,,,0,,74,127
3930,note_on,,0,0,1,,,,,,,,0,,74,0
3930,note_on,,30,0,1,,,,,,,,0,,71,127
3960,note_on,,0,0,1,,,,,,,,0,,71,0
3960,note_on,,30,0,1,,,,,,,,0,,74,127
3960,note_on,,0,0,2,,,,,,,,1,,56,0
3960,note_on,,120,0,2,,,,,,,,1,,57,127
3990,note_on,,30,0,1,,,,,,,,0,,72,127
3990,note_on,,0,0,1,,,,,,,,0,,74,0
4020,note_on,,0,0,1,,,,,,,,0,,72,0
4020,note_on,,30,0,1,,,,,,,,0,,71,127
4050,note_on,,30,0,1,,,,,,,,0,,69,127
4050,note_on,,0,0,1,,,,,,,,0,,71,0
4080,note_on,,30,0,1,,,,,,,,0,,69,127
4080,note_on,,0,0,1,,,,,,,,0,,69,0
4080,note_on,,0,0,2,,,,,,,,1,,57,0
4080,note_on,,0,0,2,,,,,,,,1,,60,127
4080,note_on,,120,0,2,,,,,,,,1,,64,127
4105,note_on,,25,0,1,,,,,,,,0,,69,0
4105,note_on,,0,0,2,,,,,,,,1,,64,0
4105,note_on,,25,0,2,,,,,,,,1,,60,0
4140,note_on,,0,0,2,,,,,,,,1,,60,127
4140,note_on,,35,0,1,,,,,,,,0,,69,127
4140,note_on,,35,0,2,,,,,,,,1,,64,127
4165,note_on,,0,0,2,,,,,,,,1,,64,0
4165,note_on,,25,0,2,,,,,,,,1,,60,0
4165,note_on,,25,0,1,,,,,,,,0,,69,0
4200,note_on,,35,0,2,,,,,,,,1,,64,127
4200,note_on,,0,0,2,,,,,,,,1,,60,127
4200,note_on,,35,0,1,,,,,,,,0,,69,127
4319,note_on,,119,0,2,,,,,,,,1,,60,0
4319,note_on,,119,0,1,,,,,,,,0,,69,0
4319,note_on,,0,0,2,,,,,,,,1,,64,0
4320,note_on,,1,0,2,,,,,,,,1,,54,127
4320,note_on,,1,0,1,,,,,,,,0,,72,127
4350,note_on,,30,0,1,,,,,,,,0,,74,127
4350,note_on,,0,0,1,,,,,,,,0,,72,0
4380,note_on,,30,0,1,,,,,,,,0,,72,127
4380,note_on,,0,0,1,,,,,,,,0,,74,0
4410,note_on,,30,0,1,,,,,,,,0,,69,127
4410,note_on,,0,0,1,,,,,,,,0,,72,0
4440,note_on,,120,0,2,,,,,,,,1,,55,127
4440,note_on,,30,0,1,,,,,,,,0,,72,127
4440,note_on,,0,0,1,,,,,,,,0,,69,0
4440,note_on,,0,0,2,,,,,,,,1,,54,0
4470,note_on,,0,0,1,,,,,,,,0,,72,0
4470,note_on,,30,0,1,,,,,,,,0,,71,127
4500,note_on,,30,0,1,,,,,,,,0,,69,127
4500,note_on,,0,0,1,,,,,,,,0,,71,0
4530,note_on,,0,0,1,,,,,,,,0,,69,0
4530,note_on,,30,0,1,,,,,,,,0,,67,127
4560,note_on,,120,0,2,,,,,,,,1,,62,127
4560,note_on,,0,0,2,,,,,,,,1,,59,127
4560,note_on,,0,0,2,,,,,,,,1,,55,0
4560,note_on,,0,0,1,,,,,,,,0,,67,0
4560,note_on,,30,0,1,,,,,,,,0,,67,127
4585,note_on,,0,0,2,,,,,,,,1,,62,0
4585,note_on,,25,0,1,,,,,,,,0,,67,0
4585,note_on,,25,0,2,,,,,,,,1,,59,0
4620,note_on,,35,0,1,,,,,,,,0,,67,127
4620,note_on,,35,0,2,,,,,,,,1,,62,127
4620,note_on,,0,0,2,,,,,,,,1,,59,127
4645,note_on,,25,0,1,,,,,,,,0,,67,0
4645,note_on,,25,0,2,,,,,,,,1,,59,0
4645,note_on,,0,0,2,,,,,,,,1,,62,0
4680,note_on,,35,0,1,,,,,,,,0,,67,127
4680,note_on,,0,0,2,,,,,,,,1,,59,127
4680,note_on,,35,0,2,,,,,,,,1,,62,127
4799,note_on,,119,0,1,,,,,,,,0,,67,0
4799,note_on,,119,0,2,,,,,,,,1,,59,0
4799,note_on,,0,0,2,,,,,,,,1,,62,0
4800,note_on,,1,0,2,,,,,,,,1,,59,127
4800,note_on,,0,0,2,,,,,,,,1,,55,127
4800,note_on,,1,0,1,,,,,,,,0,,74,127
4830,note_on,,30,0,2,,,,,,,,1,,57,127
4830,note_on,,0,0,2,,,,,,,,1,,59,0
4830,note_on,,0,0,1,,,,,,,,0,,74,0
4830,note_on,,30,0,1,,,,,,,,0,,72,127
4860,note_on,,30,0,1,,,,,,,,0,,74,127
4860,note_on,,30,0,2,,,,,,,,1,,59,127
4860,note_on,,0,0,2,,,,,,,,1,,57,0
4860,note_on,,0,0,1,,,,,,,,0,,72,0
4890,note_on,,0,0,1,,,,,,,,0,,74,0
4890,note_on,,30,0,1,,,,,,,,0,,76,127
4890,note_on,,0,0,2,,,,,,,,1,,59,0
4890,note_on,,30,0,2,,,,,,,,1,,60,127
4920,note_on,,0,0,1,,,,,,,,0,,76,0
4920,note_on,,30,0,1,,,,,,,,0,,74,127
4920,note_on,,0,0,2,,,,,,,,1,,60,0
4920,note_on,,30,0,2,,,,,,,,1,,59,127
4945,note_on,,25,0,2,,,,,,,,1,,59,0
4945,note_on,,25,0,1,,,,,,,,0,,74,0
4980,note_on,,35,0,2,,,,,,,,1,,60,127
4980,note_on,,35,0,1,,,,,,,,0,,76,127
5005,note_on,,25,0,2,,,,,,,,1,,60,0
5005,note_on,,25,0,1,,,,,,,,0,,76,0
5039,note_on,,34,0,2,,,,,,,,1,,55,0
5040,note_on,,1,0,2,,,,,,,,1,,59,127
5040,note_on,,35,0,1,,,,,,,,0,,74,127
5040,note_on,,0,0,2,,,,,,,,1,,55,127
5070,note_on,,0,0,2,,,,,,,,1,,59,0
5070,note_on,,30,0,2,,,,,,,,1,,57,127
5070,note_on,,30,0,1,,,,,,,,0,,72,127
5070,note_on,,0,0,1,,,,,,,,0,,74,0
5100,note_on,,30,0,1,,,,,,,,0,,74,127
5100,note_on,,0,0,1,,,,,,,,0,,72,0
5100,note_on,,0,0,2,,,,,,,,1,,57,0
5100,note_on,,30,0,2,,,,,,,,1,,59,127
5130,note_on,,0,0,2,,,,,,,,1,,59,0
5130,note_on,,30,0,1,,,,,,,,0,,76,127
5130,note_on,,0,0,1,,,,,,,,0,,74,0
5130,note_on,,30,0,2,,,,,,,,1,,60,127
5160,note_on,,0,0,1,,,,,,,,0,,76,0
5160,note_on,,30,0,1,,,,,,,,0,,74,127
5160,note_on,,0,0,2,,,,,,,,1,,60,0
5160,note_on,,30,0,2,,,,,,,,1,,59,127
5185,note_on,,25,0,1,,,,,,,,0,,74,0
5185,note_on,,25,0,2,,,,,,,,1,,59,0
5220,note_on,,35,0,1,,,,,,,,0,,76,127
5220,note_on,,35,0,2,,,,,,,,1,,60,127
5245,note_on,,25,0,2,,,,,,,,1,,60,0
5245,note_on,,25,0,1,,,,,,,,0,,76,0
5279,note_on,,34,0,2,,,,,,,,1,,55,0
5280,note_on,,0,0,2,,,,,,,,1,,50,127
5280,note_on,,35,0,1,,,,,,,,0,,74,127
5280,note_on,,1,0,2,,,,,,,,1,,59,127
5280,note_on,,0,0,2,,,,,,,,1,,55,127
5370,note_on,,0,0,1,,,,,,,,0,,74,0
5370,note_on,,90,0,1,,,,,,,,0,,72,127
5399,note_on,,119,0,2,,,,,,,,1,,50,0
5399,note_on,,0,0,2,,,,,,,,1,,55,0
5399,note_on,,0,0,2,,,,,,,,1,,59,0
5400,note_on,,30,0,1,,,,,,,,0,,71,127
5400,note_on,,0,0,1,,,,,,,,0,,72,0
5400,note_on,,1,0,2,,,,,,,,1,,57,127
5400,note_on,,0,0,2,,,,,,,,1,,50,127
5425,note_on,,25,0,1,,,,,,,,0,,71,0
5460,note_on,,35,0,1,,,,,,,,0,,69,127
5485,note_on,,25,0,1,,,,,,,,0,,69,0
5519,note_on,,0,0,2,,,,,,,,1,,57,0
5519,note_on,,119,0,2,,,,,,,,1,,50,0
5520,note_on,,1,0,2,,,,,,,,1,,55,127
5520,note_on,,35,0,1,,,,,,,,0,,67,127
5639,note_on,,119,0,2,,,,,,,,1,,55,0
5639,note_on,,119,0,1,,,,,,,,0,,67,0
5640,note_on,,1,0,1,,,,,,,,0,,67,127
5640,note_on,,1,0,2,,,,,,,,1,,55,127
5759,note_on,,119,0,2,,,,,,,,1,,55,0
5759,note_on,,119,0,1,,,,,,,,0,,67,0
5760,note_on,,1,0,2,,,,,,,,1,,56,127
5760,note_on,,1,0,1,,,,,,,,0,,74,127
5790,note_on,,30,0,1,,,,,,,,0,,76,127
5790,note_on,,0,0,1,,,,,,,,0,,74,0
5820,note_on,,30,0,1,,,,,,,,0,,74,127
5820,note_on,,0,0,1,,,,,,,,0,,76,0
5850,note_on,,30,0,1,,,,,,,,0,,71,127
5850,note_on,,0,0,1,,,,,,,,0,,74,0
5880,note_on,,120,0,2,,,,,,,,1,,57,127
5880,note_on,,0,0,2,,,,,,,,1,,56,0
5880,note_on,,0,0,1,,,,,,,,0,,71,0
5880,note_on,,30,0,1,,,,,,,,0,,74,127
5910,note_on,,0,0,1,,,,,,,,0,,74,0
5910,note_on,,30,0,1,,,,,,,,0,,72,127
5940,note_on,,0,0,1,,,,,,,,0,,72,0
5940,note_on,,30,0,1,,,,,,,,0,,71,127
5970,note_on,,30,0,1,,,,,,,,0,,69,127
5970,note_on,,0,0,1,,,,,,,,0,,71,0
6000,note_on,,0,0,1,,,,,,,,0,,69,0
6000,note_on,,30,0,1,,,,,,,,0,,69,127
6000,note_on,,120,0,2,,,,,,,,1,,64,127
6000,note_on,,0,0,2,,,,,,,,1,,60,127
6000,note_on,,0,0,2,,,,,,,,1,,57,0
6025,note_on,,0,0,2,,,,,,,,1,,64,0
6025,note_on,,25,0,2,,,,,,,,1,,60,0
6025,note_on,,25,0,1,,,,,,,,0,,69,0
6060,note_on,,0,0,2,,,,,,,,1,,60,127
6060,note_on,,35,0,2,,,,,,,,1,,64,127
6060,note_on,,35,0,1,,,,,,,,0,,69,127
6085,note_on,,25,0,1,,,,,,,,0,,69,0
6085,note_on,,0,0,2,,,,,,,,1,,64,0
6085,note_on,,25,0,2,,,,,,,,1,,60,0
6120,note_on,,35,0,1,,,,,,,,0,,69,127
6120,note_on,,0,0,2,,,,,,,,1,,60,127
6120,note_on,,35,0,2,,,,,,,,1,,64,127
6239,note_on,,119,0,1,,,,,,,,0,,69,0
