tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity,control,value
298,note_on,,,,,56,0,2,,,,,0,46,0,,
299,note_on,,,,,1,0,2,,,,,0,58,0,,
300,note_on,,,,,1,0,2,,,,,0,62,65,,
351,control_change,,,,,55,0,11,,,,,0,,,64,127
358,note_on,,,,,58,0,2,,,,,0,62,0,,
360,note_on,,,,,118,0,1,,,,,0,67,0,,
360,note_on,,,,,0,0,1,,,,,0,65,54,,
360,note_on,,,,,2,0,2,,,,,0,48,40,,
360,note_on,,,,,0,0,2,,,,,0,55,59,,
415,note_on,,,,,55,0,1,,,,,0,65,0,,
417,control_change,,,,,66,0,11,,,,,0,,,64,0
420,note_on,,,,,60,0,2,,,,,0,55,0,,
420,note_on,,,,,0,0,2,,,,,0,58,65,,
420,note_on,,,,,5,0,1,,,,,0,64,39,,
420,note_on,,,,,0,0,2,,,,,0,48,0,,
454,control_change,,,,,34,0,2,,,,,0,,,10,104
465,note_on,,,,,45,0,1,,,,,0,64,0,,
468,control_change,,,,,51,0,11,,,,,0,,,64,127
473,note_on,,,,,19,0,2,,,,,0,58,0,,
480,note_on,,,,,0,0,1,,,,,0,57,59,,
480,note_on,,,,,7,0,2,,,,,0,41,65,,
480,note_on,,,,,15,0,1,,,,,0,65,64,,
490,note_on,,,,,10,0,1,,,,,0,57,0,,
507,note_on,,,,,17,0,1,,,,,0,65,0,,
528,note_on,,,,,48,0,2,,,,,0,41,0,,
535,control_change,,,,,67,0,11,,,,,0,,,64,0
540,note_on,,,,,0,0,1,,,,,0,60,45,,
540,note_on,,,,,33,0,1,,,,,0,57,27,,
574,note_on,,,,,34,0,1,,,,,0,60,0,,
597,note_on,,,,,23,0,1,,,,,0,57,0,,
600,note_on,,,,,0,0,1,,,,,0,60,50,,
600,note_on,,,,,3,0,1,,,,,0,65,45,,
652,note_on,,,,,0,0,1,,,,,0,65,0,,
652,note_on,,,,,52,0,1,,,,,0,60,0,,
660,note_on,,,,,0,0,1,,,,,0,64,43,,
660,note_on,,,,,8,0,1,,,,,0,67,50,,
689,note_on,,,,,29,0,1,,,,,0,64,0,,
690,note_on,,,,,1,0,1,,,,,0,67,0,,
720,note_on,,,,,30,0,1,,,,,0,69,54,,
720,note_on,,,,,0,0,1,,,,,0,65,59,,
744,control_change,,,,,209,0,11,,,,,0,,,64,127
773,note_on,,,,,53,0,1,,,,,0,65,0,,
780,note_on,,,,,7,0,1,,,,,0,60,37,,
795,control_change,,,,,51,0,11,,,,,0,,,64,0
837,note_on,,,,,57,0,1,,,,,0,60,0,,
840,note_on,,,,,312,0,2,,,,,0,53,54,,
840,note_on,,,,,3,0,1,,,,,0,65,45,,
841,control_change,,,,,46,0,11,,,,,0,,,64,127
899,note_on,,,,,59,0,1,,,,,0,65,0,,
900,note_on,,,,,1,0,1,,,,,0,60,45,,
902,note_on,,,,,62,0,2,,,,,0,53,0,,
912,control_change,,,,,71,0,11,,,,,0,,,64,0
929,note_on,,,,,29,0,1,,,,,0,60,0,,
952,note_on,,,,,23,0,1,,,,,0,69,0,,
958,control_change,,,,,46,0,11,,,,,0,,,64,127
960,note_on,,,,,0,0,1,,,,,0,62,34,,
960,note_on,,,,,58,0,2,,,,,0,46,49,,
960,note_on,,,,,8,0,1,,,,,0,70,45,,
961,control_change,,,,,1,0,2,,,,,0,,,10,103
1020,note_on,,,,,60,0,1,,,,,0,67,50,,
1025,control_change,,,,,67,0,11,,,,,0,,,64,0
1026,note_on,,,,,6,0,1,,,,,0,70,0,,
1028,note_on,,,,,67,0,2,,,,,0,46,0,,
1036,note_on,,,,,10,0,1,,,,,0,62,0,,
1071,control_change,,,,,46,0,11,,,,,0,,,64,127
1072,note_on,,,,,36,0,1,,,,,0,67,0,,
1080,note_on,,,,,8,0,1,,,,,0,69,50,,
1080,note_on,,,,,0,0,1,,,,,0,65,54,,
1080,note_on,,,,,52,0,2,,,,,0,48,49,,
1135,note_on,,,,,55,0,1,,,,,0,65,0,,
1140,note_on,,,,,5,0,1,,,,,0,69,0,,
1140,note_on,,,,,0,0,1,,,,,0,67,45,,
1140,note_on,,,,,0,0,1,,,,,0,64,32,,
1141,note_on,,,,,61,0,2,,,,,0,48,0,,
1142,control_change,,,,,71,0,11,,,,,0,,,64,0
1191,note_on,,,,,51,0,1,,,,,0,67,0,,
1192,note_on,,,,,1,0,1,,,,,0,64,0,,
1193,control_change,,,,,51,0,11,,,,,0,,,64,127
1200,note_on,,,,,59,0,2,,,,,0,41,54,,
1200,note_on,,,,,0,0,1,,,,,0,69,43,,
1200,note_on,,,,,8,0,1,,,,,0,65,45,,
1249,note_on,,,,,49,0,2,,,,,0,41,0,,
1256,note_on,,,,,56,0,1,,,,,0,65,0,,
1260,note_on,,,,,0,0,1,,,,,0,60,37,,
1260,note_on,,,,,4,0,1,,,,,0,69,0,,
1264,control_change,,,,,71,0,11,,,,,0,,,64,0
1320,note_on,,,,,60,0,1,,,,,0,65,54,,
1328,note_on,,,,,8,0,1,,,,,0,60,0,,
1367,control_change,,,,,118,0,2,,,,,0,,,10,104
1375,note_on,,,,,47,0,1,,,,,0,65,0,,
1380,note_on,,,,,5,0,1,,,,,0,69,59,,
1414,note_on,,,,,34,0,1,,,,,0,69,0,,
1440,note_on,,,,,26,0,1,,,,,0,72,54,,
1440,note_on,,,,,0,0,1,,,,,0,69,54,,
1440,note_on,,,,,0,0,1,,,,,0,72,43,,
1443,control_change,,,,,179,0,11,,,,,0,,,64,127
1500,note_on,,,,,60,0,1,,,,,0,65,59,,
1502,note_on,,,,,2,0,1,,,,,0,69,0,,
1506,note_on,,,,,4,0,1,,,,,0,72,0,,
1508,control_change,,,,,65,0,11,,,,,0,,,64,0
1533,note_on,,,,,27,0,1,,,,,0,65,0,,
1555,control_change,,,,,47,0,11,,,,,0,,,64,127
1560,note_on,,,,,193,0,2,,,,,0,57,38,,
1560,note_on,,,,,0,0,2,,,,,0,60,49,,
1620,note_on,,,,,60,0,2,,,,,0,60,0,,
1620,note_on,,,,,0,0,2,,,,,0,65,65,,
1621,control_change,,,,,66,0,11,,,,,0,,,64,0
1623,note_on,,,,,3,0,2,,,,,0,57,0,,
1672,control_change,,,,,51,0,11,,,,,0,,,64,127
1680,note_on,,,,,0,0,2,,,,,0,57,54,,
1680,note_on,,,,,57,0,2,,,,,0,65,0,,
1680,note_on,,,,,147,0,1,,,,,0,72,0,,
1680,note_on,,,,,0,0,2,,,,,0,53,27,,
1680,note_on,,,,,0,0,1,,,,,0,77,54,,
1736,note_on,,,,,56,0,2,,,,,0,57,0,,
1737,note_on,,,,,1,0,2,,,,,0,53,0,,
1738,control_change,,,,,66,0,11,,,,,0,,,64,0
1740,note_on,,,,,3,0,2,,,,,0,60,45,,
1757,note_on,,,,,77,0,1,,,,,0,77,0,,
1790,control_change,,,,,52,0,11,,,,,0,,,64,127
1800,note_on,,,,,43,0,1,,,,,0,77,59,,
1800,note_on,,,,,60,0,2,,,,,0,58,65,,
1800,note_on,,,,,0,0,2,,,,,0,55,29,,
1803,note_on,,,,,3,0,2,,,,,0,60,0,,
1824,note_on,,,,,24,0,1,,,,,0,77,0,,
1830,note_on,,,,,6,0,1,,,,,0,76,43,,
1853,note_on,,,,,23,0,1,,,,,0,76,0,,
1859,note_on,,,,,0,0,2,,,,,0,58,0,,
1859,note_on,,,,,56,0,2,,,,,0,55,0,,
1860,note_on,,,,,1,0,2,,,,,0,64,45,,
1860,note_on,,,,,7,0,1,,,,,0,74,50,,
1861,control_change,,,,,71,0,11,,,,,0,,,64,0
1890,note_on,,,,,0,0,1,,,,,0,72,37,,
1890,note_on,,,,,30,0,1,,,,,0,74,0,,
1912,control_change,,,,,51,0,11,,,,,0,,,64,127
1919,note_on,,,,,29,0,1,,,,,0,72,0,,
1920,note_on,,,,,1,0,1,,,,,0,70,59,,
1920,note_on,,,,,60,0,2,,,,,0,64,0,,
1920,note_on,,,,,0,0,2,,,,,0,55,54,,
1920,note_on,,,,,0,0,2,,,,,0,52,40,,
1975,note_on,,,,,55,0,2,,,,,0,52,0,,
1977,note_on,,,,,2,0,2,,,,,0,55,0,,
1980,note_on,,,,,3,0,2,,,,,0,58,59,,
1982,control_change,,,,,70,0,11,,,,,0,,,64,0
2035,control_change,,,,,53,0,11,,,,,0,,,64,127
2036,note_on,,,,,56,0,2,,,,,0,58,0,,
2040,note_on,,,,,120,0,1,,,,,0,64,50,,
2040,note_on,,,,,4,0,2,,,,,0,48,45,,
2047,note_on,,,,,7,0,1,,,,,0,70,0,,
2086,note_on,,,,,46,0,2,,,,,0,48,0,,
2096,note_on,,,,,49,0,1,,,,,0,64,0,,
2100,control_change,,,,,65,0,11,,,,,0,,,64,0
2100,note_on,,,,,4,0,1,,,,,0,70,54,,
2100,note_on,,,,,0,0,1,,,,,0,67,43,,
2116,note_on,,,,,16,0,1,,,,,0,67,0,,
2124,note_on,,,,,8,0,1,,,,,0,70,0,,
2157,control_change,,,,,57,0,11,,,,,0,,,64,127
2160,note_on,,,,,0,0,1,,,,,0,65,64,,
2160,note_on,,,,,36,0,1,,,,,0,69,54,,
2160,note_on,,,,,74,0,2,,,,,0,53,54,,
2218,note_on,,,,,58,0,1,,,,,0,65,0,,
2218,note_on,,,,,58,0,2,,,,,0,53,0,,
2220,note_on,,,,,2,0,1,,,,,0,60,43,,
2228,control_change,,,,,71,0,11,,,,,0,,,64,0
2241,note_on,,,,,21,0,1,,,,,0,69,0,,
2250,note_on,,,,,9,0,1,,,,,0,65,70,,
2251,note_on,,,,,1,0,1,,,,,0,60,0,,
2271,note_on,,,,,20,0,1,,,,,0,65,0,,
2275,control_change,,,,,47,0,11,,,,,0,,,64,127
2280,note_on,,,,,0,0,1,,,,,0,72,54,,
2280,note_on,,,,,9,0,1,,,,,0,69,70,,
2337,note_on,,,,,57,0,1,,,,,0,69,0,,
2340,note_on,,,,,3,0,1,,,,,0,65,50,,
2345,control_change,,,,,70,0,11,,,,,0,,,64,0
2366,note_on,,,,,0,0,1,,,,,0,72,0,,
2366,note_on,,,,,26,0,1,,,,,0,65,0,,
2370,note_on,,,,,4,0,1,,,,,0,69,50,,
2375,note_on,,,,,5,0,1,,,,,0,69,0,,
2397,control_change,,,,,52,0,11,,,,,0,,,64,127
2400,note_on,,,,,0,0,2,,,,,0,46,45,,
2400,note_on,,,,,182,0,2,,,,,0,58,65,,
2400,note_on,,,,,0,0,1,,,,,0,74,70,,
2400,note_on,,,,,0,0,1,,,,,0,82,85,,
2400,note_on,,,,,25,0,1,,,,,0,79,43,,
2434,note_on,,,,,34,0,1,,,,,0,74,0,,
2455,note_on,,,,,55,0,2,,,,,0,46,0,,
2457,control_change,,,,,2,0,2,,,,,0,,,10,103
2458,note_on,,,,,1,0,2,,,,,0,58,0,,
2460,note_on,,,,,26,0,1,,,,,0,70,85,,
2460,note_on,,,,,2,0,2,,,,,0,55,49,,
2463,control_change,,,,,66,0,11,,,,,0,,,64,0
2475,note_on,,,,,15,0,1,,,,,0,79,0,,
2489,note_on,,,,,14,0,1,,,,,0,82,0,,
2496,note_on,,,,,7,0,1,,,,,0,70,0,,
2514,control_change,,,,,51,0,11,,,,,0,,,64,127
2516,note_on,,,,,56,0,2,,,,,0,55,0,,
2520,note_on,,,,,4,0,2,,,,,0,48,54,,
2520,note_on,,,,,0,0,1,,,,,0,77,70,,
2520,note_on,,,,,24,0,1,,,,,0,69,59,,
2520,note_on,,,,,0,0,1,,,,,0,81,30,,
2594,note_on,,,,,74,0,1,,,,,0,81,0,,
2596,control_change,,,,,82,0,11,,,,,0,,,64,0
2600,note_on,,,,,6,0,1,,,,,0,77,0,,
2612,note_on,,,,,12,0,1,,,,,0,69,0,,
2626,control_change,,,,,30,0,11,,,,,0,,,64,127
2640,note_on,,,,,28,0,1,,,,,0,79,54,,
2640,note_on,,,,,0,0,1,,,,,0,76,54,,
2640,note_on,,,,,0,0,1,,,,,0,67,34,,
2659,note_on,,,,,19,0,1,,,,,0,67,0,,
2661,note_on,,,,,2,0,1,,,,,0,79,0,,
2667,note_on,,,,,6,0,1,,,,,0,76,0,,
2670,note_on,,,,,0,0,1,,,,,0,74,26,,
2670,note_on,,,,,3,0,1,,,,,0,77,43,,
2692,control_change,,,,,66,0,11,,,,,0,,,64,0
2693,note_on,,,,,23,0,1,,,,,0,74,0,,
2700,note_on,,,,,7,0,1,,,,,0,76,37,,
2700,note_on,,,,,0,0,1,,,,,0,72,39,,
2702,note_on,,,,,2,0,1,,,,,0,77,0,,
2705,note_on,,,,,3,0,1,,,,,0,76,0,,
2707,note_on,,,,,2,0,1,,,,,0,72,0,,
2730,note_on,,,,,23,0,1,,,,,0,74,34,,
2730,note_on,,,,,0,0,1,,,,,0,70,54,,
2739,note_on,,,,,9,0,1,,,,,0,70,0,,
2751,note_on,,,,,12,0,1,,,,,0,74,0,,
2758,control_change,,,,,66,0,11,,,,,0,,,64,127
2759,note_on,,,,,239,0,2,,,,,0,48,0,,
2760,note_on,,,,,9,0,1,,,,,0,69,45,,
2760,note_on,,,,,0,0,1,,,,,0,72,54,,
2767,note_on,,,,,7,0,1,,,,,0,72,0,,
2772,note_on,,,,,5,0,1,,,,,0,69,0,,
2790,note_on,,,,,18,0,1,,,,,0,70,70,,
2790,note_on,,,,,0,0,1,,,,,0,67,54,,
2800,note_on,,,,,0,0,1,,,,,0,70,0,,
2800,note_on,,,,,10,0,1,,,,,0,67,0,,
2820,note_on,,,,,0,0,1,,,,,0,65,43,,
2820,note_on,,,,,20,0,1,,,,,0,69,37,,
2829,note_on,,,,,9,0,1,,,,,0,69,0,,
2829,control_change,,,,,71,0,11,,,,,0,,,64,0
2831,note_on,,,,,2,0,1,,,,,0,65,0,,
2850,note_on,,,,,19,0,1,,,,,0,67,50,,
2850,note_on,,,,,0,0,1,,,,,0,64,32,,
2858,note_on,,,,,8,0,1,,,,,0,64,0,,
2860,note_on,,,,,2,0,1,,,,,0,67,0,,
2870,control_change,,,,,41,0,11,,,,,0,,,64,127
2879,note_on,,,,,2879,0,7,,,,,2,65,59,,
2880,note_on,,,,,121,0,2,,,,,0,57,40,,
2880,note_on,,,,,20,0,1,,,,,0,65,50,,
2940,note_on,,,,,60,0,2,,,,,0,60,45,,
2942,control_change,,,,,72,0,11,,,,,0,,,64,0
2943,note_on,,,,,3,0,2,,,,,0,57,0,,
2988,control_change,,,,,46,0,11,,,,,0,,,64,127
2997,note_on,,,,,54,0,2,,,,,0,60,0,,
3000,note_on,,,,,0,0,2,,,,,0,57,49,,
3000,note_on,,,,,3,0,2,,,,,0,53,34,,
3057,note_on,,,,,57,0,2,,,,,0,57,0,,
3059,note_on,,,,,2,0,2,,,,,0,53,0,,
3060,note_on,,,,,1,0,2,,,,,0,60,49,,
3064,control_change,,,,,76,0,11,,,,,0,,,64,0
3115,control_change,,,,,51,0,11,,,,,0,,,64,127
3116,note_on,,,,,56,0,2,,,,,0,60,0,,
3116,note_on,,,,,237,0,7,,,,,2,65,0,,
3117,note_on,,,,,1,0,7,,,,,2,67,58,,
3120,note_on,,,,,240,0,1,,,,,0,67,50,,
3120,note_on,,,,,0,0,2,,,,,0,58,65,,
3120,note_on,,,,,4,0,2,,,,,0,46,49,,
3122,note_on,,,,,2,0,1,,,,,0,65,0,,
3171,note_on,,,,,51,0,2,,,,,0,46,0,,
3179,note_on,,,,,8,0,2,,,,,0,58,0,,
3180,note_on,,,,,58,0,1,,,,,0,62,50,,
3180,note_on,,,,,1,0,2,,,,,0,62,45,,
3186,control_change,,,,,71,0,11,,,,,0,,,64,0
3220,note_on,,,,,40,0,1,,,,,0,67,0,,
3227,control_change,,,,,41,0,11,,,,,0,,,64,127
3229,note_on,,,,,9,0,1,,,,,0,62,0,,
3235,note_on,,,,,118,0,7,,,,,2,65,59,,
3236,note_on,,,,,1,0,7,,,,,2,67,0,,
3238,note_on,,,,,58,0,2,,,,,0,62,0,,
3240,note_on,,,,,2,0,2,,,,,0,55,54,,
3240,note_on,,,,,0,0,2,,,,,0,48,34,,
3240,note_on,,,,,11,0,1,,,,,0,65,59,,
3293,note_on,,,,,57,0,7,,,,,2,65,0,,
3295,note_on,,,,,2,0,7,,,,,2,64,57,,
3296,note_on,,,,,56,0,1,,,,,0,65,0,,
3296,note_on,,,,,56,0,2,,,,,0,55,0,,
3300,note_on,,,,,4,0,1,,,,,0,64,54,,
3300,note_on,,,,,4,0,2,,,,,0,58,54,,
3301,note_on,,,,,1,0,2,,,,,0,48,0,,
3302,note_on,,,,,7,0,7,,,,,2,65,60,,
3303,note_on,,,,,1,0,7,,,,,2,64,0,,
3304,control_change,,,,,77,0,11,,,,,0,,,64,0
3310,note_on,,,,,7,0,7,,,,,2,64,58,,
3312,note_on,,,,,2,0,7,,,,,2,65,0,,
3350,control_change,,,,,46,0,11,,,,,0,,,64,127
3354,note_on,,,,,54,0,1,,,,,0,64,0,,
3357,note_on,,,,,45,0,7,,,,,2,64,0,,
3357,note_on,,,,,56,0,2,,,,,0,58,0,,
3358,note_on,,,,,1,0,7,,,,,2,65,59,,
3360,note_on,,,,,6,0,1,,,,,0,65,59,,
3360,note_on,,,,,3,0,2,,,,,0,41,49,,
3360,note_on,,,,,0,0,1,,,,,0,57,43,,
3381,note_on,,,,,21,0,1,,,,,0,57,0,,
3399,note_on,,,,,18,0,1,,,,,0,65,0,,
3409,note_on,,,,,49,0,2,,,,,0,41,0,,
3420,note_on,,,,,0,0,1,,,,,0,60,50,,
3420,note_on,,,,,21,0,1,,,,,0,57,30,,
3422,control_change,,,,,72,0,11,,,,,0,,,64,0
3446,note_on,,,,,26,0,1,,,,,0,57,0,,
3447,note_on,,,,,1,0,1,,,,,0,60,0,,
3467,control_change,,,,,45,0,11,,,,,0,,,64,127
3480,note_on,,,,,33,0,1,,,,,0,65,59,,
3480,note_on,,,,,0,0,1,,,,,0,60,32,,
3481,note_on,,,,,123,0,7,,,,,2,65,0,,
3524,note_on,,,,,44,0,1,,,,,0,65,0,,
3525,note_on,,,,,1,0,1,,,,,0,60,0,,
3538,control_change,,,,,71,0,11,,,,,0,,,64,0
3540,note_on,,,,,15,0,1,,,,,0,67,50,,
3540,note_on,,,,,0,0,1,,,,,0,64,54,,
3574,note_on,,,,,0,0,1,,,,,0,67,0,,
3574,note_on,,,,,34,0,1,,,,,0,64,0,,
3589,control_change,,,,,51,0,11,,,,,0,,,64,127
3600,note_on,,,,,26,0,1,,,,,0,69,50,,
3600,note_on,,,,,0,0,1,,,,,0,65,59,,
3601,note_on,,,,,120,0,7,,,,,2,69,58,,
3639,note_on,,,,,39,0,1,,,,,0,65,0,,
3660,note_on,,,,,21,0,1,,,,,0,60,21,,
3661,control_change,,,,,72,0,11,,,,,0,,,64,0
3709,note_on,,,,,49,0,1,,,,,0,60,0,,
3717,control_change,,,,,56,0,11,,,,,0,,,64,127
3720,note_on,,,,,311,0,2,,,,,0,53,45,,
3720,note_on,,,,,11,0,1,,,,,0,65,50,,
3779,note_on,,,,,59,0,1,,,,,0,65,0,,
3780,note_on,,,,,1,0,1,,,,,0,60,37,,
3783,control_change,,,,,66,0,11,,,,,0,,,64,0
3810,note_on,,,,,30,0,1,,,,,0,60,0,,
3823,note_on,,,,,13,0,1,,,,,0,69,0,,
3834,control_change,,,,,51,0,11,,,,,0,,,64,127
3840,note_on,,,,,0,0,1,,,,,0,62,59,,
3840,note_on,,,,,239,0,7,,,,,2,69,0,,
3840,note_on,,,,,17,0,1,,,,,0,70,77,,
3840,note_on,,,,,0,0,7,,,,,2,70,59,,
3841,note_on,,,,,121,0,2,,,,,0,53,0,,
3900,note_on,,,,,59,0,2,,,,,0,46,49,,
3900,note_on,,,,,60,0,1,,,,,0,67,43,,
3906,control_change,,,,,72,0,11,,,,,0,,,64,0
3917,note_on,,,,,17,0,1,,,,,0,62,0,,
3918,note_on,,,,,1,0,1,,,,,0,70,0,,
3952,control_change,,,,,46,0,11,,,,,0,,,64,127
3955,note_on,,,,,37,0,1,,,,,0,67,0,,
3959,note_on,,,,,119,0,7,,,,,2,70,0,,
3960,note_on,,,,,1,0,7,,,,,2,69,59,,
3960,note_on,,,,,60,0,2,,,,,0,48,59,,
3960,note_on,,,,,0,0,1,,,,,0,69,54,,
3960,note_on,,,,,5,0,1,,,,,0,65,54,,
4012,note_on,,,,,52,0,1,,,,,0,65,0,,
4015,note_on,,,,,55,0,7,,,,,2,69,0,,
4017,note_on,,,,,2,0,7,,,,,2,67,56,,
4019,note_on,,,,,7,0,1,,,,,0,69,0,,
4020,note_on,,,,,0,0,1,,,,,0,64,39,,
4020,note_on,,,,,1,0,1,,,,,0,67,54,,
4021,note_on,,,,,61,0,2,,,,,0,46,0,,
4024,note_on,,,,,7,0,7,,,,,2,69,58,,
4026,note_on,,,,,2,0,7,,,,,2,67,0,,
4027,control_change,,,,,75,0,11,,,,,0,,,64,0
4036,note_on,,,,,10,0,7,,,,,2,67,56,,
4040,note_on,,,,,4,0,7,,,,,2,69,0,,
4072,note_on,,,,,0,0,1,,,,,0,67,0,,
4072,note_on,,,,,52,0,1,,,,,0,64,0,,
4076,note_on,,,,,36,0,7,,,,,2,69,59,,
4076,note_on,,,,,55,0,2,,,,,0,48,0,,
4077,note_on,,,,,1,0,7,,,,,2,67,0,,
4079,control_change,,,,,52,0,11,,,,,0,,,64,127
4080,note_on,,,,,8,0,1,,,,,0,69,45,,
4080,note_on,,,,,4,0,2,,,,,0,41,49,,
4080,note_on,,,,,0,0,1,,,,,0,65,70,,
4132,note_on,,,,,52,0,2,,,,,0,41,0,,
4134,note_on,,,,,54,0,1,,,,,0,65,0,,
4138,note_on,,,,,4,0,1,,,,,0,69,0,,
4140,note_on,,,,,2,0,1,,,,,0,60,50,,
4145,control_change,,,,,66,0,11,,,,,0,,,64,0
4194,note_on,,,,,117,0,7,,,,,2,69,0,,
4200,note_on,,,,,60,0,1,,,,,0,65,50,,
4202,control_change,,,,,57,0,11,,,,,0,,,64,127
4205,note_on,,,,,5,0,1,,,,,0,60,0,,
4257,note_on,,,,,63,0,7,,,,,2,72,58,,
4260,note_on,,,,,55,0,1,,,,,0,69,54,,
4262,control_change,,,,,60,0,11,,,,,0,,,64,0
4262,note_on,,,,,2,0,1,,,,,0,65,0,,
4299,note_on,,,,,42,0,7,,,,,2,72,0,,
4312,note_on,,,,,50,0,1,,,,,0,69,0,,
4314,control_change,,,,,52,0,11,,,,,0,,,64,127
4318,note_on,,,,,19,0,7,,,,,2,72,59,,
4320,note_on,,,,,8,0,1,,,,,0,72,64,,
4380,note_on,,,,,60,0,1,,,,,0,60,39,,
4384,control_change,,,,,70,0,11,,,,,0,,,64,0
4431,control_change,,,,,47,0,11,,,,,0,,,64,127
4435,note_on,,,,,55,0,1,,,,,0,60,0,,
4440,note_on,,,,,308,0,2,,,,,0,57,45,,
4440,note_on,,,,,5,0,1,,,,,0,65,50,,
4460,control_change,,,,,20,0,2,,,,,0,,,10,104
4498,note_on,,,,,58,0,1,,,,,0,65,0,,
4500,note_on,,,,,2,0,1,,,,,0,60,37,,
4500,note_on,,,,,182,0,7,,,,,2,74,58,,
4501,note_on,,,,,1,0,7,,,,,2,72,0,,
4502,control_change,,,,,71,0,11,,,,,0,,,64,0
4549,note_on,,,,,49,0,1,,,,,0,60,0,,
4549,control_change,,,,,47,0,11,,,,,0,,,64,127
4556,note_on,,,,,55,0,7,,,,,2,76,57,,
4558,note_on,,,,,2,0,7,,,,,2,74,0,,
4559,note_on,,,,,99,0,2,,,,,0,57,0,,
4560,note_on,,,,,1,0,2,,,,,0,53,45,,
4560,note_on,,,,,11,0,1,,,,,0,69,50,,
4617,note_on,,,,,57,0,1,,,,,0,69,0,,
4618,note_on,,,,,0,0,7,,,,,2,77,58,,
4618,note_on,,,,,60,0,7,,,,,2,76,0,,
4619,note_on,,,,,59,0,2,,,,,0,53,0,,
4620,note_on,,,,,3,0,1,,,,,0,65,59,,
4624,control_change,,,,,75,0,11,,,,,0,,,64,0
4624,note_on,,,,,4,0,1,,,,,0,72,0,,
4664,note_on,,,,,46,0,7,,,,,2,77,0,,
4676,control_change,,,,,52,0,11,,,,,0,,,64,127
4680,note_on,,,,,61,0,2,,,,,0,55,49,,
4680,note_on,,,,,56,0,1,,,,,0,70,64,,
4680,note_on,,,,,0,0,1,,,,,0,72,50,,
4682,note_on,,,,,18,0,7,,,,,2,77,56,,
4686,note_on,,,,,6,0,1,,,,,0,65,0,,
4710,note_on,,,,,28,0,7,,,,,2,76,57,,
4714,note_on,,,,,4,0,7,,,,,2,77,0,,
4737,note_on,,,,,51,0,1,,,,,0,70,0,,
4739,note_on,,,,,25,0,7,,,,,2,76,0,,
