tick,type,key,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,port,control,value,channel,pitch,program,note,velocity
20,control_change,,20,0,6,,,,,,,,121,0,5,,,,
20,control_change,,20,0,7,,,,,,,,121,0,6,,,,
20,control_change,,20,0,8,,,,,,,,121,0,7,,,,
20,control_change,,20,0,1,,,,,,,,121,0,0,,,,
20,control_change,,20,0,11,,,,,,,,121,0,10,,,,
20,control_change,,20,0,4,,,,,,,,121,0,3,,,,
21,control_change,,0,0,9,,,,,,,,7,127,9,,,,
21,control_change,,1,0,9,,,,,,,,11,127,9,,,,
21,control_change,,0,0,7,,,,,,,,7,127,6,,,,
21,control_change,,1,0,6,,,,,,,,11,127,5,,,,
21,control_change,,0,0,6,,,,,,,,7,127,5,,,,
21,control_change,,1,0,7,,,,,,,,11,127,6,,,,
21,control_change,,1,0,1,,,,,,,,11,127,0,,,,
21,control_change,,0,0,8,,,,,,,,7,127,7,,,,
21,control_change,,1,0,8,,,,,,,,11,127,7,,,,
21,control_change,,1,0,14,,,,,,,,11,127,13,,,,
21,control_change,,0,0,14,,,,,,,,7,127,13,,,,
21,control_change,,0,0,12,,,,,,,,7,127,11,,,,
21,control_change,,0,0,1,,,,,,,,7,127,0,,,,
21,control_change,,0,0,5,,,,,,,,7,127,4,,,,
21,control_change,,1,0,12,,,,,,,,11,127,11,,,,
21,control_change,,1,0,13,,,,,,,,11,127,12,,,,
21,control_change,,1,0,3,,,,,,,,11,127,2,,,,
21,control_change,,0,0,3,,,,,,,,7,127,2,,,,
21,control_change,,0,0,4,,,,,,,,7,127,3,,,,
21,control_change,,1,0,4,,,,,,,,11,127,3,,,,
21,control_change,,0,0,10,,,,,,,,7,127,8,,,,
21,control_change,,0,0,13,,,,,,,,7,127,12,,,,
21,control_change,,1,0,11,,,,,,,,11,127,10,,,,
21,control_change,,1,0,10,,,,,,,,11,127,8,,,,
21,control_change,,0,0,2,,,,,,,,7,127,1,,,,
21,control_change,,1,0,2,,,,,,,,11,127,1,,,,
21,control_change,,1,0,5,,,,,,,,11,127,4,,,,
21,control_change,,0,0,11,,,,,,,,7,127,10,,,,
22,control_change,,1,0,5,,,,,,,,93,10,4,,,,
22,control_change,,0,0,5,,,,,,,,91,79,4,,,,
22,control_change,,1,0,4,,,,,,,,93,10,3,,,,
22,control_change,,0,0,3,,,,,,,,91,89,2,,,,
22,control_change,,1,0,3,,,,,,,,93,10,2,,,,
22,control_change,,1,0,7,,,,,,,,93,10,6,,,,
22,control_change,,0,0,12,,,,,,,,91,79,11,,,,
22,control_change,,1,0,12,,,,,,,,93,10,11,,,,
22,control_change,,0,0,7,,,,,,,,91,79,6,,,,
22,control_change,,0,0,4,,,,,,,,91,79,3,,,,
22,control_change,,1,0,8,,,,,,,,93,10,7,,,,
22,control_change,,1,0,1,,,,,,,,93,10,0,,,,
22,control_change,,0,0,2,,,,,,,,91,79,1,,,,
22,control_change,,1,0,2,,,,,,,,93,10,1,,,,
22,control_change,,0,0,10,,,,,,,,91,79,8,,,,
22,control_change,,1,0,10,,,,,,,,93,10,8,,,,
22,control_change,,1,0,11,,,,,,,,93,10,10,,,,
22,control_change,,0,0,11,,,,,,,,91,79,10,,,,
22,control_change,,0,0,9,,,,,,,,91,127,9,,,,
22,control_change,,1,0,14,,,,,,,,93,10,13,,,,
22,control_change,,1,0,9,,,,,,,,93,0,9,,,,
22,control_change,,0,0,13,,,,,,,,91,69,12,,,,
22,control_change,,0,0,1,,,,,,,,91,79,0,,,,
22,control_change,,1,0,6,,,,,,,,93,10,5,,,,
22,control_change,,0,0,6,,,,,,,,91,79,5,,,,
22,control_change,,0,0,8,,,,,,,,91,79,7,,,,
22,control_change,,1,0,13,,,,,,,,93,10,12,,,,
22,control_change,,0,0,14,,,,,,,,91,79,13,,,,
25,control_change,,3,0,13,,,,,,,,10,64,12,,,,
25,control_change,,3,0,14,,,,,,,,10,74,13,,,,
25,control_change,,3,0,5,,,,,,,,10,54,4,,,,
25,control_change,,3,0,6,,,,,,,,10,64,5,,,,
25,control_change,,3,0,2,,,,,,,,10,74,1,,,,
25,control_change,,3,0,1,,,,,,,,10,74,0,,,,
25,control_change,,3,0,10,,,,,,,,10,44,8,,,,
25,control_change,,3,0,9,,,,,,,,10,44,9,,,,
25,control_change,,3,0,11,,,,,,,,10,54,10,,,,
25,control_change,,3,0,3,,,,,,,,10,64,2,,,,
25,control_change,,3,0,8,,,,,,,,10,54,7,,,,
25,control_change,,3,0,12,,,,,,,,10,64,11,,,,
25,control_change,,3,0,7,,,,,,,,10,54,6,,,,
25,control_change,,3,0,4,,,,,,,,10,54,3,,,,
26,pitchwheel,,1,0,12,,,,,,,,,,11,0,,,
26,pitchwheel,,1,0,10,,,,,,,,,,8,0,,,
26,pitchwheel,,1,0,6,,,,,,,,,,5,0,,,
26,pitchwheel,,1,0,9,,,,,,,,,,9,0,,,
26,pitchwheel,,1,0,3,,,,,,,,,,2,0,,,
26,pitchwheel,,1,0,2,,,,,,,,,,1,0,,,
26,pitchwheel,,1,0,13,,,,,,,,,,12,0,,,
26,pitchwheel,,1,0,1,,,,,,,,,,0,0,,,
26,pitchwheel,,1,0,8,,,,,,,,,,7,0,,,
26,pitchwheel,,1,0,4,,,,,,,,,,3,0,,,
26,pitchwheel,,1,0,11,,,,,,,,,,10,0,,,
26,pitchwheel,,1,0,5,,,,,,,,,,4,0,,,
26,pitchwheel,,1,0,7,,,,,,,,,,6,0,,,
26,pitchwheel,,1,0,14,,,,,,,,,,13,0,,,
27,control_change,,1,0,2,,,,,,,,0,0,1,,,,
27,control_change,,1,0,6,,,,,,,,0,0,5,,,,
27,control_change,,1,0,4,,,,,,,,0,0,3,,,,
27,control_change,,1,0,7,,,,,,,,0,1,6,,,,
27,control_change,,1,0,1,,,,,,,,0,0,0,,,,
27,control_change,,1,0,5,,,,,,,,0,0,4,,,,
27,control_change,,1,0,14,,,,,,,,0,1,13,,,,
27,control_change,,1,0,3,,,,,,,,0,0,2,,,,
27,control_change,,1,0,10,,,,,,,,0,16,8,,,,
27,control_change,,1,0,9,,,,,,,,0,0,9,,,,
27,control_change,,1,0,12,,,,,,,,0,1,11,,,,
27,control_change,,1,0,11,,,,,,,,0,1,10,,,,
27,control_change,,1,0,8,,,,,,,,0,1,7,,,,
28,control_change,,1,0,14,,,,,,,,32,0,13,,,,
28,control_change,,1,0,1,,,,,,,,32,0,0,,,,
28,control_change,,1,0,10,,,,,,,,32,0,8,,,,
28,control_change,,1,0,11,,,,,,,,32,0,10,,,,
28,control_change,,1,0,9,,,,,,,,32,0,9,,,,
28,control_change,,1,0,8,,,,,,,,32,0,7,,,,
28,control_change,,1,0,2,,,,,,,,32,0,1,,,,
28,control_change,,1,0,12,,,,,,,,32,0,11,,,,
28,control_change,,1,0,3,,,,,,,,32,0,2,,,,
28,control_change,,1,0,6,,,,,,,,32,0,5,,,,
28,control_change,,1,0,5,,,,,,,,32,0,4,,,,
28,control_change,,1,0,7,,,,,,,,32,0,6,,,,
28,control_change,,1,0,4,,,,,,,,32,0,3,,,,
29,program_change,,1,0,8,,,,,,,,,,7,,60,,
29,program_change,,1,0,12,,,,,,,,,,11,,48,,
29,program_change,,1,0,9,,,,,,,,,,9,,48,,
29,end_of_track,,0,1,9,,,,,,,,,,,,,,
29,program_change,,1,0,10,,,,,,,,,,8,,48,,
29,program_change,,1,0,7,,,,,,,,,,6,,60,,
29,program_change,,1,0,2,,,,,,,,,,1,,0,,
29,program_change,,1,0,11,,,,,,,,,,10,,48,,
29,program_change,,1,0,14,,,,,,,,,,13,,48,,
29,program_change,,1,0,6,,,,,,,,,,5,,70,,
29,program_change,,1,0,4,,,,,,,,,,3,,68,,
29,program_change,,1,0,3,,,,,,,,,,2,,73,,
29,program_change,,1,0,5,,,,,,,,,,4,,71,,
29,program_change,,1,0,1,,,,,,,,,,0,,0,,
32,control_change,,6,0,13,,,,,,,,0,1,12,,,,
34,control_change,,2,0,13,,,,,,,,32,0,12,,,,
36,program_change,,2,0,13,,,,,,,,,,12,,48,,
480,set_tempo,,480,1,0,,,,,,1000000,,,,,,,,
480,note_on,,451,0,2,,,,,,,,,,1,,,51,33
480,note_on,,451,0,1,,,,,,,,,,0,,,70,45
480,note_on,,0,0,2,,,,,,,,,,1,,,55,33
539,note_on,,59,0,2,,,,,,,,,,1,,,55,0
540,note_on,,1,0,2,,,,,,,,,,1,,,58,33
591,note_on,,111,0,1,,,,,,,,,,0,,,70,0
599,note_on,,0,0,2,,,,,,,,,,1,,,51,0
599,note_on,,59,0,2,,,,,,,,,,1,,,58,0
600,note_on,,0,0,2,,,,,,,,,,1,,,55,33
600,note_on,,1,0,2,,,,,,,,,,1,,,51,33
603,note_on,,12,0,1,,,,,,,,,,0,,,70,50
659,note_on,,59,0,2,,,,,,,,,,1,,,55,0
660,note_on,,1,0,2,,,,,,,,,,1,,,58,33
674,note_on,,71,0,1,,,,,,,,,,0,,,70,0
687,note_on,,13,0,1,,,,,,,,,,0,,,70,54
710,note_on,,23,0,1,,,,,,,,,,0,,,70,0
719,note_on,,0,0,2,,,,,,,,,,1,,,51,0
719,note_on,,59,0,2,,,,,,,,,,1,,,58,0
720,note_on,,1,0,2,,,,,,,,,,1,,,51,33
720,note_on,,0,0,2,,,,,,,,,,1,,,55,33
720,note_on,,10,0,1,,,,,,,,,,0,,,70,56
777,note_on,,57,0,1,,,,,,,,,,0,,,75,45
779,note_on,,59,0,2,,,,,,,,,,1,,,55,0
780,note_on,,1,0,2,,,,,,,,,,1,,,58,33
784,note_on,,7,0,1,,,,,,,,,,0,,,70,0
802,note_on,,18,0,1,,,,,,,,,,0,,,75,0
839,note_on,,59,0,2,,,,,,,,,,1,,,58,0
839,note_on,,0,0,2,,,,,,,,,,1,,,51,0
840,note_on,,38,0,1,,,,,,,,,,0,,,75,45
840,note_on,,0,0,2,,,,,,,,,,1,,,55,33
840,note_on,,1,0,2,,,,,,,,,,1,,,51,33
899,note_on,,59,0,2,,,,,,,,,,1,,,55,0
900,note_on,,1,0,2,,,,,,,,,,1,,,58,33
939,note_on,,39,0,2,,,,,,,,,,1,,,58,0
957,note_on,,117,0,1,,,,,,,,,,0,,,75,0
959,note_on,,20,0,2,,,,,,,,,,1,,,51,0
960,note_on,,0,0,1,,,,,,,,,,0,,,70,40
960,note_on,,3,0,1,,,,,,,,,,0,,,79,49
960,note_on,,1,0,2,,,,,,,,,,1,,,51,30
1006,note_on,,46,0,1,,,,,,,,,,0,,,70,0
1018,note_on,,0,0,1,,,,,,,,,,0,,,74,52
1018,note_on,,12,0,1,,,,,,,,,,0,,,68,42
1019,note_on,,59,0,2,,,,,,,,,,1,,,51,0
1020,note_on,,1,0,2,,,,,,,,,,1,,,53,31
1025,note_on,,7,0,1,,,,,,,,,,0,,,79,0
1062,note_on,,37,0,1,,,,,,,,,,0,,,68,0
1074,note_on,,12,0,1,,,,,,,,,,0,,,74,0
1079,note_on,,59,0,2,,,,,,,,,,1,,,53,0
1080,note_on,,1,0,2,,,,,,,,,,1,,,55,34
1080,note_on,,0,0,1,,,,,,,,,,0,,,75,55
1080,note_on,,6,0,1,,,,,,,,,,0,,,70,45
1135,note_on,,55,0,1,,,,,,,,,,0,,,77,59
1137,note_on,,2,0,1,,,,,,,,,,0,,,72,48
1139,note_on,,2,0,1,,,,,,,,,,0,,,75,0
1139,note_on,,59,0,2,,,,,,,,,,1,,,55,0
1140,note_on,,0,0,2,,,,,,,,,,1,,,63,36
1140,note_on,,1,0,2,,,,,,,,,,1,,,56,36
1172,note_on,,33,0,1,,,,,,,,,,0,,,72,0
1177,note_on,,5,0,1,,,,,,,,,,0,,,77,0
1193,note_on,,16,0,1,,,,,,,,,,0,,,70,0
1199,note_on,,59,0,2,,,,,,,,,,1,,,56,0
1200,note_on,,1,0,2,,,,,,,,,,1,,,58,38
1200,note_on,,0,0,1,,,,,,,,,,0,,,70,55
1200,note_on,,7,0,1,,,,,,,,,,0,,,67,45
1259,note_on,,59,0,2,,,,,,,,,,1,,,63,0
1259,note_on,,59,0,1,,,,,,,,,,0,,,65,45
1260,note_on,,1,0,2,,,,,,,,,,1,,,62,33
1262,note_on,,3,0,1,,,,,,,,,,0,,,67,0
1287,note_on,,25,0,1,,,,,,,,,,0,,,63,38
1289,note_on,,2,0,1,,,,,,,,,,0,,,65,0
1289,note_on,,29,0,2,,,,,,,,,,1,,,62,0
1290,note_on,,1,0,2,,,,,,,,,,1,,,60,30
1319,note_on,,29,0,2,,,,,,,,,,1,,,60,0
1320,note_on,,1,0,2,,,,,,,,,,1,,,62,27
1321,note_on,,32,0,1,,,,,,,,,,0,,,65,29
1322,note_on,,1,0,1,,,,,,,,,,0,,,63,0
1379,note_on,,0,0,2,,,,,,,,,,1,,,58,0
1379,note_on,,59,0,2,,,,,,,,,,1,,,62,0
1408,note_on,,86,0,1,,,,,,,,,,0,,,70,0
1413,note_on,,5,0,1,,,,,,,,,,0,,,65,0
1438,note_on,,25,0,1,,,,,,,,,,0,,,79,55
1440,note_on,,0,0,2,,,,,,,,,,1,,,51,33
1440,note_on,,0,0,2,,,,,,,,,,1,,,58,33
1440,note_on,,61,0,2,,,,,,,,,,1,,,55,33
1499,note_on,,59,0,2,,,,,,,,,,1,,,58,0
1500,note_on,,1,0,2,,,,,,,,,,1,,,63,33
1551,note_on,,113,0,1,,,,,,,,,,0,,,79,0
1559,note_on,,0,0,2,,,,,,,,,,1,,,55,0
1559,note_on,,0,0,2,,,,,,,,,,1,,,51,0
1559,note_on,,59,0,2,,,,,,,,,,1,,,63,0
1560,note_on,,9,0,1,,,,,,,,,,0,,,79,55
1560,note_on,,0,0,2,,,,,,,,,,1,,,58,33
1560,note_on,,1,0,2,,,,,,,,,,1,,,51,33
1560,note_on,,0,0,2,,,,,,,,,,1,,,55,33
1619,note_on,,59,0,2,,,,,,,,,,1,,,58,0
1620,note_on,,1,0,2,,,,,,,,,,1,,,63,33
1633,note_on,,73,0,1,,,,,,,,,,0,,,79,0
1649,note_on,,16,0,1,,,,,,,,,,0,,,79,55
1679,note_on,,59,0,2,,,,,,,,,,1,,,63,0
1679,note_on,,0,0,2,,,,,,,,,,1,,,55,0
1679,note_on,,0,0,2,,,,,,,,,,1,,,51,0
1680,note_on,,1,0,2,,,,,,,,,,1,,,58,33
1680,note_on,,0,0,2,,,,,,,,,,1,,,51,33
1680,note_on,,0,0,2,,,,,,,,,,1,,,55,33
1684,note_on,,35,0,1,,,,,,,,,,0,,,82,69
1688,note_on,,4,0,1,,,,,,,,,,0,,,79,0
1739,note_on,,59,0,2,,,,,,,,,,1,,,58,0
1740,note_on,,1,0,2,,,,,,,,,,1,,,63,33
1771,note_on,,83,0,1,,,,,,,,,,0,,,79,55
1776,note_on,,5,0,1,,,,,,,,,,0,,,82,0
1799,note_on,,59,0,2,,,,,,,,,,1,,,63,0
1799,note_on,,0,0,2,,,,,,,,,,1,,,55,0
1799,note_on,,0,0,2,,,,,,,,,,1,,,51,0
1800,note_on,,0,0,2,,,,,,,,,,1,,,55,33
1800,note_on,,0,0,2,,,,,,,,,,1,,,51,33
1800,note_on,,24,0,1,,,,,,,,,,0,,,75,45
1800,note_on,,1,0,2,,,,,,,,,,1,,,58,33
1807,note_on,,7,0,1,,,,,,,,,,0,,,79,0
1859,note_on,,59,0,2,,,,,,,,,,1,,,58,0
1860,note_on,,1,0,2,,,,,,,,,,1,,,63,33
1865,note_on,,58,0,1,,,,,,,,,,0,,,75,0
1899,note_on,,39,0,2,,,,,,,,,,1,,,63,0
1919,note_on,,20,0,2,,,,,,,,,,1,,,55,0
1919,note_on,,0,0,2,,,,,,,,,,1,,,51,0
1920,note_on,,0,0,2,,,,,,,,,,1,,,56,29
1920,note_on,,1,0,2,,,,,,,,,,1,,,46,29
1920,note_on,,55,0,1,,,,,,,,,,0,,,62,42
1920,note_on,,0,0,2,,,,,,,,,,1,,,53,29
1953,note_on,,33,0,1,,,,,,,,,,0,,,62,0
1969,note_on,,0,0,2,,,,,,,,,,1,,,46,0
1969,note_on,,0,0,2,,,,,,,,,,1,,,56,0
1969,note_on,,49,0,2,,,,,,,,,,1,,,53,0
1980,note_on,,27,0,1,,,,,,,,,,0,,,62,40
1980,note_on,,0,0,2,,,,,,,,,,1,,,53,28
1980,note_on,,0,0,2,,,,,,,,,,1,,,46,28
1980,note_on,,11,0,2,,,,,,,,,,1,,,56,28
2020,note_on,,40,0,1,,,,,,,,,,0,,,62,0
2029,note_on,,0,0,2,,,,,,,,,,1,,,46,0
2029,note_on,,49,0,2,,,,,,,,,,1,,,53,0
2029,note_on,,0,0,2,,,,,,,,,,1,,,56,0
2040,note_on,,0,0,2,,,,,,,,,,1,,,46,27
2040,note_on,,20,0,1,,,,,,,,,,0,,,62,39
2040,note_on,,11,0,2,,,,,,,,,,1,,,56,27
2040,note_on,,0,0,2,,,,,,,,,,1,,,53,27
2075,note_on,,35,0,1,,,,,,,,,,0,,,62,0
2089,note_on,,0,0,2,,,,,,,,,,1,,,46,0
2089,note_on,,49,0,2,,,,,,,,,,1,,,53,0
2089,note_on,,0,0,2,,,,,,,,,,1,,,56,0
2100,note_on,,0,0,2,,,,,,,,,,1,,,53,27
2100,note_on,,0,0,2,,,,,,,,,,1,,,46,27
2100,note_on,,11,0,2,,,,,,,,,,1,,,56,27
2100,note_on,,25,0,1,,,,,,,,,,0,,,62,37
2139,note_on,,39,0,1,,,,,,,,,,0,,,62,0
2149,note_on,,49,0,2,,,,,,,,,,1,,,53,0
2149,note_on,,0,0,2,,,,,,,,,,1,,,56,0
2149,note_on,,0,0,2,,,,,,,,,,1,,,46,0
2160,note_on,,11,0,2,,,,,,,,,,1,,,51,26
2160,note_on,,0,0,2,,,,,,,,,,1,,,55,26
2160,note_on,,21,0,1,,,,,,,,,,0,,,63,35
2270,note_on,,110,0,1,,,,,,,,,,0,,,63,0
2279,note_on,,0,0,2,,,,,,,,,,1,,,51,0
2279,note_on,,119,0,2,,,,,,,,,,1,,,55,0
2400,note_on,,2371,0,4,,,,,,,,,,3,,,70,44
2400,note_on,,0,0,4,,,,,,,,,,3,,,67,34
2400,note_on,,2371,0,3,,,,,,,,,,2,,,82,44
2400,note_on,,2371,0,11,,,,,,,,,,10,,,67,26
2400,note_on,,2371,0,10,,,,,,,,,,8,,,70,49
2400,note_on,,2371,0,12,,,,,,,,,,11,,,55,26
2400,note_on,,0,0,7,,,,,,,,,,6,,,63,55
2400,note_on,,2371,0,7,,,,,,,,,,6,,,51,45
2400,note_on,,0,0,6,,,,,,,,,,5,,,55,44
2400,note_on,,2371,0,6,,,,,,,,,,5,,,58,44
2400,note_on,,2364,0,13,,,,,,,,,,12,,,51,33
2400,note_on,,2371,0,14,,,,,,,,,,13,,,39,33
2459,note_on,,59,0,12,,,,,,,,,,11,,,55,0
2459,note_on,,59,0,11,,,,,,,,,,10,,,67,0
2460,note_on,,1,0,12,,,,,,,,,,11,,,51,26
2460,note_on,,1,0,11,,,,,,,,,,10,,,63,26
2499,note_on,,99,0,10,,,,,,,,,,8,,,70,0
2519,note_on,,59,0,11,,,,,,,,,,10,,,63,0
2519,note_on,,119,0,13,,,,,,,,,,12,,,51,0
2519,note_on,,59,0,12,,,,,,,,,,11,,,51,0
2519,note_on,,119,0,14,,,,,,,,,,13,,,39,0
2520,note_on,,1,0,11,,,,,,,,,,10,,,67,26
2520,note_on,,1,0,13,,,,,,,,,,12,,,51,33
2520,note_on,,1,0,12,,,,,,,,,,11,,,55,26
2520,note_on,,21,0,10,,,,,,,,,,8,,,70,55
2520,note_on,,1,0,14,,,,,,,,,,13,,,39,33
2579,note_on,,59,0,11,,,,,,,,,,10,,,67,0
2579,note_on,,59,0,12,,,,,,,,,,11,,,55,0
2580,note_on,,1,0,12,,,,,,,,,,11,,,51,26
2580,note_on,,1,0,11,,,,,,,,,,10,,,63,26
2589,note_on,,69,0,10,,,,,,,,,,8,,,70,0
2610,note_on,,21,0,10,,,,,,,,,,8,,,70,60
2629,note_on,,19,0,10,,,,,,,,,,8,,,70,0
2639,note_on,,119,0,13,,,,,,,,,,12,,,51,0
2639,note_on,,59,0,12,,,,,,,,,,11,,,51,0
2639,note_on,,59,0,11,,,,,,,,,,10,,,63,0
2639,note_on,,119,0,14,,,,,,,,,,13,,,39,0
2640,note_on,,1,0,11,,,,,,,,,,10,,,67,26
2640,note_on,,1,0,13,,,,,,,,,,12,,,51,33
2640,note_on,,1,0,14,,,,,,,,,,13,,,39,33
2640,note_on,,1,0,12,,,,,,,,,,11,,,55,26
2640,note_on,,11,0,10,,,,,,,,,,8,,,70,60
2699,note_on,,59,0,12,,,,,,,,,,11,,,55,0
2699,note_on,,59,0,11,,,,,,,,,,10,,,67,0
2699,note_on,,59,0,10,,,,,,,,,,8,,,70,0
2700,note_on,,1,0,12,,,,,,,,,,11,,,51,26
2700,note_on,,1,0,10,,,,,,,,,,8,,,75,50
2700,note_on,,1,0,11,,,,,,,,,,10,,,63,26
2739,note_on,,39,0,10,,,,,,,,,,8,,,75,0
2759,note_on,,119,0,13,,,,,,,,,,12,,,51,0
2759,note_on,,59,0,12,,,,,,,,,,11,,,51,0
2759,note_on,,59,0,11,,,,,,,,,,10,,,63,0
2759,note_on,,119,0,14,,,,,,,,,,13,,,39,0
2760,note_on,,1,0,13,,,,,,,,,,12,,,51,33
2760,note_on,,1,0,11,,,,,,,,,,10,,,67,26
2760,note_on,,21,0,10,,,,,,,,,,8,,,75,49
2760,note_on,,1,0,12,,,,,,,,,,11,,,55,26
2760,note_on,,1,0,14,,,,,,,,,,13,,,39,33
2819,note_on,,59,0,12,,,,,,,,,,11,,,55,0
2819,note_on,,59,0,11,,,,,,,,,,10,,,67,0
2820,note_on,,1,0,11,,,,,,,,,,10,,,63,26
2820,note_on,,1,0,12,,,,,,,,,,11,,,51,26
2879,note_on,,0,0,7,,,,,,,,,,6,,,51,0
2879,note_on,,119,0,13,,,,,,,,,,12,,,51,0
2879,note_on,,119,0,10,,,,,,,,,,8,,,75,0
2879,note_on,,479,0,7,,,,,,,,,,6,,,63,0
2879,note_on,,59,0,11,,,,,,,,,,10,,,63,0
2879,note_on,,59,0,12,,,,,,,,,,11,,,51,0
2879,note_on,,0,0,6,,,,,,,,,,5,,,58,0
2879,note_on,,479,0,6,,,,,,,,,,5,,,55,0
2879,note_on,,479,0,3,,,,,,,,,,2,,,82,0
2879,note_on,,0,0,4,,,,,,,,,,3,,,70,0
2879,note_on,,479,0,4,,,,,,,,,,3,,,67,0
2879,note_on,,119,0,14,,,,,,,,,,13,,,39,0
2880,note_on,,1,0,4,,,,,,,,,,3,,,79,44
2880,note_on,,0,0,5,,,,,,,,,,4,,,67,22
2880,note_on,,2851,0,5,,,,,,,,,,4,,,70,32
2880,note_on,,1,0,6,,,,,,,,,,5,,,63,35
2939,note_on,,59,0,4,,,,,,,,,,3,,,79,0
2939,note_on,,0,0,5,,,,,,,,,,4,,,70,0
2939,note_on,,59,0,5,,,,,,,,,,4,,,67,0
2939,note_on,,59,0,6,,,,,,,,,,5,,,63,0
2940,note_on,,1,0,4,,,,,,,,,,3,,,74,42
2940,note_on,,1,0,6,,,,,,,,,,5,,,59,34
2940,note_on,,1,0,5,,,,,,,,,,4,,,68,32
2940,note_on,,0,0,5,,,,,,,,,,4,,,65,22
2999,note_on,,59,0,4,,,,,,,,,,3,,,74,0
2999,note_on,,0,0,5,,,,,,,,,,4,,,68,0
2999,note_on,,59,0,5,,,,,,,,,,4,,,65,0
2999,note_on,,59,0,6,,,,,,,,,,5,,,59,0
3000,note_on,,1,0,5,,,,,,,,,,4,,,63,22
3000,note_on,,0,0,5,,,,,,,,,,4,,,67,32
3000,note_on,,1,0,4,,,,,,,,,,3,,,75,39
3000,note_on,,1,0,6,,,,,,,,,,5,,,60,32
3059,note_on,,59,0,4,,,,,,,,,,3,,,75,0
3059,note_on,,59,0,5,,,,,,,,,,4,,,67,0
3059,note_on,,59,0,6,,,,,,,,,,5,,,60,0
3060,note_on,,1,0,4,,,,,,,,,,3,,,77,34
3060,note_on,,1,0,5,,,,,,,,,,4,,,68,32
3060,note_on,,1,0,6,,,,,,,,,,5,,,56,30
3119,note_on,,59,0,5,,,,,,,,,,4,,,68,0
3119,note_on,,59,0,4,,,,,,,,,,3,,,77,0
3119,note_on,,59,0,6,,,,,,,,,,5,,,56,0
3120,note_on,,1,0,5,,,,,,,,,,4,,,67,32
3120,note_on,,1,0,6,,,,,,,,,,5,,,58,29
3120,note_on,,1,0,4,,,,,,,,,,3,,,70,31
3179,note_on,,0,0,5,,,,,,,,,,4,,,63,0
3179,note_on,,59,0,5,,,,,,,,,,4,,,67,0
3180,note_on,,1,0,5,,,,,,,,,,4,,,62,22
3180,note_on,,0,0,5,,,,,,,,,,4,,,65,31
3209,note_on,,29,0,5,,,,,,,,,,4,,,65,0
