tick,type,port,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
480,note_on,,0,0,2,,,,,,,,,1,,,52,86
480,note_on,,5,0,1,,,,,,,,,0,,,76,95
480,note_on,,89,0,2,,,,,,,,,1,,,60,95
480,note_on,,0,0,1,,,,,,,,,0,,,64,90
480,note_on,,0,0,1,,,,,,,,,0,,,67,90
480,note_on,,0,0,1,,,,,,,,,0,,,72,99
480,note_on,,0,0,1,,,,,,,,,0,,,84,99
480,note_on,,0,0,2,,,,,,,,,1,,,55,90
481,control_change,,1,0,2,,,,,,,,,1,64,0,,
508,control_change,,28,0,1,,,,,,,,,0,64,127,,
515,control_change,,34,0,2,,,,,,,,,1,64,127,,
723,control_change,,0,0,2,,,,,,,,,1,64,0,,
723,note_on,,208,0,2,,,,,,,,,1,,,48,0
724,note_on,,1,0,2,,,,,,,,,1,,,55,0
724,note_on,,0,0,2,,,,,,,,,1,,,52,0
726,note_on,,2,0,2,,,,,,,,,1,,,60,0
728,note_on,,2,0,2,,,,,,,,,1,,,36,0
729,note_on,,0,0,1,,,,,,,,,0,,,72,0
729,note_on,,221,0,1,,,,,,,,,0,,,67,0
730,note_on,,1,0,1,,,,,,,,,0,,,76,0
732,note_on,,2,0,1,,,,,,,,,0,,,84,0
733,note_on,,1,0,1,,,,,,,,,0,,,64,0
737,control_change,,4,0,1,,,,,,,,,0,64,0,,
840,note_on,,103,0,1,,,,,,,,,0,,,79,99
846,control_change,,6,0,1,,,,,,,,,0,64,127,,
900,note_on,,54,0,1,,,,,,,,,0,,,76,95
903,note_on,,3,0,1,,,,,,,,,0,,,79,0
922,note_on,,19,0,1,,,,,,,,,0,,,76,0
951,control_change,,29,0,1,,,,,,,,,0,64,0,,
960,note_on,,9,0,1,,,,,,,,,0,,,76,95
984,control_change,,24,0,1,,,,,,,,,0,64,127,,
987,note_on,,3,0,1,,,,,,,,,0,,,76,0
990,note_on,,3,0,1,,,,,,,,,0,,,74,86
1011,note_on,,21,0,1,,,,,,,,,0,,,74,0
1020,note_on,,9,0,1,,,,,,,,,0,,,72,95
1047,note_on,,27,0,1,,,,,,,,,0,,,72,0
1080,note_on,,33,0,1,,,,,,,,,0,,,74,90
1080,note_on,,0,0,1,,,,,,,,,0,,,64,72
1080,note_on,,0,0,1,,,,,,,,,0,,,67,72
1080,control_change,,0,0,1,,,,,,,,,0,64,0,,
1106,note_on,,26,0,1,,,,,,,,,0,,,74,0
1110,note_on,,4,0,1,,,,,,,,,0,,,72,86
1114,control_change,,4,0,1,,,,,,,,,0,64,127,,
1134,note_on,,20,0,1,,,,,,,,,0,,,72,0
1140,note_on,,6,0,1,,,,,,,,,0,,,74,57
1157,note_on,,17,0,1,,,,,,,,,0,,,67,0
1161,note_on,,4,0,1,,,,,,,,,0,,,64,0
1166,note_on,,5,0,1,,,,,,,,,0,,,74,0
1170,note_on,,4,0,1,,,,,,,,,0,,,72,74
1194,note_on,,24,0,1,,,,,,,,,0,,,72,0
1196,control_change,,2,0,1,,,,,,,,,0,64,0,,
1200,note_on,,4,0,1,,,,,,,,,0,,,64,74
1200,note_on,,0,0,1,,,,,,,,,0,,,74,82
1200,note_on,,0,0,1,,,,,,,,,0,,,67,86
1225,control_change,,25,0,1,,,,,,,,,0,64,127,,
1227,note_on,,2,0,1,,,,,,,,,0,,,74,0
1230,note_on,,3,0,1,,,,,,,,,0,,,72,90
1257,note_on,,27,0,1,,,,,,,,,0,,,72,0
1260,note_on,,3,0,1,,,,,,,,,0,,,71,86
1273,note_on,,13,0,1,,,,,,,,,0,,,67,0
1276,note_on,,3,0,1,,,,,,,,,0,,,64,0
1288,note_on,,12,0,1,,,,,,,,,0,,,71,0
1290,note_on,,2,0,1,,,,,,,,,0,,,72,82
1307,note_on,,17,0,1,,,,,,,,,0,,,72,0
1309,control_change,,2,0,1,,,,,,,,,0,64,0,,
1320,note_on,,11,0,1,,,,,,,,,0,,,81,72
1358,control_change,,38,0,1,,,,,,,,,0,64,127,,
1380,note_on,,22,0,1,,,,,,,,,0,,,77,90
1383,note_on,,3,0,1,,,,,,,,,0,,,81,0
1436,control_change,,53,0,1,,,,,,,,,0,64,0,,
1440,note_on,,4,0,1,,,,,,,,,0,,,76,95
1441,note_on,,1,0,1,,,,,,,,,0,,,77,0
1467,control_change,,26,0,1,,,,,,,,,0,64,127,,
1494,note_on,,27,0,1,,,,,,,,,0,,,76,0
1500,note_on,,6,0,1,,,,,,,,,0,,,74,86
1531,note_on,,31,0,1,,,,,,,,,0,,,74,0
1558,control_change,,27,0,1,,,,,,,,,0,64,0,,
1560,note_on,,2,0,1,,,,,,,,,0,,,65,78
1560,note_on,,0,0,1,,,,,,,,,0,,,69,86
1560,note_on,,0,0,1,,,,,,,,,0,,,76,99
1584,note_on,,24,0,1,,,,,,,,,0,,,76,0
1589,control_change,,5,0,1,,,,,,,,,0,64,127,,
1590,note_on,,1,0,1,,,,,,,,,0,,,74,86
1613,note_on,,23,0,1,,,,,,,,,0,,,74,0
1620,note_on,,7,0,1,,,,,,,,,0,,,76,82
1645,note_on,,25,0,1,,,,,,,,,0,,,76,0
1648,note_on,,3,0,1,,,,,,,,,0,,,69,0
1650,note_on,,0,0,1,,,,,,,,,0,,,74,86
1650,note_on,,2,0,1,,,,,,,,,0,,,65,0
1670,note_on,,20,0,1,,,,,,,,,0,,,74,0
1675,control_change,,5,0,1,,,,,,,,,0,64,0,,
1680,note_on,,5,0,1,,,,,,,,,0,,,76,86
1680,note_on,,0,0,1,,,,,,,,,0,,,65,82
1680,note_on,,0,0,1,,,,,,,,,0,,,69,74
1703,control_change,,23,0,1,,,,,,,,,0,64,127,,
1708,note_on,,5,0,1,,,,,,,,,0,,,76,0
1710,note_on,,2,0,1,,,,,,,,,0,,,74,95
1735,note_on,,25,0,1,,,,,,,,,0,,,69,0
1736,note_on,,1,0,1,,,,,,,,,0,,,74,0
1740,note_on,,4,0,1,,,,,,,,,0,,,65,0
1740,note_on,,0,0,1,,,,,,,,,0,,,72,90
1768,note_on,,28,0,1,,,,,,,,,0,,,72,0
1770,note_on,,2,0,1,,,,,,,,,0,,,74,95
1778,control_change,,8,0,1,,,,,,,,,0,64,0,,
1793,note_on,,15,0,1,,,,,,,,,0,,,74,0
1800,note_on,,7,0,1,,,,,,,,,0,,,77,82
1830,control_change,,30,0,1,,,,,,,,,0,64,127,,
1860,note_on,,30,0,1,,,,,,,,,0,,,74,86
1865,note_on,,5,0,1,,,,,,,,,0,,,77,0
1911,control_change,,46,0,1,,,,,,,,,0,64,0,,
1918,note_on,,7,0,1,,,,,,,,,0,,,74,0
1920,note_on,,2,0,1,,,,,,,,,0,,,76,95
1946,control_change,,26,0,1,,,,,,,,,0,64,127,,
1980,note_on,,34,0,1,,,,,,,,,0,,,74,90
1982,note_on,,2,0,1,,,,,,,,,0,,,76,0
2032,note_on,,50,0,1,,,,,,,,,0,,,74,0
2040,note_on,,0,0,1,,,,,,,,,0,,,59,82
2040,note_on,,8,0,1,,,,,,,,,0,,,67,66
2040,note_on,,0,0,1,,,,,,,,,0,,,79,99
2042,control_change,,2,0,1,,,,,,,,,0,64,0,,
2075,control_change,,33,0,1,,,,,,,,,0,64,127,,
2108,note_on,,33,0,1,,,,,,,,,0,,,59,0
2110,note_on,,2,0,1,,,,,,,,,0,,,67,0
2160,note_on,,0,0,1,,,,,,,,,0,,,67,63
2160,note_on,,50,0,1,,,,,,,,,0,,,59,86
2220,note_on,,60,0,1,,,,,,,,,0,,,59,0
2224,note_on,,4,0,1,,,,,,,,,0,,,67,0
2235,note_on,,11,0,1,,,,,,,,,0,,,79,0
2277,control_change,,42,0,1,,,,,,,,,0,64,0,,
2280,note_on,,3,0,1,,,,,,,,,0,,,59,95
2280,note_on,,0,0,1,,,,,,,,,0,,,67,66
2280,note_on,,0,0,1,,,,,,,,,0,,,77,95
2304,control_change,,24,0,1,,,,,,,,,0,64,127,,
2328,note_on,,24,0,1,,,,,,,,,0,,,77,0
2333,note_on,,5,0,1,,,,,,,,,0,,,59,0
2337,note_on,,4,0,1,,,,,,,,,0,,,67,0
2394,control_change,,57,0,1,,,,,,,,,0,64,0,,
2400,note_on,,0,0,1,,,,,,,,,0,,,67,69
2400,note_on,,6,0,1,,,,,,,,,0,,,79,86
2400,note_on,,0,0,1,,,,,,,,,0,,,60,86
2430,note_on,,30,0,1,,,,,,,,,0,,,77,82
2432,control_change,,2,0,1,,,,,,,,,0,64,127,,
2434,note_on,,2,0,1,,,,,,,,,0,,,79,0
2456,note_on,,22,0,1,,,,,,,,,0,,,77,0
2460,note_on,,4,0,1,,,,,,,,,0,,,79,86
2486,note_on,,26,0,1,,,,,,,,,0,,,79,0
2490,note_on,,4,0,1,,,,,,,,,0,,,77,82
2517,note_on,,27,0,1,,,,,,,,,0,,,77,0
2520,note_on,,3,0,1,,,,,,,,,0,,,79,86
2547,note_on,,27,0,1,,,,,,,,,0,,,79,0
2550,note_on,,3,0,1,,,,,,,,,0,,,77,82
2579,note_on,,29,0,1,,,,,,,,,0,,,77,0
2580,note_on,,1,0,1,,,,,,,,,0,,,76,90
2607,note_on,,27,0,1,,,,,,,,,0,,,76,0
2610,note_on,,3,0,1,,,,,,,,,0,,,77,82
2614,note_on,,4,0,1,,,,,,,,,0,,,67,0
2617,note_on,,3,0,1,,,,,,,,,0,,,60,0
2631,control_change,,14,0,1,,,,,,,,,0,64,0,,
2633,note_on,,2,0,1,,,,,,,,,0,,,77,0
2640,note_on,,7,0,1,,,,,,,,,0,,,76,99
2640,note_on,,0,0,1,,,,,,,,,0,,,60,90
2640,note_on,,0,0,1,,,,,,,,,0,,,67,66
2660,control_change,,20,0,1,,,,,,,,,0,64,127,,
2753,note_on,,93,0,1,,,,,,,,,0,,,60,0
2755,note_on,,2,0,1,,,,,,,,,0,,,76,0
2763,note_on,,8,0,1,,,,,,,,,0,,,67,0
2767,control_change,,4,0,1,,,,,,,,,0,64,0,,
2880,note_on,,113,0,1,,,,,,,,,0,,,64,90
2880,note_on,,0,0,1,,,,,,,,,0,,,67,86
2880,note_on,,0,0,1,,,,,,,,,0,,,79,103
2880,note_on,,0,0,1,,,,,,,,,0,,,84,99
2880,note_on,,0,0,1,,,,,,,,,0,,,76,108
2880,note_on,,0,0,1,,,,,,,,,0,,,72,90
2880,note_on,,0,0,2,,,,,,,,,1,,,36,95
2880,note_on,,0,0,2,,,,,,,,,1,,,55,95
2880,note_on,,0,0,2,,,,,,,,,1,,,52,95
2880,note_on,,2152,0,2,,,,,,,,,1,,,60,90
2882,control_change,,2,0,1,,,,,,,,,0,64,127,,
2896,control_change,,16,0,2,,,,,,,,,1,64,127,,
3026,note_on,,130,0,2,,,,,,,,,1,,,36,0
3046,note_on,,164,0,1,,,,,,,,,0,,,76,0
3047,note_on,,1,0,1,,,,,,,,,0,,,84,0
3047,note_on,,0,0,1,,,,,,,,,0,,,67,0
3048,note_on,,0,0,1,,,,,,,,,0,,,72,0
3048,note_on,,1,0,1,,,,,,,,,0,,,64,0
3049,note_on,,1,0,1,,,,,,,,,0,,,79,0
3060,note_on,,34,0,2,,,,,,,,,1,,,40,95
3061,note_on,,1,0,2,,,,,,,,,1,,,52,0
3064,note_on,,0,0,2,,,,,,,,,1,,,55,0
3064,note_on,,3,0,2,,,,,,,,,1,,,60,0
3079,note_on,,15,0,2,,,,,,,,,1,,,40,0
3120,note_on,,41,0,2,,,,,,,,,1,,,43,86
3120,note_on,,0,0,1,,,,,,,,,0,,,79,108
3120,note_on,,71,0,1,,,,,,,,,0,,,76,99
3120,note_on,,0,0,1,,,,,,,,,0,,,72,90
3120,note_on,,0,0,1,,,,,,,,,0,,,67,90
3120,note_on,,0,0,1,,,,,,,,,0,,,64,90
3120,note_on,,0,0,1,,,,,,,,,0,,,84,99
3120,note_on,,0,0,2,,,,,,,,,1,,,52,82
3120,note_on,,0,0,2,,,,,,,,,1,,,60,90
3120,note_on,,0,0,2,,,,,,,,,1,,,55,82
3121,control_change,,1,0,2,,,,,,,,,1,64,0,,
3121,control_change,,1,0,1,,,,,,,,,0,64,0,,
3155,control_change,,34,0,1,,,,,,,,,0,64,127,,
3166,control_change,,45,0,2,,,,,,,,,1,64,127,,
3262,note_on,,96,0,2,,,,,,,,,1,,,43,0
3281,note_on,,126,0,1,,,,,,,,,0,,,67,0
3284,note_on,,3,0,1,,,,,,,,,0,,,64,0
3285,note_on,,1,0,1,,,,,,,,,0,,,72,0
3288,note_on,,3,0,1,,,,,,,,,0,,,76,0
3289,note_on,,1,0,1,,,,,,,,,0,,,84,0
3290,note_on,,1,0,1,,,,,,,,,0,,,79,0
3300,note_on,,38,0,2,,,,,,,,,1,,,40,103
3310,note_on,,10,0,2,,,,,,,,,1,,,52,0
3314,note_on,,0,0,2,,,,,,,,,1,,,60,0
3314,note_on,,4,0,2,,,,,,,,,1,,,55,0
3326,note_on,,12,0,2,,,,,,,,,1,,,40,0
3356,control_change,,66,0,1,,,,,,,,,0,64,0,,
3360,note_on,,34,0,2,,,,,,,,,1,,,60,78
3360,note_on,,0,0,1,,,,,,,,,0,,,72,90
3360,note_on,,0,0,1,,,,,,,,,0,,,67,95
3360,note_on,,0,0,2,,,,,,,,,1,,,55,78
3360,note_on,,0,0,2,,,,,,,,,1,,,36,90
3360,note_on,,0,0,2,,,,,,,,,1,,,52,82
3360,note_on,,0,0,1,,,,,,,,,0,,,64,103
3360,note_on,,0,0,1,,,,,,,,,0,,,84,99
3360,note_on,,0,0,1,,,,,,,,,0,,,79,103
3360,note_on,,4,0,1,,,,,,,,,0,,,76,103
3363,control_change,,3,0,2,,,,,,,,,1,64,0,,
3388,control_change,,28,0,1,,,,,,,,,0,64,127,,
3400,control_change,,37,0,2,,,,,,,,,1,64,127,,
3524,note_on,,124,0,2,,,,,,,,,1,,,55,0
3527,note_on,,3,0,2,,,,,,,,,1,,,52,0
3529,note_on,,2,0,2,,,,,,,,,1,,,36,0
3531,note_on,,2,0,2,,,,,,,,,1,,,60,0
3603,note_on,,215,0,1,,,,,,,,,0,,,79,0
3605,note_on,,2,0,1,,,,,,,,,0,,,72,0
3605,control_change,,0,0,1,,,,,,,,,0,64,0,,
3606,note_on,,1,0,1,,,,,,,,,0,,,76,0
3607,note_on,,1,0,1,,,,,,,,,0,,,84,0
3608,note_on,,1,0,1,,,,,,,,,0,,,67,0
3610,note_on,,2,0,1,,,,,,,,,0,,,64,0
3625,control_change,,94,0,2,,,,,,,,,1,64,0,,
3720,note_on,,95,0,2,,,,,,,,,1,,,67,95
3742,control_change,,22,0,2,,,,,,,,,1,64,127,,
3780,note_on,,38,0,2,,,,,,,,,1,,,64,95
3784,note_on,,4,0,2,,,,,,,,,1,,,67,0
3800,note_on,,16,0,2,,,,,,,,,1,,,64,0
3833,control_change,,33,0,2,,,,,,,,,1,64,0,,
3840,note_on,,7,0,2,,,,,,,,,1,,,64,95
3866,note_on,,26,0,2,,,,,,,,,1,,,64,0
3870,note_on,,4,0,2,,,,,,,,,1,,,62,86
3873,control_change,,3,0,2,,,,,,,,,1,64,127,,
3895,note_on,,22,0,2,,,,,,,,,1,,,62,0
3900,note_on,,5,0,2,,,,,,,,,1,,,60,99
3927,note_on,,27,0,2,,,,,,,,,1,,,60,0
3958,control_change,,31,0,2,,,,,,,,,1,64,0,,
3960,note_on,,0,0,2,,,,,,,,,1,,,48,82
3960,note_on,,0,0,2,,,,,,,,,1,,,52,74
3960,note_on,,0,0,2,,,,,,,,,1,,,55,78
3960,note_on,,2,0,2,,,,,,,,,1,,,62,90
3983,note_on,,23,0,2,,,,,,,,,1,,,62,0
3990,note_on,,7,0,2,,,,,,,,,1,,,60,86
3993,control_change,,3,0,2,,,,,,,,,1,64,127,,
4010,note_on,,17,0,2,,,,,,,,,1,,,60,0
4020,note_on,,10,0,2,,,,,,,,,1,,,62,95
4024,note_on,,4,0,2,,,,,,,,,1,,,48,0
4025,note_on,,1,0,2,,,,,,,,,1,,,55,0
4026,note_on,,1,0,2,,,,,,,,,1,,,52,0
4042,note_on,,16,0,2,,,,,,,,,1,,,62,0
4050,note_on,,8,0,2,,,,,,,,,1,,,60,86
4070,note_on,,20,0,2,,,,,,,,,1,,,60,0
4078,control_change,,8,0,2,,,,,,,,,1,64,0,,
4080,note_on,,2,0,2,,,,,,,,,1,,,62,86
4080,note_on,,0,0,2,,,,,,,,,1,,,55,78
4080,note_on,,0,0,2,,,,,,,,,1,,,52,78
4080,note_on,,0,0,2,,,,,,,,,1,,,48,82
4102,note_on,,22,0,2,,,,,,,,,1,,,62,0
4109,control_change,,7,0,2,,,,,,,,,1,64,127,,
4110,note_on,,1,0,2,,,,,,,,,1,,,60,86
4137,note_on,,27,0,2,,,,,,,,,1,,,48,0
4137,note_on,,0,0,2,,,,,,,,,1,,,52,0
4138,note_on,,1,0,2,,,,,,,,,1,,,60,0
4139,note_on,,1,0,2,,,,,,,,,1,,,55,0
4140,note_on,,1,0,2,,,,,,,,,1,,,59,82
4169,note_on,,29,0,2,,,,,,,,,1,,,59,0
4170,note_on,,1,0,2,,,,,,,,,1,,,60,90
4174,control_change,,4,0,2,,,,,,,,,1,64,0,,
4191,note_on,,17,0,2,,,,,,,,,1,,,60,0
4200,note_on,,9,0,2,,,,,,,,,1,,,69,95
4257,note_on,,57,0,2,,,,,,,,,1,,,69,0
4260,note_on,,3,0,2,,,,,,,,,1,,,65,86
4320,note_on,,60,0,2,,,,,,,,,1,,,64,99
4323,note_on,,3,0,2,,,,,,,,,1,,,65,0
4328,control_change,,5,0,2,,,,,,,,,1,64,127,,
4379,note_on,,51,0,2,,,,,,,,,1,,,64,0
4380,note_on,,1,0,2,,,,,,,,,1,,,62,103
4414,note_on,,34,0,2,,,,,,,,,1,,,62,0
4429,control_change,,15,0,2,,,,,,,,,1,64,0,,
4440,note_on,,11,0,2,,,,,,,,,1,,,64,90
4440,note_on,,0,0,2,,,,,,,,,1,,,50,86
4440,note_on,,0,0,2,,,,,,,,,1,,,57,82
4440,note_on,,0,0,2,,,,,,,,,1,,,53,67
4463,control_change,,23,0,2,,,,,,,,,1,64,127,,
4468,note_on,,5,0,2,,,,,,,,,1,,,64,0
4470,note_on,,2,0,2,,,,,,,,,1,,,62,82
4492,note_on,,22,0,2,,,,,,,,,1,,,62,0
4500,note_on,,8,0,2,,,,,,,,,1,,,50,0
4500,note_on,,0,0,2,,,,,,,,,1,,,64,86
4503,note_on,,3,0,2,,,,,,,,,1,,,57,0
4505,note_on,,2,0,2,,,,,,,,,1,,,53,0
4525,note_on,,20,0,2,,,,,,,,,1,,,64,0
4530,note_on,,5,0,2,,,,,,,,,1,,,62,103
4551,note_on,,21,0,2,,,,,,,,,1,,,62,0
4555,control_change,,4,0,2,,,,,,,,,1,64,0,,
4560,note_on,,5,0,2,,,,,,,,,1,,,64,90
4560,note_on,,0,0,2,,,,,,,,,1,,,53,69
4560,note_on,,0,0,2,,,,,,,,,1,,,50,78
4560,note_on,,0,0,2,,,,,,,,,1,,,57,82
4590,note_on,,30,0,2,,,,,,,,,1,,,64,0
4590,note_on,,0,0,2,,,,,,,,,1,,,62,99
4591,control_change,,1,0,2,,,,,,,,,1,64,127,,
4614,note_on,,23,0,2,,,,,,,,,1,,,62,0
4620,note_on,,6,0,2,,,,,,,,,1,,,60,99
4638,note_on,,0,0,2,,,,,,,,,1,,,50,0
4638,note_on,,18,0,2,,,,,,,,,1,,,53,0
4639,note_on,,1,0,2,,,,,,,,,1,,,57,0
4646,note_on,,7,0,2,,,,,,,,,1,,,60,0
4650,note_on,,4,0,2,,,,,,,,,1,,,62,95
4677,note_on,,27,0,2,,,,,,,,,1,,,62,0
4677,control_change,,0,0,2,,,,,,,,,1,64,0,,
4680,note_on,,3,0,2,,,,,,,,,1,,,65,90
4722,control_change,,42,0,2,,,,,,,,,1,64,127,,
4740,note_on,,18,0,2,,,,,,,,,1,,,62,103
4743,note_on,,3,0,2,,,,,,,,,1,,,65,0
4760,note_on,,17,0,2,,,,,,,,,1,,,62,0
4797,control_change,,37,0,2,,,,,,,,,1,64,0,,
4800,note_on,,3,0,2,,,,,,,,,1,,,60,95
4828,control_change,,28,0,2,,,,,,,,,1,64,127,,
4857,note_on,,29,0,2,,,,,,,,,1,,,60,0
4860,note_on,,3,0,2,,,,,,,,,1,,,59,99
4911,note_on,,51,0,2,,,,,,,,,1,,,59,0
4920,note_on,,0,0,2,,,,,,,,,1,,,43,86
4920,note_on,,9,0,2,,,,,,,,,1,,,55,78
4920,note_on,,0,0,2,,,,,,,,,1,,,69,103
4922,control_change,,2,0,2,,,,,,,,,1,64,0,,
4955,control_change,,33,0,2,,,,,,,,,1,64,127,,
4990,note_on,,35,0,2,,,,,,,,,1,,,43,0
4994,note_on,,4,0,2,,,,,,,,,1,,,55,0
5040,note_on,,46,0,2,,,,,,,,,1,,,55,86
5040,note_on,,0,0,2,,,,,,,,,1,,,43,86
5091,note_on,,51,0,2,,,,,,,,,1,,,43,0
5101,note_on,,10,0,2,,,,,,,,,1,,,55,0
5115,note_on,,14,0,2,,,,,,,,,1,,,69,0
5160,note_on,,0,0,2,,,,,,,,,1,,,55,74
5160,note_on,,0,0,2,,,,,,,,,1,,,43,82
5160,note_on,,45,0,2,,,,,,,,,1,,,65,99
5166,control_change,,6,0,2,,,,,,,,,1,64,0,,
5195,control_change,,29,0,2,,,,,,,,,1,64,127,,
5208,note_on,,13,0,2,,,,,,,,,1,,,43,0
5216,note_on,,0,0,2,,,,,,,,,1,,,65,0
5216,note_on,,8,0,2,,,,,,,,,1,,,55,0
5280,note_on,,0,0,2,,,,,,,,,1,,,55,78
5280,note_on,,0,0,2,,,,,,,,,1,,,43,86
5280,note_on,,64,0,2,,,,,,,,,1,,,67,108
5291,control_change,,11,0,2,,,,,,,,,1,64,0,,
5310,note_on,,19,0,2,,,,,,,,,1,,,65,82
5314,note_on,,4,0,2,,,,,,,,,1,,,67,0
5327,control_change,,13,0,2,,,,,,,,,1,64,127,,
5336,note_on,,9,0,2,,,,,,,,,1,,,65,0
5340,note_on,,4,0,2,,,,,,,,,1,,,67,86
5366,note_on,,26,0,2,,,,,,,,,1,,,67,0
5370,note_on,,4,0,2,,,,,,,,,1,,,65,99
5399,note_on,,29,0,2,,,,,,,,,1,,,65,0
5400,note_on,,1,0,2,,,,,,,,,1,,,67,90
5410,control_change,,10,0,2,,,,,,,,,1,64,0,,
5430,note_on,,20,0,2,,,,,,,,,1,,,65,95
5431,note_on,,1,0,2,,,,,,,,,1,,,67,0
5439,control_change,,8,0,2,,,,,,,,,1,64,127,,
5456,note_on,,17,0,2,,,,,,,,,1,,,65,0
