tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
2880,note_on,0,0,2,,,,,,,,,,1,,57,31
2880,note_on,0,0,2,,,,,,,,,,1,,61,31
2880,note_on,0,0,2,,,,,,,,,,1,,56,0
2880,note_on,0,0,2,,,,,,,,,,1,,59,0
2880,note_on,0,0,1,,,,,,,,,,0,,76,40
2880,note_on,120,0,1,,,,,,,,,,0,,76,0
2880,note_on,60,0,2,,,,,,,,,,1,,64,0
2940,note_on,0,0,1,,,,,,,,,,0,,81,40
2940,note_on,60,0,1,,,,,,,,,,0,,76,0
2940,note_on,60,0,2,,,,,,,,,,1,,61,0
2940,note_on,0,0,2,,,,,,,,,,1,,64,31
3000,note_on,0,0,2,,,,,,,,,,1,,61,31
3000,note_on,60,0,2,,,,,,,,,,1,,64,0
3000,note_on,0,0,2,,,,,,,,,,1,,57,0
3000,note_on,0,0,1,,,,,,,,,,0,,73,40
3000,note_on,0,0,2,,,,,,,,,,1,,57,31
3000,note_on,60,0,1,,,,,,,,,,0,,81,0
3028,note_on,28,0,1,,,,,,,,,,0,,73,0
3028,note_on,0,0,2,,,,,,,,,,1,,57,0
3028,note_on,28,0,2,,,,,,,,,,1,,61,0
3060,note_on,32,0,2,,,,,,,,,,1,,59,31
3060,note_on,32,0,1,,,,,,,,,,0,,74,40
3060,note_on,0,0,2,,,,,,,,,,1,,62,31
3088,note_on,28,0,2,,,,,,,,,,1,,62,0
3088,note_on,0,0,2,,,,,,,,,,1,,59,0
3088,note_on,28,0,1,,,,,,,,,,0,,74,0
3120,note_on,32,0,2,,,,,,,,,,1,,64,31
3120,note_on,32,0,1,,,,,,,,,,0,,76,40
3120,note_on,0,0,2,,,,,,,,,,1,,61,31
3180,note_on,0,0,2,,,,,,,,,,1,,69,31
3180,note_on,60,0,2,,,,,,,,,,1,,64,0
3240,note_on,60,0,2,,,,,,,,,,1,,69,0
3240,note_on,0,0,2,,,,,,,,,,1,,61,0
3240,note_on,0,0,2,,,,,,,,,,1,,57,31
3240,note_on,0,0,2,,,,,,,,,,1,,61,31
3240,note_on,120,0,1,,,,,,,,,,0,,76,0
3268,note_on,28,0,2,,,,,,,,,,1,,61,0
3268,note_on,0,0,2,,,,,,,,,,1,,57,0
3300,note_on,32,0,2,,,,,,,,,,1,,59,31
3300,note_on,0,0,2,,,,,,,,,,1,,62,31
3328,note_on,0,0,2,,,,,,,,,,1,,59,0
3328,note_on,28,0,2,,,,,,,,,,1,,62,0
3360,note_on,32,0,2,,,,,,,,,,1,,64,31
3360,note_on,0,0,2,,,,,,,,,,1,,61,31
3360,note_on,120,0,1,,,,,,,,,,0,,76,40
3420,note_on,60,0,1,,,,,,,,,,0,,76,0
3420,note_on,0,0,1,,,,,,,,,,0,,81,40
3420,note_on,0,0,2,,,,,,,,,,1,,69,31
3420,note_on,60,0,2,,,,,,,,,,1,,64,0
3480,note_on,0,0,1,,,,,,,,,,0,,73,40
3480,note_on,60,0,1,,,,,,,,,,0,,81,0
3480,note_on,0,0,2,,,,,,,,,,1,,61,0
3480,note_on,0,0,2,,,,,,,,,,1,,57,31
3480,note_on,0,0,2,,,,,,,,,,1,,61,31
3480,note_on,60,0,2,,,,,,,,,,1,,69,0
3508,note_on,0,0,2,,,,,,,,,,1,,57,0
3508,note_on,28,0,2,,,,,,,,,,1,,61,0
3508,note_on,28,0,1,,,,,,,,,,0,,73,0
3540,note_on,32,0,2,,,,,,,,,,1,,59,31
3540,note_on,32,0,1,,,,,,,,,,0,,74,40
3540,note_on,0,0,2,,,,,,,,,,1,,62,31
3568,note_on,28,0,1,,,,,,,,,,0,,74,0
3568,note_on,28,0,2,,,,,,,,,,1,,62,0
3568,note_on,0,0,2,,,,,,,,,,1,,59,0
3600,note_on,32,0,2,,,,,,,,,,1,,61,31
3600,note_on,0,0,2,,,,,,,,,,1,,64,31
3600,note_on,32,0,1,,,,,,,,,,0,,76,40
3660,note_on,0,0,1,,,,,,,,,,0,,81,40
3660,note_on,60,0,1,,,,,,,,,,0,,76,0
3720,note_on,60,0,1,,,,,,,,,,0,,81,0
3720,note_on,120,0,2,,,,,,,,,,1,,64,0
3720,note_on,0,0,2,,,,,,,,,,1,,61,0
3720,note_on,0,0,1,,,,,,,,,,0,,69,37
3748,note_on,28,0,1,,,,,,,,,,0,,69,0
3780,note_on,32,0,1,,,,,,,,,,0,,71,40
3808,note_on,28,0,1,,,,,,,,,,0,,71,0
3840,note_on,120,0,2,,,,,,,,,,1,,57,31
3840,note_on,0,0,2,,,,,,,,,,1,,52,31
3840,note_on,32,0,1,,,,,,,,,,0,,73,42
3900,note_on,60,0,2,,,,,,,,,,1,,57,0
3900,note_on,0,0,2,,,,,,,,,,1,,61,31
3930,note_on,90,0,1,,,,,,,,,,0,,73,0
3960,note_on,60,0,2,,,,,,,,,,1,,61,0
3960,note_on,0,0,2,,,,,,,,,,1,,56,31
3960,note_on,30,0,1,,,,,,,,,,0,,71,33
3970,note_on,10,0,1,,,,,,,,,,0,,73,33
3975,note_on,5,0,1,,,,,,,,,,0,,71,0
3980,note_on,5,0,1,,,,,,,,,,0,,71,33
3985,note_on,5,0,1,,,,,,,,,,0,,73,0
3990,note_on,5,0,1,,,,,,,,,,0,,73,33
3995,note_on,5,0,1,,,,,,,,,,0,,71,0
4000,note_on,5,0,1,,,,,,,,,,0,,71,33
4005,note_on,5,0,1,,,,,,,,,,0,,73,0
4010,note_on,5,0,1,,,,,,,,,,0,,73,33
4015,note_on,5,0,1,,,,,,,,,,0,,71,0
4020,note_on,0,0,2,,,,,,,,,,1,,62,31
4020,note_on,60,0,2,,,,,,,,,,1,,56,0
4020,note_on,5,0,1,,,,,,,,,,0,,71,33
4025,note_on,5,0,1,,,,,,,,,,0,,73,0
4030,note_on,5,0,1,,,,,,,,,,0,,73,33
4035,note_on,5,0,1,,,,,,,,,,0,,71,0
4040,note_on,5,0,1,,,,,,,,,,0,,71,33
4045,note_on,5,0,1,,,,,,,,,,0,,73,0
4050,note_on,5,0,1,,,,,,,,,,0,,69,33
4055,note_on,5,0,1,,,,,,,,,,0,,71,0
4065,note_on,0,0,1,,,,,,,,,,0,,71,33
4065,note_on,10,0,1,,,,,,,,,,0,,69,0
4080,note_on,15,0,1,,,,,,,,,,0,,71,0
4080,note_on,0,0,2,,,,,,,,,,1,,61,31
4080,note_on,0,0,1,,,,,,,,,,0,,69,41
4080,note_on,0,0,2,,,,,,,,,,1,,52,0
4080,note_on,60,0,2,,,,,,,,,,1,,62,0
4080,note_on,0,0,2,,,,,,,,,,1,,57,31
4200,note_on,120,0,2,,,,,,,,,,1,,61,0
4200,note_on,0,0,2,,,,,,,,,,1,,57,0
4210,note_on,130,0,1,,,,,,,,,,0,,69,0
4320,note_on,4155,0,9,,,,,,,,,,8,,57,69
4320,note_on,4125,0,4,,,,,,,,,,3,,69,69
4320,note_on,0,0,4,,,,,,,,,,3,,73,69
4320,note_on,4080,0,11,,,,,,,,,,10,,45,67
4320,note_on,4172,0,6,,,,,,,,,,5,,76,70
4320,note_on,4105,0,7,,,,,,,,,,6,,76,69
4320,note_on,0,0,5,,,,,,,,,,4,,57,70
4320,note_on,4135,0,8,,,,,,,,,,7,,61,69
4320,note_on,4130,0,5,,,,,,,,,,4,,61,70
4320,note_on,4080,0,3,,,,,,,,,,2,,76,69
4380,note_on,0,0,9,,,,,,,,,,8,,52,70
4380,note_on,60,0,9,,,,,,,,,,8,,57,0
4380,note_on,60,0,8,,,,,,,,,,7,,61,0
4380,note_on,0,0,8,,,,,,,,,,7,,59,69
4410,note_on,90,0,3,,,,,,,,,,2,,76,0
4410,note_on,90,0,7,,,,,,,,,,6,,76,0
4410,note_on,90,0,6,,,,,,,,,,5,,76,0
4440,note_on,30,0,7,,,,,,,,,,6,,76,69
4440,note_on,0,0,8,,,,,,,,,,7,,61,69
4440,note_on,60,0,9,,,,,,,,,,8,,52,0
4440,note_on,30,0,6,,,,,,,,,,5,,76,70
4440,note_on,0,0,9,,,,,,,,,,8,,57,70
4440,note_on,30,0,3,,,,,,,,,,2,,76,69
4440,note_on,60,0,8,,,,,,,,,,7,,59,0
4500,note_on,0,0,8,,,,,,,,,,7,,57,69
4500,note_on,60,0,9,,,,,,,,,,8,,57,0
4500,note_on,60,0,8,,,,,,,,,,7,,61,0
4500,note_on,0,0,9,,,,,,,,,,8,,52,70
4530,note_on,90,0,3,,,,,,,,,,2,,76,0
4530,note_on,90,0,6,,,,,,,,,,5,,76,0
4530,note_on,90,0,7,,,,,,,,,,6,,76,0
4560,note_on,240,0,11,,,,,,,,,,10,,45,0
4560,note_on,240,0,4,,,,,,,,,,3,,73,0
4560,note_on,30,0,3,,,,,,,,,,2,,76,69
4560,note_on,30,0,6,,,,,,,,,,5,,76,70
4560,note_on,0,0,11,,,,,,,,,,10,,44,67
4560,note_on,0,0,8,,,,,,,,,,7,,62,69
4560,note_on,60,0,8,,,,,,,,,,7,,57,0
4560,note_on,240,0,5,,,,,,,,,,4,,57,0
4560,note_on,0,0,9,,,,,,,,,,8,,59,70
4560,note_on,0,0,4,,,,,,,,,,3,,74,69
4560,note_on,0,0,4,,,,,,,,,,3,,71,69
4560,note_on,0,0,5,,,,,,,,,,4,,61,0
4560,note_on,60,0,9,,,,,,,,,,8,,52,0
4560,note_on,0,0,5,,,,,,,,,,4,,62,70
4560,note_on,0,0,5,,,,,,,,,,4,,59,70
4560,note_on,0,0,4,,,,,,,,,,3,,69,0
4560,note_on,30,0,7,,,,,,,,,,6,,76,69
4620,note_on,60,0,8,,,,,,,,,,7,,62,0
4620,note_on,60,0,9,,,,,,,,,,8,,59,0
4620,note_on,0,0,8,,,,,,,,,,7,,59,69
4620,note_on,0,0,9,,,,,,,,,,8,,52,70
4650,note_on,90,0,7,,,,,,,,,,6,,76,0
4650,note_on,90,0,6,,,,,,,,,,5,,76,0
4650,note_on,90,0,3,,,,,,,,,,2,,76,0
4680,note_on,30,0,6,,,,,,,,,,5,,76,70
4680,note_on,60,0,9,,,,,,,,,,8,,52,0
4680,note_on,0,0,9,,,,,,,,,,8,,59,70
4680,note_on,30,0,7,,,,,,,,,,6,,76,69
4680,note_on,60,0,8,,,,,,,,,,7,,59,0
4680,note_on,0,0,8,,,,,,,,,,7,,62,69
4680,note_on,30,0,3,,,,,,,,,,2,,76,69
4740,note_on,0,0,8,,,,,,,,,,7,,59,69
4740,note_on,60,0,8,,,,,,,,,,7,,62,0
4740,note_on,180,0,11,,,,,,,,,,10,,44,0
4740,note_on,0,0,4,,,,,,,,,,3,,71,0
4740,note_on,0,0,5,,,,,,,,,,4,,62,0
4740,note_on,180,0,5,,,,,,,,,,4,,59,0
4740,note_on,60,0,9,,,,,,,,,,8,,59,0
4740,note_on,0,0,9,,,,,,,,,,8,,52,70
4740,note_on,180,0,4,,,,,,,,,,3,,74,0
4770,note_on,90,0,7,,,,,,,,,,6,,76,0
4770,note_on,90,0,6,,,,,,,,,,5,,76,0
4770,note_on,90,0,3,,,,,,,,,,2,,76,0
4785,note_on,45,0,8,,,,,,,,,,7,,59,0
4785,note_on,45,0,9,,,,,,,,,,8,,52,0
4800,note_on,30,0,6,,,,,,,,,,5,,69,70
4800,note_on,30,0,7,,,,,,,,,,6,,76,69
4800,note_on,0,0,6,,,,,,,,,,5,,76,70
4800,note_on,15,0,8,,,,,,,,,,7,,61,69
4800,note_on,60,0,11,,,,,,,,,,10,,45,67
4800,note_on,0,0,4,,,,,,,,,,3,,73,69
4800,note_on,15,0,9,,,,,,,,,,8,,57,70
4800,note_on,30,0,3,,,,,,,,,,2,,76,69
4800,note_on,60,0,4,,,,,,,,,,3,,69,69
4800,note_on,60,0,5,,,,,,,,,,4,,57,70
4800,note_on,0,0,5,,,,,,,,,,4,,61,70
4860,note_on,60,0,7,,,,,,,,,,6,,76,0
4860,note_on,0,0,8,,,,,,,,,,7,,64,69
4860,note_on,0,0,7,,,,,,,,,,6,,81,69
4860,note_on,0,0,3,,,,,,,,,,2,,81,69
4860,note_on,60,0,3,,,,,,,,,,2,,76,0
4860,note_on,60,0,8,,,,,,,,,,7,,61,0
4860,note_on,60,0,9,,,,,,,,,,8,,57,0
4860,note_on,0,0,9,,,,,,,,,,8,,61,70
4890,note_on,0,0,5,,,,,,,,,,4,,57,0
4890,note_on,90,0,4,,,,,,,,,,3,,73,0
4890,note_on,0,0,4,,,,,,,,,,3,,69,0
4890,note_on,90,0,5,,,,,,,,,,4,,61,0
4890,note_on,0,0,6,,,,,,,,,,5,,69,0
4890,note_on,90,0,11,,,,,,,,,,10,,45,0
4890,note_on,90,0,6,,,,,,,,,,5,,76,0
4905,note_on,45,0,7,,,,,,,,,,6,,81,0
4905,note_on,45,0,8,,,,,,,,,,7,,64,0
4905,note_on,45,0,9,,,,,,,,,,8,,61,0
4905,note_on,45,0,3,,,,,,,,,,2,,81,0
4920,note_on,15,0,9,,,,,,,,,,8,,57,70
