tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,pitch,note,velocity
2253,note_on,45,0,5,,,,,,,,2,,,,72,0
2256,note_on,3,0,6,,,,,,,,2,,,,65,85
2256,note_on,3,0,5,,,,,,,,2,,,,74,85
2274,note_on,354,0,10,,,,,,,,3,,,,58,0
2297,note_on,89,0,8,,,,,,,,3,,,,70,0
2297,note_on,89,0,9,,,,,,,,3,,,,65,0
2301,note_on,45,0,6,,,,,,,,2,,,,65,0
2301,note_on,45,0,5,,,,,,,,2,,,,74,0
2304,note_on,295,0,11,,,,,,,,3,,,,34,49
2304,note_on,3,0,6,,,,,,,,2,,,,62,85
2304,note_on,3,0,5,,,,,,,,2,,,,70,85
2304,note_on,30,0,10,,,,,,,,3,,,,70,49
2393,note_on,89,0,6,,,,,,,,2,,,,62,0
2393,note_on,89,0,5,,,,,,,,2,,,,70,0
2393,note_on,89,0,11,,,,,,,,3,,,,34,0
2400,note_on,103,0,8,,,,,,,,3,,,,70,49
2400,note_on,103,0,9,,,,,,,,3,,,,62,49
2439,note_on,39,0,8,,,,,,,,3,,,,70,0
2439,note_on,39,0,9,,,,,,,,3,,,,62,0
2496,note_on,103,0,5,,,,,,,,2,,,,70,85
2496,note_on,57,0,8,,,,,,,,3,,,,70,49
2496,note_on,57,0,9,,,,,,,,3,,,,62,49
2541,note_on,45,0,5,,,,,,,,2,,,,70,0
2544,note_on,3,0,5,,,,,,,,2,,,,72,85
2585,note_on,89,0,8,,,,,,,,3,,,,70,0
2585,note_on,89,0,9,,,,,,,,3,,,,62,0
2589,note_on,45,0,5,,,,,,,,2,,,,72,0
2592,note_on,3,0,5,,,,,,,,2,,,,69,85
2592,note_on,967,0,7,,,,,,,,2,,,,46,85
2592,note_on,7,0,8,,,,,,,,3,,,,74,49
2592,note_on,199,0,6,,,,,,,,2,,,,58,85
2592,note_on,7,0,9,,,,,,,,3,,,,65,49
2637,note_on,45,0,5,,,,,,,,2,,,,69,0
2640,note_on,3,0,5,,,,,,,,2,,,,70,85
2658,note_on,354,0,10,,,,,,,,3,,,,70,0
2681,note_on,89,0,9,,,,,,,,3,,,,65,0
2681,note_on,89,0,7,,,,,,,,2,,,,46,0
2681,note_on,89,0,8,,,,,,,,3,,,,74,0
2685,note_on,45,0,5,,,,,,,,2,,,,70,0
2688,note_on,295,0,11,,,,,,,,3,,,,39,49
2688,note_on,3,0,5,,,,,,,,2,,,,67,85
2688,note_on,30,0,10,,,,,,,,3,,,,58,49
2688,note_on,7,0,7,,,,,,,,2,,,,51,85
2733,note_on,45,0,5,,,,,,,,2,,,,67,0
2736,note_on,3,0,5,,,,,,,,2,,,,72,85
2777,note_on,89,0,10,,,,,,,,3,,,,58,0
2777,note_on,185,0,6,,,,,,,,2,,,,58,0
2781,note_on,45,0,5,,,,,,,,2,,,,72,0
2784,note_on,3,0,5,,,,,,,,2,,,,75,85
2784,note_on,7,0,6,,,,,,,,2,,,,60,85
2784,note_on,103,0,9,,,,,,,,3,,,,67,49
2784,note_on,103,0,8,,,,,,,,3,,,,75,49
2784,note_on,7,0,10,,,,,,,,3,,,,60,49
2829,note_on,45,0,5,,,,,,,,2,,,,75,0
2832,note_on,3,0,5,,,,,,,,2,,,,72,85
2865,note_on,177,0,11,,,,,,,,3,,,,39,0
2865,note_on,177,0,7,,,,,,,,2,,,,51,0
2873,note_on,89,0,8,,,,,,,,3,,,,75,0
2873,note_on,89,0,9,,,,,,,,3,,,,67,0
2877,note_on,45,0,5,,,,,,,,2,,,,72,0
2880,note_on,15,0,11,,,,,,,,3,,,,41,49
2880,note_on,15,0,7,,,,,,,,2,,,,53,85
2880,note_on,3,0,5,,,,,,,,2,,,,70,85
2886,note_on,0,0,5,,,,,,,,2,,,,69,85
2886,note_on,6,0,5,,,,,,,,2,,,,70,0
2961,note_on,177,0,10,,,,,,,,3,,,,60,0
2961,note_on,177,0,6,,,,,,,,2,,,,60,0
2969,note_on,83,0,5,,,,,,,,2,,,,69,0
2976,note_on,103,0,9,,,,,,,,3,,,,63,49
2976,note_on,15,0,10,,,,,,,,3,,,,60,49
2976,note_on,15,0,6,,,,,,,,2,,,,63,85
2976,note_on,7,0,5,,,,,,,,2,,,,67,85
2976,note_on,103,0,8,,,,,,,,3,,,,69,49
3021,note_on,45,0,5,,,,,,,,2,,,,67,0
3024,note_on,3,0,5,,,,,,,,2,,,,69,85
3057,note_on,177,0,7,,,,,,,,2,,,,53,0
3057,note_on,177,0,11,,,,,,,,3,,,,41,0
3065,note_on,89,0,10,,,,,,,,3,,,,60,0
3065,note_on,89,0,9,,,,,,,,3,,,,63,0
3065,note_on,89,0,8,,,,,,,,3,,,,69,0
3065,note_on,89,0,6,,,,,,,,2,,,,63,0
3069,note_on,45,0,5,,,,,,,,2,,,,69,0
3072,note_on,7,0,10,,,,,,,,3,,,,58,49
3072,note_on,7,0,9,,,,,,,,3,,,,62,49
3072,note_on,7,0,8,,,,,,,,3,,,,70,49
3072,note_on,15,0,11,,,,,,,,3,,,,34,49
3072,note_on,15,0,7,,,,,,,,2,,,,58,85
3072,note_on,3,0,5,,,,,,,,2,,,,70,85
3072,note_on,7,0,6,,,,,,,,2,,,,62,85
3161,note_on,89,0,9,,,,,,,,3,,,,62,0
3161,note_on,89,0,5,,,,,,,,2,,,,70,0
3161,note_on,89,0,6,,,,,,,,2,,,,62,0
3161,note_on,89,0,8,,,,,,,,3,,,,70,0
3161,note_on,89,0,7,,,,,,,,2,,,,58,0
3161,note_on,89,0,10,,,,,,,,3,,,,58,0
3161,note_on,89,0,11,,,,,,,,3,,,,34,0
3168,note_on,7,0,8,,,,,,,,3,,,,58,49
3168,note_on,7,0,6,,,,,,,,2,,,,46,85
3257,note_on,89,0,6,,,,,,,,2,,,,46,0
3257,note_on,89,0,8,,,,,,,,3,,,,58,0
3264,note_on,3264,0,1,,,,,,,,0,,,,77,64
3264,note_on,0,0,1,,,,,,,,0,,,,74,64
3264,note_on,7,0,8,,,,,,,,3,,,,77,85
3264,note_on,103,0,9,,,,,,,,3,,,,62,85
3309,note_on,45,0,9,,,,,,,,3,,,,62,0
3309,note_on,45,0,8,,,,,,,,3,,,,77,0
3312,note_on,3,0,8,,,,,,,,3,,,,79,85
3312,note_on,3,0,9,,,,,,,,3,,,,63,85
3353,note_on,0,0,1,,,,,,,,0,,,,77,0
3353,note_on,89,0,1,,,,,,,,0,,,,74,0
3357,note_on,45,0,8,,,,,,,,3,,,,79,0
3357,note_on,45,0,9,,,,,,,,3,,,,63,0
3360,note_on,0,0,1,,,,,,,,0,,,,72,64
3360,note_on,7,0,1,,,,,,,,0,,,,75,64
3360,note_on,3,0,8,,,,,,,,3,,,,75,85
3360,note_on,3,0,9,,,,,,,,3,,,,60,85
3405,note_on,45,0,8,,,,,,,,3,,,,75,0
3405,note_on,45,0,9,,,,,,,,3,,,,60,0
3408,note_on,3,0,9,,,,,,,,3,,,,62,85
3408,note_on,3,0,8,,,,,,,,3,,,,77,85
3449,note_on,89,0,1,,,,,,,,0,,,,72,0
3449,note_on,0,0,1,,,,,,,,0,,,,75,0
3453,note_on,45,0,8,,,,,,,,3,,,,77,0
3453,note_on,45,0,9,,,,,,,,3,,,,62,0
3456,note_on,3456,0,4,,,,,,,,1,,,,58,64
3456,note_on,7,0,1,,,,,,,,0,,,,74,64
3456,note_on,295,0,10,,,,,,,,3,,,,58,85
3456,note_on,295,0,11,,,,,,,,3,,,,34,85
3456,note_on,3456,0,3,,,,,,,,1,,,,70,64
3456,note_on,0,0,1,,,,,,,,0,,,,70,64
3456,note_on,3,0,8,,,,,,,,3,,,,74,85
3456,note_on,3,0,9,,,,,,,,3,,,,58,85
3545,note_on,0,0,1,,,,,,,,0,,,,74,0
3545,note_on,89,0,10,,,,,,,,3,,,,58,0
3545,note_on,89,0,8,,,,,,,,3,,,,74,0
3545,note_on,89,0,1,,,,,,,,0,,,,70,0
3545,note_on,89,0,9,,,,,,,,3,,,,58,0
3545,note_on,89,0,11,,,,,,,,3,,,,34,0
3552,note_on,7,0,11,,,,,,,,3,,,,46,85
3552,note_on,7,0,10,,,,,,,,3,,,,70,85
3641,note_on,89,0,10,,,,,,,,3,,,,70,0
3641,note_on,89,0,11,,,,,,,,3,,,,46,0
3648,note_on,103,0,1,,,,,,,,0,,,,74,64
3648,note_on,0,0,1,,,,,,,,0,,,,65,64
3648,note_on,7,0,10,,,,,,,,3,,,,70,85
3648,note_on,7,0,11,,,,,,,,3,,,,46,85
3648,note_on,103,0,9,,,,,,,,3,,,,65,85
3648,note_on,103,0,8,,,,,,,,3,,,,74,85
3693,note_on,45,0,8,,,,,,,,3,,,,74,0
3693,note_on,45,0,9,,,,,,,,3,,,,65,0
3696,note_on,3,0,9,,,,,,,,3,,,,67,85
3696,note_on,3,0,8,,,,,,,,3,,,,75,85
3737,note_on,89,0,10,,,,,,,,3,,,,70,0
3737,note_on,89,0,11,,,,,,,,3,,,,46,0
3737,note_on,89,0,1,,,,,,,,0,,,,65,0
3737,note_on,0,0,1,,,,,,,,0,,,,74,0
3741,note_on,45,0,8,,,,,,,,3,,,,75,0
3741,note_on,45,0,9,,,,,,,,3,,,,67,0
3744,note_on,7,0,10,,,,,,,,3,,,,70,85
3744,note_on,7,0,11,,,,,,,,3,,,,46,85
3744,note_on,3,0,8,,,,,,,,3,,,,72,85
3744,note_on,7,0,1,,,,,,,,0,,,,72,64
3744,note_on,0,0,1,,,,,,,,0,,,,63,64
3744,note_on,3,0,9,,,,,,,,3,,,,63,85
3789,note_on,45,0,9,,,,,,,,3,,,,63,0
3789,note_on,45,0,8,,,,,,,,3,,,,72,0
3792,note_on,3,0,9,,,,,,,,3,,,,65,85
3792,note_on,3,0,8,,,,,,,,3,,,,74,85
3833,note_on,89,0,10,,,,,,,,3,,,,70,0
3833,note_on,89,0,11,,,,,,,,3,,,,46,0
3833,note_on,89,0,1,,,,,,,,0,,,,63,0
3833,note_on,0,0,1,,,,,,,,0,,,,72,0
3837,note_on,45,0,8,,,,,,,,3,,,,74,0
3837,note_on,45,0,9,,,,,,,,3,,,,65,0
3840,note_on,7,0,1,,,,,,,,0,,,,70,64
3840,note_on,7,0,11,,,,,,,,3,,,,34,85
3840,note_on,3,0,8,,,,,,,,3,,,,70,85
3840,note_on,3,0,9,,,,,,,,3,,,,62,85
3840,note_on,0,0,1,,,,,,,,0,,,,62,64
3840,note_on,7,0,10,,,,,,,,3,,,,58,85
3929,note_on,89,0,8,,,,,,,,3,,,,70,0
3929,note_on,89,0,1,,,,,,,,0,,,,62,0
3929,note_on,89,0,10,,,,,,,,3,,,,58,0
3929,note_on,89,0,9,,,,,,,,3,,,,62,0
3929,note_on,89,0,11,,,,,,,,3,,,,34,0
3929,note_on,0,0,1,,,,,,,,0,,,,70,0
3936,note_on,7,0,11,,,,,,,,3,,,,46,85
3936,note_on,7,0,10,,,,,,,,3,,,,70,85
4025,note_on,89,0,11,,,,,,,,3,,,,46,0
4025,note_on,89,0,10,,,,,,,,3,,,,70,0
4032,note_on,7,0,11,,,,,,,,3,,,,46,85
4032,note_on,103,0,1,,,,,,,,0,,,,82,64
4032,note_on,0,0,1,,,,,,,,0,,,,74,64
4032,note_on,103,0,9,,,,,,,,3,,,,62,85
4032,note_on,103,0,8,,,,,,,,3,,,,70,85
