tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
768,control_change,375,0,5,,,,,,,,,4,91,120,,
3054,note_on,2478,0,9,,,,,,,,,8,,,45,101
3056,note_on,2480,0,14,,,,,,,,,14,,,57,127
3066,note_on,2490,0,8,,,,,,,,,7,,,57,110
3066,note_on,2490,0,2,,,,,,,,,1,,,57,110
3460,note_on,394,0,2,,,,,,,,,1,,,57,0
3538,note_on,472,0,8,,,,,,,,,7,,,57,0
3548,note_on,494,0,9,,,,,,,,,8,,,45,0
3558,note_on,502,0,14,,,,,,,,,14,,,57,0
3622,note_on,64,0,14,,,,,,,,,14,,,57,127
3630,note_on,82,0,9,,,,,,,,,8,,,45,92
3636,note_on,98,0,8,,,,,,,,,7,,,57,105
3648,note_on,188,0,2,,,,,,,,,1,,,57,95
3686,note_on,38,0,2,,,,,,,,,1,,,57,0
3750,note_on,128,0,14,,,,,,,,,14,,,57,0
3764,note_on,134,0,9,,,,,,,,,8,,,45,0
3782,note_on,146,0,8,,,,,,,,,7,,,57,0
3814,note_on,64,0,14,,,,,,,,,14,,,53,127
3828,note_on,64,0,9,,,,,,,,,8,,,41,92
3836,note_on,54,0,8,,,,,,,,,7,,,53,105
3842,note_on,156,0,2,,,,,,,,,1,,,53,96
4130,note_on,288,0,2,,,,,,,,,1,,,53,0
4146,note_on,310,0,8,,,,,,,,,7,,,53,0
4152,note_on,324,0,9,,,,,,,,,8,,,41,0
4174,note_on,360,0,14,,,,,,,,,14,,,53,0
4202,note_on,50,0,9,,,,,,,,,8,,,46,95
4206,note_on,32,0,14,,,,,,,,,14,,,58,127
4218,note_on,72,0,8,,,,,,,,,7,,,58,97
4222,note_on,92,0,2,,,,,,,,,1,,,58,99
4474,note_on,252,0,2,,,,,,,,,1,,,58,0
4534,note_on,332,0,9,,,,,,,,,8,,,46,0
4560,note_on,342,0,8,,,,,,,,,7,,,58,0
4564,note_on,358,0,14,,,,,,,,,14,,,58,0
4586,note_on,52,0,9,,,,,,,,,8,,,37,89
4588,note_on,24,0,14,,,,,,,,,14,,,49,127
4604,note_on,44,0,8,,,,,,,,,7,,,49,99
4618,note_on,144,0,2,,,,,,,,,1,,,49,99
4782,note_on,4206,0,12,,,,,,,,,12,,,64,127
4798,note_on,194,0,8,,,,,,,,,7,,,64,94
4800,note_on,4224,0,6,,,,,,,,,5,,,64,92
4808,note_on,4232,0,1,,,,,,,,,0,,,64,94
4828,note_on,28,0,6,,,,,,,,,5,,,64,0
4838,note_on,40,0,8,,,,,,,,,7,,,64,0
4858,note_on,50,0,1,,,,,,,,,0,,,64,0
4906,note_on,124,0,12,,,,,,,,,12,,,64,0
4974,note_on,68,0,12,,,,,,,,,12,,,64,127
4978,note_on,140,0,8,,,,,,,,,7,,,64,94
4980,note_on,152,0,6,,,,,,,,,5,,,64,94
4996,note_on,138,0,1,,,,,,,,,0,,,64,94
5014,note_on,34,0,6,,,,,,,,,5,,,64,0
5020,note_on,42,0,8,,,,,,,,,7,,,64,0
5052,note_on,434,0,2,,,,,,,,,1,,,49,0
5052,note_on,56,0,1,,,,,,,,,0,,,64,0
5054,note_on,468,0,9,,,,,,,,,8,,,37,0
5086,note_on,112,0,12,,,,,,,,,12,,,64,0
5114,note_on,94,0,8,,,,,,,,,7,,,49,0
5128,note_on,540,0,14,,,,,,,,,14,,,49,0
5156,note_on,70,0,12,,,,,,,,,12,,,64,127
5162,note_on,48,0,8,,,,,,,,,7,,,64,87
5168,note_on,116,0,2,,,,,,,,,1,,,49,99
5172,note_on,10,0,8,,,,,,,,,7,,,49,95
5172,note_on,158,0,6,,,,,,,,,5,,,64,81
5172,note_on,44,0,14,,,,,,,,,14,,,49,127
5174,note_on,120,0,9,,,,,,,,,8,,,37,95
5178,note_on,126,0,1,,,,,,,,,0,,,64,91
5204,note_on,32,0,8,,,,,,,,,7,,,64,0
5214,note_on,42,0,6,,,,,,,,,5,,,64,0
5226,note_on,52,0,9,,,,,,,,,8,,,37,0
5236,note_on,58,0,1,,,,,,,,,0,,,64,0
5246,note_on,78,0,2,,,,,,,,,1,,,49,0
5290,note_on,134,0,12,,,,,,,,,12,,,64,0
5318,note_on,146,0,14,,,,,,,,,14,,,49,0
5324,note_on,120,0,8,,,,,,,,,7,,,49,0
5350,note_on,32,0,14,,,,,,,,,14,,,50,127
5350,note_on,60,0,12,,,,,,,,,12,,,65,127
5354,note_on,128,0,9,,,,,,,,,8,,,38,91
5358,note_on,34,0,8,,,,,,,,,7,,,65,91
5360,note_on,2,0,8,,,,,,,,,7,,,50,96
5360,note_on,146,0,6,,,,,,,,,5,,,65,87
5364,note_on,128,0,1,,,,,,,,,0,,,65,95
5368,note_on,122,0,2,,,,,,,,,1,,,50,103
5398,note_on,38,0,8,,,,,,,,,7,,,65,0
5404,note_on,44,0,6,,,,,,,,,5,,,65,0
5424,note_on,60,0,1,,,,,,,,,0,,,65,0
5426,note_on,76,0,12,,,,,,,,,12,,,65,0
5448,note_on,44,0,6,,,,,,,,,5,,,67,80
5448,note_on,50,0,8,,,,,,,,,7,,,67,83
5452,note_on,26,0,12,,,,,,,,,12,,,67,127
5462,note_on,38,0,1,,,,,,,,,0,,,67,81
5492,note_on,44,0,8,,,,,,,,,7,,,67,0
5496,note_on,48,0,6,,,,,,,,,5,,,67,0
5514,note_on,52,0,1,,,,,,,,,0,,,67,0
5518,note_on,66,0,12,,,,,,,,,12,,,67,0
5544,note_on,52,0,8,,,,,,,,,7,,,65,84
5546,note_on,50,0,6,,,,,,,,,5,,,65,80
5552,note_on,34,0,12,,,,,,,,,12,,,65,127
5558,note_on,44,0,1,,,,,,,,,0,,,65,80
5582,note_on,36,0,6,,,,,,,,,5,,,65,0
5582,note_on,38,0,8,,,,,,,,,7,,,65,0
5606,note_on,54,0,12,,,,,,,,,12,,,65,0
5608,note_on,50,0,1,,,,,,,,,0,,,65,0
5632,note_on,26,0,12,,,,,,,,,12,,,64,127
5634,note_on,52,0,6,,,,,,,,,5,,,64,81
5634,note_on,52,0,8,,,,,,,,,7,,,64,85
5644,note_on,36,0,1,,,,,,,,,0,,,64,77
5674,note_on,40,0,8,,,,,,,,,7,,,64,0
5678,note_on,44,0,6,,,,,,,,,5,,,64,0
5696,note_on,52,0,1,,,,,,,,,0,,,64,0
5698,note_on,66,0,12,,,,,,,,,12,,,64,0
5732,note_on,58,0,8,,,,,,,,,7,,,65,88
5734,note_on,36,0,12,,,,,,,,,12,,,65,127
5736,note_on,58,0,6,,,,,,,,,5,,,65,84
5746,note_on,50,0,1,,,,,,,,,0,,,65,87
5772,note_on,40,0,8,,,,,,,,,7,,,65,0
5776,note_on,40,0,6,,,,,,,,,5,,,65,0
5792,note_on,58,0,12,,,,,,,,,12,,,65,0
5792,note_on,46,0,1,,,,,,,,,0,,,65,0
5814,note_on,446,0,2,,,,,,,,,1,,,50,0
5816,note_on,44,0,8,,,,,,,,,7,,,67,83
5824,note_on,48,0,6,,,,,,,,,5,,,67,82
5824,note_on,32,0,12,,,,,,,,,12,,,67,127
5834,note_on,42,0,1,,,,,,,,,0,,,67,84
5846,note_on,30,0,8,,,,,,,,,7,,,50,0
5858,note_on,12,0,8,,,,,,,,,7,,,67,0
5860,note_on,506,0,9,,,,,,,,,8,,,38,0
5870,note_on,46,0,6,,,,,,,,,5,,,67,0
5872,note_on,522,0,14,,,,,,,,,14,,,50,0
5886,note_on,62,0,12,,,,,,,,,12,,,67,0
5888,note_on,54,0,1,,,,,,,,,0,,,67,0
5916,note_on,30,0,12,,,,,,,,,12,,,64,127
5916,note_on,58,0,8,,,,,,,,,7,,,64,87
5926,note_on,38,0,1,,,,,,,,,0,,,64,75
5926,note_on,56,0,6,,,,,,,,,5,,,64,83
5930,note_on,58,0,14,,,,,,,,,14,,,50,127
5932,note_on,72,0,9,,,,,,,,,8,,,38,87
5932,note_on,16,0,8,,,,,,,,,7,,,50,99
5950,note_on,18,0,8,,,,,,,,,7,,,64,0
5954,note_on,140,0,2,,,,,,,,,1,,,50,99
5966,note_on,40,0,6,,,,,,,,,5,,,64,0
5980,note_on,54,0,1,,,,,,,,,0,,,64,0
5982,note_on,66,0,12,,,,,,,,,12,,,64,0
6004,note_on,54,0,8,,,,,,,,,7,,,65,81
6008,note_on,26,0,12,,,,,,,,,12,,,65,127
6018,note_on,64,0,2,,,,,,,,,1,,,50,0
6020,note_on,40,0,1,,,,,,,,,0,,,65,87
6020,note_on,54,0,6,,,,,,,,,5,,,65,80
6046,note_on,42,0,8,,,,,,,,,7,,,65,0
6054,note_on,122,0,9,,,,,,,,,8,,,38,0
6058,note_on,38,0,6,,,,,,,,,5,,,65,0
6070,note_on,50,0,1,,,,,,,,,0,,,65,0
6070,note_on,62,0,12,,,,,,,,,12,,,65,0
6078,note_on,32,0,8,,,,,,,,,7,,,50,0
6082,note_on,152,0,14,,,,,,,,,14,,,50,0
6106,note_on,36,0,12,,,,,,,,,12,,,67,127
6112,note_on,34,0,8,,,,,,,,,7,,,67,94
6120,note_on,66,0,9,,,,,,,,,8,,,40,84
6122,note_on,40,0,14,,,,,,,,,14,,,52,127
6122,note_on,64,0,6,,,,,,,,,5,,,67,81
6126,note_on,56,0,1,,,,,,,,,0,,,67,96
6128,note_on,16,0,8,,,,,,,,,7,,,52,96
6146,note_on,128,0,2,,,,,,,,,1,,,52,103
6152,note_on,24,0,8,,,,,,,,,7,,,67,0
6166,note_on,44,0,6,,,,,,,,,5,,,67,0
6166,note_on,60,0,12,,,,,,,,,12,,,67,0
6174,note_on,48,0,1,,,,,,,,,0,,,67,0
6196,note_on,30,0,12,,,,,,,,,12,,,69,127
6204,note_on,52,0,8,,,,,,,,,7,,,69,82
6216,note_on,42,0,1,,,,,,,,,0,,,69,82
6220,note_on,54,0,6,,,,,,,,,5,,,69,79
6244,note_on,40,0,8,,,,,,,,,7,,,69,0
6258,note_on,62,0,12,,,,,,,,,12,,,69,0
6260,note_on,40,0,6,,,,,,,,,5,,,69,0
6262,note_on,46,0,1,,,,,,,,,0,,,69,0
6298,note_on,40,0,12,,,,,,,,,12,,,67,127
6310,note_on,66,0,8,,,,,,,,,7,,,67,84
6320,note_on,60,0,6,,,,,,,,,5,,,67,82
6320,note_on,58,0,1,,,,,,,,,0,,,67,85
6344,note_on,34,0,8,,,,,,,,,7,,,67,0
6356,note_on,36,0,6,,,,,,,,,5,,,67,0
6356,note_on,58,0,12,,,,,,,,,12,,,67,0
6366,note_on,46,0,1,,,,,,,,,0,,,67,0
6384,note_on,28,0,12,,,,,,,,,12,,,65,127
6396,note_on,52,0,8,,,,,,,,,7,,,65,80
6410,note_on,44,0,1,,,,,,,,,0,,,65,78
6412,note_on,56,0,6,,,,,,,,,5,,,65,82
6438,note_on,42,0,8,,,,,,,,,7,,,65,0
6448,note_on,64,0,12,,,,,,,,,12,,,65,0
6454,note_on,42,0,6,,,,,,,,,5,,,65,0
6458,note_on,48,0,1,,,,,,,,,0,,,65,0
6486,note_on,38,0,12,,,,,,,,,12,,,67,127
6502,note_on,64,0,8,,,,,,,,,7,,,67,90
6514,note_on,56,0,1,,,,,,,,,0,,,67,89
6514,note_on,60,0,6,,,,,,,,,5,,,67,85
6530,note_on,28,0,8,,,,,,,,,7,,,67,0
6540,note_on,54,0,12,,,,,,,,,12,,,67,0
6548,note_on,34,0,6,,,,,,,,,5,,,67,0
6558,note_on,44,0,1,,,,,,,,,0,,,67,0
6572,note_on,32,0,12,,,,,,,,,12,,,69,127
6588,note_on,58,0,8,,,,,,,,,7,,,69,83
6606,note_on,58,0,6,,,,,,,,,5,,,69,75
6608,note_on,50,0,1,,,,,,,,,0,,,69,87
6608,note_on,20,0,8,,,,,,,,,7,,,52,0
6628,note_on,506,0,14,,,,,,,,,14,,,52,0
6628,note_on,20,0,8,,,,,,,,,7,,,69,0
6632,note_on,512,0,9,,,,,,,,,8,,,40,0
6636,note_on,64,0,12,,,,,,,,,12,,,69,0
6638,note_on,492,0,2,,,,,,,,,1,,,52,0
6646,note_on,38,0,1,,,,,,,,,0,,,69,0
6648,note_on,42,0,6,,,,,,,,,5,,,69,0
6666,note_on,30,0,12,,,,,,,,,12,,,65,127
6690,note_on,62,0,8,,,,,,,,,7,,,65,79
6694,note_on,66,0,14,,,,,,,,,14,,,50,127
6696,note_on,6,0,8,,,,,,,,,7,,,50,87
6700,note_on,68,0,9,,,,,,,,,8,,,38,78
6702,note_on,54,0,6,,,,,,,,,5,,,65,77
6702,note_on,56,0,1,,,,,,,,,0,,,65,81
6714,note_on,76,0,2,,,,,,,,,1,,,50,94
6726,note_on,30,0,8,,,,,,,,,7,,,65,0
6728,note_on,62,0,12,,,,,,,,,12,,,65,0
6736,note_on,36,0,9,,,,,,,,,8,,,38,0
6736,note_on,42,0,14,,,,,,,,,14,,,50,0
6738,note_on,12,0,8,,,,,,,,,7,,,50,0
6744,note_on,42,0,6,,,,,,,,,5,,,65,0
6750,note_on,48,0,1,,,,,,,,,0,,,65,0
6758,note_on,30,0,12,,,,,,,,,12,,,67,127
6764,note_on,50,0,2,,,,,,,,,1,,,50,0
6774,note_on,38,0,14,,,,,,,,,14,,,52,127
6782,note_on,44,0,8,,,,,,,,,7,,,52,83
6782,note_on,0,0,8,,,,,,,,,7,,,67,80
6792,note_on,56,0,9,,,,,,,,,8,,,40,74
6796,note_on,52,0,6,,,,,,,,,5,,,67,80
6800,note_on,50,0,1,,,,,,,,,0,,,67,88
6804,note_on,40,0,2,,,,,,,,,1,,,52,92
6816,note_on,34,0,8,,,,,,,,,7,,,52,0
6820,note_on,4,0,8,,,,,,,,,7,,,67,0
6820,note_on,62,0,12,,,,,,,,,12,,,67,0
6822,note_on,48,0,14,,,,,,,,,14,,,52,0
6826,note_on,34,0,9,,,,,,,,,8,,,40,0
6836,note_on,40,0,6,,,,,,,,,5,,,67,0
6846,note_on,46,0,1,,,,,,,,,0,,,67,0
6850,note_on,46,0,2,,,,,,,,,1,,,52,0
6862,note_on,42,0,12,,,,,,,,,12,,,69,127
6874,note_on,52,0,14,,,,,,,,,14,,,53,127
6884,note_on,64,0,8,,,,,,,,,7,,,53,96
6886,note_on,2,0,8,,,,,,,,,7,,,69,80
6890,note_on,64,0,9,,,,,,,,,8,,,41,90
6896,note_on,60,0,6,,,,,,,,,5,,,69,87
6898,note_on,52,0,1,,,,,,,,,0,,,69,95
6904,note_on,54,0,2,,,,,,,,,1,,,53,103
7026,note_on,140,0,8,,,,,,,,,7,,,69,0
7030,note_on,168,0,12,,,,,,,,,12,,,69,0
7032,note_on,6,0,8,,,,,,,,,7,,,53,0
7032,note_on,158,0,14,,,,,,,,,14,,,53,0
7034,note_on,130,0,2,,,,,,,,,1,,,53,0
7038,note_on,142,0,6,,,,,,,,,5,,,69,0
7046,note_on,156,0,9,,,,,,,,,8,,,41,0
7056,note_on,158,0,1,,,,,,,,,0,,,69,0
7068,note_on,38,0,12,,,,,,,,,12,,,70,127
7072,note_on,40,0,14,,,,,,,,,14,,,52,127
7080,note_on,0,0,8,,,,,,,,,7,,,70,89
7080,note_on,34,0,9,,,,,,,,,8,,,40,74
7080,note_on,48,0,8,,,,,,,,,7,,,52,80
7092,note_on,54,0,6,,,,,,,,,5,,,70,84
7094,note_on,60,0,2,,,,,,,,,1,,,52,84
7100,note_on,44,0,1,,,,,,,,,0,,,70,91
7118,note_on,46,0,14,,,,,,,,,14,,,52,0
7122,note_on,42,0,8,,,,,,,,,7,,,52,0
7124,note_on,44,0,9,,,,,,,,,8,,,40,0
7130,note_on,36,0,2,,,,,,,,,1,,,52,0
7130,note_on,8,0,8,,,,,,,,,7,,,70,0
7132,note_on,64,0,12,,,,,,,,,12,,,70,0
7136,note_on,44,0,6,,,,,,,,,5,,,70,0
7156,note_on,56,0,1,,,,,,,,,0,,,70,0
7158,note_on,40,0,14,,,,,,,,,14,,,53,127
7160,note_on,30,0,8,,,,,,,,,7,,,53,90
7164,note_on,32,0,12,,,,,,,,,12,,,69,127
7168,note_on,44,0,9,,,,,,,,,8,,,41,79
7170,note_on,10,0,8,,,,,,,,,7,,,69,83
7176,note_on,46,0,2,,,,,,,,,1,,,53,91
7180,note_on,44,0,6,,,,,,,,,5,,,69,80
7194,note_on,38,0,1,,,,,,,,,0,,,69,89
7202,note_on,32,0,8,,,,,,,,,7,,,53,0
7202,note_on,34,0,9,,,,,,,,,8,,,41,0
7214,note_on,34,0,6,,,,,,,,,5,,,69,0
7214,note_on,12,0,8,,,,,,,,,7,,,69,0
7218,note_on,42,0,2,,,,,,,,,1,,,53,0
7228,note_on,70,0,14,,,,,,,,,14,,,53,0
7230,note_on,66,0,12,,,,,,,,,12,,,69,0
7242,note_on,48,0,1,,,,,,,,,0,,,69,0
7260,note_on,30,0,12,,,,,,,,,12,,,67,127
7264,note_on,50,0,8,,,,,,,,,7,,,67,80
7264,note_on,36,0,14,,,,,,,,,14,,,55,127
7266,note_on,2,0,8,,,,,,,,,7,,,55,92
7272,note_on,58,0,6,,,,,,,,,5,,,67,77
7274,note_on,72,0,9,,,,,,,,,8,,,43,85
7282,note_on,64,0,2,,,,,,,,,1,,,55,96
7282,note_on,40,0,1,,,,,,,,,0,,,67,85
7302,note_on,36,0,8,,,,,,,,,7,,,67,0
7312,note_on,52,0,12,,,,,,,,,12,,,67,0
7312,note_on,40,0,6,,,,,,,,,5,,,67,0
7328,note_on,46,0,1,,,,,,,,,0,,,67,0
7342,note_on,30,0,12,,,,,,,,,12,,,65,127
7354,note_on,52,0,8,,,,,,,,,7,,,65,74
7360,note_on,48,0,6,,,,,,,,,5,,,65,74
7364,note_on,36,0,1,,,,,,,,,0,,,65,80
7396,note_on,42,0,8,,,,,,,,,7,,,65,0
7398,note_on,56,0,12,,,,,,,,,12,,,65,0
7400,note_on,40,0,6,,,,,,,,,5,,,65,0
7410,note_on,128,0,2,,,,,,,,,1,,,55,0
7410,note_on,136,0,9,,,,,,,,,8,,,43,0
7412,note_on,16,0,8,,,,,,,,,7,,,55,0
7414,note_on,150,0,14,,,,,,,,,14,,,55,0
7414,note_on,50,0,1,,,,,,,,,0,,,65,0
7438,note_on,40,0,12,,,,,,,,,12,,,64,127
7452,note_on,40,0,8,,,,,,,,,7,,,64,85
7458,note_on,6,0,8,,,,,,,,,7,,,53,84
7458,note_on,58,0,6,,,,,,,,,5,,,64,85
7458,note_on,44,0,14,,,,,,,,,14,,,53,127
7462,note_on,48,0,1,,,,,,,,,0,,,64,85
7464,note_on,54,0,9,,,,,,,,,8,,,41,58
7476,note_on,66,0,2,,,,,,,,,1,,,53,91
7484,note_on,26,0,8,,,,,,,,,7,,,64,0
7494,note_on,56,0,12,,,,,,,,,12,,,64,0
7500,note_on,42,0,6,,,,,,,,,5,,,64,0
7502,note_on,18,0,8,,,,,,,,,7,,,53,0
7508,note_on,44,0,9,,,,,,,,,8,,,41,0
7512,note_on,54,0,14,,,,,,,,,14,,,53,0
7518,note_on,42,0,2,,,,,,,,,1,,,53,0
7518,note_on,56,0,1,,,,,,,,,0,,,64,0
7526,note_on,32,0,12,,,,,,,,,12,,,62,127
7538,note_on,36,0,8,,,,,,,,,7,,,62,78
7540,note_on,28,0,14,,,,,,,,,14,,,55,127
7542,note_on,4,0,8,,,,,,,,,7,,,55,78
7544,note_on,36,0,9,,,,,,,,,8,,,43,75
7546,note_on,28,0,1,,,,,,,,,0,,,62,83
7548,note_on,48,0,6,,,,,,,,,5,,,62,71
7566,note_on,48,0,2,,,,,,,,,1,,,55,90
7586,note_on,44,0,8,,,,,,,,,7,,,62,0
7586,note_on,42,0,9,,,,,,,,,8,,,43,0
7590,note_on,44,0,1,,,,,,,,,0,,,62,0
7596,note_on,10,0,8,,,,,,,,,7,,,55,0
7598,note_on,50,0,6,,,,,,,,,5,,,62,0
7600,note_on,60,0,14,,,,,,,,,14,,,55,0
7600,note_on,74,0,12,,,,,,,,,12,,,62,0
7604,note_on,38,0,2,,,,,,,,,1,,,55,0
7636,note_on,36,0,12,,,,,,,,,12,,,61,127
7646,note_on,46,0,14,,,,,,,,,14,,,57,127
7646,note_on,50,0,8,,,,,,,,,7,,,61,87
7648,note_on,2,0,8,,,,,,,,,7,,,57,101
7648,note_on,62,0,9,,,,,,,,,8,,,45,90
7650,note_on,60,0,1,,,,,,,,,0,,,61,89
7662,note_on,64,0,6,,,,,,,,,5,,,61,87
7668,note_on,64,0,2,,,,,,,,,1,,,57,103
7788,note_on,120,0,2,,,,,,,,,1,,,57,0
7794,note_on,146,0,9,,,,,,,,,8,,,45,0
7796,note_on,148,0,8,,,,,,,,,7,,,57,0
7798,note_on,148,0,1,,,,,,,,,0,,,61,0
7800,note_on,4,0,8,,,,,,,,,7,,,61,0
7802,note_on,166,0,12,,,,,,,,,12,,,61,0
7812,note_on,150,0,6,,,,,,,,,5,,,61,0
7816,note_on,170,0,14,,,,,,,,,14,,,57,0
7832,note_on,30,0,12,,,,,,,,,12,,,64,127
7838,note_on,38,0,8,,,,,,,,,7,,,64,85
7844,note_on,50,0,9,,,,,,,,,8,,,43,87
7844,note_on,28,0,14,,,,,,,,,14,,,55,127
7844,note_on,6,0,8,,,,,,,,,7,,,55,88
7856,note_on,44,0,6,,,,,,,,,5,,,64,80
7860,note_on,62,0,1,,,,,,,,,0,,,64,88
7872,note_on,84,0,2,,,,,,,,,1,,,55,96
7974,note_on,130,0,8,,,,,,,,,7,,,64,0
7980,note_on,148,0,12,,,,,,,,,12,,,64,0
7984,note_on,140,0,9,,,,,,,,,8,,,43,0
7984,note_on,128,0,6,,,,,,,,,5,,,64,0
7986,note_on,114,0,2,,,,,,,,,1,,,55,0
7990,note_on,16,0,8,,,,,,,,,7,,,55,0
7992,note_on,132,0,1,,,,,,,,,0,,,64,0
8014,note_on,170,0,14,,,,,,,,,14,,,55,0
8020,note_on,40,0,12,,,,,,,,,12,,,69,127
8034,note_on,44,0,8,,,,,,,,,7,,,69,88
8036,note_on,52,0,9,,,,,,,,,8,,,41,88
8042,note_on,8,0,8,,,,,,,,,7,,,53,95
8042,note_on,28,0,14,,,,,,,,,14,,,53,127
8044,note_on,60,0,6,,,,,,,,,5,,,69,79
8054,note_on,62,0,1,,,,,,,,,0,,,69,91
8062,note_on,76,0,2,,,,,,,,,1,,,53,103
8170,note_on,134,0,9,,,,,,,,,8,,,41,0
8178,note_on,116,0,2,,,,,,,,,1,,,53,0
8178,note_on,136,0,8,,,,,,,,,7,,,53,0
