tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,control,value,channel,program,pitch,note,velocity
0,control_change,0,0,5,,,,,,,,,,,,,7,125,5,,,,
0,control_change,0,0,2,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,,,,,,,93,18,2,,,,
0,pitchwheel,0,0,2,,,,,,,,,,,,,,,2,,0,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,pitchwheel,0,0,2,,,,,,,,,,,,,,,2,,0,,
0,control_change,0,0,5,,,,,,,,,,,,,91,100,5,,,,
0,control_change,0,0,3,,,,,,,,,,,,,7,112,3,,,,
0,pitchwheel,0,0,2,,,,,,,,,,,,,,,2,,0,,
0,instrument_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,,Bb,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,,4,4,24,8,,,,,,,,
0,set_tempo,0,1,0,,,,,,,500000,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,0,0,0,,,,,,,,,,,,,
960,set_tempo,960,1,0,,,,,,,416666,,,,,,,,,,,,
1280,set_tempo,320,1,0,,,,,,,410958,,,,,,,,,,,,
1920,set_tempo,640,1,0,,,,,,,413793,,,,,,,,,,,,
1920,marker,0,1,0,,,,,,,,,,,,,,,,,,,
1920,note_on,1920,0,4,,,,,,,,,,,,,,,4,,,62,65
1920,note_on,1920,0,1,,,,,,,,,,,,,,,1,,,70,65
1920,control_change,0,0,1,,,,,,,,,,,,,64,0,1,,,,
1920,note_on,1920,0,5,,,,,,,,,,,,,,,5,,,58,65
1980,set_tempo,60,1,0,,,,,,,408163,,,,,,,,,,,,
2040,note_off,120,0,1,,,,,,,,,,,,,,,1,,,70,0
2040,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,65
2160,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,65
2160,note_off,120,0,1,,,,,,,,,,,,,,,1,,,72,0
2280,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,64
2280,note_off,120,0,1,,,,,,,,,,,,,,,1,,,70,0
2400,note_off,120,0,1,,,,,,,,,,,,,,,1,,,72,0
2400,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,64
2480,note_off,80,0,1,,,,,,,,,,,,,,,1,,,70,0
2480,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,63
2560,note_off,80,0,1,,,,,,,,,,,,,,,1,,,72,0
2560,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,63
2640,note_off,720,0,4,,,,,,,,,,,,,,,4,,,62,0
2640,note_off,80,0,1,,,,,,,,,,,,,,,1,,,70,0
2640,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,63
2640,note_off,720,0,5,,,,,,,,,,,,,,,5,,,58,0
2760,note_off,120,0,1,,,,,,,,,,,,,,,1,,,72,0
2760,note_on,0,0,1,,,,,,,,,,,,,,,1,,,74,62
2820,set_tempo,840,1,0,,,,,,,413793,,,,,,,,,,,,
2880,note_on,240,0,4,,,,,,,,,,,,,,,4,,,63,62
2880,set_tempo,60,1,0,,,,,,,408163,,,,,,,,,,,,
2880,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,62
2880,note_off,120,0,1,,,,,,,,,,,,,,,1,,,74,0
2880,note_on,240,0,5,,,,,,,,,,,,,,,5,,,60,62
3040,note_on,0,0,1,,,,,,,,,,,,,,,1,,,69,61
3040,note_off,160,0,1,,,,,,,,,,,,,,,1,,,70,0
3200,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,61
3200,note_off,160,0,1,,,,,,,,,,,,,,,1,,,69,0
3360,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,60
3360,note_off,160,0,1,,,,,,,,,,,,,,,1,,,72,0
3520,note_on,0,0,1,,,,,,,,,,,,,,,1,,,69,59
3520,note_off,160,0,1,,,,,,,,,,,,,,,1,,,70,0
3600,note_off,720,0,4,,,,,,,,,,,,,,,4,,,63,0
3600,note_off,720,0,5,,,,,,,,,,,,,,,5,,,60,0
3680,note_on,0,0,1,,,,,,,,,,,,,,,1,,,75,59
3680,note_off,160,0,1,,,,,,,,,,,,,,,1,,,69,0
3780,set_tempo,900,1,0,,,,,,,413793,,,,,,,,,,,,
3840,note_on,240,0,5,,,,,,,,,,,,,,,5,,,62,58
3840,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,58
3840,note_off,160,0,1,,,,,,,,,,,,,,,1,,,75,0
3840,marker,0,1,0,,,,,,,,,,,,,,,,,,,
3840,note_on,240,0,4,,,,,,,,,,,,,,,4,,,65,58
3840,set_tempo,60,1,0,,,,,,,408163,,,,,,,,,,,,
4000,note_off,160,0,1,,,,,,,,,,,,,,,1,,,72,0
4000,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,58
4160,note_off,160,0,1,,,,,,,,,,,,,,,1,,,70,0
4160,note_on,0,0,1,,,,,,,,,,,,,,,1,,,74,57
4260,set_tempo,420,1,0,,,,,,,410958,,,,,,,,,,,,
4320,note_off,160,0,1,,,,,,,,,,,,,,,1,,,74,0
4320,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,55
4480,note_off,160,0,1,,,,,,,,,,,,,,,1,,,72,0
4480,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,53
4560,note_off,720,0,5,,,,,,,,,,,,,,,5,,,62,0
4560,note_off,720,0,4,,,,,,,,,,,,,,,4,,,65,0
4630,set_tempo,370,1,0,,,,,,,413793,,,,,,,,,,,,
4640,note_off,160,0,1,,,,,,,,,,,,,,,1,,,70,0
4640,note_on,0,0,1,,,,,,,,,,,,,,,1,,,77,52
4800,note_on,0,0,1,,,,,,,,,,,,,,,1,,,74,50
4800,note_off,160,0,1,,,,,,,,,,,,,,,1,,,77,0
5110,note_off,310,0,1,,,,,,,,,,,,,,,1,,,74,0
5760,marker,0,1,0,,,,,,,,,,,,,,,,,,,
5760,set_tempo,1130,1,0,,,,,,,413793,,,,,,,,,,,,
5760,note_on,5760,0,2,,,,,,,,,,,,,,,2,,,70,79
5760,note_on,1200,0,5,,,,,,,,,,,,,,,5,,,51,79
5760,note_on,0,0,5,,,,,,,,,,,,,,,5,,,63,79
5800,note_on,40,0,2,,,,,,,,,,,,,,,2,,,75,79
5840,note_on,730,0,1,,,,,,,,,,,,,,,1,,,79,79
6120,note_off,280,0,1,,,,,,,,,,,,,,,1,,,79,0
6120,note_off,360,0,5,,,,,,,,,,,,,,,5,,,51,0
6120,note_off,0,0,5,,,,,,,,,,,,,,,5,,,63,0
6120,note_off,320,0,2,,,,,,,,,,,,,,,2,,,70,0
6120,note_off,0,0,2,,,,,,,,,,,,,,,2,,,75,0
6240,note_on,0,0,5,,,,,,,,,,,,,,,5,,,58,74
6240,note_on,120,0,5,,,,,,,,,,,,,,,5,,,46,74
6240,note_on,120,0,2,,,,,,,,,,,,,,,2,,,70,74
6280,note_on,40,0,2,,,,,,,,,,,,,,,2,,,74,74
6320,note_on,200,0,1,,,,,,,,,,,,,,,1,,,77,74
6590,note_off,270,0,1,,,,,,,,,,,,,,,1,,,77,0
6600,note_off,360,0,5,,,,,,,,,,,,,,,5,,,46,0
6600,set_tempo,840,1,0,,,,,,,425531,,,,,,,,,,,,
6600,note_off,320,0,2,,,,,,,,,,,,,,,2,,,70,0
6600,note_off,0,0,2,,,,,,,,,,,,,,,2,,,74,0
6600,note_off,0,0,5,,,,,,,,,,,,,,,5,,,58,0
6720,set_tempo,120,1,0,,,,,,,413793,,,,,,,,,,,,
6720,note_on,130,0,1,,,,,,,,,,,,,,,1,,,77,71
6840,note_on,0,0,1,,,,,,,,,,,,,,,1,,,82,72
6840,note_off,120,0,1,,,,,,,,,,,,,,,1,,,77,0
6960,note_off,120,0,1,,,,,,,,,,,,,,,1,,,82,0
6960,note_on,0,0,1,,,,,,,,,,,,,,,1,,,81,73
7080,note_off,120,0,1,,,,,,,,,,,,,,,1,,,81,0
7080,note_on,0,0,1,,,,,,,,,,,,,,,1,,,82,74
7200,note_on,0,0,1,,,,,,,,,,,,,,,1,,,86,75
7200,note_off,120,0,1,,,,,,,,,,,,,,,1,,,82,0
7320,note_off,120,0,1,,,,,,,,,,,,,,,1,,,86,0
7320,note_on,0,0,1,,,,,,,,,,,,,,,1,,,82,76
7440,note_on,0,0,1,,,,,,,,,,,,,,,1,,,81,77
7440,note_off,120,0,1,,,,,,,,,,,,,,,1,,,82,0
7560,note_off,120,0,1,,,,,,,,,,,,,,,1,,,81,0
7560,note_on,0,0,1,,,,,,,,,,,,,,,1,,,82,78
7620,set_tempo,900,1,0,,,,,,,416666,,,,,,,,,,,,
7680,note_off,120,0,1,,,,,,,,,,,,,,,1,,,82,0
7680,note_on,0,0,1,,,,,,,,,,,,,,,1,,,77,79
7680,note_on,1080,0,2,,,,,,,,,,,,,,,2,,,74,79
7680,note_on,0,0,5,,,,,,,,,,,,,,,5,,,53,79
7680,note_on,1080,0,5,,,,,,,,,,,,,,,5,,,41,79
7920,note_on,0,0,1,,,,,,,,,,,,,,,1,,,75,76
7920,note_off,240,0,1,,,,,,,,,,,,,,,1,,,77,0
7920,note_off,240,0,2,,,,,,,,,,,,,,,2,,,74,0
7920,note_on,0,0,2,,,,,,,,,,,,,,,2,,,72,76
7990,note_off,310,0,5,,,,,,,,,,,,,,,5,,,41,0
7990,note_off,0,0,5,,,,,,,,,,,,,,,5,,,53,0
8040,set_tempo,420,1,0,,,,,,,419580,,,,,,,,,,,,
8110,note_off,190,0,2,,,,,,,,,,,,,,,2,,,72,0
8110,note_off,190,0,1,,,,,,,,,,,,,,,1,,,75,0
8160,note_on,50,0,2,,,,,,,,,,,,,,,2,,,70,73
8160,note_on,50,0,1,,,,,,,,,,,,,,,1,,,74,73
8160,note_on,170,0,5,,,,,,,,,,,,,,,5,,,46,73
8160,note_on,0,0,5,,,,,,,,,,,,,,,5,,,58,73
8470,note_off,310,0,2,,,,,,,,,,,,,,,2,,,70,0
8470,note_off,0,0,5,,,,,,,,,,,,,,,5,,,58,0
8470,note_off,310,0,1,,,,,,,,,,,,,,,1,,,74,0
8470,note_off,310,0,5,,,,,,,,,,,,,,,5,,,46,0
9600,note_on,1130,0,1,,,,,,,,,,,,,,,1,,,58,55
9600,set_tempo,1560,1,0,,,,,,,419580,,,,,,,,,,,,
9600,note_on,1130,0,5,,,,,,,,,,,,,,,5,,,46,55
9600,note_on,5040,0,4,,,,,,,,,,,,,,,4,,,50,55
9660,set_tempo,60,1,0,,,,,,,413793,,,,,,,,,,,,
9720,note_off,120,0,1,,,,,,,,,,,,,,,1,,,58,0
9720,note_on,0,0,1,,,,,,,,,,,,,,,1,,,60,55
9840,note_on,0,0,1,,,,,,,,,,,,,,,1,,,58,55
9840,note_off,120,0,1,,,,,,,,,,,,,,,1,,,60,0
9960,note_on,0,0,1,,,,,,,,,,,,,,,1,,,60,54
9960,note_off,120,0,1,,,,,,,,,,,,,,,1,,,58,0
10080,note_off,120,0,1,,,,,,,,,,,,,,,1,,,60,0
10080,note_on,0,0,1,,,,,,,,,,,,,,,1,,,58,54
10160,note_on,0,0,1,,,,,,,,,,,,,,,1,,,60,54
10160,note_off,80,0,1,,,,,,,,,,,,,,,1,,,58,0
10240,note_on,0,0,1,,,,,,,,,,,,,,,1,,,58,53
10240,note_off,80,0,1,,,,,,,,,,,,,,,1,,,60,0
10320,note_on,0,0,1,,,,,,,,,,,,,,,1,,,60,53
10320,note_off,80,0,1,,,,,,,,,,,,,,,1,,,58,0
10320,note_off,720,0,4,,,,,,,,,,,,,,,4,,,50,0
10320,note_off,720,0,5,,,,,,,,,,,,,,,5,,,46,0
10440,note_off,120,0,1,,,,,,,,,,,,,,,1,,,60,0
10440,note_on,0,0,1,,,,,,,,,,,,,,,1,,,62,53
10500,set_tempo,840,1,0,,,,,,,419580,,,,,,,,,,,,
10560,note_on,240,0,5,,,,,,,,,,,,,,,5,,,48,52
10560,note_on,0,0,1,,,,,,,,,,,,,,,1,,,58,52
10560,note_on,240,0,4,,,,,,,,,,,,,,,4,,,51,52
10560,set_tempo,60,1,0,,,,,,,413793,,,,,,,,,,,,
10560,note_off,120,0,1,,,,,,,,,,,,,,,1,,,62,0
10720,note_off,160,0,1,,,,,,,,,,,,,,,1,,,58,0
10720,note_on,0,0,1,,,,,,,,,,,,,,,1,,,57,52
10880,note_off,160,0,1,,,,,,,,,,,,,,,1,,,57,0
10880,note_on,0,0,1,,,,,,,,,,,,,,,1,,,60,52
11040,note_off,160,0,1,,,,,,,,,,,,,,,1,,,60,0
11040,note_on,0,0,1,,,,,,,,,,,,,,,1,,,58,51
11200,note_off,160,0,1,,,,,,,,,,,,,,,1,,,58,0
11200,note_on,0,0,1,,,,,,,,,,,,,,,1,,,57,51
11280,note_off,720,0,4,,,,,,,,,,,,,,,4,,,51,0
11280,note_off,720,0,5,,,,,,,,,,,,,,,5,,,48,0
11360,note_off,160,0,1,,,,,,,,,,,,,,,1,,,57,0
11360,note_on,0,0,1,,,,,,,,,,,,,,,1,,,63,50
11460,set_tempo,900,1,0,,,,,,,419580,,,,,,,,,,,,
11520,note_on,240,0,5,,,,,,,,,,,,,,,5,,,50,50
11520,note_on,240,0,4,,,,,,,,,,,,,,,4,,,53,50
11520,note_off,160,0,1,,,,,,,,,,,,,,,1,,,63,0
11520,set_tempo,60,1,0,,,,,,,413793,,,,,,,,,,,,
11520,note_on,0,0,1,,,,,,,,,,,,,,,1,,,60,51
11680,note_off,160,0,1,,,,,,,,,,,,,,,1,,,60,0
11680,note_on,0,0,1,,,,,,,,,,,,,,,1,,,58,50
11840,note_off,160,0,1,,,,,,,,,,,,,,,1,,,58,0
11840,note_on,0,0,1,,,,,,,,,,,,,,,1,,,62,48
11940,set_tempo,420,1,0,,,,,,,416666,,,,,,,,,,,,
12000,note_off,160,0,1,,,,,,,,,,,,,,,1,,,62,0
12000,note_on,0,0,1,,,,,,,,,,,,,,,1,,,60,46
12160,note_off,160,0,1,,,,,,,,,,,,,,,1,,,60,0
12160,note_on,0,0,1,,,,,,,,,,,,,,,1,,,58,45
12240,note_off,720,0,4,,,,,,,,,,,,,,,4,,,53,0
12240,note_off,720,0,5,,,,,,,,,,,,,,,5,,,50,0
12320,set_tempo,380,1,0,,,,,,,425531,,,,,,,,,,,,
12320,note_on,0,0,1,,,,,,,,,,,,,,,1,,,65,43
12320,note_off,160,0,1,,,,,,,,,,,,,,,1,,,58,0
12480,note_on,0,0,1,,,,,,,,,,,,,,,1,,,62,41
12480,note_off,160,0,1,,,,,,,,,,,,,,,1,,,65,0
12790,note_off,310,0,1,,,,,,,,,,,,,,,1,,,62,0
13320,set_tempo,1000,1,0,,,,,,,408163,,,,,,,,,,,,
13360,note_on,1120,0,5,,,,,,,,,,,,,,,5,,,51,73
13400,note_on,1160,0,4,,,,,,,,,,,,,,,4,,,55,73
13440,note_on,650,0,1,,,,,,,,,,,,,,,1,,,67,73
13440,note_on,40,0,4,,,,,,,,,,,,,,,4,,,60,73
13600,note_off,160,0,1,,,,,,,,,,,,,,,1,,,67,0
13600,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,74
13760,note_on,0,0,1,,,,,,,,,,,,,,,1,,,75,75
13760,note_off,160,0,1,,,,,,,,,,,,,,,1,,,72,0
13920,note_off,160,0,1,,,,,,,,,,,,,,,1,,,75,0
13920,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,76
14080,note_off,160,0,1,,,,,,,,,,,,,,,1,,,72,0
14080,note_on,0,0,1,,,,,,,,,,,,,,,1,,,75,77
14160,note_off,0,0,4,,,,,,,,,,,,,,,4,,,60,0
14160,note_off,720,0,4,,,,,,,,,,,,,,,4,,,55,0
14180,note_off,820,0,5,,,,,,,,,,,,,,,5,,,51,0
14240,note_off,160,0,1,,,,,,,,,,,,,,,1,,,75,0
14240,note_on,0,0,1,,,,,,,,,,,,,,,1,,,79,78
14340,set_tempo,1020,1,0,,,,,,,410958,,,,,,,,,,,,
14360,note_off,120,0,1,,,,,,,,,,,,,,,1,,,79,0
14400,set_tempo,60,1,0,,,,,,,408163,,,,,,,,,,,,
14400,note_on,220,0,5,,,,,,,,,,,,,,,5,,,53,79
14400,note_on,40,0,1,,,,,,,,,,,,,,,1,,,79,79
14400,note_on,240,0,4,,,,,,,,,,,,,,,4,,,62,79
14520,note_on,0,0,1,,,,,,,,,,,,,,,1,,,77,77
14520,note_off,120,0,1,,,,,,,,,,,,,,,1,,,79,0
14640,note_off,120,0,1,,,,,,,,,,,,,,,1,,,77,0
14640,note_on,0,0,1,,,,,,,,,,,,,,,1,,,75,75
14760,note_off,120,0,1,,,,,,,,,,,,,,,1,,,75,0
14760,note_on,0,0,1,,,,,,,,,,,,,,,1,,,74,74
14820,set_tempo,420,1,0,,,,,,,410958,,,,,,,,,,,,
14850,note_off,90,0,1,,,,,,,,,,,,,,,1,,,74,0
14880,note_on,30,0,1,,,,,,,,,,,,,,,1,,,74,72
14880,note_off,480,0,4,,,,,,,,,,,,,,,4,,,62,0
14880,note_on,0,0,4,,,,,,,,,,,,,,,4,,,63,72
15000,note_off,120,0,1,,,,,,,,,,,,,,,1,,,74,0
15000,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,70
15120,note_off,120,0,1,,,,,,,,,,,,,,,1,,,72,0
15120,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,68
15190,note_off,790,0,5,,,,,,,,,,,,,,,5,,,53,0
15190,note_off,310,0,4,,,,,,,,,,,,,,,4,,,63,0
15240,note_off,120,0,1,,,,,,,,,,,,,,,1,,,70,0
15240,note_on,0,0,1,,,,,,,,,,,,,,,1,,,69,66
15240,set_tempo,420,1,0,,,,,,,413793,,,,,,,,,,,,
15330,note_off,90,0,1,,,,,,,,,,,,,,,1,,,69,0
15360,note_on,30,0,1,,,,,,,,,,,,,,,1,,,70,63
15360,note_on,0,0,3,,,,,,,,,,,,,,,3,,,58,61
15360,note_on,15360,0,3,,,,,,,,,,,,,,,3,,,62,61
15550,note_off,0,0,3,,,,,,,,,,,,,,,3,,,58,0
15550,note_off,190,0,3,,,,,,,,,,,,,,,3,,,62,0
15600,note_on,0,0,3,,,,,,,,,,,,,,,3,,,62,59
15600,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,59
15790,note_off,0,0,3,,,,,,,,,,,,,,,3,,,62,0
15790,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
15840,note_on,0,0,3,,,,,,,,,,,,,,,3,,,62,59
15840,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,59
16030,note_off,0,0,3,,,,,,,,,,,,,,,3,,,62,0
16030,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
16080,note_on,0,0,3,,,,,,,,,,,,,,,3,,,62,59
16080,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,59
16270,note_off,0,0,3,,,,,,,,,,,,,,,3,,,62,0
16270,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
16320,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,59
16320,note_off,960,0,1,,,,,,,,,,,,,,,1,,,70,0
16320,note_on,0,0,3,,,,,,,,,,,,,,,3,,,62,59
16510,note_off,0,0,3,,,,,,,,,,,,,,,3,,,62,0
16510,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
16560,note_on,0,0,3,,,,,,,,,,,,,,,3,,,62,58
16560,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,58
16560,note_on,240,0,1,,,,,,,,,,,,,,,1,,,70,60
16750,note_off,0,0,3,,,,,,,,,,,,,,,3,,,62,0
16750,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
16800,note_on,0,0,3,,,,,,,,,,,,,,,3,,,62,58
16800,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,58
16800,note_on,0,0,1,,,,,,,,,,,,,,,1,,,69,62
16800,note_off,240,0,1,,,,,,,,,,,,,,,1,,,70,0
16990,note_off,0,0,3,,,,,,,,,,,,,,,3,,,62,0
16990,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
17040,note_on,0,0,1,,,,,,,,,,,,,,,1,,,68,63
17040,note_off,240,0,1,,,,,,,,,,,,,,,1,,,69,0
17040,note_on,0,0,3,,,,,,,,,,,,,,,3,,,62,58
17040,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,58
17230,note_off,190,0,1,,,,,,,,,,,,,,,1,,,68,0
17230,note_off,0,0,3,,,,,,,,,,,,,,,3,,,62,0
17230,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
17280,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,58
17280,note_on,50,0,1,,,,,,,,,,,,,,,1,,,67,69
17280,note_on,0,0,3,,,,,,,,,,,,,,,3,,,63,58
17470,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
17470,note_off,0,0,3,,,,,,,,,,,,,,,3,,,63,0
17520,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,57
17520,note_on,0,0,3,,,,,,,,,,,,,,,3,,,63,57
17520,note_off,240,0,1,,,,,,,,,,,,,,,1,,,67,0
17520,note_on,0,0,1,,,,,,,,,,,,,,,1,,,69,67
17640,note_off,120,0,1,,,,,,,,,,,,,,,1,,,69,0
17640,note_on,0,0,1,,,,,,,,,,,,,,,1,,,70,66
17710,note_off,0,0,3,,,,,,,,,,,,,,,3,,,63,0
17710,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
17760,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,57
17760,note_on,0,0,3,,,,,,,,,,,,,,,3,,,63,57
17760,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,65
17760,note_off,120,0,1,,,,,,,,,,,,,,,1,,,70,0
17880,note_off,120,0,1,,,,,,,,,,,,,,,1,,,72,0
17880,note_on,0,0,1,,,,,,,,,,,,,,,1,,,74,64
17950,note_off,0,0,3,,,,,,,,,,,,,,,3,,,63,0
17950,note_off,190,0,3,,,,,,,,,,,,,,,3,,,58,0
18000,note_on,0,0,3,,,,,,,,,,,,,,,3,,,63,57
18000,note_on,50,0,3,,,,,,,,,,,,,,,3,,,58,57
