tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,pitch,program,note,velocity
6960,note_on,0,0,3,,,,,,,,,3,,,55,49
6960,note_on,240,0,3,,,,,,,,,3,,,58,0
6975,set_tempo,55,1,0,,,,,,441176,,,,,,,
7140,control_change,180,0,3,,,,,,,64,0,3,,,,
7140,control_change,1140,0,5,,,,,,,64,0,5,,,,
7140,control_change,1380,0,4,,,,,,,64,0,4,,,,
7150,note_on,10,0,3,,,,,,,,,3,,,55,0
7200,note_on,50,0,3,,,,,,,,,3,,,57,53
7200,note_on,595,0,1,,,,,,,,,1,,,77,53
7200,note_on,60,0,5,,,,,,,,,5,,,53,53
7200,set_tempo,225,1,0,,,,,,402685,,,,,,,
7585,note_on,385,0,5,,,,,,,,,5,,,53,0
7585,note_on,385,0,3,,,,,,,,,3,,,57,0
7680,note_on,480,0,1,,,,,,,,,1,,,77,0
7680,note_on,0,0,1,,,,,,,,,1,,,69,51
8160,note_on,480,0,1,,,,,,,,,1,,,69,0
8160,note_on,0,0,1,,,,,,,,,1,,,74,48
8525,note_on,365,0,1,,,,,,,,,1,,,74,0
8600,set_tempo,1400,1,0,,,,,,408163,,,,,,,
8640,set_tempo,40,1,0,,,,,,402685,,,,,,,
8640,note_on,115,0,1,,,,,,,,,1,,,67,52
9120,set_tempo,480,1,0,,,,,,408163,,,,,,,
9120,note_on,480,0,1,,,,,,,,,1,,,67,0
9120,note_on,0,0,1,,,,,,,,,1,,,72,57
9825,set_tempo,705,1,0,,,,,,413793,,,,,,,
9840,note_on,0,0,1,,,,,,,,,1,,,69,50
9840,note_on,720,0,1,,,,,,,,,1,,,72,0
10030,note_on,190,0,1,,,,,,,,,1,,,69,0
10080,note_on,50,0,1,,,,,,,,,1,,,65,47
10080,set_tempo,255,1,0,,,,,,402685,,,,,,,
10080,note_on,2495,0,5,,,,,,,,,5,,,53,44
10560,note_on,0,0,5,,,,,,,,,5,,,45,43
10560,note_on,480,0,5,,,,,,,,,5,,,53,0
11040,note_on,0,0,5,,,,,,,,,5,,,50,42
11040,note_on,480,0,5,,,,,,,,,5,,,45,0
11400,note_on,360,0,5,,,,,,,,,5,,,50,0
11520,note_on,1440,0,1,,,,,,,,,1,,,67,42
11520,note_on,120,0,5,,,,,,,,,5,,,43,44
11990,note_on,470,0,1,,,,,,,,,1,,,65,0
12000,set_tempo,1920,1,0,,,,,,408163,,,,,,,
12000,note_on,480,0,5,,,,,,,,,5,,,43,0
12000,note_on,10560,0,2,,,,,,,,,2,,,64,40
12000,note_on,0,0,5,,,,,,,,,5,,,48,48
12060,note_on,60,0,2,,,,,,,,,2,,,65,39
12065,note_on,5,0,2,,,,,,,,,2,,,64,0
12120,note_on,55,0,2,,,,,,,,,2,,,64,39
12125,note_on,5,0,2,,,,,,,,,2,,,65,0
12240,note_on,115,0,2,,,,,,,,,2,,,62,38
12295,note_on,55,0,2,,,,,,,,,2,,,64,0
12480,note_on,0,0,2,,,,,,,,,2,,,64,37
12480,note_on,185,0,2,,,,,,,,,2,,,62,0
12720,note_on,720,0,5,,,,,,,,,5,,,48,0
12720,note_on,0,0,5,,,,,,,,,5,,,45,41
12825,set_tempo,825,1,0,,,,,,413793,,,,,,,
12840,note_on,850,0,1,,,,,,,,,1,,,67,0
12855,note_on,375,0,2,,,,,,,,,2,,,64,0
12910,note_on,190,0,5,,,,,,,,,5,,,45,0
12960,note_on,120,0,1,,,,,,,,,1,,,69,41
12960,set_tempo,135,1,0,,,,,,402685,,,,,,,
12960,note_on,50,0,5,,,,,,,,,5,,,41,41
12960,note_on,105,0,2,,,,,,,,,2,,,65,41
13440,note_on,0,0,5,,,,,,,,,5,,,50,45
13440,note_on,480,0,5,,,,,,,,,5,,,41,0
13440,note_on,480,0,1,,,,,,,,,1,,,69,0
13440,note_on,0,0,1,,,,,,,,,1,,,70,45
13920,note_on,0,0,1,,,,,,,,,1,,,74,50
13920,note_on,480,0,1,,,,,,,,,1,,,70,0
13920,note_on,480,0,5,,,,,,,,,5,,,50,0
13920,note_on,0,0,5,,,,,,,,,5,,,46,50
14285,note_on,365,0,5,,,,,,,,,5,,,46,0
14285,note_on,365,0,1,,,,,,,,,1,,,74,0
14340,set_tempo,1380,1,0,,,,,,408163,,,,,,,
14400,set_tempo,60,1,0,,,,,,402685,,,,,,,
14400,note_on,115,0,5,,,,,,,,,5,,,45,55
14400,note_on,115,0,1,,,,,,,,,1,,,74,55
14640,note_on,0,0,1,,,,,,,,,1,,,72,57
14640,note_on,240,0,1,,,,,,,,,1,,,74,0
14765,note_on,365,0,5,,,,,,,,,5,,,45,0
14880,note_on,240,0,1,,,,,,,,,1,,,72,0
14880,note_on,0,0,1,,,,,,,,,1,,,70,59
15120,note_on,0,0,1,,,,,,,,,1,,,69,62
15120,note_on,240,0,1,,,,,,,,,1,,,70,0
15360,note_on,0,0,1,,,,,,,,,1,,,67,64
15360,note_on,240,0,1,,,,,,,,,1,,,69,0
15360,note_on,595,0,5,,,,,,,,,5,,,50,64
15600,note_on,240,0,1,,,,,,,,,1,,,67,0
15600,note_on,2640,0,2,,,,,,,,,2,,,65,0
15600,note_on,0,0,1,,,,,,,,,1,,,65,66
15725,note_on,365,0,5,,,,,,,,,5,,,50,0
15790,note_on,190,0,1,,,,,,,,,1,,,65,0
15800,set_tempo,1400,1,0,,,,,,408163,,,,,,,
15840,note_on,115,0,5,,,,,,,,,5,,,46,70
15840,note_on,50,0,1,,,,,,,,,1,,,67,70
16200,note_on,360,0,5,,,,,,,,,5,,,46,0
16320,note_on,0,0,1,,,,,,,,,1,,,70,63
16320,note_on,480,0,1,,,,,,,,,1,,,67,0
16680,note_on,360,0,1,,,,,,,,,1,,,70,0
16800,note_on,120,0,1,,,,,,,,,1,,,64,55
16800,note_on,1200,0,2,,,,,,,,,2,,,58,55
16800,note_on,600,0,5,,,,,,,,,5,,,48,55
17240,set_tempo,1440,1,0,,,,,,428571,,,,,,,
17280,set_tempo,40,1,0,,,,,,408163,,,,,,,
17280,note_on,480,0,5,,,,,,,,,5,,,48,0
17280,note_on,480,0,2,,,,,,,,,2,,,57,47
17280,note_on,0,0,5,,,,,,,,,5,,,41,47
17280,note_on,480,0,1,,,,,,,,,1,,,64,0
17280,note_on,0,0,1,,,,,,,,,1,,,65,47
17285,note_on,5,0,2,,,,,,,,,2,,,58,0
17640,note_on,360,0,5,,,,,,,,,5,,,41,0
17645,note_on,365,0,1,,,,,,,,,1,,,65,0
17645,note_on,360,0,2,,,,,,,,,2,,,57,0
17760,set_tempo,480,1,0,,,,,,428571,,,,,,,
18200,set_tempo,440,1,0,,,,,,428571,,,,,,,
18240,note_on,595,0,1,,,,,,,,,1,,,84,57
18240,note_on,11100,0,4,,,,,,,,,4,,,72,57
18240,note_on,600,0,5,,,,,,,,,5,,,69,57
18240,set_tempo,40,1,0,,,,,,419580,,,,,,,
18600,note_on,360,0,4,,,,,,,,,4,,,72,0
18600,note_on,0,0,4,,,,,,,,,4,,,70,56
18600,note_on,360,0,1,,,,,,,,,1,,,84,0
18600,note_on,0,0,1,,,,,,,,,1,,,82,56
18600,note_on,0,0,5,,,,,,,,,5,,,67,56
18600,note_on,360,0,5,,,,,,,,,5,,,69,0
18720,note_on,120,0,4,,,,,,,,,4,,,70,0
18720,note_on,0,0,4,,,,,,,,,4,,,69,56
18720,note_on,0,0,1,,,,,,,,,1,,,81,56
18720,note_on,120,0,1,,,,,,,,,1,,,82,0
18720,note_on,120,0,5,,,,,,,,,5,,,67,0
18720,note_on,0,0,5,,,,,,,,,5,,,65,56
18960,note_on,240,0,1,,,,,,,,,1,,,81,0
18960,note_on,240,0,5,,,,,,,,,5,,,65,0
18960,note_on,240,0,4,,,,,,,,,4,,,69,0
19200,note_on,240,0,1,,,,,,,,,1,,,81,54
19200,note_on,240,0,5,,,,,,,,,5,,,65,54
19200,note_on,240,0,4,,,,,,,,,4,,,69,54
19440,note_on,240,0,5,,,,,,,,,5,,,65,0
19440,note_on,240,0,1,,,,,,,,,1,,,81,0
19440,note_on,240,0,4,,,,,,,,,4,,,69,0
19680,note_on,240,0,5,,,,,,,,,5,,,65,53
19680,note_on,240,0,1,,,,,,,,,1,,,81,53
19680,note_on,240,0,4,,,,,,,,,4,,,69,53
20040,note_on,360,0,4,,,,,,,,,4,,,69,0
20040,note_on,360,0,1,,,,,,,,,1,,,81,0
20040,note_on,0,0,1,,,,,,,,,1,,,79,52
20040,note_on,360,0,5,,,,,,,,,5,,,65,0
20040,note_on,0,0,5,,,,,,,,,5,,,60,52
20040,note_on,0,0,4,,,,,,,,,4,,,67,52
20160,note_on,0,0,5,,,,,,,,,5,,,57,52
20160,note_on,120,0,1,,,,,,,,,1,,,79,0
20160,note_on,120,0,5,,,,,,,,,5,,,60,0
20160,note_on,0,0,4,,,,,,,,,4,,,65,52
20160,note_on,0,0,1,,,,,,,,,1,,,77,52
20160,note_on,120,0,4,,,,,,,,,4,,,67,0
20400,note_on,240,0,4,,,,,,,,,4,,,65,0
20400,note_on,240,0,1,,,,,,,,,1,,,77,0
20400,note_on,240,0,5,,,,,,,,,5,,,57,0
20640,note_on,240,0,4,,,,,,,,,4,,,65,50
20640,note_on,240,0,5,,,,,,,,,5,,,57,50
20640,note_on,240,0,1,,,,,,,,,1,,,77,50
20880,note_on,240,0,4,,,,,,,,,4,,,65,0
20880,note_on,240,0,1,,,,,,,,,1,,,77,0
20880,note_on,240,0,5,,,,,,,,,5,,,57,0
21120,note_on,240,0,4,,,,,,,,,4,,,65,49
21120,note_on,240,0,5,,,,,,,,,5,,,57,49
21120,note_on,240,0,1,,,,,,,,,1,,,77,49
21540,set_tempo,3300,1,0,,,,,,425532,,,,,,,
21600,note_on,0,0,4,,,,,,,,,4,,,67,47
21600,note_on,480,0,4,,,,,,,,,4,,,65,0
21600,note_on,480,0,5,,,,,,,,,5,,,57,0
21600,note_on,480,0,1,,,,,,,,,1,,,77,0
21600,note_on,0,0,1,,,,,,,,,1,,,79,47
21600,note_on,3955,0,2,,,,,,,,,2,,,76,47
21600,note_on,0,0,5,,,,,,,,,5,,,60,47
21600,set_tempo,60,1,0,,,,,,419580,,,,,,,
21840,note_on,240,0,4,,,,,,,,,4,,,67,0
21840,note_on,240,0,5,,,,,,,,,5,,,60,0
21840,note_on,240,0,1,,,,,,,,,1,,,79,0
21840,note_on,240,0,2,,,,,,,,,2,,,76,0
22080,note_on,240,0,5,,,,,,,,,5,,,60,46
22080,note_on,240,0,1,,,,,,,,,1,,,79,46
22080,note_on,240,0,2,,,,,,,,,2,,,76,46
22080,note_on,240,0,4,,,,,,,,,4,,,67,46
22320,note_on,240,0,2,,,,,,,,,2,,,76,0
22320,note_on,240,0,5,,,,,,,,,5,,,60,0
22320,note_on,240,0,1,,,,,,,,,1,,,79,0
22320,note_on,240,0,4,,,,,,,,,4,,,67,0
22560,note_on,240,0,4,,,,,,,,,4,,,67,45
22560,note_on,240,0,5,,,,,,,,,5,,,60,45
22560,note_on,240,0,2,,,,,,,,,2,,,76,45
22560,note_on,240,0,1,,,,,,,,,1,,,79,45
22800,note_on,240,0,4,,,,,,,,,4,,,67,0
22800,note_on,240,0,5,,,,,,,,,5,,,60,0
22800,note_on,240,0,2,,,,,,,,,2,,,76,0
22800,note_on,240,0,1,,,,,,,,,1,,,79,0
22980,set_tempo,1380,1,0,,,,,,425532,,,,,,,
23040,note_on,240,0,1,,,,,,,,,1,,,79,43
23040,note_on,240,0,5,,,,,,,,,5,,,60,43
23040,note_on,240,0,2,,,,,,,,,2,,,76,43
23040,note_on,240,0,4,,,,,,,,,4,,,67,43
23520,note_on,0,0,1,,,,,,,,,1,,,81,38
23520,note_on,0,0,5,,,,,,,,,5,,,65,38
23520,note_on,480,0,5,,,,,,,,,5,,,60,0
23520,note_on,480,0,2,,,,,,,,,2,,,76,0
23520,note_on,0,0,2,,,,,,,,,2,,,77,38
23520,note_on,0,0,4,,,,,,,,,4,,,69,38
23520,note_on,480,0,4,,,,,,,,,4,,,67,0
23520,note_on,480,0,1,,,,,,,,,1,,,79,0
23750,set_tempo,770,1,0,,,,,,441176,,,,,,,
23820,note_on,300,0,4,,,,,,,,,4,,,69,0
23820,note_on,300,0,5,,,,,,,,,5,,,65,0
23820,note_on,300,0,1,,,,,,,,,1,,,81,0
23825,note_on,305,0,2,,,,,,,,,2,,,77,0
24000,note_on,180,0,4,,,,,,,,,4,,,72,55
24000,note_on,180,0,1,,,,,,,,,1,,,84,55
24000,note_on,180,0,5,,,,,,,,,5,,,69,55
24000,set_tempo,250,1,0,,,,,,419580,,,,,,,
24120,note_on,0,0,1,,,,,,,,,1,,,86,55
24120,note_on,120,0,1,,,,,,,,,1,,,84,0
24240,note_on,120,0,1,,,,,,,,,1,,,86,0
24240,note_on,0,0,1,,,,,,,,,1,,,84,55
24360,note_on,120,0,1,,,,,,,,,1,,,84,0
24360,note_on,0,0,1,,,,,,,,,1,,,82,55
24360,note_on,360,0,5,,,,,,,,,5,,,69,0
24360,note_on,0,0,5,,,,,,,,,5,,,67,55
24360,note_on,0,0,4,,,,,,,,,4,,,70,55
24360,note_on,360,0,4,,,,,,,,,4,,,72,0
24480,note_on,120,0,4,,,,,,,,,4,,,70,0
24480,note_on,0,0,4,,,,,,,,,4,,,69,54
24480,note_on,0,0,1,,,,,,,,,1,,,81,54
24480,note_on,120,0,1,,,,,,,,,1,,,82,0
24480,note_on,0,0,5,,,,,,,,,5,,,65,54
24480,note_on,120,0,5,,,,,,,,,5,,,67,0
24720,note_on,240,0,4,,,,,,,,,4,,,69,0
24720,note_on,240,0,1,,,,,,,,,1,,,81,0
24720,note_on,240,0,5,,,,,,,,,5,,,65,0
24960,note_on,240,0,1,,,,,,,,,1,,,81,54
24960,note_on,240,0,4,,,,,,,,,4,,,69,54
24960,note_on,240,0,5,,,,,,,,,5,,,65,54
25200,note_on,240,0,1,,,,,,,,,1,,,81,0
25200,note_on,240,0,5,,,,,,,,,5,,,65,0
25200,note_on,240,0,4,,,,,,,,,4,,,69,0
25440,note_on,240,0,5,,,,,,,,,5,,,65,53
25440,note_on,240,0,1,,,,,,,,,1,,,81,53
25440,note_on,240,0,4,,,,,,,,,4,,,69,53
25560,note_on,120,0,1,,,,,,,,,1,,,81,0
25560,note_on,0,0,1,,,,,,,,,1,,,82,52
25680,note_on,120,0,1,,,,,,,,,1,,,82,0
25680,note_on,0,0,1,,,,,,,,,1,,,81,52
25800,note_on,360,0,5,,,,,,,,,5,,,65,0
25800,note_on,0,0,5,,,,,,,,,5,,,60,52
25800,note_on,0,0,4,,,,,,,,,4,,,67,52
25800,note_on,360,0,4,,,,,,,,,4,,,69,0
25800,note_on,120,0,1,,,,,,,,,1,,,81,0
25800,note_on,0,0,1,,,,,,,,,1,,,79,52
25920,note_on,0,0,4,,,,,,,,,4,,,65,53
25920,note_on,120,0,4,,,,,,,,,4,,,67,0
25920,note_on,120,0,1,,,,,,,,,1,,,79,0
25920,note_on,0,0,1,,,,,,,,,1,,,77,52
25920,note_on,0,0,5,,,,,,,,,5,,,57,53
25920,note_on,120,0,5,,,,,,,,,5,,,60,0
26160,note_on,240,0,1,,,,,,,,,1,,,77,0
26160,note_on,240,0,5,,,,,,,,,5,,,57,0
26160,note_on,240,0,4,,,,,,,,,4,,,65,0
26400,note_on,240,0,1,,,,,,,,,1,,,77,51
26400,note_on,240,0,5,,,,,,,,,5,,,57,52
26400,note_on,240,0,4,,,,,,,,,4,,,65,52
26640,note_on,240,0,1,,,,,,,,,1,,,77,0
26640,note_on,240,0,5,,,,,,,,,5,,,57,0
26640,note_on,240,0,4,,,,,,,,,4,,,65,0
26880,note_on,240,0,4,,,,,,,,,4,,,65,50
26880,note_on,240,0,1,,,,,,,,,1,,,77,50
26880,note_on,240,0,5,,,,,,,,,5,,,57,50
27120,note_on,240,0,5,,,,,,,,,5,,,57,0
27120,note_on,240,0,4,,,,,,,,,4,,,65,0
27120,note_on,240,0,1,,,,,,,,,1,,,77,0
27320,set_tempo,3320,1,0,,,,,,425532,,,,,,,
27360,note_on,240,0,1,,,,,,,,,1,,,79,51
27360,note_on,240,0,4,,,,,,,,,4,,,67,49
27360,note_on,240,0,5,,,,,,,,,5,,,60,49
27745,note_on,385,0,5,,,,,,,,,5,,,60,0
27745,note_on,385,0,4,,,,,,,,,4,,,67,0
27840,note_on,0,0,1,,,,,,,,,1,,,82,50
27840,note_on,480,0,1,,,,,,,,,1,,,79,0
28080,note_on,240,0,1,,,,,,,,,1,,,82,0
28320,note_on,575,0,5,,,,,,,,,5,,,60,49
28320,note_on,0,0,4,,,,,,,,,4,,,67,49
28320,note_on,575,0,4,,,,,,,,,4,,,70,49
28320,note_on,240,0,1,,,,,,,,,1,,,76,49
28760,set_tempo,1440,1,0,,,,,,428571,,,,,,,
28800,set_tempo,40,1,0,,,,,,425532,,,,,,,
28800,note_on,0,0,4,,,,,,,,,4,,,69,47
28800,note_on,0,0,4,,,,,,,,,4,,,70,0
28800,note_on,480,0,4,,,,,,,,,4,,,67,0
28800,note_on,480,0,1,,,,,,,,,1,,,76,0
28800,note_on,480,0,5,,,,,,,,,5,,,60,0
28800,note_on,0,0,5,,,,,,,,,5,,,65,47
28800,note_on,0,0,1,,,,,,,,,1,,,77,46
29185,note_on,385,0,1,,,,,,,,,1,,,77,0
29185,note_on,385,0,5,,,,,,,,,5,,,65,0
29185,note_on,385,0,4,,,,,,,,,4,,,69,0
29760,note_on,575,0,1,,,,,,,,,1,,,84,45
29760,note_on,575,0,4,,,,,,,,,4,,,64,45
29760,note_on,575,0,5,,,,,,,,,5,,,60,45
29760,note_on,0,0,4,,,,,,,,,4,,,70,45
30200,set_tempo,1400,1,0,,,,,,425532,,,,,,,
30240,note_on,0,0,4,,,,,,,,,4,,,69,43
30240,note_on,0,0,5,,,,,,,,,5,,,65,43
30240,note_on,480,0,5,,,,,,,,,5,,,60,0
30240,note_on,0,0,1,,,,,,,,,1,,,77,43
30240,note_on,480,0,1,,,,,,,,,1,,,84,0
30240,note_on,480,0,4,,,,,,,,,4,,,70,0
30240,note_on,0,0,4,,,,,,,,,4,,,64,0
30625,note_on,385,0,5,,,,,,,,,5,,,65,0
30625,note_on,385,0,4,,,,,,,,,4,,,69,0
30625,note_on,385,0,1,,,,,,,,,1,,,77,0
