tick,type,port,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
720,note_on,,1,0,1,,,,,,,,,0,,,71,64
720,note_on,,705,0,2,,,,,,,,,1,,,62,94
720,note_on,,0,0,2,,,,,,,,,1,,,55,73
725,control_change,,5,0,2,,,,,,,,,1,64,127,,
728,control_change,,8,0,1,,,,,,,,,0,64,127,,
746,control_change,,18,0,1,,,,,,,,,0,64,127,,
763,note_on,,38,0,2,,,,,,,,,1,,,62,0
764,note_on,,1,0,2,,,,,,,,,1,,,55,0
768,control_change,,4,0,2,,,,,,,,,1,64,0,,
774,control_change,,28,0,1,,,,,,,,,0,64,0,,
775,note_on,,1,0,1,,,,,,,,,0,,,74,0
777,note_on,,2,0,1,,,,,,,,,0,,,67,0
778,note_on,,1,0,1,,,,,,,,,0,,,71,0
779,control_change,,1,0,1,,,,,,,,,0,64,0,,
780,note_on,,1,0,1,,,,,,,,,0,,,79,0
782,note_on,,2,0,1,,,,,,,,,0,,,83,93
805,control_change,,23,0,1,,,,,,,,,0,64,127,,
835,control_change,,30,0,1,,,,,,,,,0,64,0,,
838,note_on,,3,0,1,,,,,,,,,0,,,81,93
839,note_on,,1,0,1,,,,,,,,,0,,,83,0
840,note_on,,0,0,1,,,,,,,,,0,,,72,76
840,note_on,,1,0,1,,,,,,,,,0,,,66,60
840,note_on,,72,0,2,,,,,,,,,1,,,62,94
840,note_on,,0,0,2,,,,,,,,,1,,,50,94
840,note_on,,0,0,1,,,,,,,,,0,,,74,76
849,control_change,,9,0,1,,,,,,,,,0,64,127,,
853,control_change,,13,0,2,,,,,,,,,1,64,127,,
865,control_change,,16,0,1,,,,,,,,,0,64,127,,
880,note_on,,27,0,2,,,,,,,,,1,,,50,0
881,note_on,,1,0,2,,,,,,,,,1,,,62,0
885,control_change,,4,0,2,,,,,,,,,1,64,0,,
893,control_change,,28,0,1,,,,,,,,,0,64,0,,
898,note_on,,5,0,1,,,,,,,,,0,,,74,0
900,note_on,,2,0,1,,,,,,,,,0,,,72,0
900,control_change,,0,0,1,,,,,,,,,0,64,0,,
900,note_on,,0,0,1,,,,,,,,,0,,,66,0
901,note_on,,1,0,1,,,,,,,,,0,,,81,0
901,note_on,,0,0,1,,,,,,,,,0,,,78,80
923,control_change,,22,0,1,,,,,,,,,0,64,127,,
956,control_change,,33,0,1,,,,,,,,,0,64,0,,
958,note_on,,2,0,1,,,,,,,,,0,,,86,89
959,note_on,,1,0,1,,,,,,,,,0,,,78,0
960,note_on,,0,0,1,,,,,,,,,0,,,74,68
960,note_on,,1,0,1,,,,,,,,,0,,,67,60
960,note_on,,0,0,1,,,,,,,,,0,,,71,68
960,note_on,,75,0,2,,,,,,,,,1,,,62,94
960,note_on,,0,0,2,,,,,,,,,1,,,43,85
968,control_change,,8,0,2,,,,,,,,,1,64,127,,
968,control_change,,8,0,1,,,,,,,,,0,64,127,,
1001,note_on,,33,0,2,,,,,,,,,1,,,43,0
1001,note_on,,0,0,2,,,,,,,,,1,,,62,0
1004,control_change,,36,0,1,,,,,,,,,0,64,127,,
1008,control_change,,7,0,2,,,,,,,,,1,64,0,,
1022,control_change,,18,0,1,,,,,,,,,0,64,0,,
1026,note_on,,4,0,1,,,,,,,,,0,,,67,0
1027,note_on,,1,0,1,,,,,,,,,0,,,71,0
1029,note_on,,2,0,1,,,,,,,,,0,,,74,0
1125,note_on,,96,0,1,,,,,,,,,0,,,86,0
1138,control_change,,13,0,1,,,,,,,,,0,64,0,,
1142,note_on,,4,0,1,,,,,,,,,0,,,83,89
1167,control_change,,25,0,1,,,,,,,,,0,64,127,,
1184,note_on,,0,0,1,,,,,,,,,0,,,79,80
1184,note_on,,17,0,1,,,,,,,,,0,,,83,0
1184,control_change,,0,0,1,,,,,,,,,0,64,0,,
1195,note_on,,11,0,1,,,,,,,,,0,,,79,0
1199,note_on,,4,0,1,,,,,,,,,0,,,81,93
1200,note_on,,0,0,1,,,,,,,,,0,,,69,89
1200,note_on,,0,0,1,,,,,,,,,0,,,74,76
1200,note_on,,192,0,2,,,,,,,,,1,,,45,94
1200,note_on,,1,0,1,,,,,,,,,0,,,66,60
1200,note_on,,0,0,2,,,,,,,,,1,,,62,98
1205,control_change,,5,0,2,,,,,,,,,1,64,127,,
1209,control_change,,9,0,1,,,,,,,,,0,64,127,,
1226,control_change,,17,0,1,,,,,,,,,0,64,127,,
1232,note_on,,27,0,2,,,,,,,,,1,,,45,0
1233,note_on,,1,0,2,,,,,,,,,1,,,62,0
1244,control_change,,11,0,2,,,,,,,,,1,64,0,,
1251,control_change,,25,0,1,,,,,,,,,0,64,0,,
1254,note_on,,3,0,1,,,,,,,,,0,,,69,0
1256,control_change,,2,0,1,,,,,,,,,0,64,0,,
1257,note_on,,1,0,1,,,,,,,,,0,,,74,0
1257,note_on,,0,0,1,,,,,,,,,0,,,66,0
1257,note_on,,0,0,1,,,,,,,,,0,,,78,89
1259,note_on,,2,0,1,,,,,,,,,0,,,81,0
1279,control_change,,20,0,1,,,,,,,,,0,64,127,,
1300,control_change,,0,0,1,,,,,,,,,0,64,0,,
1300,note_on,,21,0,1,,,,,,,,,0,,,78,0
1304,note_on,,4,0,1,,,,,,,,,0,,,74,80
1315,note_on,,11,0,1,,,,,,,,,0,,,74,0
1319,note_on,,4,0,1,,,,,,,,,0,,,76,89
1320,note_on,,0,0,2,,,,,,,,,1,,,57,98
1320,note_on,,76,0,2,,,,,,,,,1,,,45,85
1320,note_on,,1,0,1,,,,,,,,,0,,,67,80
1320,note_on,,0,0,1,,,,,,,,,0,,,73,64
1320,note_on,,0,0,1,,,,,,,,,0,,,69,85
1329,control_change,,9,0,1,,,,,,,,,0,64,127,,
1330,control_change,,10,0,2,,,,,,,,,1,64,127,,
1336,control_change,,7,0,1,,,,,,,,,0,64,127,,
1352,note_on,,22,0,2,,,,,,,,,1,,,57,0
1352,note_on,,0,0,2,,,,,,,,,1,,,45,0
1357,note_on,,21,0,1,,,,,,,,,0,,,78,85
1358,note_on,,1,0,1,,,,,,,,,0,,,76,0
1363,control_change,,5,0,1,,,,,,,,,0,64,0,,
1363,control_change,,11,0,2,,,,,,,,,1,64,0,,
1364,note_on,,1,0,1,,,,,,,,,0,,,76,80
1368,note_on,,4,0,1,,,,,,,,,0,,,78,0
1371,note_on,,0,0,1,,,,,,,,,0,,,74,93
1371,note_on,,3,0,1,,,,,,,,,0,,,76,0
1372,control_change,,1,0,1,,,,,,,,,0,64,0,,
1377,note_on,,5,0,1,,,,,,,,,0,,,73,0
1377,note_on,,0,0,1,,,,,,,,,0,,,69,0
1378,note_on,,1,0,1,,,,,,,,,0,,,67,0
1380,note_on,,2,0,1,,,,,,,,,0,,,74,0
1383,note_on,,3,0,1,,,,,,,,,0,,,76,89
1421,note_on,,38,0,1,,,,,,,,,0,,,76,0
1423,note_on,,2,0,1,,,,,,,,,0,,,78,68
1438,note_on,,15,0,1,,,,,,,,,0,,,74,93
1439,note_on,,1,0,1,,,,,,,,,0,,,78,0
1440,note_on,,1,0,1,,,,,,,,,0,,,66,72
1440,note_on,,0,0,1,,,,,,,,,0,,,69,68
1440,note_on,,77,0,2,,,,,,,,,1,,,38,94
1440,note_on,,0,0,2,,,,,,,,,1,,,50,94
1448,control_change,,8,0,1,,,,,,,,,0,64,127,,
1448,control_change,,8,0,2,,,,,,,,,1,64,127,,
1467,control_change,,19,0,1,,,,,,,,,0,64,127,,
1481,note_on,,33,0,2,,,,,,,,,1,,,50,0
1482,note_on,,1,0,2,,,,,,,,,1,,,38,0
1487,control_change,,5,0,2,,,,,,,,,1,64,0,,
1498,control_change,,31,0,1,,,,,,,,,0,64,0,,
1499,note_on,,1,0,1,,,,,,,,,0,,,66,0
1500,note_on,,1,0,1,,,,,,,,,0,,,69,0
1566,note_on,,66,0,1,,,,,,,,,0,,,74,0
1568,control_change,,2,0,1,,,,,,,,,0,64,0,,
1597,note_on,,29,0,1,,,,,,,,,0,,,76,93
1604,note_on,,7,0,1,,,,,,,,,0,,,74,68
1608,note_on,,4,0,1,,,,,,,,,0,,,76,0
1611,note_on,,3,0,1,,,,,,,,,0,,,74,0
1611,note_on,,0,0,1,,,,,,,,,0,,,73,60
1618,note_on,,7,0,1,,,,,,,,,0,,,73,0
1623,note_on,,5,0,1,,,,,,,,,0,,,74,98
1659,note_on,,36,0,1,,,,,,,,,0,,,74,0
1663,note_on,,4,0,1,,,,,,,,,0,,,76,68
1674,note_on,,11,0,1,,,,,,,,,0,,,76,0
1678,note_on,,4,0,1,,,,,,,,,0,,,77,51
1680,note_on,,2,0,1,,,,,,,,,0,,,71,64
1680,note_on,,0,0,1,,,,,,,,,0,,,67,64
1680,note_on,,193,0,2,,,,,,,,,1,,,62,77
1680,note_on,,0,0,2,,,,,,,,,1,,,43,60
1689,note_on,,9,0,1,,,,,,,,,0,,,67,0
1690,note_on,,10,0,2,,,,,,,,,1,,,43,0
1690,note_on,,0,0,2,,,,,,,,,1,,,62,0
1691,note_on,,0,0,1,,,,,,,,,0,,,77,0
1691,note_on,,2,0,1,,,,,,,,,0,,,71,0
1737,note_on,,46,0,1,,,,,,,,,0,,,77,80
1740,note_on,,50,0,2,,,,,,,,,1,,,62,94
1740,note_on,,0,0,2,,,,,,,,,1,,,43,77
1742,note_on,,0,0,1,,,,,,,,,0,,,71,76
1742,note_on,,5,0,1,,,,,,,,,0,,,67,85
1746,note_on,,4,0,1,,,,,,,,,0,,,77,0
1751,note_on,,0,0,2,,,,,,,,,1,,,62,0
1751,note_on,,11,0,2,,,,,,,,,1,,,43,0
1751,note_on,,5,0,1,,,,,,,,,0,,,67,0
1752,note_on,,1,0,1,,,,,,,,,0,,,71,0
1800,note_on,,0,0,1,,,,,,,,,0,,,77,113
1800,note_on,,0,0,1,,,,,,,,,0,,,67,93
1800,note_on,,48,0,1,,,,,,,,,0,,,71,93
1800,note_on,,0,0,2,,,,,,,,,1,,,62,107
1800,note_on,,49,0,2,,,,,,,,,1,,,43,94
1809,note_on,,9,0,1,,,,,,,,,0,,,67,0
1810,note_on,,10,0,2,,,,,,,,,1,,,62,0
1811,note_on,,1,0,2,,,,,,,,,1,,,43,0
1812,note_on,,3,0,1,,,,,,,,,0,,,77,0
1813,note_on,,1,0,1,,,,,,,,,0,,,71,0
1860,note_on,,49,0,2,,,,,,,,,1,,,43,94
1860,note_on,,0,0,2,,,,,,,,,1,,,62,107
1861,note_on,,48,0,1,,,,,,,,,0,,,67,89
1861,note_on,,0,0,1,,,,,,,,,0,,,71,93
1862,note_on,,1,0,1,,,,,,,,,0,,,77,93
1871,note_on,,9,0,1,,,,,,,,,0,,,77,0
1871,note_on,,11,0,2,,,,,,,,,1,,,62,0
1872,note_on,,1,0,1,,,,,,,,,0,,,67,0
1874,note_on,,2,0,1,,,,,,,,,0,,,71,0
1874,note_on,,3,0,2,,,,,,,,,1,,,43,0
1920,note_on,,0,0,1,,,,,,,,,0,,,67,80
1920,note_on,,46,0,1,,,,,,,,,0,,,72,80
1920,note_on,,46,0,2,,,,,,,,,1,,,48,81
1920,note_on,,0,0,2,,,,,,,,,1,,,60,90
1921,note_on,,1,0,1,,,,,,,,,0,,,78,98
1937,control_change,,16,0,1,,,,,,,,,0,64,127,,
1951,note_on,,14,0,1,,,,,,,,,0,,,78,0
1954,note_on,,3,0,1,,,,,,,,,0,,,76,89
1982,note_on,,28,0,1,,,,,,,,,0,,,75,76
1984,note_on,,2,0,1,,,,,,,,,0,,,76,0
1993,control_change,,73,0,2,,,,,,,,,1,64,127,,
1994,control_change,,10,0,1,,,,,,,,,0,64,127,,
2011,note_on,,17,0,1,,,,,,,,,0,,,78,89
2012,note_on,,1,0,1,,,,,,,,,0,,,75,0
2015,control_change,,3,0,1,,,,,,,,,0,64,0,,
2036,control_change,,43,0,2,,,,,,,,,1,64,0,,
2038,control_change,,23,0,1,,,,,,,,,0,64,0,,
2039,note_on,,1,0,1,,,,,,,,,0,,,72,0
2040,note_on,,0,0,1,,,,,,,,,0,,,79,98
2040,note_on,,0,0,2,,,,,,,,,1,,,55,81
2040,note_on,,0,0,2,,,,,,,,,1,,,47,81
2040,note_on,,0,0,2,,,,,,,,,1,,,48,0
2040,note_on,,4,0,2,,,,,,,,,1,,,60,0
2040,note_on,,1,0,1,,,,,,,,,0,,,74,80
2041,note_on,,1,0,1,,,,,,,,,0,,,78,0
2064,control_change,,23,0,1,,,,,,,,,0,64,127,,
2073,control_change,,9,0,1,,,,,,,,,0,64,127,,
2079,note_on,,6,0,1,,,,,,,,,0,,,79,0
2101,control_change,,0,0,1,,,,,,,,,0,64,0,,
2101,note_on,,22,0,1,,,,,,,,,0,,,79,98
2101,control_change,,61,0,2,,,,,,,,,1,64,127,,
2127,control_change,,26,0,1,,,,,,,,,0,64,127,,
2151,note_on,,24,0,1,,,,,,,,,0,,,79,0
2152,control_change,,51,0,2,,,,,,,,,1,64,0,,
2152,control_change,,1,0,1,,,,,,,,,0,64,0,,
2154,control_change,,2,0,1,,,,,,,,,0,64,0,,
2156,note_on,,4,0,2,,,,,,,,,1,,,47,0
2156,note_on,,2,0,1,,,,,,,,,0,,,67,0
2159,note_on,,3,0,1,,,,,,,,,0,,,81,98
2160,note_on,,1,0,1,,,,,,,,,0,,,76,93
2160,set_tempo,,1680,1,0,,,,,,,789474,,,,,,
2160,note_on,,4,0,2,,,,,,,,,1,,,48,81
2162,note_on,,2,0,1,,,,,,,,,0,,,74,0
2194,control_change,,32,0,1,,,,,,,,,0,64,127,,
2202,set_tempo,,42,1,0,,,,,,,800000,,,,,,
2220,note_on,,60,0,2,,,,,,,,,1,,,67,94
2224,control_change,,30,0,1,,,,,,,,,0,64,127,,
2226,control_change,,6,0,2,,,,,,,,,1,64,127,,
2227,note_on,,1,0,2,,,,,,,,,1,,,55,0
2242,note_on,,15,0,2,,,,,,,,,1,,,67,0
2243,note_on,,1,0,2,,,,,,,,,1,,,48,0
2244,set_tempo,,42,1,0,,,,,,,810811,,,,,,
2274,control_change,,31,0,2,,,,,,,,,1,64,0,,
2279,control_change,,55,0,1,,,,,,,,,0,64,0,,
2280,note_on,,1,0,1,,,,,,,,,0,,,74,76
2280,note_on,,0,0,2,,,,,,,,,1,,,50,94
2280,note_on,,6,0,2,,,,,,,,,1,,,67,85
2286,set_tempo,,42,1,0,,,,,,,821918,,,,,,
2287,note_on,,7,0,1,,,,,,,,,0,,,76,0
2293,note_on,,13,0,2,,,,,,,,,1,,,67,0
2295,note_on,,2,0,2,,,,,,,,,1,,,66,77
2308,note_on,,13,0,2,,,,,,,,,1,,,66,0
2310,note_on,,2,0,2,,,,,,,,,1,,,67,85
2314,note_on,,27,0,1,,,,,,,,,0,,,81,0
2317,note_on,,3,0,1,,,,,,,,,0,,,83,85
2321,note_on,,11,0,2,,,,,,,,,1,,,67,0
2324,note_on,,7,0,1,,,,,,,,,0,,,81,89
2325,note_on,,4,0,2,,,,,,,,,1,,,66,65
2328,set_tempo,,42,1,0,,,,,,,833333,,,,,,
2330,note_on,,6,0,1,,,,,,,,,0,,,83,0
2331,note_on,,1,0,1,,,,,,,,,0,,,79,76
2331,control_change,,0,0,1,,,,,,,,,0,64,0,,
2332,note_on,,1,0,1,,,,,,,,,0,,,81,0
2339,note_on,,14,0,2,,,,,,,,,1,,,66,0
2339,note_on,,7,0,1,,,,,,,,,0,,,79,0
2340,note_on,,1,0,2,,,,,,,,,1,,,67,77
2341,note_on,,2,0,1,,,,,,,,,0,,,72,76
2342,note_on,,1,0,1,,,,,,,,,0,,,81,98
2343,note_on,,1,0,1,,,,,,,,,0,,,74,0
2355,note_on,,15,0,2,,,,,,,,,1,,,66,85
2356,note_on,,1,0,2,,,,,,,,,1,,,67,0
2367,note_on,,11,0,2,,,,,,,,,1,,,66,0
2370,set_tempo,,42,1,0,,,,,,,845070,,,,,,
2370,note_on,,3,0,2,,,,,,,,,1,,,64,73
2378,note_on,,35,0,1,,,,,,,,,0,,,83,89
2380,note_on,,2,0,1,,,,,,,,,0,,,81,0
2383,note_on,,13,0,2,,,,,,,,,1,,,64,0
2385,note_on,,2,0,2,,,,,,,,,1,,,66,77
2391,note_on,,11,0,1,,,,,,,,,0,,,83,0
2392,note_on,,7,0,2,,,,,,,,,1,,,50,0
2397,note_on,,6,0,1,,,,,,,,,0,,,79,89
2398,note_on,,6,0,2,,,,,,,,,1,,,66,0
2400,note_on,,0,0,2,,,,,,,,,1,,,43,81
2400,note_on,,2,0,2,,,,,,,,,1,,,67,85
2400,note_on,,0,0,1,,,,,,,,,0,,,71,80
2400,note_on,,3,0,1,,,,,,,,,0,,,72,0
2412,set_tempo,,42,1,0,,,,,,,857143,,,,,,
2422,control_change,,22,0,2,,,,,,,,,1,64,127,,
2431,control_change,,31,0,1,,,,,,,,,0,64,127,,
2436,control_change,,5,0,1,,,,,,,,,0,64,127,,
2454,set_tempo,,42,1,0,,,,,,,869565,,,,,,
2454,control_change,,32,0,2,,,,,,,,,1,64,0,,
2460,note_on,,6,0,2,,,,,,,,,1,,,43,0
2460,note_on,,0,0,2,,,,,,,,,1,,,47,85
2496,set_tempo,,42,1,0,,,,,,,882353,,,,,,
2501,note_on,,41,0,2,,,,,,,,,1,,,47,0
2505,note_on,,4,0,2,,,,,,,,,1,,,50,81
2514,note_on,,9,0,2,,,,,,,,,1,,,67,0
2517,control_change,,81,0,1,,,,,,,,,0,64,0,,
2519,note_on,,5,0,2,,,,,,,,,1,,,50,0
2520,note_on,,1,0,2,,,,,,,,,1,,,55,65
2521,control_change,,4,0,1,,,,,,,,,0,64,0,,
2527,note_on,,6,0,1,,,,,,,,,0,,,79,0
2530,note_on,,3,0,1,,,,,,,,,0,,,71,0
2538,set_tempo,,42,1,0,,,,,,,895522,,,,,,
2558,note_on,,38,0,2,,,,,,,,,1,,,55,0
2581,set_tempo,,43,1,0,,,,,,,909091,,,,,,
2581,note_on,,51,0,1,,,,,,,,,0,,,74,62
2582,set_tempo,,1,1,0,,,,,,,789474,,,,,,
2602,control_change,,21,0,1,,,,,,,,,0,64,127,,
2638,note_on,,36,0,1,,,,,,,,,0,,,79,62
2638,control_change,,0,0,1,,,,,,,,,0,64,0,,
2640,note_on,,0,0,2,,,,,,,,,1,,,55,60
2640,note_on,,82,0,2,,,,,,,,,1,,,62,69
2640,note_on,,2,0,1,,,,,,,,,0,,,67,50
2640,note_on,,0,0,1,,,,,,,,,0,,,74,52
2640,note_on,,0,0,1,,,,,,,,,0,,,71,59
2644,note_on,,4,0,1,,,,,,,,,0,,,74,0
2650,control_change,,6,0,1,,,,,,,,,0,64,127,,
2652,note_on,,12,0,2,,,,,,,,,1,,,62,0
2656,note_on,,4,0,2,,,,,,,,,1,,,55,0
2656,control_change,,0,0,2,,,,,,,,,1,64,127,,
2663,control_change,,7,0,2,,,,,,,,,1,64,0,,
2677,control_change,,27,0,1,,,,,,,,,0,64,127,,
2694,note_on,,0,0,1,,,,,,,,,0,,,74,0
2694,note_on,,17,0,1,,,,,,,,,0,,,71,0
2695,control_change,,0,0,1,,,,,,,,,0,64,0,,
2695,note_on,,1,0,1,,,,,,,,,0,,,67,0
2697,note_on,,2,0,1,,,,,,,,,0,,,83,59
2701,note_on,,4,0,1,,,,,,,,,0,,,79,0
2756,control_change,,55,0,1,,,,,,,,,0,64,0,,
2758,note_on,,2,0,1,,,,,,,,,0,,,81,76
2760,note_on,,0,0,2,,,,,,,,,1,,,50,67
2760,note_on,,2,0,1,,,,,,,,,0,,,66,49
2760,note_on,,0,0,1,,,,,,,,,0,,,74,51
2760,note_on,,0,0,1,,,,,,,,,0,,,72,64
2760,note_on,,97,0,2,,,,,,,,,1,,,62,61
2761,note_on,,1,0,1,,,,,,,,,0,,,83,0
2767,control_change,,7,0,2,,,,,,,,,1,64,127,,
2769,control_change,,8,0,1,,,,,,,,,0,64,127,,
2773,note_on,,6,0,2,,,,,,,,,1,,,50,0
2775,note_on,,2,0,2,,,,,,,,,1,,,62,0
2779,control_change,,4,0,2,,,,,,,,,1,64,0,,
2784,control_change,,15,0,1,,,,,,,,,0,64,127,,
2814,control_change,,30,0,1,,,,,,,,,0,64,0,,
2816,note_on,,2,0,1,,,,,,,,,0,,,78,59
2818,control_change,,2,0,1,,,,,,,,,0,64,0,,
2819,note_on,,0,0,1,,,,,,,,,0,,,72,0
2819,note_on,,1,0,1,,,,,,,,,0,,,74,0
2820,note_on,,0,0,1,,,,,,,,,0,,,66,0
2820,note_on,,1,0,1,,,,,,,,,0,,,81,0
2846,control_change,,26,0,1,,,,,,,,,0,64,127,,
2877,note_on,,31,0,1,,,,,,,,,0,,,78,0
2877,control_change,,0,0,1,,,,,,,,,0,64,0,,
2878,note_on,,1,0,1,,,,,,,,,0,,,86,62
2880,note_on,,101,0,2,,,,,,,,,1,,,62,81
2880,note_on,,0,0,2,,,,,,,,,1,,,43,73
2880,note_on,,2,0,1,,,,,,,,,0,,,67,51
2880,note_on,,0,0,1,,,,,,,,,0,,,71,53
2880,note_on,,0,0,1,,,,,,,,,0,,,74,55
2888,control_change,,8,0,1,,,,,,,,,0,64,127,,
2889,control_change,,9,0,2,,,,,,,,,1,64,127,,
2892,note_on,,3,0,2,,,,,,,,,1,,,43,0
2893,note_on,,1,0,2,,,,,,,,,1,,,62,0
2913,control_change,,25,0,1,,,,,,,,,0,64,127,,
2917,control_change,,24,0,2,,,,,,,,,1,64,0,,
2948,control_change,,35,0,1,,,,,,,,,0,64,0,,
2949,note_on,,1,0,1,,,,,,,,,0,,,67,0
2950,note_on,,1,0,1,,,,,,,,,0,,,74,0
2951,note_on,,1,0,1,,,,,,,,,0,,,71,0
3055,control_change,,104,0,1,,,,,,,,,0,64,0,,
3062,note_on,,7,0,1,,,,,,,,,0,,,83,76
3063,note_on,,1,0,1,,,,,,,,,0,,,86,0
3091,control_change,,28,0,1,,,,,,,,,0,64,127,,
3104,note_on,,13,0,1,,,,,,,,,0,,,83,0
3105,note_on,,1,0,1,,,,,,,,,0,,,79,68
3106,control_change,,1,0,1,,,,,,,,,0,64,0,,
3120,note_on,,14,0,1,,,,,,,,,0,,,66,52
3120,note_on,,0,0,1,,,,,,,,,0,,,74,62
3120,note_on,,0,0,1,,,,,,,,,0,,,69,72
3120,note_on,,0,0,2,,,,,,,,,1,,,62,67
3120,note_on,,203,0,2,,,,,,,,,1,,,45,69
3121,note_on,,1,0,1,,,,,,,,,0,,,81,80
3124,note_on,,3,0,1,,,,,,,,,0,,,79,0
3126,control_change,,2,0,1,,,,,,,,,0,64,127,,
3130,control_change,,10,0,2,,,,,,,,,1,64,127,,
3136,control_change,,6,0,2,,,,,,,,,1,64,0,,
3141,note_on,,5,0,2,,,,,,,,,1,,,62,0
3145,note_on,,4,0,2,,,,,,,,,1,,,45,0
3151,control_change,,25,0,1,,,,,,,,,0,64,127,,
3169,note_on,,18,0,1,,,,,,,,,0,,,69,0
3171,note_on,,2,0,1,,,,,,,,,0,,,66,0
3172,control_change,,0,0,1,,,,,,,,,0,64,0,,
3172,control_change,,1,0,1,,,,,,,,,0,64,0,,
3173,note_on,,1,0,1,,,,,,,,,0,,,74,0
3182,note_on,,9,0,1,,,,,,,,,0,,,78,72
3185,note_on,,3,0,1,,,,,,,,,0,,,81,0
3204,control_change,,19,0,1,,,,,,,,,0,64,127,,
3224,note_on,,20,0,1,,,,,,,,,0,,,74,76
3225,note_on,,1,0,1,,,,,,,,,0,,,78,0
3226,control_change,,1,0,1,,,,,,,,,0,64,0,,
3237,note_on,,11,0,1,,,,,,,,,0,,,74,0
3240,note_on,,0,0,1,,,,,,,,,0,,,69,68
3240,note_on,,0,0,2,,,,,,,,,1,,,45,67
3240,note_on,,95,0,2,,,,,,,,,1,,,57,77
3240,note_on,,0,0,1,,,,,,,,,0,,,67,59
3240,note_on,,3,0,1,,,,,,,,,0,,,76,85
3240,note_on,,0,0,1,,,,,,,,,0,,,73,64
3247,control_change,,7,0,2,,,,,,,,,1,64,127,,
3251,control_change,,11,0,1,,,,,,,,,0,64,127,,
3258,note_on,,11,0,2,,,,,,,,,1,,,57,0
3259,note_on,,1,0,2,,,,,,,,,1,,,45,0
3261,control_change,,10,0,1,,,,,,,,,0,64,127,,
3264,control_change,,5,0,2,,,,,,,,,1,64,0,,
3277,note_on,,16,0,1,,,,,,,,,0,,,78,62
3278,note_on,,1,0,1,,,,,,,,,0,,,76,0
3284,note_on,,6,0,1,,,,,,,,,0,,,76,60
3287,note_on,,3,0,1,,,,,,,,,0,,,69,0
3287,control_change,,0,0,1,,,,,,,,,0,64,0,,
3288,note_on,,1,0,1,,,,,,,,,0,,,67,0
3289,note_on,,1,0,1,,,,,,,,,0,,,73,0
3290,note_on,,1,0,1,,,,,,,,,0,,,76,0
3290,note_on,,0,0,1,,,,,,,,,0,,,78,0
3290,control_change,,0,0,1,,,,,,,,,0,64,0,,
3291,note_on,,1,0,1,,,,,,,,,0,,,74,64
3300,note_on,,9,0,1,,,,,,,,,0,,,74,0
3301,note_on,,1,0,1,,,,,,,,,0,,,76,76
3337,note_on,,36,0,1,,,,,,,,,0,,,78,62
